Site	Latitude	Longitude	CenterDate	StartDate	EndDate	AnnualMeanTemp	AnnualTotalPrecip	AnnualTotalRain
1	19.149770555555556	45.166511388888885	2023-07-14	2023-01-14	2024-01-14	26.55283	26.100002	26.100002
2	19.203468333333333	45.2447675	2023-07-14	2023-01-14	2024-01-14	26.849092	25.900002	25.900002
3	19.301079444444444	45.384414166666666	2023-07-14	2023-01-14	2024-01-14	27.379581	30.399998	30.399998
4	19.379571666666667	45.55182694444444	2023-07-14	2023-01-14	2024-01-14	27.793999	16.0	16.0
5	19.407155277777775	45.659501388888884	2023-07-14	2023-01-14	2024-01-14	27.955164	23.2	23.2
6	19.405739166666667	45.8161425	2023-07-14	2023-01-14	2024-01-14	27.762714	27.900002	27.900002
7	19.407005277777778	45.953943611111114	2023-07-14	2023-01-14	2024-01-14	27.902151	22.099998	22.099998
8	19.393154166666665	46.110734722222226	2023-07-14	2023-01-14	2024-01-14	28.046726	15.799999	15.799999
