Formula	Z	Concentration	Status	Line 1	Net int.	Calc. concentration	Stat. error	LLD	Analyzed layer	Foil correction	D.C. Factor	Line 2	Net int.	Calc. concentration	Stat. error	LLD	Analyzed layer	Foil correction	D.C. Factor	Line 3	Net int.	Calc. concentration	Stat. error	LLD	Analyzed layer	Foil correction	D.C. Factor
SiO2	14	52.1	XRF 1	Si KA1-HR-Tr	23.4	52.1	0.0234		24.4 um	1.27	24.16	Si KB1-HR-Tr/Ox	0.5885	44	0.147		28.2 um	1.23	24.16								
CaO	20	4.67	XRF 1	Ca KA1-HR-Tr	6.346	4.67	0.0449		69 um	1.02	20	Ca KB1-HR-Tr	0.9243	3.5	0.118		86 um	1.02	20								
Al2O3	13	3.5	XRF 1	Al KA1-HR-Tr	1.535	3.5	0.0913		17.5 um	1.43	23.44	Al KB1-HR-Tr/Ox	0.03913	7.5	0.572		19.7 um	1.38	23.44								
MgO	12	1.5	XRF 1	Mg KA1-HR-Tr	0.715	1.5	0.134		11.6 um	1.75	23.78																
K2O	19	0.97	XRF 1	K  KA1-HR-Tr	1.544	0.97	0.091		53 um	1.03	19.06	K  KB1-HR-Tr	0.2005	0.71	0.632		66 um	1.02	19.06								
Fe2O3	26	0.631	XRF 1	Fe KA1-HR-Tr	4.86	0.631	0.0525	48.5 PPM	259 um	1	21.51	Fe KB1-HR-Tr	1.101	0.36	0.122	295.6 PPM	0.34 mm	1	21.51								
Cr2O3	24	0.034	XRF 1	Cr KA1-HR-Tr	0.1255	0.034	0.319		163 um	1.01	21.23	Cr KB1-HR-Tr	-0.103	-0.079		506.1 PPM	211 um	1	21.23								
SrO	38	0.03	XRF 1	Sr KA1-HR-Tr	1.041	0.03	0.195	13.9 PPM	2.50 mm	1	18.25	Sr KB1-HR-Tr	0.7583	0.1	0.706	77.0 PPM	3.5 mm	1	17.3	Sr LA1-HR	0.07882	0.14	0.403		27.0 um	1.24	24.16
Material		Oxides	Input																								
Mode		He	Input																								
Diameter		8mm	Input																								
Method		Fast Screening-He8mm	Input																								
