endpoint	lag_start_complete_days	lag_end_complete_days	estimate_per_mm	site_clustered_standard_error	site_clustered_t	nominal_two_sided_p	interpretation
richness_hurlbert_25000	1	1	-149.9556810065176	119.61983226286537	-1.2536021675485132	0.20998664299146563	descriptive shape sensitivity
richness_hurlbert_25000	2	2	-74.81998973625626	352.0976422632989	-0.21249784365299956	0.8317186598874085	descriptive shape sensitivity
richness_hurlbert_25000	3	4	134.05162150086733	32.45382025784022	4.130534415851491	3.6192090602322406e-05	descriptive shape sensitivity
richness_hurlbert_25000	5	7	58.43247088662313	54.66854139807607	1.0688500075599148	0.28513726164913455	descriptive shape sensitivity
richness_hurlbert_25000	8	14	29.21888484255311	83.37138077315974	0.35046660582548156	0.7259885475904521	descriptive shape sensitivity
richness_hurlbert_25000	15	30	11.64699962075939	83.19076313260585	0.14000351940748643	0.8886572096927637	descriptive shape sensitivity
richness_hurlbert_25000	31	60	-18.43017763036152	19.178201594972364	-0.9609961361128385	0.3365541106239256	descriptive shape sensitivity
