endpoint	endpoint_label	candidate_peak_days	estimate_per_mm_at_kernel_peak	classical_standard_error	classical_t	partial_r2	n_analysis_units	n_sites	nuisance_rank
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	0.5	-3.777678607638043	36.85739261260957	-0.10249446148682888	2.4834169620984155e-05	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.0	0.8303798253099098	21.638462213671193	0.0383751773628939	3.4814399779579857e-06	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.5	1.0276341324785492	19.52626228776116	0.05262830731935106	6.547802826470371e-06	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.0	-0.42280857059147475	19.341383843540743	-0.021860306067638283	1.1297220839412829e-06	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.5	-2.8297944577324086	19.604953948527736	-0.14434078576067844	4.925114969889377e-05	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.0	-5.756924174048906	19.932180494257857	-0.28882560920554495	0.0001971720671235596	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.5	-8.906887347404673	20.227619412238194	-0.4403329509954984	0.0004581661287892089	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.0	-12.097068810560941	20.47903804556459	-0.5907049336812459	0.0008242192008475571	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.5	-15.212369456724764	20.689704149208733	-0.7352627832189932	0.0012764097370746312	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.0	-18.169737199770154	20.86106279548384	-0.8709880880902998	0.0017902178583372916	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.5	-20.90426175069998	20.991870129576423	-0.9958265567414593	0.002338891539707227	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.0	-23.366778195582963	21.080189840753317	-1.1084709564810984	0.002896333601646928	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.5	-25.5236485493363	21.12453581111482	-1.2082465990048812	0.0034393354522224426	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.0	-27.355274677169376	21.124058116068614	-1.2949819834267928	0.003948832696242022	617	60	193
