soil_position	soil_position_label	n_analysis_units	nuisance_rank	endpoint	cluster_definition	n_clusters	estimate_per_mm_at_kernel_peak	standard_error	t	p_two_sided	ci_low	ci_high
Surface	surface	196	73	richness_hurlbert_25000	site	60	176.2574898052851	84.5772414691451	2.083982484455776	0.03716176053317472	10.48914261401319	342.025836996557
Surface	surface	196	73	richness_hurlbert_25000	campaign_rain_grid	74	176.2574898052851	53.71029206202211	3.2816334270115544	0.0010320768235094085	70.9872517645942	281.527727845976
Surface	surface	196	73	shannon	site	60	0.09290582231070511	0.07819619557715779	1.1881117952731222	0.23478936788197569	-0.06035590474857443	0.24616754936998464
Surface	surface	196	73	shannon	campaign_rain_grid	74	0.09290582231070511	0.07081484284298732	1.3119540844946664	0.18953562726319662	-0.04588871923241404	0.23170036385382425
Surface	surface	196	73	evenness_h_over_log_hurlbert	site	60	-0.0006792195354136752	0.009333559581247382	-0.07277175760235528	0.94198774551981	-0.01897266016221729	0.017614221091389944
Surface	surface	196	73	evenness_h_over_log_hurlbert	campaign_rain_grid	74	-0.0006792195354136752	0.008825930844801474	-0.07695726913765016	0.9386575383974817	-0.01797772612126574	0.016619287050438386
Deep	shallow-subsurface	203	73	richness_hurlbert_25000	site	60	226.43417553230643	67.66056198522936	3.34661978689651	0.0008180332733070715	93.82191086751698	359.0464401970959
Deep	shallow-subsurface	203	73	richness_hurlbert_25000	campaign_rain_grid	76	226.43417553230643	100.67744937527202	2.2491052061547583	0.024505803409337838	29.1100007014187	423.75835036319415
Deep	shallow-subsurface	203	73	shannon	site	60	0.29881878279475504	0.14420121117514098	2.072234902603015	0.03824353993333047	0.01618960236442396	0.5814479632250862
Deep	shallow-subsurface	203	73	shannon	campaign_rain_grid	76	0.29881878279475504	0.09261313776665794	3.2265269269640715	0.0012530244126383416	0.11730036827685919	0.4803371973126509
Deep	shallow-subsurface	203	73	evenness_h_over_log_hurlbert	site	60	0.024539149808850386	0.008706480346370112	2.8184925288530853	0.00482497338965235	0.0074747618978591515	0.04160353771984162
Deep	shallow-subsurface	203	73	evenness_h_over_log_hurlbert	campaign_rain_grid	76	0.024539149808850386	0.00877734949782493	2.7957357531372433	0.005178171954757752	0.0073358609133927916	0.04174243870430798
Rhizosphere	root-adjacent	218	72	richness_hurlbert_25000	site	60	137.77340966834447	80.60590751148742	1.7092222384408975	0.08740979103529854	-20.21126599533747	295.75808533202644
Rhizosphere	root-adjacent	218	72	richness_hurlbert_25000	campaign_rain_grid	79	137.77340966834447	51.92919689764319	2.6531011049507938	0.007975597717511818	35.99405400287472	239.55276533381422
Rhizosphere	root-adjacent	218	72	shannon	site	60	0.11512334021498934	0.11889758849031759	0.9682563092889339	0.3329163790188502	-0.11791165107469719	0.34815833150467584
Rhizosphere	root-adjacent	218	72	shannon	campaign_rain_grid	79	0.11512334021498934	0.06249203181021102	1.842208308486755	0.06544468559416713	-0.0073587914537556615	0.23760547188373432
Rhizosphere	root-adjacent	218	72	evenness_h_over_log_hurlbert	site	60	0.005467629251190837	0.008213819323356523	0.6656622255670127	0.5056270233068872	-0.010631160798107105	0.02156641930048878
Rhizosphere	root-adjacent	218	72	evenness_h_over_log_hurlbert	campaign_rain_grid	79	0.005467629251190837	0.007968771548997715	0.6861320113861887	0.4926298662783183	-0.010150875985872143	0.02108613448825382
