endpoint	cluster_definition	n_clusters	estimate_per_mm_at_kernel_peak	standard_error	t	p_two_sided	ci_low	ci_high
richness_hurlbert_25000	site	60	124.45674218481206	61.357176008619824	2.0283974961189157	0.04251969545074107	4.198887014832138	244.71459735479198
richness_hurlbert_25000	campaign_rain_grid	82	124.45674218481206	48.86076800281774	2.5471712228844785	0.01086001331422495	28.691396642322218	220.2220877273019
shannon	site	60	0.11342449364638811	0.1065011458049616	1.0650072615566542	0.2868726437026279	-0.09531391644358568	0.3221629037363619
shannon	campaign_rain_grid	82	0.11342449364638811	0.053274304652113524	2.1290656797317444	0.03324882676565671	0.009008775226830953	0.21784021206594528
evenness_h_over_log_hurlbert	site	60	0.002477036245005715	0.007235052132615913	0.34236605343023496	0.732075432008002	-0.011703405361191185	0.016657477851202616
evenness_h_over_log_hurlbert	campaign_rain_grid	82	0.002477036245005715	0.006394810231540222	0.3873510167336285	0.6984963617046551	-0.010056561496781363	0.015010633986792794
