workflow	sample_id	trip	site	compartment	analyte	source_row_count	status_value_sequence	expected_primary_status	max_positive	mean_positive	median_positive	first_reported	last_reported	primary_status_value	current_rule	current_value	current_minus_primary_relative	primary_status_available
lab_t5	V57Dr1	5	57	Deep	Cl	2	XRF 0:1.9;XRF 1:1.9	XRF 0	1.9	1.9	1.9	1.9	1.9	1.9	last_reported	1.9	0	true
lab_t5	V57PRr1	5	57	Rhizosphere	Cl	2	XRF 0:0.38;XRF 1:0.38	XRF 0	0.38	0.38	0.38	0.38	0.38	0.38	last_reported	0.38	0	true
lab_t5	V57PRr1	5	57	Rhizosphere	Nd2O3	1	XRF 2:0.29	XRF 1	0.29	0.29	0.29	0.29	0.29		last_reported	0.29		false
lab_t5	V57Sr1	5	57	Surface	Cl	2	XRF 0:1.5;XRF 1:1.5	XRF 0	1.5	1.5	1.5	1.5	1.5	1.5	last_reported	1.5	0	true
lab_t5	V58Dr1	5	58	Deep	Cl	2	XRF 0:0.87;XRF 1:0.87	XRF 0	0.87	0.87	0.87	0.87	0.87	0.87	last_reported	0.87	0	true
lab_t5	V58PRr1	5	58	Rhizosphere	Cl	2	XRF 0:0.41;XRF 1:0.41	XRF 0	0.41	0.41	0.41	0.41	0.41	0.41	last_reported	0.41	0	true
lab_t5	V58Sr1	5	58	Surface	Cl	2	XRF 0:0.45;XRF 1:0.45	XRF 0	0.45	0.45	0.45	0.45	0.45	0.45	last_reported	0.45	0	true
lab_t5	V59Dr1	5	59	Deep	Cl	2	XRF 0:2.3;XRF 1:2.3	XRF 0	2.3	2.3	2.3	2.3	2.3	2.3	last_reported	2.3	0	true
lab_t5	V59PRr1	5	59	Rhizosphere	Cl	2	XRF 0:1.7;XRF 1:1.7	XRF 0	1.7	1.7	1.7	1.7	1.7	1.7	last_reported	1.7	0	true
lab_t5	V59Sr1	5	59	Surface	Cl	2	XRF 0:4.58;XRF 1:4.58	XRF 0	4.58	4.58	4.58	4.58	4.58	4.58	last_reported	4.58	0	true
lab_t5	V60PRr1	5	60	Rhizosphere	Cl	2	XRF 0:0.54;XRF 1:0.54	XRF 0	0.54	0.54	0.54	0.54	0.54	0.54	last_reported	0.54	0	true
lab_t5	V60Sr1	5	60	Surface	Cl	2	XRF 0:0.22;XRF 1:0.22	XRF 0	0.22	0.22	0.22	0.22	0.22	0.22	last_reported	0.22	0	true
