source_sheet	source_row	sample_id	trip	site	compartment	recorded_replicate	recorded_specimen_iri	confirmed_sample_id	confirmed_replicate	confirmed_specimen_iri	disposition	evidence_id	application_status
Trip 4	98	S33Dr1	4	33	Deep	1	https://rubalkhali.science/kb/RAK_6001477	S33Dr2	2	https://rubalkhali.science/kb/RAK_6001478	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	99	S33PRr1	4	33	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001483	S33PRr2	2	https://rubalkhali.science/kb/RAK_6001484	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	100	S34Sr1	4	34	Surface	1	https://rubalkhali.science/kb/RAK_6001489	S34Sr2	2	https://rubalkhali.science/kb/RAK_6001490	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	101	S34PRr1	4	34	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001492	S34PRr2	2	https://rubalkhali.science/kb/RAK_6001493	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	102	S35Sr1	4	35	Surface	1	https://rubalkhali.science/kb/RAK_6001498	S35Sr2	2	https://rubalkhali.science/kb/RAK_6001499	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	103	S35Dr1	4	35	Deep	1	https://rubalkhali.science/kb/RAK_6001495	S35Dr2	2	https://rubalkhali.science/kb/RAK_6001496	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	104	S35PRr1	4	35	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001501	S35PRr2	2	https://rubalkhali.science/kb/RAK_6001502	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	105	S36Sr1	4	36	Surface	1	https://rubalkhali.science/kb/RAK_6001507	S36Sr2	2	https://rubalkhali.science/kb/RAK_6001508	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	106	S36Dr1	4	36	Deep	1	https://rubalkhali.science/kb/RAK_6001504	S36Dr2	2	https://rubalkhali.science/kb/RAK_6001505	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	107	S36PRr1	4	36	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001510	S36PRr2	2	https://rubalkhali.science/kb/RAK_6001511	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	108	S37Sr1	4	37	Surface	1	https://rubalkhali.science/kb/RAK_6001516	S37Sr2	2	https://rubalkhali.science/kb/RAK_6001517	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	109	S37Dr1	4	37	Deep	1	https://rubalkhali.science/kb/RAK_6001513	S37Dr2	2	https://rubalkhali.science/kb/RAK_6001514	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	110	S37PRr1	4	37	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001519	S37PRr2	2	https://rubalkhali.science/kb/RAK_6001520	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	111	S38Sr1	4	38	Surface	1	https://rubalkhali.science/kb/RAK_6001525	S38Sr2	2	https://rubalkhali.science/kb/RAK_6001526	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	112	S38Dr1	4	38	Deep	1	https://rubalkhali.science/kb/RAK_6001522	S38Dr2	2	https://rubalkhali.science/kb/RAK_6001523	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	113	S38PRr1	4	38	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001528	S38PRr2	2	https://rubalkhali.science/kb/RAK_6001529	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	114	S39Sr1	4	39	Surface	1	https://rubalkhali.science/kb/RAK_6001534	S39Sr2	2	https://rubalkhali.science/kb/RAK_6001535	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	115	S39Dr1	4	39	Deep	1	https://rubalkhali.science/kb/RAK_6001531	S39Dr2	2	https://rubalkhali.science/kb/RAK_6001532	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	116	S39PRr1	4	39	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001537	S39PRr2	2	https://rubalkhali.science/kb/RAK_6001538	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	117	S40Sr1	4	40	Surface	1	https://rubalkhali.science/kb/RAK_6001543	S40Sr2	2	https://rubalkhali.science/kb/RAK_6001544	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	118	S40Dr1	4	40	Deep	1	https://rubalkhali.science/kb/RAK_6001540	S40Dr2	2	https://rubalkhali.science/kb/RAK_6001541	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	119	S41Sr1	4	41	Surface	1	https://rubalkhali.science/kb/RAK_6001552	S41Sr2	2	https://rubalkhali.science/kb/RAK_6001553	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	120	S41Dr1	4	41	Deep	1	https://rubalkhali.science/kb/RAK_6001549	S41Dr2	2	https://rubalkhali.science/kb/RAK_6001550	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	121	S41PRr1	4	41	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001555	S41PRr2	2	https://rubalkhali.science/kb/RAK_6001556	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	122	S42Sr1	4	42	Surface	1	https://rubalkhali.science/kb/RAK_6001561	S42Sr2	2	https://rubalkhali.science/kb/RAK_6001562	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	123	S42Dr1	4	42	Deep	1	https://rubalkhali.science/kb/RAK_6001558	S42Dr2	2	https://rubalkhali.science/kb/RAK_6001559	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	124	S42PRr1	4	42	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001564	S42PRr2	2	https://rubalkhali.science/kb/RAK_6001565	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	125	S43Sr1	4	43	Surface	1	https://rubalkhali.science/kb/RAK_6001570	S43Sr2	2	https://rubalkhali.science/kb/RAK_6001571	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	126	S43Dr1	4	43	Deep	1	https://rubalkhali.science/kb/RAK_6001567	S43Dr2	2	https://rubalkhali.science/kb/RAK_6001568	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	127	S43PRr1	4	43	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001573	S43PRr2	2	https://rubalkhali.science/kb/RAK_6001574	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	128	S44Sr1	4	44	Surface	1	https://rubalkhali.science/kb/RAK_6001579	S44Sr2	2	https://rubalkhali.science/kb/RAK_6001580	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	129	S44Dr1	4	44	Deep	1	https://rubalkhali.science/kb/RAK_6001576	S44Dr2	2	https://rubalkhali.science/kb/RAK_6001577	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	130	S44PRr1	4	44	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001582	S44PRr2	2	https://rubalkhali.science/kb/RAK_6001583	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	131	S45Sr1	4	45	Surface	1	https://rubalkhali.science/kb/RAK_6001588	S45Sr2	2	https://rubalkhali.science/kb/RAK_6001589	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	132	S45Dr1	4	45	Deep	1	https://rubalkhali.science/kb/RAK_6001585	S45Dr2	2	https://rubalkhali.science/kb/RAK_6001586	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	133	S45PRr1	4	45	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001591	S45PRr2	2	https://rubalkhali.science/kb/RAK_6001592	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	134	S46Sr1	4	46	Surface	1	https://rubalkhali.science/kb/RAK_6001597	S46Sr2	2	https://rubalkhali.science/kb/RAK_6001598	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	135	S46Dr1	4	46	Deep	1	https://rubalkhali.science/kb/RAK_6001594	S46Dr2	2	https://rubalkhali.science/kb/RAK_6001595	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	136	S46PRr1	4	46	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001600	S46PRr2	2	https://rubalkhali.science/kb/RAK_6001601	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	137	S47Sr1	4	47	Surface	1	https://rubalkhali.science/kb/RAK_6001606	S47Sr2	2	https://rubalkhali.science/kb/RAK_6001607	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	138	S47Dr1	4	47	Deep	1	https://rubalkhali.science/kb/RAK_6001603	S47Dr2	2	https://rubalkhali.science/kb/RAK_6001604	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	139	S47PRr1	4	47	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001609	S47PRr2	2	https://rubalkhali.science/kb/RAK_6001610	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	140	S48Sr1	4	48	Surface	1	https://rubalkhali.science/kb/RAK_6001615	S48Sr2	2	https://rubalkhali.science/kb/RAK_6001616	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	141	S48Dr1	4	48	Deep	1	https://rubalkhali.science/kb/RAK_6001612	S48Dr2	2	https://rubalkhali.science/kb/RAK_6001613	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	142	S48PRr1	4	48	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001618	S48PRr2	2	https://rubalkhali.science/kb/RAK_6001619	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	143	S49Sr1	4	49	Surface	1	https://rubalkhali.science/kb/RAK_6001624	S49Sr2	2	https://rubalkhali.science/kb/RAK_6001625	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	144	S49Dr1	4	49	Deep	1	https://rubalkhali.science/kb/RAK_6001621	S49Dr2	2	https://rubalkhali.science/kb/RAK_6001622	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	145	S49PRr1	4	49	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001627	S49PRr2	2	https://rubalkhali.science/kb/RAK_6001628	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	146	S50Sr1	4	50	Surface	1	https://rubalkhali.science/kb/RAK_6001633	S50Sr2	2	https://rubalkhali.science/kb/RAK_6001634	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	147	S50Dr1	4	50	Deep	1	https://rubalkhali.science/kb/RAK_6001630	S50Dr2	2	https://rubalkhali.science/kb/RAK_6001631	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	148	S50PRr1	4	50	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001636	S50PRr2	2	https://rubalkhali.science/kb/RAK_6001637	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	149	S51Sr1	4	51	Surface	1	https://rubalkhali.science/kb/RAK_6001642	S51Sr2	2	https://rubalkhali.science/kb/RAK_6001643	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	150	S51Dr1	4	51	Deep	1	https://rubalkhali.science/kb/RAK_6001639	S51Dr2	2	https://rubalkhali.science/kb/RAK_6001640	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	151	S51PRr1	4	51	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001645	S51PRr2	2	https://rubalkhali.science/kb/RAK_6001646	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	152	S52Sr1	4	52	Surface	1	https://rubalkhali.science/kb/RAK_6001651	S52Sr2	2	https://rubalkhali.science/kb/RAK_6001652	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	153	S52Dr1	4	52	Deep	1	https://rubalkhali.science/kb/RAK_6001648	S52Dr2	2	https://rubalkhali.science/kb/RAK_6001649	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	154	S52PRr1	4	52	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001654	S52PRr2	2	https://rubalkhali.science/kb/RAK_6001655	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	155	S53Sr1	4	53	Surface	1	https://rubalkhali.science/kb/RAK_6001660	S53Sr2	2	https://rubalkhali.science/kb/RAK_6001661	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	156	S53Dr1	4	53	Deep	1	https://rubalkhali.science/kb/RAK_6001657	S53Dr2	2	https://rubalkhali.science/kb/RAK_6001658	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	157	S53PRr1	4	53	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001663	S53PRr2	2	https://rubalkhali.science/kb/RAK_6001664	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	158	S54Sr1	4	54	Surface	1	https://rubalkhali.science/kb/RAK_6001669	S54Sr2	2	https://rubalkhali.science/kb/RAK_6001670	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	159	S54Dr1	4	54	Deep	1	https://rubalkhali.science/kb/RAK_6001666	S54Dr2	2	https://rubalkhali.science/kb/RAK_6001667	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	160	S54PRr1	4	54	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001672	S54PRr2	2	https://rubalkhali.science/kb/RAK_6001673	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	161	S55Sr1	4	55	Surface	1	https://rubalkhali.science/kb/RAK_6001678	S55Sr2	2	https://rubalkhali.science/kb/RAK_6001679	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	162	S55Dr1	4	55	Deep	1	https://rubalkhali.science/kb/RAK_6001675	S55Dr2	2	https://rubalkhali.science/kb/RAK_6001676	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	163	S55PRr1	4	55	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001681	S55PRr2	2	https://rubalkhali.science/kb/RAK_6001682	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	164	S56Sr1	4	56	Surface	1	https://rubalkhali.science/kb/RAK_6001687	S56Sr2	2	https://rubalkhali.science/kb/RAK_6001688	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	165	S56Dr1	4	56	Deep	1	https://rubalkhali.science/kb/RAK_6001684	S56Dr2	2	https://rubalkhali.science/kb/RAK_6001685	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	166	S56PRr1	4	56	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001690	S56PRr2	2	https://rubalkhali.science/kb/RAK_6001691	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	167	S57Sr1	4	57	Surface	1	https://rubalkhali.science/kb/RAK_6001696	S57Sr2	2	https://rubalkhali.science/kb/RAK_6001697	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	168	S57Dr1	4	57	Deep	1	https://rubalkhali.science/kb/RAK_6001693	S57Dr2	2	https://rubalkhali.science/kb/RAK_6001694	NOT_MEASURED_DEPLETED	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	not_assayed_no_physical_assignment
Trip 4	169	S57PRr1	4	57	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001699	S57PRr2	2	https://rubalkhali.science/kb/RAK_6001700	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	170	S58Sr1	4	58	Surface	1	https://rubalkhali.science/kb/RAK_6001705	S58Sr2	2	https://rubalkhali.science/kb/RAK_6001706	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	171	S58Dr1	4	58	Deep	1	https://rubalkhali.science/kb/RAK_6001702	S58Dr2	2	https://rubalkhali.science/kb/RAK_6001703	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	172	S58PRr1	4	58	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001708	S58PRr2	2	https://rubalkhali.science/kb/RAK_6001709	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	173	S59Sr1	4	59	Surface	1	https://rubalkhali.science/kb/RAK_6001714	S59Sr2	2	https://rubalkhali.science/kb/RAK_6001715	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	174	S59Dr1	4	59	Deep	1	https://rubalkhali.science/kb/RAK_6001711	S59Dr2	2	https://rubalkhali.science/kb/RAK_6001712	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	175	S59PRr1	4	59	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001717	S59PRr2	2	https://rubalkhali.science/kb/RAK_6001718	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	176	S60Sr1	4	60	Surface	1	https://rubalkhali.science/kb/RAK_6001723	S60Sr2	2	https://rubalkhali.science/kb/RAK_6001724	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	177	S60Dr1	4	60	Deep	1	https://rubalkhali.science/kb/RAK_6001720	S60Dr2	2	https://rubalkhali.science/kb/RAK_6001721	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
Trip 4	178	S60PRr1	4	60	Rhizosphere	1	https://rubalkhali.science/kb/RAK_6001726	S60PRr2	2	https://rubalkhali.science/kb/RAK_6001727	ADMITTED_MEASUREMENT	EQ-PH-TRIP4-REPLICATE-CONFIRMATION-20260910	assay_specimen_confirmed
