endpoint	endpoint_label	candidate_peak_days	estimate_per_mm_at_kernel_peak	classical_standard_error	classical_t	partial_r2	n_analysis_units	n_sites	nuisance_rank
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	0.5	772.0975808012581	192.37545534835803	4.013493194353331	0.0366837382591543	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.0	327.5450881780399	79.69672456765171	4.109893975630059	0.03839864811323217	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.5	193.55347467954365	49.65744289258401	3.897773695238937	0.034671143237249805	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.0	149.7050650281509	38.19435023890466	3.9195604609516757	0.03504619644432637	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.5	128.93260814381998	32.27395373243664	3.994943080501397	0.036357722440306994	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.0	114.85152126830934	28.495528015308004	4.030510373649166	0.036983945996081416	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.5	103.6488880512906	25.828828986610333	4.012914720408819	0.03667355218020379	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.0	94.48277251830118	23.879127003894666	3.9567096612405934	0.035689851172316246	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.5	87.02777191899642	22.43959655121943	3.8783126835792903	0.03433765024724067	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.0	80.99732865806078	21.375366290597917	3.789283774458075	0.032830426051364915	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.5	76.117589591322	20.590664348950344	3.69670391889042	0.03129538768863427	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.0	72.15241171159406	20.01581590888499	3.604769949925734	0.029803977742702707	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.5	68.91253924017376	19.599662777721196	3.51600637325792	0.028395432479103495	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.0	66.25170337040275	19.30428355737069	3.431969032857827	0.027090607841859075	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.5	64.05795830525666	19.10118022182027	3.353612581073913	0.02589937216503925	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.0	62.24480431459523	18.96853491289452	3.281476645425165	0.024824530084564485	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.5	60.74379977499599	18.889259107802243	3.2157851945556537	0.02386404210266745	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.0	59.49900413363521	18.84962571979969	3.156508517362089	0.02301243629345883	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.5	58.46307308318543	18.838328042800867	3.1034109264026375	0.022261825505031967	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.0	57.59468342763552	18.845850242000676	3.056093659243748	0.02160270794340432	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.5	56.8569672510411	18.86406370568874	3.0140360071989702	0.021024625694109646	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.0	56.21668115527358	18.88598437620491	2.976634949783336	0.020516714509401176	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.5	55.64388602576875	18.905640659913296	2.9432425500265453	0.02006816242336585	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	12.0	55.11195355703303	18.91801184982324	2.913200075913261	0.01966858769957254	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	12.5	54.59774743839462	18.919004926037765	2.8858678166129694	0.019308342039138608	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	13.0	54.08185394161559	18.9054444115037	2.860649703040439	0.01897874153779673	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	13.5	53.548763204927496	18.875056439665062	2.837012083969044	0.01867222596981392	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	14.0	52.986931361071726	18.826434622366683	2.8144963411245576	0.018382447110736624	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	14.5	52.38868467132114	18.75898154512135	2.7927254230358716	0.01810428896166729	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	15.0	51.749957528792635	18.672825337824	2.7714047870392178	0.01783382624334434	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	15.5	51.06988295787109	18.56871527164835	2.750318598284888	0.01756823133840601	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	16.0	50.35027372936779	18.447903335824044	2.729322287351345	0.01730564290900649	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	16.5	49.59504253672179	18.31202011664688	2.708332680982395	0.017045010950598165	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	17.0	48.80961086331451	18.162953177542935	2.6873168909373044	0.016785932790254768	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	17.5	48.000349943786084	18.002734882959196	2.6662809987399	0.016528492697624256	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	18.0	47.17408631664296	17.83344468685254	2.645259350899347	0.016273114864867315	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	18.5	46.337691789855796	17.657128776304727	2.624305025856719	0.016020436159525087	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	19.0	45.497765614597796	17.475737985746605	2.6034817901084493	0.015771201828366204	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	19.5	44.66040686436695	17.2910833065666	2.582857654002879	0.015526184627481645	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	20.0	43.83106814762448	17.10480720684557	2.5624999812966442	0.01528612587034801	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	20.5	43.01447783387342	16.91836833858726	2.5424720027974796	0.015051695644481842	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	21.0	42.214616489377875	16.733036971533107	2.522830527488526	0.014823468854703073	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	21.5	41.43473354481316	16.54989855078386	2.5036246245056697	0.014601913654798645	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	22.0	40.677391687552856	16.36986302547442	2.4848950552763696	0.01438738906628389	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	22.5	39.944528520582324	16.193677947672853	2.4666742570561393	0.014180149008458593	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	23.0	39.237527238058675	16.021943726106223	2.4489867090298714	0.01398035046613635	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	23.5	38.55729015995385	15.85512979200389	2.431849544328498	0.01378806402336561	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	24.0	37.90431079296364	15.693590767111566	2.4152733020411237	0.013603285446971999	617	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	24.5	37.278741580056334	15.537582004111087	2.3992627405083207	0.013425947390260555	617	60	193
