model	formula	contrast	contrast_label	n_blocks	n_sites	estimate	std_error	ci_low	ci_high	p	q_within_model
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Deep-Surface	shallow subsurface minus surface	617	60	0.0146592688856	0.00569364495777	0.00349992982761	0.0258186079436	0.0100335153169	0.0100335153169
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Rhizosphere-Surface	root-adjacent minus surface	617	60	-0.0300444894042	0.00633807933859	-0.0424668966389	-0.0176220821694	2.13386734904e-06	3.20080102356e-06
campaign_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface'))	Rhizosphere-Deep	root-adjacent minus shallow subsurface	617	60	-0.0447037582898	0.00627473748731	-0.0570020177773	-0.0324054988022	1.04532810941e-12	3.13598432822e-12
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Deep-Surface	shallow subsurface minus surface	617	60	0.0141891415954	0.00567891433308	0.00305867403127	0.0253196091595	0.0124696961955	0.0124696961955
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Rhizosphere-Surface	root-adjacent minus surface	617	60	-0.0284105930154	0.00659889367939	-0.0413441869648	-0.015476999066	1.66716665948e-05	2.50074998922e-05
campaign_and_depth_adjusted	evenness_h_over_log_hurlbert ~ C(Trip) + C(Type, Treatment(reference='Surface')) + log_sequencing_depth	Rhizosphere-Deep	root-adjacent minus shallow subsurface	617	60	-0.0425997346108	0.00642032349299	-0.0551833374261	-0.0300161317954	3.24198313762e-11	9.72594941287e-11
