Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
M-25-0429_33PRr1_UDP0182-UDP0182_L002_R1_001	93.82777398715193	55.0	257.0	257	50.0	0.77677
M-25-0429_33PRr1_UDP0182-UDP0182_L002_R2_001	90.2791044968266	53.0	257.0	257	50.0	0.77677
M-25-0430_33PRr2_UDP0183-UDP0183_L002_R1_001	93.77384945778535	55.0	257.0	257	50.0	0.8451449999999999
M-25-0430_33PRr2_UDP0183-UDP0183_L002_R2_001	91.93866141313029	54.0	257.0	257	41.66666666666667	0.8451449999999999
M-25-0431_33Sr1_UDP0180-UDP0180_L002_R1_001	88.69099069486208	59.0	257.0	257	41.66666666666667	0.24642299999999998
M-25-0431_33Sr1_UDP0180-UDP0180_L002_R2_001	87.47194864115768	57.0	257.0	257	41.66666666666667	0.24642299999999998
M-25-0432_34Dr2_UDP0184-UDP0184_L002_R1_001	92.29389682602712	60.0	257.0	257	50.0	0.8436429999999999
M-25-0432_34Dr2_UDP0184-UDP0184_L002_R2_001	92.15497550504182	58.0	257.0	257	41.66666666666667	0.8436429999999999
M-25-0433_34PRr1_UDP0188-UDP0188_L002_R1_001	93.29807785405707	56.0	257.0	257	41.66666666666667	0.650679
M-25-0433_34PRr1_UDP0188-UDP0188_L002_R2_001	90.15582184149173	55.0	257.0	257	41.66666666666667	0.650679
M-25-0434_34PRr3_UDP0189-UDP0189_L002_R1_001	93.33367950000944	57.0	257.0	257	50.0	1.05922
M-25-0434_34PRr3_UDP0189-UDP0189_L002_R2_001	89.64120412897846	56.0	257.0	257	58.333333333333336	1.05922
M-25-0435_34Sr1_UDP0186-UDP0186_L002_R1_001	91.59679881179464	57.0	257.0	257	41.66666666666667	0.608649
M-25-0435_34Sr1_UDP0186-UDP0186_L002_R2_001	89.40423791051985	55.0	257.0	257	50.0	0.608649
M-25-0436_34Sr3_UDP0187-UDP0187_L002_R1_001	92.86714097584004	58.0	257.0	257	41.66666666666667	1.328107
M-25-0436_34Sr3_UDP0187-UDP0187_L002_R2_001	89.82934792102833	56.0	257.0	257	50.0	1.328107
M-25-0437_35Dr2_UDP0190-UDP0190_L002_R1_001	91.73407003811424	58.0	257.0	257	41.66666666666667	0.586395
M-25-0437_35Dr2_UDP0190-UDP0190_L002_R2_001	89.51133621534971	56.0	257.0	257	41.66666666666667	0.586395
M-25-0438_35Dr3_UDP0191-UDP0191_L002_R1_001	93.96880866994664	58.0	257.0	257	41.66666666666667	2.628354
M-25-0438_35Dr3_UDP0191-UDP0191_L002_R2_001	93.51849074060098	56.0	257.0	257	41.66666666666667	2.628354
M-25-0439_35Sr2_UDP0193-UDP0193_L002_R1_001	93.78392770190038	56.0	257.0	257	50.0	1.0535269999999999
M-25-0439_35Sr2_UDP0193-UDP0193_L002_R2_001	91.19547956530778	54.0	257.0	257	41.66666666666667	1.0535269999999999
M-25-0440_36Dr2_UDP0196-UDP0196_L002_R1_001	90.55773653047075	59.0	257.0	257	41.66666666666667	0.40094199999999997
M-25-0440_36Dr2_UDP0196-UDP0196_L002_R2_001	87.2577579799572	57.0	257.0	257	41.66666666666667	0.40094199999999997
M-25-0441_36Dr3_UDP0197-UDP0197_L002_R1_001	92.60371624083054	58.0	257.0	257	50.0	0.864691
M-25-0441_36Dr3_UDP0197-UDP0197_L002_R2_001	89.83498151362741	56.0	257.0	257	50.0	0.864691
M-25-0442_36Sr3_UDP0199-UDP0199_L002_R1_001	85.15382645074992	57.0	257.0	257	50.0	0.070274
M-25-0442_36Sr3_UDP0199-UDP0199_L002_R2_001	83.73651706178671	55.0	257.0	257	50.0	0.070274
M-25-0443_37Dr2_UDP0202-UDP0202_L002_R1_001	90.9658439909578	57.0	257.0	257	50.0	0.48439499999999996
M-25-0443_37Dr2_UDP0202-UDP0202_L002_R2_001	88.65884247360108	54.0	257.0	257	50.0	0.48439499999999996
M-25-0444_37Dr3_UDP0203-UDP0203_L002_R1_001	89.35972636051467	58.0	257.0	257	41.66666666666667	0.29937199999999997
M-25-0444_37Dr3_UDP0203-UDP0203_L002_R2_001	88.36030089654344	55.0	257.0	257	50.0	0.29937199999999997
M-25-0445_37PRr2_UDP0206-UDP0206_L002_R1_001	92.96312132931392	56.0	257.0	257	41.66666666666667	0.839591
M-25-0445_37PRr2_UDP0206-UDP0206_L002_R2_001	92.674409325493	54.0	257.0	257	50.0	0.839591
M-25-0446_37PRr3_UDP0207-UDP0207_L002_R1_001	94.99099412403503	55.0	257.0	257	41.66666666666667	1.219204
M-25-0446_37PRr3_UDP0207-UDP0207_L002_R2_001	92.75789777592593	53.0	257.0	257	50.0	1.219204
M-25-0447_37Sr1_UDP0204-UDP0204_L002_R1_001	91.5886082908771	57.0	257.0	257	50.0	0.682075
M-25-0447_37Sr1_UDP0204-UDP0204_L002_R2_001	88.41535021808453	55.0	257.0	257	50.0	0.682075
M-25-0448_37Sr2_UDP0205-UDP0205_L002_R1_001	86.22155019913625	57.0	257.0	257	50.0	0.101187
M-25-0448_37Sr2_UDP0205-UDP0205_L002_R2_001	84.52568017630723	55.0	257.0	257	41.66666666666667	0.101187
M-25-0449_38Dr2_UDP0208-UDP0208_L002_R1_001	91.32213119655565	57.0	257.0	257	50.0	0.66892
M-25-0449_38Dr2_UDP0208-UDP0208_L002_R2_001	87.72513903007834	55.0	257.0	257	50.0	0.66892
M-25-0450_38Dr3_UDP0209-UDP0209_L002_R1_001	90.60597742721974	57.0	257.0	257	50.0	0.30966499999999997
M-25-0450_38Dr3_UDP0209-UDP0209_L002_R2_001	88.67292073692539	55.0	257.0	257	41.66666666666667	0.30966499999999997
M-25-0451_38PRr2_UDP0212-UDP0212_L002_R1_001	94.04071703376195	56.0	257.0	257	33.33333333333333	1.306382
M-25-0451_38PRr2_UDP0212-UDP0212_L002_R2_001	91.87438742270929	54.0	257.0	257	50.0	1.306382
M-25-0452_38Sr2_UDP0210-UDP0210_L002_R1_001	90.45682512564395	57.0	257.0	257	50.0	0.5724509999999999
M-25-0452_38Sr2_UDP0210-UDP0210_L002_R2_001	84.55535932333073	56.0	257.0	257	50.0	0.5724509999999999
M-25-0453_39Dr2_UDP0214-UDP0214_L002_R1_001	84.95482366656951	58.0	257.0	257	58.333333333333336	0.051465
M-25-0453_39Dr2_UDP0214-UDP0214_L002_R2_001	81.64577868454289	55.0	257.0	257	50.0	0.051465
M-25-0454_39PRr1_UDP0216-UDP0216_L002_R1_001	94.60267618198037	55.0	257.0	257	41.66666666666667	1.261125
M-25-0454_39PRr1_UDP0216-UDP0216_L002_R2_001	92.08976112597878	53.0	257.0	257	41.66666666666667	1.261125
M-25-0455_39PRr3_UDP0217-UDP0217_L002_R1_001	92.54390378597287	55.0	257.0	257	41.66666666666667	0.407425
M-25-0455_39PRr3_UDP0217-UDP0217_L002_R2_001	90.60489660673744	53.0	257.0	257	50.0	0.407425
M-25-0456_39Sr3_UDP0377-UDP0377_L002_R1_001	88.93238855842833	56.0	257.0	257	41.66666666666667	0.21098499999999998
M-25-0456_39Sr3_UDP0377-UDP0377_L002_R2_001	88.24845368154135	55.0	257.0	257	50.0	0.21098499999999998
M-25-0457_3Dr2_UDP0012-UDP0012_L002_R1_001	92.16799408889004	57.0	257.0	257	33.33333333333333	0.931128
M-25-0457_3Dr2_UDP0012-UDP0012_L002_R2_001	89.79710630547035	55.0	257.0	257	41.66666666666667	0.931128
M-25-0458_3PRr1_UDP0015-UDP0015_L002_R1_001	92.40866571193516	56.0	257.0	257	50.0	0.492285
M-25-0458_3PRr1_UDP0015-UDP0015_L002_R2_001	90.45512254080461	55.0	257.0	257	50.0	0.492285
M-25-0459_3PRr3_UDP0016-UDP0016_L002_R1_001	95.74065440818896	55.0	257.0	257	41.66666666666667	0.7958029999999999
M-25-0459_3PRr3_UDP0016-UDP0016_L002_R2_001	92.6823598302595	54.0	257.0	257	41.66666666666667	0.7958029999999999
M-25-0460_40Dr1_UDP0218-UDP0218_L002_R1_001	92.17896581078932	57.0	257.0	257	41.66666666666667	0.748277
M-25-0460_40Dr1_UDP0218-UDP0218_L002_R2_001	89.53435692931896	55.0	257.0	257	41.66666666666667	0.748277
M-25-0461_40Dr2_UDP0219-UDP0219_L002_R1_001	85.29750805221224	58.0	257.0	257	41.66666666666667	0.05899
M-25-0461_40Dr2_UDP0219-UDP0219_L002_R2_001	84.9686387523309	56.0	257.0	257	50.0	0.05899
M-25-0462_40PRr2_UDP0222-UDP0222_L002_R1_001	90.3650844890307	56.0	257.0	257	41.66666666666667	0.32217199999999996
M-25-0462_40PRr2_UDP0222-UDP0222_L002_R2_001	90.6040872577381	54.0	257.0	257	41.66666666666667	0.32217199999999996
M-25-0463_41PRr2_UDP0229-UDP0229_L002_R1_001	91.93951733311616	58.0	257.0	257	41.66666666666667	0.920925
M-25-0463_41PRr2_UDP0229-UDP0229_L002_R2_001	91.23859163341206	56.0	257.0	257	41.66666666666667	0.920925
M-25-0464_42Dr1_UDP0230-UDP0230_L002_R1_001	88.58979338568952	58.0	257.0	257	50.0	0.211118
M-25-0464_42Dr1_UDP0230-UDP0230_L002_R2_001	85.64310006726096	56.0	257.0	257	50.0	0.211118
M-25-0466_42PRr1_UDP0234-UDP0234_L002_R1_001	91.61079480922966	55.0	257.0	257	50.0	0.409419
M-25-0466_42PRr1_UDP0234-UDP0234_L002_R2_001	89.51685192919723	53.0	257.0	257	50.0	0.409419
M-25-0467_42PRr2_UDP0235-UDP0235_L002_R1_001	94.23003385675398	55.0	257.0	257	33.33333333333333	1.145414
M-25-0467_42PRr2_UDP0235-UDP0235_L002_R2_001	90.1552805749024	53.0	257.0	257	50.0	1.145414
M-25-0468_42Sr1_UDP0232-UDP0232_L002_R1_001	87.95116480041186	59.0	257.0	257	50.0	0.163161
M-25-0468_42Sr1_UDP0232-UDP0232_L002_R2_001	87.20404998743572	57.0	257.0	257	50.0	0.163161
M-25-0469_42Sr2_UDP0233-UDP0233_L002_R1_001	91.8339200065872	56.0	257.0	257	41.66666666666667	0.582948
M-25-0469_42Sr2_UDP0233-UDP0233_L002_R2_001	90.5627946231911	54.0	257.0	257	41.66666666666667	0.582948
M-25-0470_43Dr1_UDP0236-UDP0236_L002_R1_001	92.30961892302203	56.0	257.0	257	41.66666666666667	0.714685
M-25-0470_43Dr1_UDP0236-UDP0236_L002_R2_001	89.38063622435058	54.0	257.0	257	41.66666666666667	0.714685
M-25-0471_43Dr2_UDP0237-UDP0237_L002_R1_001	91.38200939268654	56.0	257.0	257	41.66666666666667	0.224217
M-25-0471_43Dr2_UDP0237-UDP0237_L002_R2_001	88.51023784994001	54.0	257.0	257	50.0	0.224217
M-25-0472_43PRr2_UDP0240-UDP0240_L002_R1_001	90.18747389925394	57.0	257.0	257	50.0	0.44299499999999997
M-25-0472_43PRr2_UDP0240-UDP0240_L002_R2_001	88.7366674567433	55.0	257.0	257	41.66666666666667	0.44299499999999997
M-25-0473_43Sr2_UDP0239-UDP0239_L002_R1_001	86.94653347658125	58.0	257.0	257	41.66666666666667	0.174988
M-25-0473_43Sr2_UDP0239-UDP0239_L002_R2_001	86.6550849201088	56.0	257.0	257	50.0	0.174988
M-25-0474_44Dr2_UDP0243-UDP0243_L002_R1_001	93.70016402047968	56.0	257.0	257	33.33333333333333	1.698758
M-25-0474_44Dr2_UDP0243-UDP0243_L002_R2_001	92.65256065810684	54.0	257.0	257	41.66666666666667	1.698758
M-25-0475_44PRr3_UDP0248-UDP0248_L002_R1_001	87.32590812835967	57.0	257.0	257	50.0	0.09822399999999999
M-25-0475_44PRr3_UDP0248-UDP0248_L002_R2_001	85.8792148558397	55.0	257.0	257	50.0	0.09822399999999999
M-25-0476_45Dr3_UDP0250-UDP0250_L002_R1_001	91.51393181437025	58.0	257.0	257	50.0	0.7513019999999999
M-25-0476_45Dr3_UDP0250-UDP0250_L002_R2_001	90.36911920905308	56.0	257.0	257	41.66666666666667	0.7513019999999999
M-25-0477_45PRr2_UDP0254-UDP0254_L002_R1_001	93.95219554603183	57.0	257.0	257	50.0	0.752273
M-25-0477_45PRr2_UDP0254-UDP0254_L002_R2_001	92.20163424714167	54.0	257.0	257	50.0	0.752273
M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R1_001	71.73465889612615	64.0	257.0	257	50.0	0.005834
M-25-0478_46PRr1_UDP0258V2-UDP0258V2_L002_R2_001	70.0548508741858	62.0	257.0	257	50.0	0.005834
M-25-0480_47Dr2_UDP0259-UDP0259_L002_R1_001	89.24436955009897	57.0	257.0	257	50.0	0.37385999999999997
M-25-0480_47Dr2_UDP0259-UDP0259_L002_R2_001	88.16080885893115	55.0	257.0	257	50.0	0.37385999999999997
M-25-0481_47Dr3_UDP0260-UDP0260_L002_R1_001	84.89290181363351	58.0	257.0	257	41.66666666666667	0.076752
M-25-0481_47Dr3_UDP0260-UDP0260_L002_R2_001	82.4812382739212	56.0	257.0	257	41.66666666666667	0.076752
M-25-0482_47PRr1_UDP0263-UDP0263_L002_R1_001	83.28472262731144	58.0	257.0	257	50.0	0.034286
M-25-0482_47PRr1_UDP0263-UDP0263_L002_R2_001	80.52849559587003	56.0	257.0	257	50.0	0.034286
M-25-0483_47Sr1_UDP0261-UDP0261_L002_R1_001	90.82913851513005	58.0	257.0	257	33.33333333333333	0.52247
M-25-0483_47Sr1_UDP0261-UDP0261_L002_R2_001	88.70901678565276	56.0	257.0	257	50.0	0.52247
M-25-0484_48Dr2_UDP0265-UDP0265_L002_R1_001	90.43375098500466	56.0	257.0	257	41.66666666666667	0.34390699999999996
M-25-0484_48Dr2_UDP0265-UDP0265_L002_R2_001	89.75827767390602	54.0	257.0	257	41.66666666666667	0.34390699999999996
M-25-0485_48Dr3_UDP0266-UDP0266_L002_R1_001	0.0	58.0	257.0	257	18.181818181818183	2e-06
M-25-0485_48Dr3_UDP0266-UDP0266_L002_R2_001	0.0	56.0	257.0	257	27.27272727272727	2e-06
M-25-0486_48Sr2_UDP0268-UDP0268_L002_R1_001	95.2936569697991	56.0	257.0	257	50.0	1.412243
M-25-0486_48Sr2_UDP0268-UDP0268_L002_R2_001	92.43939240039471	54.0	257.0	257	41.66666666666667	1.412243
M-25-0487_49Dr2_UDP0270-UDP0270_L002_R1_001	93.78575819572154	57.0	257.0	257	50.0	0.6148939999999999
M-25-0487_49Dr2_UDP0270-UDP0270_L002_R2_001	91.55220249343789	54.0	257.0	257	50.0	0.6148939999999999
M-25-0488_49Sr2_UDP0272-UDP0272_L002_R1_001	86.93378338959036	57.0	257.0	257	41.66666666666667	0.09598799999999999
M-25-0488_49Sr2_UDP0272-UDP0272_L002_R2_001	84.6564153852565	55.0	257.0	257	50.0	0.09598799999999999
M-25-0489_49Sr3_UDP0273-UDP0273_L002_R1_001	85.22655816534123	56.0	257.0	257	50.0	0.05407
M-25-0489_49Sr3_UDP0273-UDP0273_L002_R2_001	82.89994451636767	55.0	257.0	257	50.0	0.05407
M-25-0490_4Dr3_UDP0018-UDP0018_L002_R1_001	94.09293228124736	58.0	257.0	257	50.0	1.5711009999999999
M-25-0490_4Dr3_UDP0018-UDP0018_L002_R2_001	90.97362280922269	56.0	257.0	257	50.0	1.5711009999999999
M-25-0491_4PRr1_UDP0021-UDP0021_L002_R1_001	94.26785894095605	56.0	257.0	257	41.66666666666667	2.1038449999999997
M-25-0491_4PRr1_UDP0021-UDP0021_L002_R2_001	92.48129328779726	54.0	257.0	257	41.66666666666667	2.1038449999999997
M-25-0492_4PRr2_UDP0022-UDP0022_L002_R1_001	94.10969413759248	56.0	257.0	257	41.66666666666667	1.491128
M-25-0492_4PRr2_UDP0022-UDP0022_L002_R2_001	91.08183356263665	54.0	257.0	257	50.0	1.491128
M-25-0493_4PRr3_UDP0023-UDP0023_L002_R1_001	94.51619458139396	56.0	257.0	257	50.0	2.0104889999999997
M-25-0493_4PRr3_UDP0023-UDP0023_L002_R2_001	92.29801169410143	54.0	257.0	257	41.66666666666667	2.0104889999999997
M-25-0494_4Sr1_UDP0019-UDP0019_L002_R1_001	93.52083602868863	57.0	257.0	257	41.66666666666667	1.028003
M-25-0494_4Sr1_UDP0019-UDP0019_L002_R2_001	92.28825207708537	54.0	257.0	257	41.66666666666667	1.028003
M-25-0495_50Dr1_UDP0275-UDP0275_L002_R1_001	89.67502122624165	56.0	257.0	257	33.33333333333333	0.149579
M-25-0495_50Dr1_UDP0275-UDP0275_L002_R2_001	90.47259307790532	53.0	257.0	257	50.0	0.149579
M-25-0496_50Dr2_UDP0276-UDP0276_L002_R1_001	87.29249875187219	58.0	257.0	257	50.0	0.128192
M-25-0496_50Dr2_UDP0276-UDP0276_L002_R2_001	83.06758612081877	55.0	257.0	257	50.0	0.128192
M-25-0497_50PRr2_UDP0280-UDP0280_L002_R1_001	93.86797985418892	56.0	257.0	257	41.66666666666667	1.1339329999999999
M-25-0497_50PRr2_UDP0280-UDP0280_L002_R2_001	91.19718713539513	54.0	257.0	257	50.0	1.1339329999999999
M-25-0498_50Sr1_UDP0277-UDP0277_L002_R1_001	87.49880466113851	58.0	257.0	257	41.66666666666667	0.146402
M-25-0498_50Sr1_UDP0277-UDP0277_L002_R2_001	84.99747271212142	55.0	257.0	257	41.66666666666667	0.146402
M-25-0499_50Sr3_UDP0278-UDP0278_L002_R1_001	82.8005567901536	59.0	257.0	257	50.0	0.040949
M-25-0499_50Sr3_UDP0278-UDP0278_L002_R2_001	78.39996092700676	58.0	257.0	257	50.0	0.040949
M-25-0500_51Dr1_UDP0281-UDP0281_L002_R1_001	94.59041928035313	56.0	257.0	257	33.33333333333333	2.881331
M-25-0500_51Dr1_UDP0281-UDP0281_L002_R2_001	93.99067902434439	54.0	257.0	257	41.66666666666667	2.881331
M-25-0501_51Dr3_UDP0283-UDP0283_L002_R1_001	94.80196449960044	57.0	257.0	257	50.0	1.655587
M-25-0501_51Dr3_UDP0283-UDP0283_L002_R2_001	91.51170890790728	55.0	257.0	257	50.0	1.655587
M-25-0502_51PRr3_UDP0287-UDP0287_L002_R1_001	95.68973986825947	55.0	257.0	257	50.0	0.8956999999999999
M-25-0502_51PRr3_UDP0287-UDP0287_L002_R2_001	92.8184660042425	54.0	257.0	257	41.66666666666667	0.8956999999999999
M-25-0503_52Dr1_UDP0288-UDP0288_L002_R1_001	94.87057554116888	55.0	257.0	257	50.0	0.7191839999999999
M-25-0503_52Dr1_UDP0288-UDP0288_L002_R2_001	92.55934503548465	54.0	257.0	257	41.66666666666667	0.7191839999999999
M-25-0504_53Dr2_UDP0295-UDP0295_L002_R1_001	93.76457743132511	59.0	257.0	257	50.0	0.8270489999999999
M-25-0504_53Dr2_UDP0295-UDP0295_L002_R2_001	91.16388509024253	57.0	257.0	257	50.0	0.8270489999999999
M-25-0505_53Dr3_UDP0296-UDP0296_L002_R1_001	91.08302212008044	57.0	257.0	257	50.0	0.13924
M-25-0505_53Dr3_UDP0296-UDP0296_L002_R2_001	86.88882505027291	55.0	257.0	257	50.0	0.13924
M-25-0506_53PRr2_UDP0299-UDP0299_L002_R1_001	93.69888796897988	56.0	257.0	257	33.33333333333333	1.0073459999999999
M-25-0506_53PRr2_UDP0299-UDP0299_L002_R2_001	91.41268243483371	54.0	257.0	257	50.0	1.0073459999999999
M-25-0507_54PRr1_UDP0306-UDP0306_L002_R1_001	90.5654405185948	57.0	257.0	257	50.0	0.236948
M-25-0507_54PRr1_UDP0306-UDP0306_L002_R2_001	87.61964650471833	53.0	257.0	257	41.66666666666667	0.236948
M-25-0508_54PRr2_UDP0307-UDP0307_L002_R1_001	88.0853440335405	60.0	257.0	257	58.333333333333336	0.377812
M-25-0508_54PRr2_UDP0307-UDP0307_L002_R2_001	87.19071919367305	58.0	257.0	257	50.0	0.377812
M-25-0509_54PRr3_UDP0308-UDP0308_L002_R1_001	78.5112168592794	63.0	257.0	257	58.333333333333336	0.014709999999999999
M-25-0509_54PRr3_UDP0308-UDP0308_L002_R2_001	76.29503738953093	61.0	257.0	257	50.0	0.014709999999999999
M-25-0510_54Sr1_UDP0304-UDP0304_L002_R1_001	77.8735632183908	58.0	257.0	257	50.0	0.008003999999999999
M-25-0510_54Sr1_UDP0304-UDP0304_L002_R2_001	75.0999500249875	56.0	257.0	257	50.0	0.008003999999999999
M-25-0511_54Sr2_UDP0305-UDP0305_L002_R1_001	82.9201395046403	71.0	257.0	257	58.333333333333336	0.084585
M-25-0511_54Sr2_UDP0305-UDP0305_L002_R2_001	81.18815392800141	68.0	257.0	257	50.0	0.084585
M-25-0512_54Sr3_UDP0381-UDP0381_L002_R1_001	88.42307552187694	57.0	257.0	257	33.33333333333333	0.10979599999999999
M-25-0512_54Sr3_UDP0381-UDP0381_L002_R2_001	84.91292943276622	54.0	257.0	257	41.66666666666667	0.10979599999999999
M-25-0513_55Dr2_UDP0310-UDP0310_L002_R1_001	95.04212797212747	57.0	257.0	257	41.66666666666667	0.5200819999999999
M-25-0513_55Dr2_UDP0310-UDP0310_L002_R2_001	91.92973415730596	56.0	257.0	257	41.66666666666667	0.5200819999999999
M-25-0514_55PRr3_UDP0314-UDP0314_L002_R1_001	91.0990920804243	57.0	257.0	257	50.0	0.133492
M-25-0514_55PRr3_UDP0314-UDP0314_L002_R2_001	87.37377520750307	56.0	257.0	257	41.66666666666667	0.133492
M-25-0515_55Sr3_UDP0312-UDP0312_L002_R1_001	93.0938208458506	57.0	257.0	257	41.66666666666667	0.179086
M-25-0515_55Sr3_UDP0312-UDP0312_L002_R2_001	88.63953631216287	56.0	257.0	257	50.0	0.179086
M-25-0516_56Dr1_UDP0315-UDP0315_L002_R1_001	87.5510970678569	58.0	257.0	257	50.0	0.045257
M-25-0516_56Dr1_UDP0315-UDP0315_L002_R2_001	82.57728086262898	56.0	257.0	257	41.66666666666667	0.045257
M-25-0517_56Dr3_UDP0316-UDP0316_L002_R1_001	89.00519869592034	59.0	257.0	257	50.0	0.170235
M-25-0517_56Dr3_UDP0316-UDP0316_L002_R2_001	84.71818368725584	57.0	257.0	257	41.66666666666667	0.170235
M-25-0518_56Sr1_UDP0317-UDP0317_L002_R1_001	87.14076480941304	63.0	257.0	257	50.0	0.162498
M-25-0518_56Sr1_UDP0317-UDP0317_L002_R2_001	86.19059926891407	61.0	257.0	257	50.0	0.162498
M-25-0519_56Sr3_UDP0319-UDP0319_L002_R1_001	92.93151206510875	56.0	257.0	257	41.66666666666667	0.5252749999999999
M-25-0519_56Sr3_UDP0319-UDP0319_L002_R2_001	90.57046309076199	54.0	257.0	257	50.0	0.5252749999999999
M-25-0520_57Dr3_UDP0321-UDP0321_L002_R1_001	86.21711241574255	59.0	257.0	257	41.66666666666667	0.073584
M-25-0520_57Dr3_UDP0321-UDP0321_L002_R2_001	84.52652750597956	57.0	257.0	257	50.0	0.073584
M-25-0521_57PRr3_UDP0325-UDP0325_L002_R1_001	95.8058665332416	55.0	257.0	257	41.66666666666667	0.95934
M-25-0521_57PRr3_UDP0325-UDP0325_L002_R2_001	93.00665040548711	54.0	257.0	257	41.66666666666667	0.95934
M-25-0522_58PRr1_UDP0330-UDP0330_L002_R1_001	93.07511097796781	57.0	257.0	257	50.0	0.44062799999999996
M-25-0522_58PRr1_UDP0330-UDP0330_L002_R2_001	90.10253547209891	55.0	257.0	257	41.66666666666667	0.44062799999999996
M-25-0523_58Sr2_UDP0328-UDP0328_L002_R1_001	87.0354423112642	58.0	257.0	257	50.0	0.059223
M-25-0523_58Sr2_UDP0328-UDP0328_L002_R2_001	82.50510781284298	57.0	257.0	257	50.0	0.059223
M-25-0524_58Sr3_UDP0329-UDP0329_L002_R1_001	80.739901071723	59.0	257.0	257	50.0	0.019407999999999998
M-25-0524_58Sr3_UDP0329-UDP0329_L002_R2_001	76.16446826051113	57.0	257.0	257	50.0	0.019407999999999998
M-25-0525_59PRr3_UDP0336-UDP0336_L002_R1_001	87.94983131325753	57.0	257.0	257	50.0	0.064024
M-25-0525_59PRr3_UDP0336-UDP0336_L002_R2_001	83.94664500812195	56.0	257.0	257	50.0	0.064024
M-25-0526_5Dr1_UDP0024-UDP0024_L002_R1_001	91.16279069767442	60.0	257.0	257	41.66666666666667	0.39087
M-25-0526_5Dr1_UDP0024-UDP0024_L002_R2_001	89.04469516719114	58.0	257.0	257	41.66666666666667	0.39087
M-25-0527_5Sr1_UDP0025-UDP0025_L002_R1_001	91.39161160077624	62.0	257.0	257	58.333333333333336	0.485933
M-25-0527_5Sr1_UDP0025-UDP0025_L002_R2_001	88.04217865425892	60.0	257.0	257	58.333333333333336	0.485933
M-25-0528_5Sr3_UDP0026-UDP0026_L002_R1_001	93.82546919799012	58.0	257.0	257	50.0	1.281069
M-25-0528_5Sr3_UDP0026-UDP0026_L002_R2_001	88.85848418783891	56.0	257.0	257	41.66666666666667	1.281069
M-25-0529_60Sr3_UDP0341-UDP0341_L002_R1_001	90.40380388235641	57.0	257.0	257	50.0	0.23702099999999998
M-25-0529_60Sr3_UDP0341-UDP0341_L002_R2_001	88.27361288662186	55.0	257.0	257	41.66666666666667	0.23702099999999998
M-25-0530_62PRr2_UDP0354-UDP0354_L002_R1_001	93.26350055690156	56.0	257.0	257	50.0	0.348356
M-25-0530_62PRr2_UDP0354-UDP0354_L002_R2_001	90.7829921115181	54.0	257.0	257	50.0	0.348356
M-25-0531_62Sr3_UDP0353-UDP0353_L002_R1_001	85.0668073799069	61.0	257.0	257	58.333333333333336	0.053063
M-25-0531_62Sr3_UDP0353-UDP0353_L002_R2_001	82.9485705670618	59.0	257.0	257	50.0	0.053063
M-25-0532_63PRr3_UDP0362-UDP0362_L002_R1_001	84.40294480419365	61.0	257.0	257	58.333333333333336	0.051888
M-25-0532_63PRr3_UDP0362-UDP0362_L002_R2_001	80.68917668825162	59.0	257.0	257	58.333333333333336	0.051888
M-25-0533_63Sr3_UDP0359-UDP0359_L002_R1_001	67.38287078484035	59.0	257.0	257	50.0	0.003351
M-25-0533_63Sr3_UDP0359-UDP0359_L002_R2_001	64.57773798866009	57.0	257.0	257	50.0	0.003351
M-25-0534_64Dr3_UDP0364-UDP0364_L002_R1_001	94.05770269227803	56.0	257.0	257	50.0	0.51852
M-25-0534_64Dr3_UDP0364-UDP0364_L002_R2_001	90.82928334490472	54.0	257.0	257	50.0	0.51852
M-25-0535_64PRr2_UDP0369-UDP0369_L002_R1_001	88.18772069711812	58.0	257.0	257	50.0	0.052674
M-25-0535_64PRr2_UDP0369-UDP0369_L002_R2_001	84.61669894065383	55.0	257.0	257	50.0	0.052674
M-25-0536_64PRr3_UDP0370-UDP0370_L002_R1_001	93.34686974086345	58.0	257.0	257	41.66666666666667	0.474769
M-25-0536_64PRr3_UDP0370-UDP0370_L002_R2_001	88.96663430004908	55.0	257.0	257	41.66666666666667	0.474769
M-25-0537_64Sr1_UDP0365-UDP0365_L002_R1_001	93.63805438133653	56.0	257.0	257	41.66666666666667	0.557581
M-25-0537_64Sr1_UDP0365-UDP0365_L002_R2_001	90.93871563055413	54.0	257.0	257	41.66666666666667	0.557581
M-25-0538_64Sr2_UDP0366-UDP0366_L002_R1_001	94.40167256707555	56.0	257.0	257	41.66666666666667	1.232118
M-25-0538_64Sr2_UDP0366-UDP0366_L002_R2_001	91.86400861734262	54.0	257.0	257	50.0	1.232118
M-25-0539_64Sr3_UDP0367-UDP0367_L002_R1_001	94.51488189910086	56.0	257.0	257	50.0	1.062566
M-25-0539_64Sr3_UDP0367-UDP0367_L002_R2_001	92.19860225153073	54.0	257.0	257	41.66666666666667	1.062566
M-25-0540_6Dr1_UDP0027-UDP0027_L002_R1_001	92.97240578863725	59.0	257.0	257	41.66666666666667	1.69312
M-25-0540_6Dr1_UDP0027-UDP0027_L002_R2_001	90.9080593884249	57.0	257.0	257	41.66666666666667	1.69312
