Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
M-25-0541_6PRr2_UDP0029-UDP0029_L002_R1_001	94.70978844230171	56.0	257.0	257	41.66666666666667	2.1740909999999998
M-25-0541_6PRr2_UDP0029-UDP0029_L002_R2_001	92.6856308552043	54.0	257.0	257	41.66666666666667	2.1740909999999998
M-25-0542_6Sr2_UDP0028-UDP0028_L002_R1_001	94.0310332474627	57.0	257.0	257	50.0	0.817897
M-25-0542_6Sr2_UDP0028-UDP0028_L002_R2_001	91.07503756585487	55.0	257.0	257	50.0	0.817897
M-25-0543_7Sr1_UDP0031-UDP0031_L002_R1_001	89.50967999467767	59.0	257.0	257	50.0	0.225465
M-25-0543_7Sr1_UDP0031-UDP0031_L002_R2_001	86.8232319872264	57.0	257.0	257	41.66666666666667	0.225465
M-25-0544_7Sr2_UDP0032-UDP0032_L002_R1_001	89.32546956775856	60.0	257.0	257	50.0	0.075282
M-25-0544_7Sr2_UDP0032-UDP0032_L002_R2_001	84.97516006482293	58.0	257.0	257	41.66666666666667	0.075282
M-25-0545_8Sr3_UDP0034-UDP0034_L002_R1_001	86.23971608323923	57.0	257.0	257	41.66666666666667	0.049592
M-25-0545_8Sr3_UDP0034-UDP0034_L002_R2_001	80.98483626391354	55.0	257.0	257	41.66666666666667	0.049592
M-25-0546_9Dr1_UDP0036-UDP0036_L002_R1_001	90.40454784677549	59.0	257.0	257	41.66666666666667	0.45982199999999995
M-25-0546_9Dr1_UDP0036-UDP0036_L002_R2_001	85.7086002844579	57.0	257.0	257	41.66666666666667	0.45982199999999995
M-25-0547_9Dr3_UDP0037-UDP0037_L002_R1_001	89.91622464543447	59.0	257.0	257	50.0	0.351416
M-25-0547_9Dr3_UDP0037-UDP0037_L002_R2_001	87.77460331914313	56.0	257.0	257	50.0	0.351416
M-25-0548_9PRr2_UDP0041-UDP0041_L002_R1_001	92.75466789060059	59.0	257.0	257	58.333333333333336	0.710278
M-25-0548_9PRr2_UDP0041-UDP0041_L002_R2_001	90.21101596839547	57.0	257.0	257	50.0	0.710278
M-25-0549_9PRr3_UDP0042-UDP0042_L002_R1_001	82.60736196319019	68.0	257.0	257	50.0	0.05542
M-25-0549_9PRr3_UDP0042-UDP0042_L002_R2_001	80.55756044749188	66.0	257.0	257	58.333333333333336	0.05542
M-25-0550_9Sr1_UDP0038-UDP0038_L002_R1_001	91.30967390396493	57.0	257.0	257	41.66666666666667	0.502858
M-25-0550_9Sr1_UDP0038-UDP0038_L002_R2_001	90.9702142553166	55.0	257.0	257	50.0	0.502858
M-25-0551_9Sr2_UDP0039-UDP0039_L002_R1_001	92.15736624252645	57.0	257.0	257	41.66666666666667	0.52184
M-25-0551_9Sr2_UDP0039-UDP0039_L002_R2_001	89.28694619040319	55.0	257.0	257	50.0	0.52184
M-25-0552_9Sr3_UDP0040-UDP0040_L002_R1_001	89.68352304966592	57.0	257.0	257	41.66666666666667	0.17271399999999998
M-25-0552_9Sr3_UDP0040-UDP0040_L002_R2_001	87.1950160380745	55.0	257.0	257	41.66666666666667	0.17271399999999998
M-25-0553_Ctrl-2_UDP0372-UDP0372_L002_R1_001	92.08066558628445	57.0	257.0	257	50.0	0.451692
M-25-0553_Ctrl-2_UDP0372-UDP0372_L002_R2_001	89.28451245538996	56.0	257.0	257	41.66666666666667	0.451692
M-25-0554_Ctrl-3_UDP0373-UDP0373_L002_R1_001	91.62292003884752	57.0	257.0	257	41.66666666666667	0.386125
M-25-0554_Ctrl-3_UDP0373-UDP0373_L002_R2_001	88.29627711233408	56.0	257.0	257	41.66666666666667	0.386125
M-25-0555_PCR-Ctrl-Trip1_UDP0374-UDP0374_L002_R1_001	78.1854534612484	60.0	257.0	257	58.333333333333336	0.057017
M-25-0555_PCR-Ctrl-Trip1_UDP0374-UDP0374_L002_R2_001	79.44823473700826	58.0	257.0	257	58.333333333333336	0.057017
M-25-0556_41-MR-MD1_SU0001-SU0001_L002_R1_001	93.5953837675549	56.0	257.0	257	41.66666666666667	0.9599169999999999
M-25-0556_41-MR-MD1_SU0001-SU0001_L002_R2_001	91.11610691341022	54.0	257.0	257	41.66666666666667	0.9599169999999999
M-25-0557_55-MR-SR1_SU0433-SU0433_L002_R1_001	93.45494680267632	58.0	257.0	257	58.333333333333336	0.72936
M-25-0557_55-MR-SR1_SU0433-SU0433_L002_R2_001	90.10625754085774	56.0	257.0	257	58.333333333333336	0.72936
M-25-0558_59-MR-MD1_SU0445-SU0445_L002_R1_001	94.43547750418864	57.0	257.0	257	41.66666666666667	0.683994
M-25-0558_59-MR-MD1_SU0445-SU0445_L002_R2_001	91.95709319087594	54.0	257.0	257	50.0	0.683994
M-25-0559_59-MR-MD2_SU0037-SU0037_L002_R1_001	93.40842126611945	56.0	257.0	257	50.0	0.710012
M-25-0559_59-MR-MD2_SU0037-SU0037_L002_R2_001	90.36410652214329	53.0	257.0	257	41.66666666666667	0.710012
M-25-0560_59-MR-SRR1_SU0049-SU0049_L002_R1_001	90.23743018565027	58.0	257.0	257	50.0	0.773659
M-25-0560_59-MR-SRR1_SU0049-SU0049_L002_R2_001	88.63879305999154	56.0	257.0	257	41.66666666666667	0.773659
M-25-0561_60-MR-MD2_SU0061-SU0061_L002_R1_001	95.14857214937811	56.0	257.0	257	41.66666666666667	1.038519
M-25-0561_60-MR-MD2_SU0061-SU0061_L002_R2_001	92.40630166612263	52.0	257.0	257	50.0	1.038519
M-25-0562_60-MR-BF1_SU0073-SU0073_L002_R1_001	92.64966432808205	54.0	257.0	257	50.0	0.6880229999999999
M-25-0562_60-MR-BF1_SU0073-SU0073_L002_R2_001	87.84095880515622	50.0	257.0	257	41.66666666666667	0.6880229999999999
M-25-0563_60-MR-WR1_SU0085-SU0085_L002_R1_001	95.70534184638628	55.0	257.0	257	50.0	0.918746
M-25-0563_60-MR-WR1_SU0085-SU0085_L002_R2_001	93.55044811079449	53.0	257.0	257	50.0	0.918746
M-25-0564_EBT_SU0026-SU0026_L002_R1_001	80.11722647156634	75.0	257.0	257	66.66666666666666	0.024055999999999998
M-25-0564_EBT_SU0026-SU0026_L002_R2_001	80.12969737279681	73.0	257.0	257	58.333333333333336	0.024055999999999998
M-25-0565_CW_SU0421-SU0421_L002_R1_001	89.98341012343992	75.0	257.0	257	66.66666666666666	0.248947
M-25-0565_CW_SU0421-SU0421_L002_R2_001	89.89624297541243	74.0	257.0	257	66.66666666666666	0.248947
M-25-0566_EBK_SU0027-SU0027_L002_R1_001	72.13420316868593	77.0	257.0	257	58.333333333333336	0.004292
M-25-0566_EBK_SU0027-SU0027_L002_R2_001	71.97110904007455	74.0	257.0	257	66.66666666666666	0.004292
M-25-0567_59-MR-WR2_SU0039-SU0039_L002_R1_001	96.0699625912477	57.0	257.0	257	50.0	1.6049719999999998
M-25-0567_59-MR-WR2_SU0039-SU0039_L002_R2_001	92.29991427363035	55.0	257.0	257	50.0	1.6049719999999998
M-25-0568_59-MR-WR1_SU0044-SU0044_L002_R1_001	93.36252490276065	57.0	257.0	257	41.66666666666667	0.337312
M-25-0568_59-MR-WR1_SU0044-SU0044_L002_R2_001	89.43203918034342	55.0	257.0	257	41.66666666666667	0.337312
M-25-0569_60GI_SU0063-SU0063_L002_R1_001	93.34393912019662	55.0	257.0	257	50.0	0.824707
M-25-0569_60GI_SU0063-SU0063_L002_R2_001	89.74447894828103	51.0	257.0	257	50.0	0.824707
M-25-0570_RBF_SU0075-SU0075_L002_R1_001	94.92192959478041	56.0	257.0	257	41.66666666666667	1.194883
M-25-0570_RBF_SU0075-SU0075_L002_R2_001	92.41214411787598	53.0	257.0	257	50.0	1.194883
M-25-0571_GBF_SU0087-SU0087_L002_R1_001	94.18143360073232	56.0	257.0	257	41.66666666666667	0.900153
M-25-0571_GBF_SU0087-SU0087_L002_R2_001	91.32591903820796	52.0	257.0	257	41.66666666666667	0.900153
M-25-0572_GC_SU0050-SU0050_L002_R1_001	95.05070062899527	52.0	257.0	257	50.0	0.8976219999999999
M-25-0572_GC_SU0050-SU0050_L002_R2_001	91.76691302129404	47.0	257.0	257	41.66666666666667	0.8976219999999999
M-25-0573_T25S_SU0584-SU0584_L002_R1_001	96.86324580512327	53.0	257.0	257	50.0	0.535713
M-25-0573_T25S_SU0584-SU0584_L002_R2_001	93.09499676132556	54.0	257.0	257	41.66666666666667	0.535713
M-25-0574_T25D_SU0596-SU0596_L002_R1_001	96.8598890913537	53.0	257.0	257	50.0	0.507084
M-25-0574_T25D_SU0596-SU0596_L002_R2_001	92.92503806075521	55.0	257.0	257	41.66666666666667	0.507084
M-25-0575_T27D_SU0620-SU0620_L002_R1_001	93.72499396179654	70.0	257.0	257	58.333333333333336	1.1427239999999999
M-25-0575_T27D_SU0620-SU0620_L002_R2_001	91.98704149033362	67.0	257.0	257	50.0	1.1427239999999999
M-25-0576_T28S_SU0632-SU0632_L002_R1_001	96.65396315983017	53.0	257.0	257	41.66666666666667	0.29913
M-25-0576_T28S_SU0632-SU0632_L002_R2_001	93.24741751078126	55.0	257.0	257	41.66666666666667	0.29913
M-25-0577_T28D_SU0644-SU0644_L002_R1_001	95.87460126854502	57.0	257.0	257	58.333333333333336	0.513817
M-25-0577_T28D_SU0644-SU0644_L002_R2_001	92.88696170037193	58.0	257.0	257	58.333333333333336	0.513817
M-25-0578_T29S_SU0656-SU0656_L002_R1_001	93.22483934502576	73.0	257.0	257	50.0	0.9276089999999999
M-25-0578_T29S_SU0656-SU0656_L002_R2_001	92.42816747142385	72.0	257.0	257	58.333333333333336	0.9276089999999999
M-25-0579_25D-3_SU0597-SU0597_L002_R1_001	94.14553065747353	53.0	257.0	257	50.0	0.06497599999999999
M-25-0579_25D-3_SU0597-SU0597_L002_R2_001	90.08249199704507	54.0	257.0	257	50.0	0.06497599999999999
M-25-0580_25D-4_SU0609-SU0609_L002_R1_001	93.47300810521486	53.0	257.0	257	41.66666666666667	0.032695
M-25-0580_25D-4_SU0609-SU0609_L002_R2_001	90.1575164398226	54.0	257.0	257	50.0	0.032695
M-25-0581_25D-5_SU0621-SU0621_L002_R1_001	92.57337542587442	53.0	257.0	257	50.0	0.031993
M-25-0581_25D-5_SU0621-SU0621_L002_R2_001	87.93798643453255	54.0	257.0	257	41.66666666666667	0.031993
M-25-0582_25D-6_SU0633-SU0633_L002_R1_001	95.28459646769505	53.0	257.0	257	41.66666666666667	0.111825
M-25-0582_25D-6_SU0633-SU0633_L002_R2_001	91.28101945003354	54.0	257.0	257	50.0	0.111825
M-25-0583_25D-7_SU0645-SU0645_L002_R1_001	92.99811487708229	53.0	257.0	257	41.66666666666667	0.025993
M-25-0583_25D-7_SU0645-SU0645_L002_R2_001	87.9467548955488	54.0	257.0	257	50.0	0.025993
M-25-0584_25D-8_SU0657-SU0657_L002_R1_001	92.520506722322	53.0	257.0	257	41.66666666666667	0.020603
M-25-0584_25D-8_SU0657-SU0657_L002_R2_001	88.19589380187351	54.0	257.0	257	50.0	0.020603
M-25-0585_25D-9_SU0669-SU0669_L002_R1_001	92.58377949633154	54.0	257.0	257	41.66666666666667	0.035301
M-25-0585_25D-9_SU0669-SU0669_L002_R2_001	88.19296903770432	55.0	257.0	257	50.0	0.035301
M-25-0586_28D-1_SU0622-SU0622_L002_R1_001	97.11897449482197	57.0	257.0	257	50.0	0.48319599999999996
M-25-0586_28D-1_SU0622-SU0622_L002_R2_001	93.35238702307139	55.0	257.0	257	41.66666666666667	0.48319599999999996
M-25-0587_28D-3_SU0646-SU0646_L002_R1_001	95.06140763165347	56.0	257.0	257	41.66666666666667	0.342547
M-25-0587_28D-3_SU0646-SU0646_L002_R2_001	92.13013104771024	57.0	257.0	257	50.0	0.342547
M-25-0588_29S-1_SU0658-SU0658_L002_R1_001	96.3838038673284	53.0	257.0	257	41.66666666666667	0.184365
M-25-0588_29S-1_SU0658-SU0658_L002_R2_001	93.02958804545331	55.0	257.0	257	41.66666666666667	0.184365
M-25-0589_29S-2_SU0670-SU0670_L002_R1_001	96.26342342342342	59.0	257.0	257	50.0	0.5549999999999999
M-25-0589_29S-2_SU0670-SU0670_L002_R2_001	92.38720720720721	56.0	257.0	257	50.0	0.5549999999999999
M-25-0590_52S_SU0583-SU0583_L002_R1_001	96.7587019357663	52.0	257.0	257	50.0	0.310678
M-25-0590_52S_SU0583-SU0583_L002_R2_001	93.73434874693413	49.0	257.0	257	41.66666666666667	0.310678
M-25-0591_52M_SU0595-SU0595_L002_R1_001	96.90025385493686	58.0	257.0	257	41.66666666666667	0.360836
M-25-0591_52M_SU0595-SU0595_L002_R2_001	93.88614218093538	54.0	257.0	257	50.0	0.360836
M-25-0592_S22PRr1_SU0097-SU0097_L002_R1_001	92.43932841907635	58.0	257.0	257	50.0	0.714791
M-25-0592_S22PRr1_SU0097-SU0097_L002_R2_001	89.14312015680107	56.0	257.0	257	33.33333333333333	0.714791
M-25-0593_S22Sr1_SU0109-SU0109_L002_R1_001	91.06191746989582	58.0	257.0	257	50.0	0.628401
M-25-0593_S22Sr1_SU0109-SU0109_L002_R2_001	88.88512271622737	56.0	257.0	257	50.0	0.628401
M-25-0594_S22Dr1_SU0121-SU0121_L002_R1_001	92.13873546792321	59.0	257.0	257	41.66666666666667	0.6472749999999999
M-25-0594_S22Dr1_SU0121-SU0121_L002_R2_001	89.24089451933104	57.0	257.0	257	50.0	0.6472749999999999
M-25-0595_S28PRr1_SU0133-SU0133_L002_R1_001	91.56019206499742	57.0	257.0	257	41.66666666666667	0.535652
M-25-0595_S28PRr1_SU0133-SU0133_L002_R2_001	88.30210659159304	55.0	257.0	257	50.0	0.535652
M-25-0596_S28Sr1_SU0145-SU0145_L002_R1_001	91.71637435735151	57.0	257.0	257	50.0	0.6288429999999999
M-25-0596_S28Sr1_SU0145-SU0145_L002_R2_001	89.7244622266607	55.0	257.0	257	41.66666666666667	0.6288429999999999
M-25-0597_S28Dr2_SU0157-SU0157_L002_R1_001	91.24840539451289	57.0	257.0	257	33.33333333333333	0.6004619999999999
M-25-0597_S28Dr2_SU0157-SU0157_L002_R2_001	87.49113182849206	54.0	257.0	257	41.66666666666667	0.6004619999999999
M-25-0598_S35PRr1_SU0169-SU0169_L002_R1_001	91.52560928214457	56.0	257.0	257	41.66666666666667	0.548063
M-25-0598_S35PRr1_SU0169-SU0169_L002_R2_001	88.24751898960521	55.0	257.0	257	50.0	0.548063
M-25-0599_S35Sr1_SU0181-SU0181_L002_R1_001	91.84597482499015	58.0	257.0	257	33.33333333333333	0.969374
M-25-0599_S35Sr1_SU0181-SU0181_L002_R2_001	89.63471642380141	56.0	257.0	257	33.33333333333333	0.969374
M-25-0600_S35Dr1_SU0098-SU0098_L002_R1_001	90.38682983926196	59.0	257.0	257	50.0	0.527131
M-25-0600_S35Dr1_SU0098-SU0098_L002_R2_001	87.42475779265496	56.0	257.0	257	41.66666666666667	0.527131
M-25-0601_S43PRr1_SU0110-SU0110_L002_R1_001	95.62291957629562	59.0	257.0	257	50.0	0.534146
M-25-0601_S43PRr1_SU0110-SU0110_L002_R2_001	92.80458900749983	57.0	257.0	257	41.66666666666667	0.534146
M-25-0602_S43Sr1_SU0122-SU0122_L002_R1_001	91.42130324765056	58.0	257.0	257	50.0	0.6686679999999999
M-25-0602_S43Sr1_SU0122-SU0122_L002_R2_001	89.03925415901463	56.0	257.0	257	41.66666666666667	0.6686679999999999
M-25-0603_S43Dr1_SU0134-SU0134_L002_R1_001	92.32217043097872	58.0	257.0	257	50.0	0.5998439999999999
M-25-0603_S43Dr1_SU0134-SU0134_L002_R2_001	88.8847767086109	56.0	257.0	257	41.66666666666667	0.5998439999999999
M-25-0604_S53PRr1_SU0146-SU0146_L002_R1_001	90.13723436750011	64.0	257.0	257	58.333333333333336	0.183336
M-25-0604_S53PRr1_SU0146-SU0146_L002_R2_001	86.19965527774141	62.0	257.0	257	58.333333333333336	0.183336
M-25-0605_S53Sr1_SU0158-SU0158_L002_R1_001	90.08682298741952	68.0	257.0	257	50.0	0.253965
M-25-0605_S53Sr1_SU0158-SU0158_L002_R2_001	88.62677928060953	66.0	257.0	257	50.0	0.253965
M-25-0606_S53Dr1_SU0170-SU0170_L002_R1_001	89.9279812350452	69.0	257.0	257	58.333333333333336	0.169678
M-25-0606_S53Dr1_SU0170-SU0170_L002_R2_001	88.75222480227254	67.0	257.0	257	50.0	0.169678
M-25-0607_S46PRr1_SU0182-SU0182_L002_R1_001	92.46267837541164	57.0	257.0	257	41.66666666666667	0.5466
M-25-0607_S46PRr1_SU0182-SU0182_L002_R2_001	90.7319795096963	55.0	257.0	257	41.66666666666667	0.5466
M-25-0608_S46Sr1_SU0099-SU0099_L002_R1_001	88.93873312564901	59.0	257.0	257	58.333333333333336	0.0963
M-25-0608_S46Sr1_SU0099-SU0099_L002_R2_001	86.3343717549325	56.0	257.0	257	58.333333333333336	0.0963
M-25-0609_S46Dr1_SU0111-SU0111_L002_R1_001	92.5611027945882	57.0	257.0	257	50.0	0.704755
M-25-0609_S46Dr1_SU0111-SU0111_L002_R2_001	90.15274811814035	56.0	257.0	257	50.0	0.704755
M-25-0610_S47PRr1_SU0123-SU0123_L002_R1_001	92.61037223577556	57.0	257.0	257	50.0	0.648057
M-25-0610_S47PRr1_SU0123-SU0123_L002_R2_001	86.948524589658	55.0	257.0	257	41.66666666666667	0.648057
M-25-0611_S47Sr1_SU0135-SU0135_L002_R1_001	92.61863917106015	57.0	257.0	257	50.0	0.668034
M-25-0611_S47Sr1_SU0135-SU0135_L002_R2_001	89.13453506857435	56.0	257.0	257	41.66666666666667	0.668034
M-25-0612_S47Dr1_SU0147-SU0147_L002_R1_001	90.50573980860673	66.0	257.0	257	41.66666666666667	0.50263
M-25-0612_S47Dr1_SU0147-SU0147_L002_R2_001	88.74619501422518	63.0	257.0	257	41.66666666666667	0.50263
M-25-0613_S58PRr1_SU0159-SU0159_L002_R1_001	90.76706727644438	62.0	257.0	257	50.0	0.253863
M-25-0613_S58PRr1_SU0159-SU0159_L002_R2_001	88.4709469280675	60.0	257.0	257	58.333333333333336	0.253863
M-25-0614_S58Sr1_SU0171-SU0171_L002_R1_001	91.22388047442257	66.0	257.0	257	58.333333333333336	0.486992
M-25-0614_S58Sr1_SU0171-SU0171_L002_R2_001	89.88587081512632	64.0	257.0	257	50.0	0.486992
M-25-0615_S58Dr1_SU0183-SU0183_L002_R1_001	91.99174340771253	71.0	257.0	257	50.0	0.438922
M-25-0615_S58Dr1_SU0183-SU0183_L002_R2_001	91.00819735625008	69.0	257.0	257	58.333333333333336	0.438922
M-25-0616_S13PRr1_SU0100-SU0100_L002_R1_001	91.9132546833687	58.0	257.0	257	41.66666666666667	0.790083
M-25-0616_S13PRr1_SU0100-SU0100_L002_R2_001	88.86686588624234	56.0	257.0	257	50.0	0.790083
M-25-0617_S13Sr1_SU0112-SU0112_L002_R1_001	92.19976417638055	59.0	257.0	257	50.0	0.825193
M-25-0617_S13Sr1_SU0112-SU0112_L002_R2_001	89.28044711964353	57.0	257.0	257	41.66666666666667	0.825193
M-25-0618_S13Dr1_SU0124-SU0124_L002_R1_001	91.88621504428288	59.0	257.0	257	50.0	0.8574419999999999
M-25-0618_S13Dr1_SU0124-SU0124_L002_R2_001	89.12264619647743	57.0	257.0	257	33.33333333333333	0.8574419999999999
M-25-0619_S25PRr1_SU0136-SU0136_L002_R1_001	92.41793833313872	57.0	257.0	257	41.66666666666667	0.650852
M-25-0619_S25PRr1_SU0136-SU0136_L002_R2_001	90.0307596811564	55.0	257.0	257	50.0	0.650852
M-25-0620_S25Sr1_SU0148-SU0148_L002_R1_001	93.04031862226756	56.0	257.0	257	50.0	1.016627
M-25-0620_S25Sr1_SU0148-SU0148_L002_R2_001	90.9001039712697	54.0	257.0	257	41.66666666666667	1.016627
M-25-0621_S25Dr1_SU0160-SU0160_L002_R1_001	91.98199224014425	56.0	257.0	257	41.66666666666667	0.588413
M-25-0621_S25Dr1_SU0160-SU0160_L002_R2_001	88.8352228791682	54.0	257.0	257	41.66666666666667	0.588413
M-25-0622_S54PRr1_SU0172-SU0172_L002_R1_001	90.75242762636319	58.0	257.0	257	41.66666666666667	0.6041909999999999
M-25-0622_S54PRr1_SU0172-SU0172_L002_R2_001	89.1342307316726	55.0	257.0	257	41.66666666666667	0.6041909999999999
M-25-0623_S54Sr1_SU0184-SU0184_L002_R1_001	90.52658296389049	73.0	257.0	257	66.66666666666666	0.29549
M-25-0623_S54Sr1_SU0184-SU0184_L002_R2_001	89.61047751192933	70.0	257.0	257	50.0	0.29549
M-25-0624_S54Dr1_SU0101-SU0101_L002_R1_001	91.54004045146908	66.0	257.0	257	50.0	0.599731
M-25-0624_S54Dr1_SU0101-SU0101_L002_R2_001	89.43943201201873	63.0	257.0	257	50.0	0.599731
M-25-0625_S55PRr1_SU0113-SU0113_L002_R1_001	95.61564120575625	55.0	257.0	257	33.33333333333333	0.521034
M-25-0625_S55PRr1_SU0113-SU0113_L002_R2_001	91.67424774582848	55.0	257.0	257	50.0	0.521034
M-25-0626_S55Sr1_SU0125-SU0125_L002_R1_001	94.7527455858261	55.0	257.0	257	50.0	0.576835
M-25-0626_S55Sr1_SU0125-SU0125_L002_R2_001	91.64769821526086	54.0	257.0	257	41.66666666666667	0.576835
M-25-0627_S55Dr1_SU0137-SU0137_L002_R1_001	91.75499917971527	65.0	257.0	257	58.333333333333336	0.438872
M-25-0627_S55Dr1_SU0137-SU0137_L002_R2_001	90.09209974662316	63.0	257.0	257	50.0	0.438872
M-25-0628_S44PRr1_SU0149-SU0149_L002_R1_001	91.24172449446756	57.0	257.0	257	41.66666666666667	0.583197
M-25-0628_S44PRr1_SU0149-SU0149_L002_R2_001	88.65203353240844	55.0	257.0	257	41.66666666666667	0.583197
M-25-0629_S44Sr1_SU0161-SU0161_L002_R1_001	91.83523033821072	58.0	257.0	257	50.0	0.769195
M-25-0629_S44Sr1_SU0161-SU0161_L002_R2_001	88.65606250690658	57.0	257.0	257	41.66666666666667	0.769195
M-25-0630_S44Dr1_SU0173-SU0173_L002_R1_001	91.84576452615279	58.0	257.0	257	50.0	0.7697839999999999
M-25-0630_S44Dr1_SU0173-SU0173_L002_R2_001	88.91143489602278	56.0	257.0	257	50.0	0.7697839999999999
M-25-0631_S38PRr1_SU0185-SU0185_L002_R1_001	92.1586228097141	56.0	257.0	257	41.66666666666667	0.6506
M-25-0631_S38PRr1_SU0185-SU0185_L002_R2_001	89.40470335075315	54.0	257.0	257	50.0	0.6506
M-25-0632_S38Sr1_SU0102-SU0102_L002_R1_001	92.68944807303909	56.0	257.0	257	41.66666666666667	0.6773359999999999
M-25-0632_S38Sr1_SU0102-SU0102_L002_R2_001	90.6200172440266	54.0	257.0	257	41.66666666666667	0.6773359999999999
M-25-0633_S38Dr1_SU0114-SU0114_L002_R1_001	91.43715440609124	58.0	257.0	257	50.0	0.7167009999999999
M-25-0633_S38Dr1_SU0114-SU0114_L002_R2_001	88.60654582594415	56.0	257.0	257	50.0	0.7167009999999999
M-25-0634_S41PRr1_SU0126-SU0126_L002_R1_001	93.8991971439135	55.0	257.0	257	41.66666666666667	0.597741
M-25-0634_S41PRr1_SU0126-SU0126_L002_R2_001	91.38673773423606	53.0	257.0	257	50.0	0.597741
M-25-0635_S41Sr1_SU0138-SU0138_L002_R1_001	91.75080195341488	58.0	257.0	257	50.0	0.668368
M-25-0635_S41Sr1_SU0138-SU0138_L002_R2_001	89.11348239293324	56.0	257.0	257	41.66666666666667	0.668368
M-25-0636_S41Dr1_SU0150-SU0150_L002_R1_001	91.84818397854559	57.0	257.0	257	41.66666666666667	0.628682
M-25-0636_S41Dr1_SU0150-SU0150_L002_R2_001	88.46173423129659	56.0	257.0	257	41.66666666666667	0.628682
M-25-0637_S33PRr1_SU0162-SU0162_L002_R1_001	92.42031838115957	59.0	257.0	257	41.66666666666667	0.839811
M-25-0637_S33PRr1_SU0162-SU0162_L002_R2_001	89.60813802153103	58.0	257.0	257	33.33333333333333	0.839811
M-25-0638_S33Sr1_SU0174-SU0174_L002_R1_001	91.74006212401211	58.0	257.0	257	41.66666666666667	0.6103919999999999
M-25-0638_S33Sr1_SU0174-SU0174_L002_R2_001	89.9689052281157	56.0	257.0	257	41.66666666666667	0.6103919999999999
M-25-0639_S33Dr1_SU0186-SU0186_L002_R1_001	92.22298811385596	59.0	257.0	257	33.33333333333333	0.809514
M-25-0639_S33Dr1_SU0186-SU0186_L002_R2_001	88.63577405702681	57.0	257.0	257	41.66666666666667	0.809514
M-25-0640_S2Sr1_SU0115-SU0115_L002_R1_001	93.00072623631456	57.0	257.0	257	50.0	0.802769
M-25-0640_S2Sr1_SU0115-SU0115_L002_R2_001	90.71401611173326	55.0	257.0	257	50.0	0.802769
M-25-0641_S2Dr1_SU0127-SU0127_L002_R1_001	92.3694855025895	59.0	257.0	257	50.0	0.79359
M-25-0641_S2Dr1_SU0127-SU0127_L002_R2_001	89.32030393528144	57.0	257.0	257	50.0	0.79359
M-25-0642_S27PRr1_SU0139-SU0139_L002_R1_001	93.17584753781081	56.0	257.0	257	33.33333333333333	0.766249
M-25-0642_S27PRr1_SU0139-SU0139_L002_R2_001	89.46504334752802	54.0	257.0	257	41.66666666666667	0.766249
M-25-0643_S27Sr1_SU0151-SU0151_L002_R1_001	92.00535049347457	57.0	257.0	257	50.0	0.691525
M-25-0643_S27Sr1_SU0151-SU0151_L002_R2_001	90.00455514984998	55.0	257.0	257	41.66666666666667	0.691525
M-25-0644_S27Dr1_SU0163-SU0163_L002_R1_001	91.78487301226215	57.0	257.0	257	41.66666666666667	0.681365
M-25-0644_S27Dr1_SU0163-SU0163_L002_R2_001	89.40186243790039	55.0	257.0	257	50.0	0.681365
M-25-0645_S51PRr1_SU0175-SU0175_L002_R1_001	94.1108922646583	55.0	257.0	257	50.0	0.795078
M-25-0645_S51PRr1_SU0175-SU0175_L002_R2_001	92.05449025127095	53.0	257.0	257	41.66666666666667	0.795078
M-25-0646_S51Sr1_SU0187-SU0187_L002_R1_001	87.74105327131203	59.0	257.0	257	33.33333333333333	0.085562
M-25-0646_S51Sr1_SU0187-SU0187_L002_R2_001	85.00385685234099	58.0	257.0	257	41.66666666666667	0.085562
M-25-0647_S51Dr1_SU0104-SU0104_L002_R1_001	91.57534611173693	58.0	257.0	257	50.0	0.695079
M-25-0647_S51Dr1_SU0104-SU0104_L002_R2_001	89.21906718516888	56.0	257.0	257	50.0	0.695079
M-25-0648_S16PRr1_SU0116-SU0116_L002_R1_001	92.35992303703237	57.0	257.0	257	41.66666666666667	0.618999
M-25-0648_S16PRr1_SU0116-SU0116_L002_R2_001	90.59836930269677	54.0	257.0	257	50.0	0.618999
M-25-0649_S16Sr1_SU0128-SU0128_L002_R1_001	92.16499048654525	58.0	257.0	257	50.0	0.838812
M-25-0649_S16Sr1_SU0128-SU0128_L002_R2_001	89.86483264426356	56.0	257.0	257	33.33333333333333	0.838812
M-25-0650_S16Dr1_SU0140-SU0140_L002_R1_001	91.55773319245732	58.0	257.0	257	41.66666666666667	0.699433
M-25-0650_S16Dr1_SU0140-SU0140_L002_R2_001	89.06328411727785	56.0	257.0	257	50.0	0.699433
M-25-0651_S56PRr1_SU0152-SU0152_L002_R1_001	90.6819337238705	66.0	257.0	257	50.0	0.30095299999999997
M-25-0651_S56PRr1_SU0152-SU0152_L002_R2_001	87.9589171731134	64.0	257.0	257	58.333333333333336	0.30095299999999997
M-25-0652_S56Sr1_SU0164-SU0164_L002_R1_001	88.76151944257137	67.0	257.0	257	50.0	0.173511
M-25-0652_S56Sr1_SU0164-SU0164_L002_R2_001	87.09073199970031	64.0	257.0	257	50.0	0.173511
