Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	kmer_content
M-25-0701_S23Sr1_SU0195-SU0195_L002_R1_001	M-25-0701_S23Sr1_SU0195-SU0195_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	832623.0	0.0	257.0	59.0	8.370054634570508	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0701_S23Sr1_SU0195-SU0195_L002_R2_001	M-25-0701_S23Sr1_SU0195-SU0195_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	832623.0	0.0	257.0	57.0	10.79396077216219	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn	fail
M-25-0702_S23Dr1_SU0033-SU0033_L002_R1_001	M-25-0702_S23Dr1_SU0033-SU0033_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	662628.0	0.0	257.0	60.0	7.22034082471613	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0702_S23Dr1_SU0033-SU0033_L002_R2_001	M-25-0702_S23Dr1_SU0033-SU0033_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	662628.0	0.0	257.0	58.0	12.606168166754198	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0703_S29PRr1_SU0045-SU0045_L002_R1_001	M-25-0703_S29PRr1_SU0045-SU0045_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	726318.0	0.0	257.0	58.0	9.06090720593459	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0703_S29PRr1_SU0045-SU0045_L002_R2_001	M-25-0703_S29PRr1_SU0045-SU0045_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	726318.0	0.0	257.0	56.0	11.796485836782237	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0704_S29Sr1_SU0057-SU0057_L002_R1_001	M-25-0704_S29Sr1_SU0057-SU0057_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	678993.0	0.0	257.0	57.0	7.942055367286555	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0704_S29Sr1_SU0057-SU0057_L002_R2_001	M-25-0704_S29Sr1_SU0057-SU0057_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	678993.0	0.0	257.0	55.0	10.68832815654948	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0705_S29Dr1_SU0243-SU0243_L002_R1_001	M-25-0705_S29Dr1_SU0243-SU0243_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	877161.0	0.0	257.0	60.0	9.07416084390437	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	fail
M-25-0705_S29Dr1_SU0243-SU0243_L002_R2_001	M-25-0705_S29Dr1_SU0243-SU0243_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	877161.0	0.0	257.0	58.0	11.164883071636792	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0706_S30PRr1_SU0255-SU0255_L002_R1_001	M-25-0706_S30PRr1_SU0255-SU0255_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	561898.0	0.0	257.0	56.0	8.191522304759939	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0706_S30PRr1_SU0255-SU0255_L002_R2_001	M-25-0706_S30PRr1_SU0255-SU0255_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	561898.0	0.0	257.0	55.0	9.504749972414922	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0707_S30Sr1_SU0069-SU0069_L002_R1_001	M-25-0707_S30Sr1_SU0069-SU0069_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	792722.0	0.0	257.0	60.0	8.452774112488363	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0707_S30Sr1_SU0069-SU0069_L002_R2_001	M-25-0707_S30Sr1_SU0069-SU0069_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	792722.0	0.0	257.0	58.0	10.78536990268972	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0708_S30Dr1_SU0279-SU0279_L002_R1_001	M-25-0708_S30Dr1_SU0279-SU0279_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	749043.0	0.0	257.0	59.0	9.223235515184042	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0708_S30Dr1_SU0279-SU0279_L002_R2_001	M-25-0708_S30Dr1_SU0279-SU0279_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	749043.0	0.0	257.0	57.0	12.68899115271086	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0709_S3PRr1_SU0196-SU0196_L002_R1_001	M-25-0709_S3PRr1_SU0196-SU0196_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	716891.0	0.0	257.0	58.0	7.676620295135522	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0709_S3PRr1_SU0196-SU0196_L002_R2_001	M-25-0709_S3PRr1_SU0196-SU0196_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	716891.0	0.0	257.0	55.0	9.697987560173026	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0710_S3Sr1_SU0081-SU0081_L002_R1_001	M-25-0710_S3Sr1_SU0081-SU0081_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	762550.0	0.0	257.0	59.0	7.75227853911219	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0710_S3Sr1_SU0081-SU0081_L002_R2_001	M-25-0710_S3Sr1_SU0081-SU0081_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	762550.0	0.0	257.0	57.0	10.030686512359845	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0711_S3Dr1_SU0093-SU0093_L002_R1_001	M-25-0711_S3Dr1_SU0093-SU0093_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782501.0	0.0	257.0	58.0	8.789637329536959	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0711_S3Dr1_SU0093-SU0093_L002_R2_001	M-25-0711_S3Dr1_SU0093-SU0093_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782501.0	0.0	257.0	57.0	11.549250416293399	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0712_S7PRr1_SU0232-SU0232_L002_R1_001	M-25-0712_S7PRr1_SU0232-SU0232_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	651368.0	0.0	257.0	58.0	8.00284938775009	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0712_S7PRr1_SU0232-SU0232_L002_R2_001	M-25-0712_S7PRr1_SU0232-SU0232_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	651368.0	0.0	257.0	56.0	10.881867085886933	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0713_S7Sr1_SU0244-SU0244_L002_R1_001	M-25-0713_S7Sr1_SU0244-SU0244_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	736194.0	0.0	257.0	58.0	8.66524312884919	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0713_S7Sr1_SU0244-SU0244_L002_R2_001	M-25-0713_S7Sr1_SU0244-SU0244_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	736194.0	0.0	257.0	56.0	11.053879819721432	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0714_S7Dr1_SU0256-SU0256_L002_R1_001	M-25-0714_S7Dr1_SU0256-SU0256_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	775092.0	0.0	257.0	59.0	8.517311493345305	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0714_S7Dr1_SU0256-SU0256_L002_R2_001	M-25-0714_S7Dr1_SU0256-SU0256_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	775092.0	0.0	257.0	56.0	11.86465606663467	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0715_S14PRr1_SU0268-SU0268_L002_R1_001	M-25-0715_S14PRr1_SU0268-SU0268_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	620876.0	0.0	257.0	58.0	5.8510878178573495	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0715_S14PRr1_SU0268-SU0268_L002_R2_001	M-25-0715_S14PRr1_SU0268-SU0268_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	620876.0	0.0	257.0	56.0	8.246574195169405	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0716_S14Sr1_SU0010-SU0010_L002_R1_001	M-25-0716_S14Sr1_SU0010-SU0010_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	691519.0	0.0	257.0	60.0	9.007127786799785	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0716_S14Sr1_SU0010-SU0010_L002_R2_001	M-25-0716_S14Sr1_SU0010-SU0010_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	691519.0	0.0	257.0	59.0	10.821539249102338	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0717_S14Dr1_SU0197-SU0197_L002_R1_001	M-25-0717_S14Dr1_SU0197-SU0197_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	882639.0	0.0	257.0	59.0	8.020719682678875	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0717_S14Dr1_SU0197-SU0197_L002_R2_001	M-25-0717_S14Dr1_SU0197-SU0197_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	882639.0	0.0	257.0	57.0	10.03773909831766	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0718_S21PRr1_SU0209-SU0209_L002_R1_001	M-25-0718_S21PRr1_SU0209-SU0209_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	587395.0	0.0	257.0	56.0	7.919543067271598	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0718_S21PRr1_SU0209-SU0209_L002_R2_001	M-25-0718_S21PRr1_SU0209-SU0209_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	587395.0	0.0	257.0	54.0	9.92517811694005	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0719_S21Sr1_SU0221-SU0221_L002_R1_001	M-25-0719_S21Sr1_SU0221-SU0221_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709573.0	0.0	257.0	57.0	7.952951986617304	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0719_S21Sr1_SU0221-SU0221_L002_R2_001	M-25-0719_S21Sr1_SU0221-SU0221_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709573.0	0.0	257.0	55.0	9.98234149270054	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0720_S21Dr1_SU0022-SU0022_L002_R1_001	M-25-0720_S21Dr1_SU0022-SU0022_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	768889.0	0.0	257.0	57.0	7.965909253481322	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0720_S21Dr1_SU0022-SU0022_L002_R2_001	M-25-0720_S21Dr1_SU0022-SU0022_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	768889.0	0.0	257.0	55.0	10.050345368447202	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0721_S31PRr1_SU0034-SU0034_L002_R1_001	M-25-0721_S31PRr1_SU0034-SU0034_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	422145.0	0.0	257.0	57.0	8.542088618839498	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0721_S31PRr1_SU0034-SU0034_L002_R2_001	M-25-0721_S31PRr1_SU0034-SU0034_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	422145.0	0.0	257.0	55.0	10.213315330040626	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0722_S31Sr1_SU0257-SU0257_L002_R1_001	M-25-0722_S31Sr1_SU0257-SU0257_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	825560.0	0.0	257.0	59.0	8.076941712292262	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	pass	fail
M-25-0722_S31Sr1_SU0257-SU0257_L002_R2_001	M-25-0722_S31Sr1_SU0257-SU0257_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	825560.0	0.0	257.0	57.0	10.61013130481128	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0723_S31Dr1_SU0269-SU0269_L002_R1_001	M-25-0723_S31Dr1_SU0269-SU0269_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	666779.0	0.0	257.0	59.0	9.255090517247844	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0723_S31Dr1_SU0269-SU0269_L002_R2_001	M-25-0723_S31Dr1_SU0269-SU0269_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	666779.0	0.0	257.0	57.0	11.012344419965236	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0724_S48PRr1_SU0281-SU0281_L002_R1_001	M-25-0724_S48PRr1_SU0281-SU0281_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	607560.0	0.0	257.0	58.0	9.61814470998749	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0724_S48PRr1_SU0281-SU0281_L002_R2_001	M-25-0724_S48PRr1_SU0281-SU0281_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	607560.0	0.0	257.0	56.0	11.390479952597273	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0725_S48Sr1_SU0198-SU0198_L002_R1_001	M-25-0725_S48Sr1_SU0198-SU0198_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	803102.0	0.0	257.0	58.0	7.976819880911765	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	fail
M-25-0725_S48Sr1_SU0198-SU0198_L002_R2_001	M-25-0725_S48Sr1_SU0198-SU0198_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	803102.0	0.0	257.0	56.0	9.981546553239813	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0726_S48Dr1_SU0046-SU0046_L002_R1_001	M-25-0726_S48Dr1_SU0046-SU0046_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	265049.0	0.0	257.0	71.0	11.921946508004181	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	fail
M-25-0726_S48Dr1_SU0046-SU0046_L002_R2_001	M-25-0726_S48Dr1_SU0046-SU0046_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	265049.0	0.0	257.0	69.0	12.455810057762905	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0727_S32PRr1_SU0222-SU0222_L002_R1_001	M-25-0727_S32PRr1_SU0222-SU0222_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	599062.0	0.0	257.0	56.0	7.738431080589321	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0727_S32PRr1_SU0222-SU0222_L002_R2_001	M-25-0727_S32PRr1_SU0222-SU0222_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	599062.0	0.0	257.0	55.0	9.817681642300798	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0728_S32Sr1_SU0058-SU0058_L002_R1_001	M-25-0728_S32Sr1_SU0058-SU0058_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859967.0	0.0	257.0	59.0	7.664480148656867	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0728_S32Sr1_SU0058-SU0058_L002_R2_001	M-25-0728_S32Sr1_SU0058-SU0058_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859967.0	0.0	257.0	57.0	11.493348000562813	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0729_S32Dr1_SU0070-SU0070_L002_R1_001	M-25-0729_S32Dr1_SU0070-SU0070_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	672517.0	0.0	257.0	59.0	9.017021131064345	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0729_S32Dr1_SU0070-SU0070_L002_R2_001	M-25-0729_S32Dr1_SU0070-SU0070_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	672517.0	0.0	257.0	57.0	11.591379846160024	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0730_S39PRr1_SU0258-SU0258_L002_R1_001	M-25-0730_S39PRr1_SU0258-SU0258_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	436430.0	0.0	257.0	55.0	7.243544210984579	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0730_S39PRr1_SU0258-SU0258_L002_R2_001	M-25-0730_S39PRr1_SU0258-SU0258_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	436430.0	0.0	257.0	54.0	10.49240428018239	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0731_S39Sr1_SU0082-SU0082_L002_R1_001	M-25-0731_S39Sr1_SU0082-SU0082_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	632284.0	0.0	257.0	56.0	7.918119073074757	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0731_S39Sr1_SU0082-SU0082_L002_R2_001	M-25-0731_S39Sr1_SU0082-SU0082_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	632284.0	0.0	257.0	54.0	9.279690771868337	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0732_S39Dr1_SU0282-SU0282_L002_R1_001	M-25-0732_S39Dr1_SU0282-SU0282_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	950547.0	0.0	257.0	65.0	9.605837480945183	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail	warn
M-25-0732_S39Dr1_SU0282-SU0282_L002_R2_001	M-25-0732_S39Dr1_SU0282-SU0282_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	950547.0	0.0	257.0	63.0	11.412251954313561	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail	warn
M-25-0733_S50PRr1_SU0199-SU0199_L002_R1_001	M-25-0733_S50PRr1_SU0199-SU0199_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	624843.0	0.0	257.0	56.0	6.498912526826739	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0733_S50PRr1_SU0199-SU0199_L002_R2_001	M-25-0733_S50PRr1_SU0199-SU0199_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	624843.0	0.0	257.0	53.0	9.584967743897268	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0734_S50Sr1_SU0211-SU0211_L002_R1_001	M-25-0734_S50Sr1_SU0211-SU0211_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	836473.0	0.0	257.0	59.0	7.128861302157989	257.0	257	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass	warn
M-25-0734_S50Sr1_SU0211-SU0211_L002_R2_001	M-25-0734_S50Sr1_SU0211-SU0211_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	836473.0	0.0	257.0	58.0	10.187776533133764	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0735_S50Dr1_SU0223-SU0223_L002_R1_001	M-25-0735_S50Dr1_SU0223-SU0223_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	891843.0	0.0	257.0	58.0	7.400405676783918	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0735_S50Dr1_SU0223-SU0223_L002_R2_001	M-25-0735_S50Dr1_SU0223-SU0223_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	891843.0	0.0	257.0	56.0	10.206168574513676	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0736_S1PRr1_SU0235-SU0235_L002_R1_001	M-25-0736_S1PRr1_SU0235-SU0235_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	571660.0	0.0	257.0	55.0	6.214008326627716	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0736_S1PRr1_SU0235-SU0235_L002_R2_001	M-25-0736_S1PRr1_SU0235-SU0235_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	571660.0	0.0	257.0	54.0	8.290592310114404	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0737_S1Sr1_SU0247-SU0247_L002_R1_001	M-25-0737_S1Sr1_SU0247-SU0247_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	596555.0	0.0	257.0	57.0	8.23629003193335	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0737_S1Sr1_SU0247-SU0247_L002_R2_001	M-25-0737_S1Sr1_SU0247-SU0247_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	596555.0	0.0	257.0	55.0	9.543294415435291	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0738_S1Dr1_SU0259-SU0259_L002_R1_001	M-25-0738_S1Dr1_SU0259-SU0259_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693579.0	0.0	257.0	57.0	7.665312819448109	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0738_S1Dr1_SU0259-SU0259_L002_R2_001	M-25-0738_S1Dr1_SU0259-SU0259_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	693579.0	0.0	257.0	55.0	10.010106995742374	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0739_S5PRr1_SU0271-SU0271_L002_R1_001	M-25-0739_S5PRr1_SU0271-SU0271_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	758169.0	0.0	257.0	58.0	7.4418764154166155	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0739_S5PRr1_SU0271-SU0271_L002_R2_001	M-25-0739_S5PRr1_SU0271-SU0271_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	758169.0	0.0	257.0	56.0	10.307464430753566	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0740_S5Sr1_SU0094-SU0094_L002_R1_001	M-25-0740_S5Sr1_SU0094-SU0094_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	570113.0	0.0	257.0	58.0	8.73914469587608	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0740_S5Sr1_SU0094-SU0094_L002_R2_001	M-25-0740_S5Sr1_SU0094-SU0094_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	570113.0	0.0	257.0	56.0	11.309512324749655	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0741_S5Dr1_SU0200-SU0200_L002_R1_001	M-25-0741_S5Dr1_SU0200-SU0200_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	761113.0	0.0	257.0	59.0	7.641572276389971	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0741_S5Dr1_SU0200-SU0200_L002_R2_001	M-25-0741_S5Dr1_SU0200-SU0200_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	761113.0	0.0	257.0	57.0	11.103476093562978	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0742_S10PRr1_SU0212-SU0212_L002_R1_001	M-25-0742_S10PRr1_SU0212-SU0212_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	699100.0	0.0	257.0	55.0	4.365755971963954	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
M-25-0742_S10PRr1_SU0212-SU0212_L002_R2_001	M-25-0742_S10PRr1_SU0212-SU0212_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	699100.0	0.0	257.0	54.0	7.091689314833357	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0743_S10Sr1_SU0224-SU0224_L002_R1_001	M-25-0743_S10Sr1_SU0224-SU0224_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	752564.0	0.0	257.0	57.0	7.7613332553776155	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	fail
M-25-0743_S10Sr1_SU0224-SU0224_L002_R2_001	M-25-0743_S10Sr1_SU0224-SU0224_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	752564.0	0.0	257.0	55.0	10.657432457571716	257.0	257	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass	warn
