annotation_basis	group	n_samples	taxonomic_median_bray	observed_functional_median_bray	functional_taxonomic_ratio	null_median	null_q025	null_q975	lower_tail_p	upper_tail_p	permutations
ko_copy_count	All	150	0.8227167580039108	0.13386040709801136	0.1627053366735664	0.08733172609682009	0.08458614812293132	0.09067339532350906	1.0	0.001	999
ko_copy_count	Deep	44	0.8092897348164644	0.13270031459622295	0.16397133052270524	0.08400305784107476	0.08028932145948811	0.088377582947065	1.0	0.001	999
ko_copy_count	Rhizosphere	79	0.8180998552125226	0.13347885259269418	0.16315716442465278	0.08889445424581016	0.08567187774775609	0.09269434693528117	1.0	0.001	999
ko_copy_count	Surface	27	0.7520899323533472	0.11254297369108017	0.14964031407643572	0.08137798881014766	0.07595290066308456	0.087648784336821	1.0	0.001	999
within_genome_relative	All	150	0.8227167580039108	0.13658850611670867	0.16602130051185782	0.08881555715141529	0.08591532991652445	0.09315449050534441	1.0	0.001	999
within_genome_relative	Deep	44	0.8092897348164644	0.13615331903918915	0.16823804032318143	0.08543672302214492	0.08165434615404116	0.09040054605858619	1.0	0.001	999
within_genome_relative	Rhizosphere	79	0.8180998552125226	0.13418168172204917	0.16401626386694812	0.09041223153005762	0.08701567069082937	0.09522758069238493	1.0	0.001	999
within_genome_relative	Surface	27	0.7520899323533472	0.11573200914281585	0.15388054561597642	0.08284303078520519	0.07757970470683684	0.09022712933910926	1.0	0.001	999
