profile_id	site	position	extraction_blank	reads_before	reads_after	removed_read_fraction	richness_before	richness_after	richness_change	shannon_before	shannon_after	shannon_change
V32PRr1	32	Rhizosphere	EB3	783652	777023	0.008459111953	3503	3488	-15	6.488591686	6.483085634	-0.005506052216
V32PRr2	32	Rhizosphere	EB15	514694	511026	0.007126564522	4919	4897	-22	6.866732345	6.85905984	-0.007672505222
V32PRr3	32	Rhizosphere	EB15	760983	736161	0.03261833707	9378	9307	-71	7.629687231	7.629396179	-0.0002910527376
V33PRr1	33	Rhizosphere	EB1	607595	605148	0.004027353747	2380	2368	-12	5.58138117	5.569630439	-0.01175073065
V33PRr2	33	Rhizosphere	EB10	733370	730292	0.004197062874	3503	3486	-17	6.387827351	6.378570967	-0.0092563833
V33PRr3	33	Rhizosphere	EB10	593156	588953	0.007085825651	3401	3383	-18	6.454089705	6.445210528	-0.008879177655
V34Dr2	34	Deep	EB8	877855	870393	0.00850026485	3789	3775	-14	6.822326081	6.82128445	-0.001041630953
V34PRr1	34	Rhizosphere	EB4	507706	492694	0.02956829346	3655	3641	-14	5.982138066	5.973983175	-0.008154890903
V34PRr2	34	Rhizosphere	EB8	643446	636224	0.01122394109	4075	4058	-17	6.21656559	6.199199846	-0.01736574345
V34PRr3	34	Rhizosphere	EB8	626593	619678	0.01103587177	3076	3059	-17	5.902651703	5.887419046	-0.0152326571
V35Dr1	35	Deep	EB4	1450613	1446704	0.002694722852	5538	5527	-11	6.805195958	6.801290319	-0.003905639049
V35PRr1	35	Rhizosphere	EB4	334895	332966	0.005760014333	2351	2346	-5	5.883695786	5.879548486	-0.004147299759
V35PRr2	35	Rhizosphere	EB8	302467	288459	0.04631249029	1661	1655	-6	5.366653436	5.416896791	0.05024335441
V35PRr3	35	Rhizosphere	EB17	160039	157971	0.0129218503	1159	1152	-7	5.555620975	5.552693181	-0.002927793271
V37Dr1	37	Deep	EB3	236686	236636	0.0002112503486	1204	1202	-2	6.408266413	6.40749581	-0.0007706029332
V37PRr2	37	Rhizosphere	EB12	346454	346100	0.001021780669	4581	4574	-7	6.289349784	6.285990358	-0.003359426004
V37PRr3	37	Rhizosphere	EB12	449850	449152	0.001551628321	2439	2431	-8	5.523685794	5.518011253	-0.005674541094
V38PRr3	38	Rhizosphere	EB15	48510	47326	0.02440733869	1036	1032	-4	5.701239675	5.716266894	0.01502721954
V38Sr2	38	Surface	EB15	865020	854711	0.01191764352	2186	2182	-4	6.016920659	6.017423691	0.0005030323945
V39Dr1	39	Deep	EB4	949051	941251	0.008218736401	4087	4070	-17	6.464454565	6.460747536	-0.003707029252
V39Dr3	39	Deep	EB15	813823	807750	0.007462310601	3789	3777	-12	6.679909485	6.679937614	2.812934688e-05
V39PRr1	39	Rhizosphere	EB4	433656	428272	0.01241537071	3233	3209	-24	6.444157883	6.424168076	-0.0199898066
V39PRr2	39	Rhizosphere	EB15	994413	936935	0.05780093382	4348	4315	-33	6.960224673	7.01126566	0.05104098627
V39PRr3	39	Rhizosphere	EB15	380123	360608	0.05133864565	4975	4949	-26	6.630309731	6.670000697	0.03969096583
V39Sr2	39	Surface	EB15	333612	324457	0.02744205844	1471	1458	-13	6.419179041	6.42982233	0.0106432893
V3PRr1	3	Rhizosphere	EB2	245792	244585	0.004910656165	3765	3759	-6	6.412880335	6.40830672	-0.004573615313
V3PRr2	3	Rhizosphere	EB14	85966	85185	0.009084987088	1478	1469	-9	5.89699757	5.885674989	-0.01132258146
V3PRr3	3	Rhizosphere	EB14	406970	404768	0.005410718235	4112	4096	-16	6.65988508	6.650570771	-0.009314309312
V40Dr1	40	Deep	EB6	703200	688733	0.02057309443	3731	3712	-19	7.595856363	7.610295167	0.0144388041
V40PRr1	40	Rhizosphere	EB3	387146	385402	0.004504760478	3398	3390	-8	6.805755758	6.803473419	-0.002282339298
V40PRr2	40	Rhizosphere	EB12	653812	651810	0.0030620423	4092	4078	-14	6.897757028	6.892722274	-0.005034753806
V40PRr3	40	Rhizosphere	EB12	993307	989224	0.004110511655	6308	6298	-10	7.146407968	7.142052703	-0.004355265579
V40Sr3	40	Surface	EB12	1318128	1315556	0.001951252079	5741	5731	-10	7.02762926	7.024373141	-0.003256119854
V41Dr3	41	Deep	EB16	382552	380181	0.006197850227	555	553	-2	4.973780581	4.965269748	-0.008510833513
V42PRr2	42	Rhizosphere	EB15	785972	785500	0.0006005302988	2570	2568	-2	6.17135381	6.16968731	-0.001666499499
V42Sr2	42	Surface	EB15	1028589	1022507	0.005912954543	2589	2585	-4	6.663987445	6.661633366	-0.002354079292
V43Dr1	43	Deep	EB4	581664	579976	0.002902019035	4932	4926	-6	6.834236221	6.832226075	-0.002010145957
V43Dr2	43	Deep	EB15	529697	526970	0.00514822625	5063	5054	-9	6.912323937	6.911837215	-0.0004867222848
V43Dr3	43	Deep	EB15	699177	696917	0.003232371774	6646	6635	-11	7.090745197	7.088740456	-0.002004741081
V43PRr1	43	Rhizosphere	EB4	723396	720576	0.00389827978	3677	3662	-15	6.634989806	6.625953722	-0.009036084806
V43PRr2	43	Rhizosphere	EB15	787772	784214	0.004516535241	3818	3804	-14	6.376422912	6.369558256	-0.006864656406
V43PRr3	43	Rhizosphere	EB15	943624	942770	0.0009050214916	5602	5595	-7	6.823451123	6.821147733	-0.002303390046
V44Dr1	44	Deep	EB3	688641	688483	0.0002294373992	1751	1748	-3	6.131545946	6.130713207	-0.0008327388332
V44PRr1	44	Rhizosphere	EB3	823933	773665	0.06100981512	9333	9300	-33	7.767567935	7.866020928	0.09845299288
V44PRr2	44	Rhizosphere	EB9	820768	811822	0.01089954774	4801	4793	-8	6.632881184	6.639364219	0.006483035777
V45Dr1	45	Deep	EB4	672000	671785	0.0003199404762	998	996	-2	4.185311724	4.183543695	-0.001768029348
V45Dr2	45	Deep	EB15	632897	632314	0.0009211609472	1517	1512	-5	4.275697623	4.271361887	-0.004335736045
V45Dr3	45	Deep	EB15	425049	424854	0.0004587706359	1641	1639	-2	4.633530684	4.631570755	-0.00195992953
V45PRr1	45	Rhizosphere	EB4	357216	357107	0.0003051375078	735	733	-2	4.042275508	4.040653313	-0.001622194717
V45PRr2	45	Rhizosphere	EB15	416030	415809	0.0005312116915	1174	1168	-6	4.135602387	4.132569507	-0.003032879419
V45PRr3	45	Rhizosphere	EB15	908916	908104	0.0008933718848	2073	2063	-10	4.665105784	4.660236437	-0.004869347374
V45Sr3	45	Surface	EB15	603083	602224	0.001424347892	3280	3275	-5	6.055718799	6.052152365	-0.00356643462
V46PRr1	46	Rhizosphere	EB4	305383	304591	0.0025934646	2625	2620	-5	5.833745058	5.827350453	-0.00639460424
V46PRr2	46	Rhizosphere	EB10	444029	440614	0.007690939105	3447	3443	-4	5.980673847	5.979997327	-0.0006765204865
V46PRr3	46	Rhizosphere	EB10	592143	591553	0.0009963809418	2124	2117	-7	5.593172634	5.589274959	-0.00389767574
V47PRr1	47	Rhizosphere	EB4	631747	630319	0.002260398546	3769	3765	-4	6.326691371	6.322987393	-0.003703977946
V47PRr2	47	Rhizosphere	EB11	489175	488428	0.001527060868	3912	3906	-6	6.214977301	6.211343317	-0.003633983629
V47PRr3	47	Rhizosphere	EB11	602884	601770	0.00184778498	4502	4498	-4	6.399731476	6.396256148	-0.003475328215
V48Dr1	48	Deep	EB6	640336	640042	0.0004591339547	1411	1407	-4	5.024744728	5.022658631	-0.002086096722
V48Dr2	48	Deep	EB13	582278	581310	0.001662436156	1983	1971	-12	5.30811105	5.301044479	-0.007066570357
V48Dr3	48	Deep	EB13	683205	678385	0.007054983497	1529	1511	-18	5.407960798	5.386887531	-0.02107326678
V48PRr1	48	Rhizosphere	EB4	951132	949598	0.001612815046	1581	1566	-15	5.110546221	5.102828742	-0.007717478881
V49Dr2	49	Deep	EB13	734681	734140	0.0007363740181	2434	2430	-4	4.892507638	4.889171703	-0.003335934385
V4Dr1	4	Deep	EB5	709278	693426	0.02234948779	6228	6204	-24	7.187084818	7.201482143	0.01439732501
V4Dr2	4	Deep	EB8	1204226	1066020	0.1147674938	9637	9599	-38	7.329603057	7.586744252	0.2571411945
V4Dr3	4	Deep	EB8	771595	756650	0.01936896947	5892	5870	-22	6.77855231	6.778789665	0.0002373545728
V4PRr1	4	Rhizosphere	EB5	1022303	1007102	0.01486936847	3978	3961	-17	5.575608722	5.557200049	-0.01840867338
V4PRr2	4	Rhizosphere	EB8	895149	882368	0.01427806991	4960	4945	-15	6.357655568	6.349172626	-0.008482941362
V4PRr3	4	Rhizosphere	EB8	629011	620673	0.01325573003	3917	3899	-18	6.212835531	6.200047194	-0.01278833698
V4Sr1	4	Surface	EB5	1776802	1774918	0.00106033199	6583	6567	-16	6.854248325	6.850535632	-0.003712692931
V4Sr3	4	Surface	EB8	1002454	997136	0.005304981575	4838	4825	-13	6.805178647	6.803762632	-0.001416014649
V50PRr2	50	Rhizosphere	EB14	549271	547207	0.003757707944	2424	2417	-7	6.052954006	6.044753848	-0.008200158479
V51PRr2	51	Rhizosphere	EB14	365455	362011	0.009423868876	2400	2396	-4	5.711780619	5.700786737	-0.01099388151
V51PRr3	51	Rhizosphere	EB14	329373	321991	0.0224122803	1039	1035	-4	4.98249454	4.958771151	-0.02372338861
V53PRr2	53	Rhizosphere	EB13	552895	550912	0.003586576113	609	606	-3	2.159099744	2.142767517	-0.01633222718
V54PRr1	54	Rhizosphere	EB5	360035	359791	0.0006777118891	1818	1813	-5	5.438864105	5.436124926	-0.002739179362
V54PRr2	54	Rhizosphere	EB13	688597	687646	0.001381069043	2009	2003	-6	5.829290003	5.824770106	-0.004519897014
V54PRr3	54	Rhizosphere	EB13	448796	447738	0.002357418515	2308	2298	-10	5.521715046	5.514354594	-0.007360452394
V55Dr1	55	Deep	EB5	697209	696965	0.0003499667962	1138	1132	-6	4.559510369	4.557371152	-0.002139217874
V55PRr1	55	Rhizosphere	EB5	1747691	1745987	0.0009750007295	2253	2242	-11	5.090592607	5.085997711	-0.004594895972
V55PRr2	55	Rhizosphere	EB13	549108	548136	0.001770143578	1813	1803	-10	5.255825847	5.248651354	-0.007174492491
V55PRr3	55	Rhizosphere	EB13	807870	805799	0.002563531261	2405	2395	-10	5.49807517	5.489856246	-0.008218923656
V55Sr2	55	Surface	EB13	389009	388852	0.0004035896342	911	906	-5	4.772139095	4.769897787	-0.002241307436
V55Sr3	55	Surface	EB13	388034	388024	2.57709376e-05	1095	1094	-1	4.868411918	4.868239304	-0.0001726140225
V57PRr2	57	Rhizosphere	EB13	263826	262770	0.004002638102	1904	1899	-5	5.382608744	5.375912694	-0.006696049818
V57PRr3	57	Rhizosphere	EB13	748550	746952	0.002134793935	1826	1813	-13	4.513376267	4.502907697	-0.01046856944
V58PRr1	58	Rhizosphere	EB5	375791	312527	0.1683488961	2002	1992	-10	5.662333941	5.909973862	0.2476399215
V58PRr2	58	Rhizosphere	EB16	348421	279545	0.1976803924	1501	1491	-10	5.155652987	5.485574282	0.3299212945
V58PRr3	58	Rhizosphere	EB16	648764	547512	0.156069079	1901	1890	-11	5.572557649	5.824772074	0.2522144245
V5Dr1	5	Deep	EB1	1024357	756112	0.2618667125	8024	7943	-81	7.317558433	7.771675189	0.4541167556
V5PRr1	5	Rhizosphere	EB1	1009579	928592	0.08021858616	8132	8062	-70	7.421106775	7.460483999	0.03937722414
V5PRr2	5	Rhizosphere	EB14	667044	630606	0.05462608164	5008	4954	-54	6.917300272	6.920132855	0.002832583659
V5PRr3	5	Rhizosphere	EB14	428929	410084	0.04393501022	5006	4948	-58	7.032627175	7.032223987	-0.0004031879185
V5Sr1	5	Surface	EB1	839544	838999	0.000649161926	4248	4236	-12	6.42890717	6.426141835	-0.002765334995
V5Sr3	5	Surface	EB14	767122	764269	0.003719095528	8225	8211	-14	7.356730952	7.352984112	-0.003746839427
V60PRr1	60	Rhizosphere	EB1	913004	912877	0.0001391012526	1743	1740	-3	4.853081727	4.852253277	-0.0008284494886
V60PRr2	60	Rhizosphere	EB11	517113	512010	0.009868249299	2651	2639	-12	6.063978496	6.049076521	-0.01490197568
V6Dr1	6	Deep	EB5	937702	934213	0.003720798292	5771	5756	-15	7.550144619	7.54621507	-0.00392954857
V6PRr1	6	Rhizosphere	EB5	471496	470539	0.00202970969	4981	4977	-4	6.585400834	6.582191556	-0.003209278139
V6PRr2	6	Rhizosphere	EB7	614832	613359	0.002395776407	5553	5545	-8	6.51604663	6.511590278	-0.004456351475
V6PRr3	6	Rhizosphere	EB7	372065	371945	0.0003225242901	3113	3111	-2	5.654082143	5.652779518	-0.001302625465
V6Sr1	6	Surface	EB5	868758	868311	0.000514527636	4403	4397	-6	6.542102822	6.540199264	-0.001903557832
V6Sr3	6	Surface	EB7	935390	934674	0.0007654561199	3025	3018	-7	6.568597843	6.566241121	-0.002356721517
V7Dr3	7	Deep	EB7	139645	138665	0.007017795123	1199	1188	-11	5.876939101	5.863287996	-0.01365110472
V7PRr1	7	Rhizosphere	EB1	639871	554034	0.1341473516	2585	2541	-44	6.332319356	6.417320666	0.08500130984
V7PRr2	7	Rhizosphere	EB7	396490	335615	0.1535347676	3172	3129	-43	5.615607906	5.578891049	-0.03671685633
V7PRr3	7	Rhizosphere	EB7	1054326	868794	0.1759721377	3323	3285	-38	5.357549565	5.351551609	-0.005997956237
V8Dr3	8	Deep	EB9	687547	684253	0.004790945201	4731	4710	-21	7.30882574	7.300344298	-0.008481441736
V8PRr1	8	Rhizosphere	EB3	1108103	1105676	0.002190229609	6790	6776	-14	6.781924807	6.779009129	-0.00291567763
V8PRr2	8	Rhizosphere	EB9	795344	793746	0.002009193506	5258	5251	-7	6.514009231	6.511523699	-0.002485532504
V8PRr3	8	Rhizosphere	EB9	484110	483667	0.0009150812832	3733	3730	-3	6.293547392	6.291761422	-0.00178597063
V9PRr1	9	Rhizosphere	EB3	421307	420950	0.0008473630868	4249	4243	-6	6.530036203	6.527262065	-0.002774138311
V9PRr2	9	Rhizosphere	EB9	452332	451358	0.00215328564	3665	3661	-4	6.316954156	6.314927204	-0.002026952152
V9PRr3	9	Rhizosphere	EB9	662418	662017	0.0006053579462	5329	5321	-8	6.89498084	6.893120176	-0.001860663453
