ASV_ID	C1R1T	C1R1UT	C1R2T	C1R2UT	C1R3T	C1R3UT	C2R1T	C2R1UT	C2R2T	C2R2UT	C2R3T	C2R3UT	C2S1T	C2S1UT	C2S2T	C2S2UT	C2S3T	C2S3UT	NEGATIVER	Positive
f90e5be0d7ff0352194334c76945cbf6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
19acfd0557403ceef3c57b2532803568	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
19495c7096e3eacb189440384eb77bc3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
116c9e98b897155d8d882ae6f5b546fd	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
a94c739f3120a1c797ff98cea79d03cb	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
39125e995eb776a42300a0cc542d9927	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
556715c964a13565f3ef8cab23e16a88	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
c01431112cce99f0103bf4dc8a0c3fb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
c6812076760365f19c0b4462d23e4a54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
9a79a502bad802e34e1e1bf3dedb131c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
86d9c40d0e099c6b2c86a1c7c4da7ef5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
c504d1bd628abbb045f085f349d6d8ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
47ae59be2dc52e22bb21b20ac04be40c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
9afa0678ef328f2c81a707e09fcef5f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
bf4a645eb3de8d1ca6e659f632a5b327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
3564427aea9f2854818e8995df230a90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
5d57be470a25108d2ddee12d0465106c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
05e5675afdbc5157b57eec4f684fedff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
404546fe3c08f344552bfc8b717cab05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
8f56b736c6788010e2309c01a3156a77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
40565a45730e1aaef825685a15719b7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
64780d336d2bad96052e24d8b7f95f07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
07261cd2494078851940646094eb0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
98daf80f132425300aa417b108118ae8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
199c3406c353f4274266531a143207b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
da2397b8b74b8c2b460c6f415087b2ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1e0b202fd7e1e6f23e6952e9e3f41e3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
974932c2f4409c01f759f2ceee478f55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
9aced6d0b98e12010535d84e46d95dd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
b34579219bdbee796c63c9c48c72d71b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
d085cafcfef4a4b4060f660a34991c02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
2dee0fbe947875c803037ace34df18cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
47ef91725f3a705be83001ff8f1556cc	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cf4b2b2769666f35516d555fcae5a99	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bca04b793e37141b4dcf34b634fce83c	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5b7873fc693df2166fc9f2377a7cdc0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0e89e85f2d4e2370b7ec8397f69ed99	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899fb83569d4fdcba605ea3362a3c7ba	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59bda8159a7c433a5273ae2ae8ecd73f	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a5817fa836b38b36df4093bca44a844	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28359d346261aac3a18ae94dfc2029c4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8551b4dd84b2a2ceb78f3635adf1c7e3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3de1a8492c6065f5d8593befa52488dd	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c313429f0f1ad5d8092afa3c4538196f	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07e77950defde5c98931883f1f54d1e7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887461925e82e8a7e8956ed797402547	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c70d3deb19cdb2cac365919562110a26	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c872560926b291c36e08cdcb903a0ee0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf619a3633d6d900920a856d6d689280	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed9558ee3cf734950f393f46f90d9e2c	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b17ca7e6995bcfc891923fb3cf73738	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ff64edb7d76062354240b2615e21cd7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9561c85055965e4ef24e0010fb4353b2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0dc1867718aa6979edb544eb2f78a95	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e41c1803088f97168ec0384e399d8227	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7af96ffbbfca1da860fed626e421772b	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34466627d38793a26bc0db1ac47bb8bc	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61e66aab9bfd69cdfff1f099e92889b4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f1821925dd894b23e39215f5c41075a	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81baeb51dd8afc67c01fb29bb28b1284	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304580a43dc41e04278a2fe5890d977c	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ea4bd835d348d03a9d17dc943f0c7a8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6a80a5884a03ac48caf570e10335624	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c10e92a5d2f38629e826f2b6b1c5d7f	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c395972ad2e97068c54bf6fc6596879e	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829fb81a34982a8f0cb3c67ce0f7ee99	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e23ec56090973bed1cc2d512326b4989	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cea1aeb80d3106fdb75e072c5dfe17c	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd9fd4b2e13a58a1308731350872ac86	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf744a361718b0773bcfa8304e4e3ab7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ef342970388347db36366e4d3d40dc6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b17fdc22ab30f5dbe3f131692f553b27	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836d18a808f72a94df935be8138b06d1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99f1d87975767183c42893914caeda50	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
018fb42efcda6ca456b7b541384afaf9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af4acbfcbf6a89c7335242aa16e69cbf	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ac3b77625ac616b209a29a80399308a	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb337e10980675839009f4831d1a2ad0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5320a7b7d2124c1f343b82c2c6c6ffc	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6380bad6fcab43ec2ace1d0cc9b5da12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
6a9595f31070fad9d7e0c2b42c98a5e9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
556ed604c02972110451a5aab25ced14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
053ce51390100066e06c4be193193cba	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
03f6ffef8ebb6faf2541567856a6e88a	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
31575199890f6fe6ee58b67a195fd627	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ad6c27bb07bbce06ecda00563d3ffa7d	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
eb89c4147c61c4d8c334c23aaf74f40e	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
767660f54baab64278501f5721e318ce	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
1191b2eb6c1e13f36b55c9670b6b1f07	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
e7f6042dfaa607732df19a489ebbdfd5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
05c47200efdb8877bffb572cb6b14f1c	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2aed7e23b2878d63cb45981abc96b74e	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
aabaa02c57c08747d75b3438f691c575	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0
f3667bd34f36e61bc576761f4f47ad4a	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
3828e444f281949875b35dd48c0f1751	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
c92e96517934ba3fdd7f98bd6ef95347	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
63245cda44bd13e14e1a5773e9d2328a	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
6c65cfa7a10f7607b54af364e3b3fb1f	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
02aea39e73ce3167f15ac174093821ee	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
80637692f1325f998fdf8ec188e58447	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
6fccc841c9ca1297e070e8a53cf817e7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
a300c2c6610af6a7081ff25b823b93e5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
93c5e064f26b0d4deb0c4c13ec57a92d	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ef5fa16ea93c035cd35bc25fa057673a	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
f433a2c9fda662e78a8ee9fa963378c7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
49ed3499335a9d5863192c5e83bd1a2e	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
7e5aaa078081610dbf15b3d3ac04b529	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2455ae7d3332fe13d5d56caf09ee0ebf	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
06bd43cdc0f8a8fd849b6f53a2c16d83	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
667d47ffcd83773c5a8ee4c097ce94c9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
8cad2f5db613f3959c2e8f379291c7f8	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
775247c6e39ea28661e6293d15bff505	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
c2b6b255a6cdeea778fec641f637d58b	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
dc66b6bd55e5a8c4b0a310a565f44b0a	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
a29a2f913ac692ba9ed2b740ae83163a	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
284618dcc83d0ab36aaa39b3297d546f	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
b99d7e5b6ac811cd99ff8da8671b846e	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
31af572d507a5c87c3a596022c54c38c	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
878a4feb4b359e6fdb6d3c69ad9e5039	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
d7bfdede7b362bca49925bbfccf72923	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
f37992f7f217450e554b7cddaaaf55fe	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
85840d1037511c8c512229c22676b9d0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
bfa581f894cbe8398a6b3c22ad9b386c	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
efc0cbae35b3fc7a434678eb33f2be2c	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
1ebac18d71b236366552026deb54db94	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
70ce558849ddb369a642f7cb5fd57f23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0776e5d902246a51c8ecb6cc7b6a4e33	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
10a0729981453f5e84bb8f10341bf76a	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
15efe95c634ce5a1ff9f0da2a5637652	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
a9d339506d876b4df52687701d1cef87	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ffeee0bb57e7cfe8de324ab0645a8c04	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
25b6911c879bb736277fbf12ceeccd87	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
df83451c4b663b16b0629a2d2ce97ba8	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0
6a1f7e407f8e86eb82e8f823d23fc6af	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
9048fd7f9a1c93e7af1f1b33414c466f	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
19265c13c11e8fb8819637a5b8290ec5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
6168d15533d67c38252e3e7ae6d09322	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
68c90868a8982e423ec83f9c214b81a5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
4be5f708852927242c8dff63bfd3970b	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
47a2f9dde3776797ac0508ab4ac2434a	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
1528d76285de7eef6a6ab8e308f5289f	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
5e7b5a47c76f8e6887f8c39f7044ead0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
3175f7da383589df2db4d51e0cd1a7b7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
bb3d27af65788edfe03463e2a7d48235	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
6860bd92ba74aaf891d5fd0941ff295e	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
f48a6c3e831eaa38dc9f6632d39edd47	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
5d06093d5f480a973ddc10bea9bd2e63	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
3219e03229210e2af33dc59eeea700f3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
65ca807df2c70526c546084ac3e277c5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
87f2b51f6598cc7fe1b3985415b47987	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
90fe177d715ab8b61247bfcabbcc48a7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
16068678cbcbc852713984b9170bcd4c	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
fe01c6e195ae80be2bc9aecc35beffe9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
a414dbfc8317ab154b6277c1108c4952	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
d69d8f4e37cb1f57ef37ffafe9851127	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
cb35f5d944aeb2655e2aa54287b4a9db	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
43493b37aa868c8ea3b90ea42caa2f87	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
4cd05b3e9eaf15abb8b8a948a7b87100	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
42cddda79109cc1b263cdf7a53d05470	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
b1a6af36580628759351a2a16624d877	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
4b43e78a33b32baa4257179b5b2c1d6d	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
6fbdc1c3604f8e622c0155050f51f37c	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
abb34bdd57a86349b3a523654581732f	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
580d4138b272a646b54f3d9f4d7bcd2d	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
2dc77d74a1f21d3f0ab885311f11b667	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
67978781a5dca7de97a46d31914cb635	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
c965a3613f431c8fc68cedf98d501bb7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
56162048dccc6c8d71065b3fb025e0e8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
a2097d17c865acfc9fc188ae59eb9ddc	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
9540346e465fc7b2f3be58cd2c745718	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
aad586a7655da86421f1c257366f2756	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
8f2552d9018c71491969e77ba33d3d60	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
f567f4f2e05cddf603f5a583a28a21ee	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
d3ddba97dd590efde93d13a202098c69	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
22a52fdb731ec52aa3750fa24644f62d	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
7807a6ac145a587d61b55fee6211fae1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
e1fbfe9ad11e1d767d9e5674bbfaccb8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
d5f0031c1680c618998bc2e4443b74d2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
03ade13671d543ce54aa953c3fa0c1a7	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
2c1fdc75d46b80c5d914b07cebc2bb70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
81ad51202d4bfa8ce11a5979234299cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
8e2a42bffa60d14a331f0658670595f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
a4cd33aef4004a4794917888ad83b199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
0f5c281a60fc4f67fe90edbba470028f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
1de2dfa23dc7dc3f9bf36cfc5e22a737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
60923d85b4f089ece800396953edaf1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
f2bbed79e06d16f81fa7e5427bf2ec8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
71aeeecb162611408a198d87d309cf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
d4a729099fd5832b48102c13c4c4d237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
242917d929407385d27fdddf0dc4015a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
eb1de59389d0b6446edf93845cf93bff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
4e4b9e42f86f18cda5995191809b6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ae042af715627744b3ae268d1b572943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
9db2817f5c42be6a7bcbca662959982d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
c55a3159b63287c9b8eeb32433d18621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
01c482a413c0f99dc1ddd1de12c3b20a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
7cd2f006812d091cce2d2808a6c8d049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
a1d87b26062b4b3bcfa5d9c305b7b348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
e4fae61221e8d89d10c3e42dee47b846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
95b779dce5cf86a05bdc8763c28cabb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
896791f60c72941eb8e6b1f97bd88fde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
e1fc5a9f7212eea85aaef6afe9d47871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
5d30d1b02880fed1ece096d21768c769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
b3acbc3ac93a323fb27686852f440c05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
8d0f9f8440a244a0d573a2c8620deb6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
85ed3a68e241e1297b2cbba9ddb9c07b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
8f72b5a2ae199a5f40410b9e816b22fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
953f37200d0668e270eae1c5bfb1e543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
f826badbe7b08a013743536a0d06425c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
50bcf4a730beacb545b3fefe493a2f6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
6a339f54c87c24dbde5a12a8ad17daeb	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41c2553fa4cfcfc722e541c6d31d9490	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d7684233b863e64d0dc4d3d6b76210ef	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f7e3126ebd2a02c11105f53c338cd1e	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e2132b8b1abdd642cba4eec27feaf62	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e556b6997b611ef332086b2a31300c0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393ce1615b79540ef74b862e02645e1f	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
077f92c830c6346332481dd73baddf81	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5effde06174f52d8d3012e6a02b2ca93	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257f5e40474c0b387cca61a962142112	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd30823069f0248b23d5372e9f0ce69e	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d74dc33a3dfc8327b4b4374325a0789e	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a018b08b5308dcff8fda67ab5adda159	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750a26ecfaaed30b220efd138503ce58	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
