ASV_ID	C1R1T	C1R1UT	C1R2T	C1R2UT	C1R3T	C1R3UT	C2R1T	C2R1UT	C2R2T	C2R2UT	C2R3T	C2R3UT	C2S1T	C2S1UT	C2S2T	C2S2UT	C2S3T	C2S3UT	NEGATIVER	Positive
ad39f9cd92eb251a1ca4a25521e53751	122	127	35	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d36c0410b644aebf6e4f9ee9dc579c99	123	39	152	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a07aa00e21d2d505b639234441d7a0b8	95	0	107	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41c461874e19548a28ca61002140b5a7	0	192	0	151	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56d3f25c2b83ee8e2378994f721fba87	0	0	0	0	0	0	79	40	71	55	80	43	0	1	0	0	0	4	0	0
240cf7ffd9e4fc0edf4ddaefb03f6ac9	0	47	0	0	0	0	17	0	50	0	32	12	41	33	34	57	49	0	0	0
a5aa6b3927cfc43f03e45c703bc177b7	0	0	0	0	0	0	77	0	129	40	126	0	0	0	0	0	0	0	0	0
fa7c8c2a8d1e080a2bf41d628cb86441	0	0	3	0	65	0	0	0	0	0	0	0	0	55	52	73	123	0	0	0
cb1c34f0bc004980b331f4d9501523ea	231	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eb8cc652abaef497421f7def94a36dc	0	0	0	0	0	0	0	0	0	0	0	0	88	85	41	0	78	77	0	0
3bb8d264b4b51040d11ce46a1b6ce39c	0	0	0	0	0	0	52	19	98	15	149	35	0	0	0	0	0	0	0	0
a06903a6a68535800298329affbe231b	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f75263602611bc2f1a27e2decd8996f8	0	0	0	0	0	0	0	0	0	0	0	48	0	158	0	0	0	161	0	0
7af13628775c89f9854606e596974215	0	92	0	0	0	0	57	0	111	0	105	0	0	0	0	0	0	0	0	0
d1d36bccc8443b1321c7f398a46e4c5b	0	0	0	0	0	0	0	29	52	0	73	28	0	52	41	14	74	0	0	0
6c5648410378e77b18ca2051ad62ad84	0	0	0	0	0	0	55	32	125	29	121	0	0	0	0	0	0	0	0	0
aae2857e3803a69f5f982d38f9e7a03f	0	0	0	0	0	0	0	120	0	101	141	0	0	0	0	0	0	0	0	0
6c139bb19defbbff2202c9a48280f785	130	86	66	60	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52d963bc16663b6a702749831c899c77	0	193	0	123	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40dd863271767f593b27aa3443636589	0	0	0	0	0	0	0	0	0	0	0	0	64	49	47	32	132	37	0	0
76190af6401e52c4fff220c06a250a0c	0	190	0	121	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28b92c29a4de9c622c9a1bcad338a837	0	184	0	134	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43cdcbb35e42aaf6790c5e8a68a2286c	0	0	0	0	0	0	38	25	39	6	45	17	10	33	22	20	81	24	0	0
ec46e76215a29c5e94e5a72872d432ec	0	0	0	0	0	0	59	58	44	61	75	62	0	0	0	0	0	0	0	0
ea4535745be74916dddf44e11468cddf	0	34	66	0	249	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc78f41ce4db46b35fe64192348def79	0	15	62	0	0	0	34	23	36	15	54	0	0	28	0	27	32	31	0	0
4e0ae2d34f77fda913828bc05486049e	122	0	53	0	164	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
356fb103e3db1b1a69a708d41ade46da	145	0	143	0	0	0	0	0	0	0	0	0	0	30	0	0	37	0	0	0
6d735c2ac2e58f80f82137bd23e18548	52	147	42	73	28	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a5bc8ebaf5cbd70ee121373083479a3	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daf36f600d2b4bc8722c1d1fd7fb88d8	0	0	0	0	0	0	88	36	91	0	139	0	0	0	0	0	0	0	0	0
ac76cb5528f6b76726955d4806946959	0	105	0	88	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e048f74f76bc8a28ccf74a7e37036faa	121	28	89	25	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aad787291285b3af59dededad3c01e0d	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	83	101	115	0	0
fa56dca0c5f94cd2f11d8aab73ed289e	107	0	104	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a37d7beb6904d393a361922b7299288b	0	0	0	0	0	0	63	67	0	95	37	87	0	0	0	0	0	0	0	0
3e85e83ee14c4105edde85b4d56b8d6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0
db8024ab05fecdf3fa516adae31b3fe4	0	0	0	0	0	0	46	30	63	36	82	51	0	17	0	0	0	23	0	0
fdc6034c36cd22087acb9a93c425e8f3	0	0	0	0	0	0	0	12	0	0	0	21	0	95	0	0	120	99	0	0
57ac7445bb2bf2edb82e54f3edc9fbde	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	90	0	116	0	0
cbdf12498b51e3137d90dd0de9ebaa7c	0	0	0	0	0	0	58	55	26	53	46	65	20	6	0	12	0	3	0	0
f3f15d1b23f1f7c6d595eeb1c7a03266	0	0	34	12	0	0	50	18	80	0	130	19	0	0	0	0	0	0	0	0
d4037ae2e22e8af42d2294f2bdd682f1	107	0	40	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ce551fd456cfc0e3c84515da80dbc96	94	16	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38ddfcf7ec57536ea4ddfa32dd105055	0	106	0	65	0	79	35	27	0	29	0	0	0	0	0	0	0	0	0	0
74517614cab5d2d737803b1970539d55	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690acbfbae1309cb38dca6e551cc7749	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d59553976102b92fa9ea0bef6059ca46	0	0	0	0	0	0	23	81	47	37	62	33	0	36	0	0	0	20	0	0
ae7200f8258a7e7f43b88f76fed224da	0	143	0	128	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2d4890200ad74864e058c1eb1afe3c7	0	0	0	0	0	0	36	42	41	21	58	37	12	16	18	0	24	33	0	0
f44214f34b8c48507b873073e8d8d3ee	76	0	123	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d966bff14e097b4180c1a63ff563ad31	0	0	0	0	0	0	47	52	0	82	35	120	0	0	0	0	0	0	0	0
a83105754f1fd1e0c71b2c5d074f94a3	162	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244b80480ad6e272403934b591756d9a	69	75	21	79	71	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580ae76b84b1e372e76e8876074ed09e	0	0	39	0	288	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
91d7f071fa765ad4517af907e4a02497	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9faa2cf37d7c71e1569d1c6d5da4d0b5	0	0	0	0	0	0	40	31	86	19	86	28	0	0	0	0	45	0	0	0
4c0bb86cdba0253fc224c1f13b534d6f	136	18	28	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
691df5ef00365cc7d13b8430b4bbaca9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334
273ea630b29abf483eb6141e3c737167	48	29	38	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04e93867e9fd2fae7f4e5085c476702e	0	0	0	0	0	0	41	74	44	48	85	41	0	0	0	0	0	0	0	0
74d4d19710902aaf027cd47fa2e049ae	0	0	174	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e824832350285dbf39ca263aa2aab20	107	0	115	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22f1911d500b0eb601907ccb92bcab8e	0	107	141	61	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391bf3743b87972b48d02b137abaa079	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4837fe92e87823fadc34612a38dca9f	0	0	0	0	0	0	67	47	0	75	43	95	0	0	0	0	0	0	0	0
b54ea9661f689091cf6581dd225c7754	0	0	0	0	0	0	12	7	25	3	21	0	25	40	52	33	67	42	0	0
ca9823aec3f278dc7ccd37316246599c	0	0	0	0	0	0	0	0	0	0	0	0	99	48	75	38	67	0	0	0
09b9fa19c291b80bebab06716b2685cd	0	0	0	0	0	0	0	0	0	0	0	0	97	0	72	37	121	0	0	0
3691731ff3950464c7c904feb682e48d	0	72	0	62	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b05fb63547b1431f1afb23051a930299	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef95b652667dc79202be341a1f946175	0	0	304	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
500772a2da215fa51d8e00bd179daaee	201	0	75	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524f1c84045e006ef267464b455400dd	84	18	64	33	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4663674c97619f3efbc3b64f3f1b2bb5	126	0	101	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
872d75c5e523522b0b38a435f7f21741	0	129	0	77	0	25	15	14	32	0	24	0	0	0	0	0	0	0	0	0
f4e65bef66b1cc8a229d773c981b063e	0	0	0	0	0	0	75	0	115	20	94	12	0	0	0	0	0	0	0	0
822edbaeafde0c757f5bcbaa478fee1a	0	0	0	0	0	0	60	35	56	25	109	29	0	0	0	0	0	0	0	0
6315ddb54b537ccb30266b2c4cd0ced8	0	0	0	0	0	0	44	24	108	19	93	26	0	0	0	0	0	0	0	0
11b1b3d91f5b9da62f06c499dd8896c5	107	44	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a47a4132b1a3ca4838f8c7fdc7f05240	83	0	87	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0ada073367e42c2d4b7988fb76ea3aa	36	92	69	63	29	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0457540dfd0473c7fabca295a7c70d55	0	58	0	59	0	54	33	0	0	34	0	74	0	0	0	0	0	0	0	0
313dd71ed8fbc2714eddb2228c2bbf87	0	0	0	0	0	0	0	18	0	35	19	13	0	61	0	23	98	44	0	0
d3ff01cdf8fec3aec250430838dc5ef4	0	0	0	0	0	0	90	0	106	0	114	0	0	0	0	0	0	0	0	0
2e4663fcb7bebaa78293b77f1a9a5785	0	0	0	0	0	0	32	12	25	4	0	0	0	70	0	95	0	72	0	0
a28c8c7aeec10e8be444832fc8d67055	100	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27bad38c17372de6c12865039af4aecf	0	0	0	0	0	0	0	74	0	120	0	115	0	0	0	0	0	0	0	0
c83742e8d293bbd8411d204fa0531b64	0	0	0	0	0	0	7	45	0	46	25	38	24	24	12	20	0	67	0	0
f9eab311ab054f4d13fa88031b46e199	0	0	0	0	0	0	0	0	0	0	0	0	81	49	52	0	94	32	0	0
7953beb3b1cef704276cacf8d8936453	82	82	25	55	0	25	0	7	18	11	0	0	0	0	0	0	0	0	0	0
be49cfe9befe3b2cbe23e08f4dfffad4	0	0	0	0	0	0	65	29	55	56	56	43	0	0	0	0	0	0	0	0
f5b1f3cb889d6ce154e91b32fab69e9f	196	27	51	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887d87c6d6a666ca1a4bde246f9f6e37	0	0	0	0	0	0	26	31	19	7	61	0	0	25	26	24	51	32	0	0
3f2a7e8a2c63a396ec19b18bea45e883	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
4e9056b2dd74638b7121b448a46e15c5	4	16	98	8	61	11	0	1	1	1	0	0	0	1	69	3	22	3	0	0
bc3a846c44cae788d8f34a436ac3224b	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61a0bb59c5c2a650d2dd22c450281be3	108	60	115	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df9b4e94338ea167c233f8767008f3bc	0	0	0	0	0	0	42	0	138	12	106	0	0	0	0	0	0	0	0	0
a1390b139f2e6d25f158a45e125a1991	0	0	0	0	0	0	65	0	114	0	117	0	0	0	0	0	0	0	0	0
5be725db3265bca4f6d2b27c85ba15ec	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9cacf4ee1fc5ac16004d77ca0373412b	0	0	0	0	0	0	38	47	61	41	81	24	0	0	0	0	0	0	0	0
280778ca9ebe305431eebce27fa8ac7e	0	0	0	0	0	0	37	50	29	59	66	50	0	0	0	0	0	0	0	0
a151e211cf2f9aac0917aeea93460c0e	0	0	0	0	0	0	43	59	53	41	50	44	0	0	0	0	0	0	0	0
fa4011c556298ed055940357f3391e18	0	0	0	0	0	0	8	18	9	12	31	10	42	62	0	69	0	29	0	0
02e4b6a9e5ffb0158018b883227d33f0	59	0	116	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
021823409c79375d3998f4ab2719b70c	0	0	0	0	0	0	34	55	19	73	39	66	0	0	0	0	0	0	0	0
ca41ab3e16ac8af22056037518e2f183	0	0	0	0	0	0	24	8	50	7	35	9	24	21	25	10	39	34	0	0
6d3e5d85b2aa35d58347bb4b9b203e43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284
531518f6fb7298c43b1c46b207124d85	0	0	0	0	0	0	0	0	0	0	0	0	74	0	103	0	105	0	0	0
e34234b430acccdf0aecedfb7ae5e5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0
57130ec1efc54c7aacc53b08ed9c3fdf	0	0	0	0	101	0	22	15	74	0	58	11	0	0	0	0	0	0	0	0
d7c0632a3101b356e6c16fc6c206f2d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0
c4c3372e7f7d349416e3d4a6622caada	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6c0cf0639a288678fd235f35c4325f4	0	0	0	0	0	0	44	25	86	12	92	20	0	0	0	0	0	0	0	0
a37a521a9e440ed91b73748f19c8f565	0	0	0	0	0	0	19	67	5	82	24	82	0	0	0	0	0	0	0	0
e62a5455957ea3a333d5d32bf2bd121c	0	90	0	92	40	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c728bf40beabb01a645b052de6619576	49	65	87	59	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65783999074f217645fe6db856fd5861	0	0	0	0	0	0	56	41	44	54	18	64	0	0	0	0	0	0	0	0
4abcc3a09e9b8ca8132250f823a3a928	59	0	84	0	125	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e26a90cdfdcde0a4ce6c8babe31491d8	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64ca0bd5bad6a0ed1cff56ba9220e91a	0	0	0	0	0	0	69	61	0	52	0	93	0	0	0	0	0	0	0	0
e046bdbf9e8aa426c253ca158e8d18a6	0	0	0	0	0	0	59	70	26	57	0	63	0	0	0	0	0	0	0	0
80768b66a627ec0fe86739aed472a467	0	0	0	0	0	0	32	52	0	107	0	82	0	0	0	0	0	0	0	0
05516e0ee581a2758208cc09270683e3	0	0	0	0	0	0	31	56	52	28	106	0	0	0	0	0	0	0	0	0
b1416088524b8162a3d8edd6e6a43c28	0	0	0	0	0	0	0	0	0	0	0	0	52	37	22	37	78	46	0	0
23491936b2eceba0408fe3d9cb4f72d1	0	0	0	0	0	0	0	0	0	0	0	0	74	44	0	33	66	54	0	0
0291703b096451b806cd4fc617121d3d	0	0	0	0	0	51	29	88	14	0	36	52	0	0	0	0	0	0	0	0
089d6165c1a94797dac4971634b30706	0	0	0	0	0	0	61	0	96	0	113	0	0	0	0	0	0	0	0	0
422d8e5056c30417168da0ed762be445	0	0	0	0	0	0	47	0	110	0	110	0	0	0	0	0	0	0	0	0
577bbecf52c87c5bc4a9947d56c75d51	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2846cd56640fa273302b6800647435c4	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36acdc0c7efa188cf8da1bab24e5392d	0	117	0	70	0	29	7	9	0	0	20	0	0	7	0	0	0	0	0	0
f9600ef704f941053093be55215bac80	0	0	0	0	0	0	98	0	0	0	110	51	0	0	0	0	0	0	0	0
e6db63703bb320c5ef88405d9a9c0072	0	0	0	0	0	0	35	25	55	27	66	20	0	17	0	14	0	0	0	0
7b54d8b5576d0614df9529f5a1646649	22	0	178	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50a68f7984edcbbabc571daf3f6e7567	0	1	0	0	0	0	1	0	0	4	1	0	22	60	36	58	26	48	0	0
9c8e551556a2adfdfca128b7a98fcd70	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
faca0150cd6887874466668eb26b751b	0	0	0	0	0	0	71	42	0	38	76	30	0	0	0	0	0	0	0	0
f3f004b2de405e2723067f76aed8352d	0	0	0	0	0	0	0	0	0	0	0	0	36	76	0	36	41	68	0	0
5c854fbf7237bd7faecfee049abab324	57	104	10	46	0	24	0	0	14	0	0	0	0	0	0	0	0	0	0	0
745269dee3839d159e5cb81b441237be	0	54	0	58	0	118	0	0	0	0	0	25	0	0	0	0	0	0	0	0
9d81b54fa694fb8efb9b5ddb5e4709e7	0	0	0	0	0	0	59	0	103	0	93	0	0	0	0	0	0	0	0	0
b667000eb98cf17e5345425d7c1222af	243	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
8a274788bb03b598c6cabda72b797064	124	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef102ed5fa15d28d6bcd2947b76204ee	0	77	0	97	45	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee1b6b36012d4254c4740de9c47c8279	0	0	0	0	0	0	52	38	35	34	61	34	0	0	0	0	0	0	0	0
e6adc79dfaa48b5d4ec464876582eab3	121	0	51	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e52677a6eb722bb5c205dbc4e296325d	48	0	59	0	136	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ddc78cd9341ff742b48425d0b8d9d33	0	0	0	0	0	0	29	33	34	65	45	45	0	0	0	0	0	0	0	0
0681fcd929e484d86cb851a30f4ff8e2	146	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392c2191ccd5f185333fa10a1fdcddb6	113	0	48	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a90af7e9b85f62ccd0a44806d08e5643	119	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f45d8d2fe25fafbc79edb25abeb364ae	83	45	40	28	47	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6dd5f51f642c362a1f280ba857ce908f	0	0	0	0	0	0	49	66	0	104	0	28	0	0	0	0	0	0	0	0
fdc964c65399498725466f53162efff3	0	0	0	0	0	0	0	97	0	81	68	0	0	0	0	0	0	0	0	0
39e68d8ae99b00be60d8da135e195a7b	142	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9baeaa331eeda28ea94d2c2214b3c974	71	19	89	0	62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cc330aa727e3fabe63842c2701214e6	0	114	0	115	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9400ca926f5208f683aea92e412562f4	0	0	0	0	0	0	27	23	51	0	60	21	0	23	0	21	18	0	0	0
d507bbcdda6856de7dce76d947e7f039	0	0	0	0	0	0	0	0	0	0	0	0	100	34	28	37	45	0	0	0
e7aef1934090b6780d50a838212f3979	87	57	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7454b836e64d946a869262e3d86a7621	0	0	0	0	0	0	0	58	21	90	0	0	0	28	0	28	0	18	0	0
7b403cd40f46b90e360ff82879b8ebcd	0	111	0	89	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86556e9e4b6f013a5a8aec65e9d80016	0	0	0	0	0	0	60	62	0	0	120	0	0	0	0	0	0	0	0	0
5225ce31c733bd4be975a03fe065cbac	0	46	0	17	0	46	20	19	20	17	17	37	0	0	0	0	0	0	0	0
2daddea7b3357b3d009cf495c7ff6874	99	13	79	0	42	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4d3c18dff25690dad3aa8e03a282e00	0	120	0	89	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fdaa33dd1b6d2611d3396237275d8e35	0	0	0	0	0	0	46	27	64	17	65	7	0	12	0	0	0	0	0	0
f59f4b6bb75bafca92e8f09cb1297d92	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1938a338083f7c24d9314dadbfea614d	0	0	0	0	0	0	50	25	91	0	71	0	0	0	0	0	0	0	0	0
c4a360c481f23556f0c545822eaa397f	0	0	0	0	0	0	0	0	0	0	0	0	87	0	14	18	118	0	0	0
7651361360055fba1cc9fe29ed122857	105	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92d95147df1576cd4d8c48424c6cf033	0	0	95	0	130	0	0	0	0	0	0	0	0	3	0	4	1	3	0	0
60a120902d05817a8339f0b6d9cd04f6	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75aff492938f8f16e73df69f21ab75c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0
55cee5cb575785ab96e3b7e08bb11a5d	0	0	82	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee208c7f85187b28dbb6e5ff88a27420	0	0	0	0	0	0	42	0	55	42	75	21	0	0	0	0	0	0	0	0
e1b5d4780898b34760bb202b9f36fda8	0	0	0	0	0	0	0	9	22	0	26	70	0	5	0	0	0	103	0	0
8b28efe737885898d7f4d0604f6eba03	0	0	0	0	0	0	46	37	0	31	77	43	0	0	0	0	0	0	0	0
d6d3a2ebffbacc80cf062239bec03cff	0	3	0	0	0	0	49	22	24	47	38	44	0	1	2	0	1	2	0	0
747e76d19f544184ec8d0184eb86b003	0	0	0	1	0	1	31	4	2	9	5	6	11	10	6	57	7	83	0	0
8e478dd3fd8113c4dba67bb43dae46c0	0	0	0	0	0	0	44	37	62	21	50	19	0	0	0	0	0	0	0	0
9a9e964baefb0a9edb21582b7d6b7588	0	0	0	0	0	0	0	76	13	96	0	48	0	0	0	0	0	0	0	0
f37128ab767682010f7c3dfdd2388b0f	30	34	114	16	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e690295f9d9d356163cad1261b6b818	0	0	12	0	0	0	30	7	21	2	21	0	35	0	16	30	34	24	0	0
8d79c52023853b351bd80a4b15cfd9c8	0	0	0	0	0	0	61	0	89	0	81	0	0	0	0	0	0	0	0	0
63c8108f2dea3d4d386d914117f533fb	0	0	0	0	0	0	43	28	46	38	41	35	0	0	0	0	0	0	0	0
457541cbc6f314dd08def6e76d0ba6cd	0	0	63	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eea215d92c01ce84004aefdde5158393	0	0	0	0	0	0	47	0	103	0	80	0	0	0	0	0	0	0	0	0
c31b504ca70294cfc195da926b3a00e1	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95b1ab7a123d493ce875ec0a1150b7ab	0	0	0	0	0	0	35	55	0	32	65	42	0	0	0	0	0	0	0	0
1ec14e78240a28ddd40e078091c1e050	36	48	27	37	69	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6eb7230379618270dc5ac67ece2db699	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65d1d9ac38c941c108f33aa37683bdfc	70	53	52	33	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eedfe567780ec54b618a3e84b7bc7da	0	61	78	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138a9923cf12943b7061edab18c0d7e4	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cb88712f86e0f53dcce679d7a0dbc87	0	0	0	0	0	0	38	24	45	31	66	23	0	0	0	0	0	0	0	0
c2a496713befcf71cc74e53686e8c07d	0	0	0	0	0	0	22	41	44	39	57	24	0	0	0	0	0	0	0	0
a5989841d19c95b49c17292a41890a2c	0	0	0	0	0	0	39	27	62	19	62	17	0	0	0	0	0	0	0	0
c033847fa43e89da27bd63b19cb1ea09	0	0	0	0	0	0	0	0	0	0	0	0	53	0	51	53	0	69	0	0
9c1316af26a1eb2c2f0a8e45263db3e9	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a00c82bbc5ea27954cc376a41bf0db1	95	0	97	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f212be57f92aff38a8fa89e200baf5e	47	42	0	29	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a496461e7b57586f5561145a35e3394	0	0	0	0	0	0	38	46	0	45	33	60	0	0	0	0	0	0	0	0
87d662e1ccfdd7bd0f6d01b2dabe4c8d	0	0	0	0	0	0	0	78	75	68	0	0	0	0	0	0	0	0	0	0
b5a48a15a99ffccf03328ad51fa046b8	0	0	64	0	151	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ec1decd86cb8cfc3d3acb13e5cc7b415	0	0	0	0	0	0	18	29	75	21	57	19	0	0	0	0	0	0	0	0
9007075722528b26bd5a8dfebce119ee	146	7	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f235c18e3237f53ff9783d0bfbeee7a7	0	30	0	25	0	0	0	0	0	0	0	0	0	34	33	40	27	29	0	0
e052feccdc8608be0a143358fbdf4d8b	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7497dac1403405cff640fae73f86e10	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b80f97ea2d908843a5dbeef542be3f9	0	0	0	0	0	0	0	0	12	5	0	0	54	21	57	23	27	18	0	0
1479d646c79cdf8a6aa391d4ff51b96a	78	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2834464d906bd6bfcef736b16452254	26	88	0	74	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5bd7a62bb889fcf222972c6e69e0c3d	0	0	0	0	0	0	0	37	0	22	45	15	0	36	19	0	41	0	0	0
7369b0946ee36e575863c3a61a697cbb	99	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5aef4f75a2f8d74991617f295c95d3d	0	0	0	0	0	0	19	41	24	22	30	35	0	16	0	8	11	7	0	0
2f2b0906b55a3f45a12a3dcd932e15ca	0	0	0	0	0	0	17	5	45	0	39	0	0	9	39	6	47	6	0	0
03a3c41edad426064f10547151533070	79	0	0	30	22	7	7	0	20	0	47	0	0	0	0	0	0	0	0	0
5c49f56c732116aa70134f6af8750521	0	0	0	0	0	0	32	36	0	59	27	58	0	0	0	0	0	0	0	0
93d676813cf8e03511ede08ccac811eb	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5080d0daf1e1e5578b520691b55c69d	0	102	50	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c7bd97d1e556031f089e2f047cd5d80	0	0	0	0	0	0	46	15	54	11	70	13	0	0	0	0	0	0	0	0
