feature_id	raw_taxon	canonical_seven_rank_lineage	first7_species	supplementary_species	confidence	disposition	feature_table_present
c914953e35098db7f35a12db7bed4e3e	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Phyllobacterium;;leguminum;0.97	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Phyllobacterium;NA	NA	leguminum	0.97	extra_only_preserved_not_promoted	true
ca1a63f2985180afe6b9587b514c8140	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;;goheungense;1	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;NA	NA	goheungense	1	extra_only_preserved_not_promoted	true
cafa3d7995b2603951511c2216ba1c17	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;;xanthii;1	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA	NA	xanthii	1	extra_only_preserved_not_promoted	true
cb2f606fe369851eeba71218b78f0190	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;lugdunensis;hominis;0.51	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;lugdunensis	lugdunensis	hominis	0.51	conflict_preserved_not_promoted	true
cbab308b341fa7b27b7a5b6bf2df2398	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;aureus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA	NA	aureus	1	extra_only_preserved_not_promoted	true
cca8bd07e436a3dbf7e5080dd951c6ec	Bacteria;Cyanobacteriota;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104;;cf.;1	Bacteria;Cyanobacteriota;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104;NA	NA	cf.	1	extra_only_preserved_not_promoted	true
cd17ea77ac169074f74f8ed95fd48e49	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;aureus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA	NA	aureus	1	extra_only_preserved_not_promoted	true
cd97ac97b4e9861ea05ea880e39fef96	Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;;rogosae;1	Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;NA	NA	rogosae	1	extra_only_preserved_not_promoted	true
ce06d33342083091f0d596899b31deaf	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;;soli;0.54	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;NA	NA	soli	0.54	extra_only_preserved_not_promoted	true
d0fcb75fb29903fe2024912fd242833b	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Kroppenstedtia;;sanguinis;1	Bacteria;Bacillota;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Kroppenstedtia;NA	NA	sanguinis	1	extra_only_preserved_not_promoted	true
d32ec918c28b6c55f062e05712344da8	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;indicus;baylyi;0.74	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;indicus	indicus	baylyi	0.74	conflict_preserved_not_promoted	true
d3362d5df1b4874f38eabffa4b6490d4	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;;enterica;0.86	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;NA	NA	enterica	0.86	extra_only_preserved_not_promoted	true
d49ce93bd3d0a4453d0af36aa368bb6d	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;;gilvus;0.98	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA	NA	gilvus	0.98	extra_only_preserved_not_promoted	true
d51bc07623a799191efa9e7033b8cd07	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;;kyonggiense;1	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Amnibacterium;NA	NA	kyonggiense	1	extra_only_preserved_not_promoted	true
d5a23d9fc7117cd0214d76ffe7b872fe	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;;xanthii;0.9	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA	NA	xanthii	0.9	extra_only_preserved_not_promoted	true
d84465cca687081ae6bb42846ef88be2	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;aureus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA	NA	aureus	1	extra_only_preserved_not_promoted	true
da5b04efb2fd17d7b2e90ef76f42e850	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;;kibberense;0.68	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Ornithinimicrobium;NA	NA	kibberense	0.68	extra_only_preserved_not_promoted	true
de50360aa8dfffd49a0ceb5a63a27156	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;;tangerina;0.65	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;NA	NA	tangerina	0.65	extra_only_preserved_not_promoted	true
e5a96924d9ab0be9359d9f9c13b95630	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;granuli;panaciterrulae;0.84	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;granuli	granuli	panaciterrulae	0.84	conflict_preserved_not_promoted	true
ea53ea750634d4de2c75bb31a3862660	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;plicata;buxea;0.72	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;plicata	plicata	buxea	0.72	conflict_preserved_not_promoted	true
ec2df06a9ad3b4dbfd64404276ff038c	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;aureus;1	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;NA	NA	aureus	1	extra_only_preserved_not_promoted	true
ec34120a2a9d955493351ee313550293	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;coelescens;1	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;NA	NA	coelescens	1	extra_only_preserved_not_promoted	true
ec5f7cf09df3a872555cc4a17d9d03df	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;senegalensis;faecis;0.94	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;senegalensis	senegalensis	faecis	0.94	conflict_preserved_not_promoted	true
eef80502a96c1c78f77012dffafdf9fd	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;azotifigens;aerophila;0.82	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;azotifigens	azotifigens	aerophila	0.82	conflict_preserved_not_promoted	true
ef5e25aa8a885b30a50a5157e5ea34be	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;;flavida;1	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;NA	NA	flavida	1	extra_only_preserved_not_promoted	true
f2eee05904d015d87778f19019a6de8c	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;pumilus;safensis;0.62	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;pumilus	pumilus	safensis	0.62	conflict_preserved_not_promoted	true
f5f285eeb766c8a0052318446c0ec708	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;;fluminis;0.93	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA	NA	fluminis	0.93	extra_only_preserved_not_promoted	true
f67f16fff088a2622f24f0911ce30ade	Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Pectinatus;;frisingensis;1	Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Pectinatus;NA	NA	frisingensis	1	extra_only_preserved_not_promoted	true
f98fa707107e97e5642cd43767b4c864	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;japonensis;ginsengihumi;0.96	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;japonensis	japonensis	ginsengihumi	0.96	conflict_preserved_not_promoted	true
fea27b0165c54627091be7bf45346dab	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;;endophyticus;0.94	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;NA	NA	endophyticus	0.94	extra_only_preserved_not_promoted	true
ff1963452a7f7ae72c5dfb02500c03a8	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylobacterium;adhaesivum;gossipiicola;0.89	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylobacterium;adhaesivum	adhaesivum	gossipiicola	0.89	conflict_preserved_not_promoted	true
ffccbf909c060eb2f9d84d4d23cd86e4	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Glutamicibacter;;creatinolyticus;0.91	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Glutamicibacter;NA	NA	creatinolyticus	0.91	extra_only_preserved_not_promoted	true
