taxon_string	rank	source_name	source_lineage	historical_candidate_id	historical_candidate_type	historical_prefix_evidence_count	historical_prefix_conflict	candidate_names	rank_compatible_candidate_count	rank_compatible_candidate_ids	ancestry_compatible_candidate_count	ancestry_compatible_candidate_ids	final_iri	final_label	mapping_status	reason	parent_iri	supplementary_species_policy
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;alveayuensis	species	alveayuensis	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;alveayuensis	279215	ncbi	1	False	bacillus alveayuensis	1	279215	1	279215	http://purl.obolibrary.org/obo/NCBITaxon_279215	Bacillus alveayuensis	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens	species	amyloliquefaciens	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;amyloliquefaciens		none	0	False	bacillus amyloliquefaciens	1	1390	1	1390	http://purl.obolibrary.org/obo/NCBITaxon_1390	Bacillus amyloliquefaciens	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii	species	andreesenii	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;andreesenii		none	0	False	bacillus andreesenii	1	1325932	1	1325932	http://purl.obolibrary.org/obo/NCBITaxon_1325932	Robertmurraya andreesenii	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	species	anthracis	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;anthracis	1392	ncbi	1	False	bacillus anthracis	1	1392	1	1392	http://purl.obolibrary.org/obo/NCBITaxon_1392	Bacillus anthracis	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai	species	aryabhattai	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;aryabhattai		none	0	False	bacillus aryabhattai	1	412384	1	412384	http://purl.obolibrary.org/obo/NCBITaxon_412384	Priestia aryabhattai	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris	species	australimaris	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;australimaris		none	0	False	bacillus australimaris	1	1326968	1	1326968	http://purl.obolibrary.org/obo/NCBITaxon_1326968	Bacillus australimaris	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	species	badius	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;badius	1455	ncbi	1	False	bacillus badius	1	1455	1	1455	http://purl.obolibrary.org/obo/NCBITaxon_1455	Bacillus badius	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	species	beringensis	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;beringensis	RAK_0010084	project	1	False	bacillus beringensis	1	641660	1	641660	https://rubalkhali.science/kb/RAK_0010084	beringensis	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius	species	canaveralius	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;canaveralius		none	0	False	bacillus canaveralius	1	1403243	1	1403243	http://purl.obolibrary.org/obo/NCBITaxon_1403243	Bacillus canaveralius	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	https://rubalkhali.science/kb/RAK_0010083	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	order	Bacillales	Bacteria;Bacillota;Bacilli;Bacillales	1385	ncbi	174	False	bacillales	1	1385	1	1385	http://purl.obolibrary.org/obo/NCBITaxon_1385	Bacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	family	Bacillaceae	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	ncbi	121	False	bacillaceae	1	186817	1	186817	http://purl.obolibrary.org/obo/NCBITaxon_186817	Bacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1385	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;carboniphilus	genus	Bacillus	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	RAK_0010083	project	33	False	bacillus	2	1386|55087	1	1386	https://rubalkhali.science/kb/RAK_0010083	Bacillus	stable_project	historical project identifier has one normalized rank/name/nearest-explicit-parent context	http://purl.obolibrary.org/obo/NCBITaxon_186817	provenance_only_never_promoted
