taxon_string	rank	source_name	source_lineage	historical_candidate_id	historical_candidate_type	historical_prefix_evidence_count	historical_prefix_conflict	candidate_names	rank_compatible_candidate_count	rank_compatible_candidate_ids	ancestry_compatible_candidate_count	ancestry_compatible_candidate_ids	final_iri	final_label	mapping_status	reason	parent_iri	supplementary_species_policy
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	genus	Lactobacillus	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	1578	ncbi	5	False	lactobacillus	1	1578	1	1578	http://purl.obolibrary.org/obo/NCBITaxon_1578	Lactobacillus	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	species	johnsonii	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;johnsonii	33959	ncbi	1	False	lactobacillus johnsonii	1	33959	1	33959	http://purl.obolibrary.org/obo/NCBITaxon_33959	Lactobacillus johnsonii	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1578	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	species	NA	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;NA	1243	inherited	1	False		0		0		https://rubalkhali.science/kb/RAK_CTX_dd8b836a126a7a9ef346646a	unclassified species in Leuconostoc	contextual	source rank is unclassified; inherited identifiers are not asserted	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	species	citreum	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;citreum	33964	ncbi	1	False	leuconostoc citreum	1	33964	1	33964	http://purl.obolibrary.org/obo/NCBITaxon_33964	Leuconostoc citreum	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis	species	lactis	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;lactis		none	0	False	leuconostoc lactis	1	1246	1	1246	http://purl.obolibrary.org/obo/NCBITaxon_1246	Leuconostoc lactis	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	species	mesenteroides	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;mesenteroides	1245	ncbi	1	False	leuconostoc mesenteroides	1	1245	1	1245	http://purl.obolibrary.org/obo/NCBITaxon_1245	Leuconostoc mesenteroides	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii	species	miyukkimchii	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;miyukkimchii		none	0	False	leuconostoc miyukkimchii	1	910540	1	910540	http://purl.obolibrary.org/obo/NCBITaxon_910540	Leuconostoc miyukkimchii	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae	species	palmae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;palmae		none	0	False	leuconostoc palmae	1	501487	1	501487	http://purl.obolibrary.org/obo/NCBITaxon_501487	Leuconostoc palmae	validated_ncbi	new lineage has one exact rank-compatible NCBI label/synonym match with compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	genus	Leuconostoc	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	1243	ncbi	4	False	leuconostoc	1	1243	1	1243	http://purl.obolibrary.org/obo/NCBITaxon_1243	Leuconostoc	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_33958	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	species	pseudomesenteroides	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;pseudomesenteroides	33968	ncbi	1	False	leuconostoc pseudomesenteroides	1	33968	1	33968	http://purl.obolibrary.org/obo/NCBITaxon_33968	Leuconostoc pseudomesenteroides	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1243	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA	domain	Bacteria	Bacteria	2	ncbi	2488	False	bacteria	1	2	1	2	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry		provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA	phylum	Bacillota	Bacteria;Bacillota	1239	ncbi	518	False	bacillota	1	1239	1	1239	http://purl.obolibrary.org/obo/NCBITaxon_1239	Bacillota	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_2	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA	class	Bacilli	Bacteria;Bacillota;Bacilli	91061	ncbi	401	False	bacilli	1	91061	1	91061	http://purl.obolibrary.org/obo/NCBITaxon_91061	Bacilli	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_1239	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA	order	Lactobacillales	Bacteria;Bacillota;Bacilli;Lactobacillales	186826	ncbi	67	False	lactobacillales	1	186826	1	186826	http://purl.obolibrary.org/obo/NCBITaxon_186826	Lactobacillales	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_91061	provenance_only_never_promoted
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;NA	family	Lactobacillaceae	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	33958	ncbi	21	False	lactobacillaceae	1	33958	1	33958	http://purl.obolibrary.org/obo/NCBITaxon_33958	Lactobacillaceae	validated_ncbi	historical NCBI identifier resolves with exact label/synonym, expected rank, and compatible validated ancestry	http://purl.obolibrary.org/obo/NCBITaxon_186826	provenance_only_never_promoted
