contrast	genus	mean_clr_difference
Rhizosphere-Deep	Azohydromonas	-0.8532237313
Rhizosphere-Deep	Herbaspirillum	-0.3071321113
Rhizosphere-Deep	Staphylococcus	0.342120149
Rhizosphere-Deep	Polygonibacillus	0.3199217625
Rhizosphere-Deep	Arsenicitalea	1.139100775
Rhizosphere-Deep	Aureibacillus	-0.956303678
Rhizosphere-Deep	Nesterenkonia	1.209242093
Rhizosphere-Deep	Paracoccus	1.089941546
Rhizosphere-Deep	Hydrocarboniphaga	0.6039852808
Rhizosphere-Deep	Rufibacter	0.9779093845
Rhizosphere-Deep	Abditibacterium	0.3967365626
Rhizosphere-Deep	Caldilinea	-1.582834138
Rhizosphere-Deep	Bauldia	-0.1050457348
Rhizosphere-Deep	Anaeromyxobacter	-0.3394011134
Rhizosphere-Deep	Plastorhodobacter	1.383851573
Rhizosphere-Deep	Tepidisphaera	1.300153906
Rhizosphere-Deep	Ohtaekwangia	1.283951683
Rhizosphere-Deep	Candidatus Alysiosphaera	-0.01444030354
Rhizosphere-Deep	Fimbriiglobus	-0.8363848858
Rhizosphere-Deep	Enterococcus	0.1023092327
Rhizosphere-Deep	SM1A02	0.3132316646
Rhizosphere-Deep	Rhizorhabdus	0.107372105
Rhizosphere-Deep	Actinoplanes	-0.4661492964
Rhizosphere-Deep	Longispora	-0.9084061766
Rhizosphere-Deep	Acinetobacter	0.2018835122
Rhizosphere-Deep	JCM 18997	-0.6469437602
Rhizosphere-Deep	Allorhizocola	-0.7927995407
Rhizosphere-Deep	Rhodoplanes	-0.3019395975
Rhizosphere-Deep	Litorilinea	-0.2919694481
Rhizosphere-Deep	Crossiella	0.3975398351
Rhizosphere-Deep	Ornithinibacillus	0.4686583771
Rhizosphere-Deep	Nonomuraea	-0.01874388661
Rhizosphere-Deep	Modestobacter	-0.6261647653
Rhizosphere-Deep	Nordella	-0.9451250188
Rhizosphere-Deep	Paraconexibacter	-0.7319056697
Rhizosphere-Deep	Pelagibius	0.5243575276
Rhizosphere-Deep	Fictibacillus	-0.7072853375
Rhizosphere-Deep	Rhodococcus	0.7876802736
Rhizosphere-Deep	Mangrovihabitans	-1.103499583
Rhizosphere-Deep	Peribacillus	-0.2855893243
Rhizosphere-Deep	PMMR1	-0.2483724905
Rhizosphere-Deep	Cupriavidus	1.451091421
Rhizosphere-Deep	Sandaracinobacter	1.15189803
Rhizosphere-Deep	I-8	0.06186793745
Rhizosphere-Deep	Luedemannella	-1.095071335
Rhizosphere-Deep	Rhodocytophaga	-0.1790066344
Rhizosphere-Deep	Niastella	0.3397912135
Rhizosphere-Deep	Thermobaculum	-0.3640315952
Rhizosphere-Deep	Pseudalkalibacillus	-0.607496567
Rhizosphere-Deep	Sandaracinus	0.164676056
Rhizosphere-Deep	Kineosporia	-0.286696988
Rhizosphere-Deep	Plantactinospora	-0.7201221933
Rhizosphere-Deep	Tautonia	0.3064907847
Rhizosphere-Deep	SZB85	-1.191624223
Rhizosphere-Deep	MM2	1.265019307
