product_a	product_b	window_days	n_site_campaigns	pearson_r	spearman_rho	mean_a_mm	mean_b_mm	mean_absolute_difference_mm
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	1	248	0.13753736425451704	0.2677386097509718	0.1293951612903223	0.017338709677419344	0.13205645161290316
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	3	248	0.492740067622229	0.3660585192709378	0.34306451612903177	0.08991935483870958	0.31572580645161225
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	7	248	0.9035657475965722	0.5994894798257767	1.5820564516129034	0.7733870967741935	0.8339919354838707
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	14	248	0.6719087298253217	0.6774462160062048	2.6993951612903238	2.399193548387097	2.008588709677419
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	30	248	0.5642716706156529	0.5496969492126369	3.9670967741935512	2.55766129032258	2.9314516129032278
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	60	248	-0.02808019867012658	0.023075541888234144	7.370322580645167	4.3354838709677415	6.548225806451619
NASA_POWER_PRECTOTCORR	Open_Meteo_precipitation_sum	90	248	0.06868887010040414	0.07632164140293173	10.453830645161299	4.798387096774193	8.444556451612907
