Trip	Site	Date	Latitude	Longitude	sampling_day	longitude_z	sampling_day_z	power_grid_id	n_surface_profiles	n_deep_profiles	evenness_h_over_log_hurlbert	shannon	richness_hurlbert_25000
3	49	2024-02-20	20.644662222222223	53.28794	3.0	1.1202323526001048	0.9406469868801484	POWER_016	3.0	3.0	0.07699215915228563	-0.054371610429395645	-417.2732912400463
3	50	2024-02-20	20.71385	53.4123	3.0	1.16274266936016	0.9406469868801484	POWER_016	2.0	3.0	0.0019977919659145416	0.27267279652285215	469.52040385140253
3	51	2024-02-20	20.7987	53.487	3.0	1.1882775733644704	0.9406469868801484	POWER_017	2.0	1.0	0.007791985409263846	0.10118463816480627	37.429882991116756
3	53	2024-02-21	20.851514166666668	53.75788444444444	4.0	1.2808747391629944	1.66422159217257	POWER_017	1.0	3.0	0.047532868953709784	0.9164723871018938	78.61960793270514
3	57	2024-02-21	20.7349775	54.41764333333333	4.0	1.5064019131090218	1.66422159217257	POWER_019	2.0	2.0	-0.060255545133889754	-0.09881545785273627	18.693008301686845
3	59	2024-02-21	20.65626	54.63586805555556	4.0	1.5809982629525559	1.66422159217257	POWER_019	4.0	2.0	-0.05132016762994451	-0.43809501267553363	-45.30342620467161
4	1	2024-08-29	19.14977055555556	45.166511388888885	0.0	-1.6570359752314114	-0.9217976907429088	POWER_001	1.0	1.0	-0.015214400469611533	-0.2368705867192764	-288.46022625083174
4	2	2024-08-29	19.203468333333333	45.2447675	0.0	-1.6302511890753282	-0.9217976907429088	POWER_001	1.0	1.0	-0.042027520516261796	0.7264945317686502	1874.2854447622128
4	3	2024-08-29	19.301079444444444	45.384414166666666	0.0	-1.5824542049041446	-0.9217976907429088	POWER_002	1.0	1.0	0.009021285549922653	-0.47860789667406767	-664.6816961740873
4	4	2024-08-29	19.379571666666667	45.55182694444444	0.0	-1.5251536901084808	-0.9217976907429088	POWER_002	1.0	1.0	-0.05255167798233529	-0.5471524855755643	-400.1388040709917
4	5	2024-08-29	19.407155277777772	45.65950138888888	0.0	-1.4882998658132234	-0.9217976907429088	POWER_002	1.0	1.0	-0.0025305703003769553	0.3453809034860562	497.22439094780873
4	6	2024-08-29	19.405739166666667	45.8161425	0.0	-1.4346861785906975	-0.9217976907429088	POWER_002	1.0	1.0	-0.026324139012100067	-0.13540625978392562	216.37582965893307
4	7	2024-08-29	19.407005277777778	45.95394361111112	0.0	-1.3875208742997487	-0.9217976907429088	POWER_003	1.0	1.0	-0.010197153170190543	-0.3461524961794229	-596.5891324635516
