endpoint	exposure	lag_start_days	lag_end_days	n_site_campaign_pairs	estimate	standard_error	t	p_two_sided	ci_low	ci_high	n_clusters
evenness_h_over_log_hurlbert	candidate_antecedent	1	4	179	-0.012285628139817886	0.005969868391480809	-2.0579395280053183	0.03959593868842893	-0.023986355179564336	-0.000584901100071436	69
evenness_h_over_log_hurlbert	future_rain			179	0.007953576346564559	0.0032457666218070015	2.450446157504879	0.014267929972976937	0.0015919906656005978	0.01431516202752852	69
evenness_h_over_log_hurlbert	remote_180_365d			179	0.001323809844703589	0.0011616853979677815	1.139559683731433	0.2544697897855035	-0.0009530516966793424	0.00360067138608652	69
shannon	candidate_antecedent	1	4	179	-0.12938450219716438	0.056865097446157434	-2.2752884987082234	0.022888628931032214	-0.24083804516899354	-0.017930959225335205	69
shannon	future_rain			179	0.08697509416901361	0.04793815297482101	1.814318841501806	0.06962865244198384	-0.006981959147007222	0.18093214748503444	69
shannon	remote_180_365d			179	0.003650911229654665	0.016182288213863992	0.22561155637598818	0.8215035518916949	-0.028065790856965762	0.03536761331627509	69
richness_hurlbert_25000	candidate_antecedent	1	4	179	-25.15733056213486	52.910564297036075	-0.4754689521151849	0.6344527579811889	-128.86013098601643	78.5454698617467	69
richness_hurlbert_25000	future_rain			179	28.25674673266952	20.404053284573614	1.3848594854451246	0.16609543746509037	-11.73446284373096	68.24795630906999	69
richness_hurlbert_25000	remote_180_365d			179	-14.691451499506044	9.757917776680042	-1.5055928770599407	0.13217171812424938	-33.81661890590209	4.433715906889997	69
