product	sampling_day_included	endpoint	endpoint_role	position_contrast	window_days	estimate_per_mm	classical_se	classical_t	clustered_se_diagnostic	clustered_p_two_sided_diagnostic	absolute_t_statistic	partial_r2	permutation_p_endpoint_fwer	permutation_p_all_endpoint_fwer	n_site_campaign_pairs	n_sites	n_exposure_cells	nuisance_rank
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	1	-0.025638891816552573	0.03282626170575744	-0.7810481755848468	0.034504339679592266	0.45744365043401336	0.7810481755848468	0.00566895313697812	0.9912	0.9992	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	2	-0.002814834190283468	0.020448331876609393	-0.13765593238944462	0.020043813287539472	0.8883170440701418	0.13765593238944462	0.00017706355623465017	1.0	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	3	-0.007420384937857308	0.016362402243100014	-0.4535021708677567	0.016072805226344834	0.644315625005675	0.4535021708677567	0.0019184081408391963	0.9986	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	4	-0.01228562813981781	0.005620019177253171	-2.1860473696501708	0.005969868391480809	0.03959593868842893	2.1860473696501708	0.04275231948921962	0.5178	0.6286	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	5	-0.012474543830586304	0.007982056418674117	-1.5628233097177762	0.00790842811997326	0.11470964163581032	1.5628233097177762	0.022316911222368042	0.845	0.9434	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	6	-0.01143044140777101	0.007533421286572863	-1.51729751635475	0.007376038775168728	0.12122024085917171	1.51729751635475	0.021062631189829126	0.8632	0.9556	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	7	-0.007444113633627899	0.006312272611621873	-1.179308007059475	0.006604110595086918	0.25966047982598195	1.179308007059475	0.01283105018249704	0.9556	0.992	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	8	-0.0024238282471135434	0.004947838479116232	-0.4898761868124847	0.0052253095510270235	0.6427458369252498	0.4898761868124847	0.0022377725300150864	0.9982	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	9	-0.003738156539987818	0.005437379748379773	-0.6874922688822152	0.0070793935390748635	0.597476124858671	0.6874922688822152	0.004397822506807803	0.9944	0.9994	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	10	-0.003324330107205934	0.006334683903624087	-0.5247823187048177	0.007188807875330848	0.6437720242985572	0.5247823187048177	0.0025671914628751773	0.9978	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	11	-0.003336245004753314	0.0063322799630897595	-0.5268631557985369	0.007185487636503906	0.6424305215273718	0.5268631557985369	0.0025875376062434144	0.9978	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	12	-0.0032860412561367255	0.0063355293555117514	-0.5186687760002173	0.007192431601650069	0.6477609872707253	0.5186687760002173	0.0025078751159546228	0.9978	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	13	-0.0006155199029456866	0.0060997751502688685	-0.10090862167576052	0.006476806316663703	0.9242874419070677	0.10090862167576052	9.515496269479606e-05	1.0	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	14	-0.002433267442785334	0.005843535779236294	-0.41640327615198475	0.0060367869644289435	0.6868943262911267	0.41640327615198475	0.0016178613521371768	0.9994	1.0	179	60	69	71
NASA_POWER_PRECTOTCORR	False	evenness_h_over_log_hurlbert	primary	Surface-minus-shallow-subsurface	15	-0.0025460216007531862	0.005806280761906455	-0.4384944003150851	0.005979092714896013	0.6702384832231401	0.4384944003150851	0.0017937611167585129	0.9986	1.0	179	60	69	71
