Sample Name	FASTQ Paths
2Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0415_2Dr3_UDP0009-UDP0009_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0415_2Dr3_UDP0009-UDP0009_L002_R2_001.fastq.gz
35PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0849_35PRr3_SU0295-SU0295_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0849_35PRr3_SU0295-SU0295_L002_R2_001.fastq.gz
S22Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0594_S22Dr1_SU0121-SU0121_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0594_S22Dr1_SU0121-SU0121_L002_R2_001.fastq.gz
3Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0810_3Dr3_SU0349-SU0349_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0810_3Dr3_SU0349-SU0349_L002_R2_001.fastq.gz
S27PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0642_S27PRr1_SU0139-SU0139_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0642_S27PRr1_SU0139-SU0139_L002_R2_001.fastq.gz
S33Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0638_S33Sr1_SU0174-SU0174_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0638_S33Sr1_SU0174-SU0174_L002_R2_001.fastq.gz
54Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0512_54Sr3_UDP0381-UDP0381_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0512_54Sr3_UDP0381-UDP0381_L002_R2_001.fastq.gz
S49Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0665_S49Dr1_SU0130-SU0130_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0665_S49Dr1_SU0130-SU0130_L002_R2_001.fastq.gz
24Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0382_24Dr1_UDP0122-UDP0122_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0382_24Dr1_UDP0122-UDP0122_L002_R2_001.fastq.gz
28PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0405_28PRr3_UDP0152-UDP0152_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0405_28PRr3_UDP0152-UDP0152_L002_R2_001.fastq.gz
18PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0360_18PRr2_UDP0095-UDP0095_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0360_18PRr2_UDP0095-UDP0095_L002_R2_001.fastq.gz
S60Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0659_S60Dr1_SU0153-SU0153_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0659_S60Dr1_SU0153-SU0153_L002_R2_001.fastq.gz
S15Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0695_S15Sr1_SU0218-SU0218_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0695_S15Sr1_SU0218-SU0218_L002_R2_001.fastq.gz
S15Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0696_S15Dr1_SU0230-SU0230_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0696_S15Dr1_SU0230-SU0230_L002_R2_001.fastq.gz
60Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0529_60Sr3_UDP0341-UDP0341_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0529_60Sr3_UDP0341-UDP0341_L002_R2_001.fastq.gz
35Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0437_35Dr2_UDP0190-UDP0190_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0437_35Dr2_UDP0190-UDP0190_L002_R2_001.fastq.gz
F34Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0781_F34Sr1_SU0525-SU0525_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0781_F34Sr1_SU0525-SU0525_L002_R2_001.fastq.gz
25D-9	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0585_25D-9_SU0669-SU0669_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0585_25D-9_SU0669-SU0669_L002_R2_001.fastq.gz
26Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0396_26Sr3_UDP0138-UDP0138_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0396_26Sr3_UDP0138-UDP0138_L002_R2_001.fastq.gz
S43Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0602_S43Sr1_SU0122-SU0122_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0602_S43Sr1_SU0122-SU0122_L002_R2_001.fastq.gz
33Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0848_33Dr3_SU0378-SU0378_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0848_33Dr3_SU0378-SU0378_L002_R2_001.fastq.gz
22Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0896_22Sr3_UDP0326-UDP0326_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0896_22Sr3_UDP0326-UDP0326_L002_R2_001.fastq.gz
48Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0486_48Sr2_UDP0268-UDP0268_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0486_48Sr2_UDP0268-UDP0268_L002_R2_001.fastq.gz
34Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0907_34Dr3_UDP0342-UDP0342_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0907_34Dr3_UDP0342-UDP0342_L002_R2_001.fastq.gz
47Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0480_47Dr2_UDP0259-UDP0259_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0480_47Dr2_UDP0259-UDP0259_L002_R2_001.fastq.gz
EB1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0770_EB1_SU0216-SU0216_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0770_EB1_SU0216-SU0216_L002_R2_001.fastq.gz
61Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0861_61Sr2_SU0357-SU0357_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0861_61Sr2_SU0357-SU0357_L002_R2_001.fastq.gz
PCR-Ctrl-Trip1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0555_PCR-Ctrl-Trip1_UDP0374-UDP0374_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0555_PCR-Ctrl-Trip1_UDP0374-UDP0374_L002_R2_001.fastq.gz
S11PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0678_S11PRr1_SU0191-SU0191_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0678_S11PRr1_SU0191-SU0191_L002_R2_001.fastq.gz
17Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0829_17Dr2_SU0328-SU0328_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0829_17Dr2_SU0328-SU0328_L002_R2_001.fastq.gz
S21Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0720_S21Dr1_SU0022-SU0022_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0720_S21Dr1_SU0022-SU0022_L002_R2_001.fastq.gz
16Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0355_16Sr1_UDP0080-UDP0080_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0355_16Sr1_UDP0080-UDP0080_L002_R2_001.fastq.gz
15Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0350_15Sr3_UDP0074-UDP0074_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0350_15Sr3_UDP0074-UDP0074_L002_R2_001.fastq.gz
22Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0377_22Dr2_UDP0111-UDP0111_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0377_22Dr2_UDP0111-UDP0111_L002_R2_001.fastq.gz
40PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0912_40PRr3_UDP0347-UDP0347_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0912_40PRr3_UDP0347-UDP0347_L002_R2_001.fastq.gz
S52Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0757_S52Sr1_SU0095-SU0095_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0757_S52Sr1_SU0095-SU0095_L002_R2_001.fastq.gz
S3PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0709_S3PRr1_SU0196-SU0196_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0709_S3PRr1_SU0196-SU0196_L002_R2_001.fastq.gz
64Dr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0534_64Dr3_UDP0364-UDP0364_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0534_64Dr3_UDP0364-UDP0364_L002_R2_001.fastq.gz
49Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0488_49Sr2_UDP0272-UDP0272_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0488_49Sr2_UDP0272-UDP0272_L002_R2_001.fastq.gz
S25PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0619_S25PRr1_SU0136-SU0136_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0619_S25PRr1_SU0136-SU0136_L002_R2_001.fastq.gz
S59Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0671_S59Dr1_SU0107-SU0107_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0671_S59Dr1_SU0107-SU0107_L002_R2_001.fastq.gz
4Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0813_4Dr1_SU0290-SU0290_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0813_4Dr1_SU0290-SU0290_L002_R2_001.fastq.gz
62Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0531_62Sr3_UDP0353-UDP0353_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0531_62Sr3_UDP0353-UDP0353_L002_R2_001.fastq.gz
F58Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0797_F58Sr3_SU0575-SU0575_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0797_F58Sr3_SU0575-SU0575_L002_R2_001.fastq.gz
53Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0504_53Dr2_UDP0295-UDP0295_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0504_53Dr2_UDP0295-UDP0295_L002_R2_001.fastq.gz
EBK	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0566_EBK_SU0027-SU0027_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0566_EBK_SU0027-SU0027_L002_R2_001.fastq.gz
45Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0916_45Sr1_UDP0351-UDP0351_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0916_45Sr1_UDP0351-UDP0351_L002_R2_001.fastq.gz
31Sr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0846_31Sr3_SU0354-SU0354_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0846_31Sr3_SU0354-SU0354_L002_R2_001.fastq.gz
S28PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0595_S28PRr1_SU0133-SU0133_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0595_S28PRr1_SU0133-SU0133_L002_R2_001.fastq.gz
21Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0373_21Dr1_UDP0107-UDP0107_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0373_21Dr1_UDP0107-UDP0107_L002_R2_001.fastq.gz
SEB	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0684_SEB_SU0168-SU0168_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0684_SEB_SU0168-SU0168_L002_R2_001.fastq.gz
25D-8	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0584_25D-8_SU0657-SU0657_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0584_25D-8_SU0657-SU0657_L002_R2_001.fastq.gz
33Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0905_33Dr1_UDP0339-UDP0339_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0905_33Dr1_UDP0339-UDP0339_L002_R2_001.fastq.gz
4PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0492_4PRr2_UDP0022-UDP0022_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0492_4PRr2_UDP0022-UDP0022_L002_R2_001.fastq.gz
31Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0423_31Dr2_UDP0167-UDP0167_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0423_31Dr2_UDP0167-UDP0167_L002_R2_001.fastq.gz
S38PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0631_S38PRr1_SU0185-SU0185_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0631_S38PRr1_SU0185-SU0185_L002_R2_001.fastq.gz
T27D	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0575_T27D_SU0620-SU0620_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0575_T27D_SU0620-SU0620_L002_R2_001.fastq.gz
1Sr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0806_1Sr2_SU0301-SU0301_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0806_1Sr2_SU0301-SU0301_L002_R2_001.fastq.gz
3PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0458_3PRr1_UDP0015-UDP0015_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0458_3PRr1_UDP0015-UDP0015_L002_R2_001.fastq.gz
S32PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0727_S32PRr1_SU0222-SU0222_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0727_S32PRr1_SU0222-SU0222_L002_R2_001.fastq.gz
S24Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0749_S24Sr1_SU0201-SU0201_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0749_S24Sr1_SU0201-SU0201_L002_R2_001.fastq.gz
29Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0413_29Sr1_UDP0155-UDP0155_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0413_29Sr1_UDP0155-UDP0155_L002_R2_001.fastq.gz
32PRr3	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0904_32PRr3_UDP0338-UDP0338_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0904_32PRr3_UDP0338-UDP0338_L002_R2_001.fastq.gz
25D-5	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0581_25D-5_SU0621-SU0621_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0581_25D-5_SU0621-SU0621_L002_R2_001.fastq.gz
10PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0326_10PRr2_UDP0047-UDP0047_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0326_10PRr2_UDP0047-UDP0047_L002_R2_001.fastq.gz
24Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0900_24Sr1_UDP0333-UDP0333_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0900_24Sr1_UDP0333-UDP0333_L002_R2_001.fastq.gz
S50Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0734_S50Sr1_SU0211-SU0211_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0734_S50Sr1_SU0211-SU0211_L002_R2_001.fastq.gz
33PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0429_33PRr1_UDP0182-UDP0182_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0429_33PRr1_UDP0182-UDP0182_L002_R2_001.fastq.gz
S13Dr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0618_S13Dr1_SU0124-SU0124_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0618_S13Dr1_SU0124-SU0124_L002_R2_001.fastq.gz
40PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0462_40PRr2_UDP0222-UDP0222_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0462_40PRr2_UDP0222-UDP0222_L002_R2_001.fastq.gz
38PRr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0451_38PRr2_UDP0212-UDP0212_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0451_38PRr2_UDP0212-UDP0212_L002_R2_001.fastq.gz
S36PRr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0682_S36PRr1_SU0144-SU0144_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0682_S36PRr1_SU0144-SU0144_L002_R2_001.fastq.gz
S27Sr1	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0643_S27Sr1_SU0151-SU0151_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0643_S27Sr1_SU0151-SU0151_L002_R2_001.fastq.gz
20Dr2	/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0370_20Dr2_UDP0375-UDP0375_L002_R1_001.fastq.gz;/ibex/project/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0370_20Dr2_UDP0375-UDP0375_L002_R2_001.fastq.gz
