sample	weighted_NSTI
e0518_56Sr1	0.0985549917269285
e0519_56Sr3	0.1136110642616514
e0520_57Dr3	0.2817394674037777
e0521_57PRr3	0.0726673949608334
e0522_58PRr1	0.1999423148072463
e0523_58Sr2	0.1826056370689542
e0524_58Sr3	0.1766750693966227
e0525_59PRr3	0.1742366455619866
e0526_5Dr1	0.2109138290004488
e0527_5Sr1	0.140507734903866
e0528_5Sr3	0.1780711415966155
e0529_60Sr3	0.199418395050638
e0530_62PRr2	0.1647723696899363
e0531_62Sr3	0.1936329454383806
e0532_63PRr3	0.1628349424490442
e0533_63Sr3	0.1868485917734938
e0534_64Dr3	0.2099600635039268
e0535_64PRr2	0.0814177019659538
e0536_64PRr3	0.1026282506282582
e0537_64Sr1	0.1829303201699817
e0538_64Sr2	0.1925768888781702
e0539_64Sr3	0.1504884516845184
e0540_6Dr1	0.3118576928062933
e0541_6PRr2	0.1042842489587573
e0542_6Sr2	0.0976805674118503
e0543_7Sr1	0.1735442371443369
e0544_7Sr2	0.1623171134179851
e0545_8Sr3	0.1516608987327795
e0546_9Dr1	0.358961795522403
e0547_9Dr3	0.320233733462672
e0548_9PRr2	0.1471891612159777
e0549_9PRr3	0.2680068483511817
e0550_9Sr1	0.1843859315457627
e0551_9Sr2	0.1722393809382675
e0552_9Sr3	0.1832576540288741
e0592_S22PRr1	0.3936993772227952
e0593_S22Sr1	0.2372193843504231
e0594_S22Dr1	0.2811578647886333
e0595_S28PRr1	0.2317854296206035
e0596_S28Sr1	0.2548576693022652
e0597_S28Dr2	0.2522911556663781
e0598_S35PRr1	0.1971987248093555
e0599_S35Sr1	0.252701102111582
e0600_S35Dr1	0.363463696043431
e0601_S43PRr1	0.0608293383125231
e0602_S43Sr1	0.2598928372916322
e0603_S43Dr1	0.2675845612257359
e0604_S53PRr1	0.1669482489683446
e0605_S53Sr1	0.0943086633731977
e0606_S53Dr1	0.2979330959418997
e0607_S46PRr1	0.1946535193715064
e0608_S46Sr1	0.1585223347270243
e0609_S46Dr1	0.2731740015922285
e0610_S47PRr1	0.2125885110191092
e0611_S47Sr1	0.2591365579774588
e0612_S47Dr1	0.3077620490771454
e0613_S58PRr1	0.1644496874491813
e0614_S58Sr1	0.1931114264247247
e0615_S58Dr1	0.1060961453116107
e0616_S13PRr1	0.2505384668681655
e0617_S13Sr1	0.3170572482605293
e0618_S13Dr1	0.3073258413474345
e0619_S25PRr1	0.1548360935710727
e0620_S25Sr1	0.1649763567430652
e0621_S25Dr1	0.1483356624134495
e0622_S54PRr1	0.3707236868426998
e0623_S54Sr1	0.0253788917856674
e0624_S54Dr1	0.4329806001281703
e0625_S55PRr1	0.0527011634222516
e0626_S55Sr1	0.1864321039244398
e0627_S55Dr1	0.2347863211962292
e0628_S44PRr1	0.2362326734174588
e0629_S44Sr1	0.2923985737744451
e0630_S44Dr1	0.2865026673541745
e0631_S38PRr1	0.1747133956596838
e0632_S38Sr1	0.1697281170983012
e0633_S38Dr1	0.324036589219578
e0634_S41PRr1	0.1103225602238301
e0635_S41Sr1	0.2302342627685556
e0636_S41Dr1	0.285642782689899
e0637_S33PRr1	0.3198149028616978
e0638_S33Sr1	0.1597202236486843
e0639_S33Dr1	0.3045293896644163
