picrust2_col	sample_id	trip	site	compartment	replicate	extraction_suffix	biome	feature	date	coordinates	is_control	duplicate_run
e0518_56Sr1	56Sr1	1	56.0	surface	1.0		desert biome	saline pan	20/03/2023	20.821580833333332 N,54.22385916666667 E	False	False
e0519_56Sr3	56Sr3	1	56.0	surface	3.0		desert biome	saline pan	20/03/2023	20.821580833333332 N,54.22385916666667 E	False	False
e0520_57Dr3	57Dr3	1	57.0	deep	3.0		desert biome	sand dune	20/03/2023	20.7349775 N,54.41764333333333 E	False	False
e0521_57PRr3	57PRr3	1	57.0	plant_rhizosphere	3.0		desert biome	sand dune	20/03/2023	20.7349775 N,54.41764333333333 E	False	False
e0522_58PRr1	58PRr1	1	58.0	plant_rhizosphere	1.0		desert biome	sand dune	20/03/2023	20.66540111111111 N,54.59327444444445 E	False	False
e0523_58Sr2	58Sr2	1	58.0	surface	2.0		desert biome	sand dune	20/03/2023	20.66540111111111 N,54.59327444444445 E	False	False
e0524_58Sr3	58Sr3	1	58.0	surface	3.0		desert biome	sand dune	20/03/2023	20.66540111111111 N,54.59327444444445 E	False	False
e0525_59PRr3	59PRr3	1	59.0	plant_rhizosphere	3.0		desert biome	desert oasis	20/03/2023	20.65626 N,54.635868055555555 E	False	False
e0526_5Dr1	5Dr1	1	5.0	deep	1.0		desert biome	saline pan	17/03/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0527_5Sr1	5Sr1	1	5.0	surface	1.0		desert biome	saline pan	17/03/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0528_5Sr3	5Sr3	1	5.0	surface	3.0		desert biome	saline pan	17/03/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0529_60Sr3	60Sr3	1	60.0	surface	3.0		desert biome	desert oasis	20/03/2023	20.706374444444442 N,54.732105555555556 E	False	False
e0530_62PRr2	62PRr2	1	62.0	plant_rhizosphere	2.0						False	False
e0531_62Sr3	62Sr3	1	62.0	surface	3.0						False	False
e0532_63PRr3	63PRr3	1	63.0	plant_rhizosphere	3.0						False	False
e0533_63Sr3	63Sr3	1	63.0	surface	3.0						False	False
e0534_64Dr3	64Dr3	1	64.0	deep	3.0						False	False
e0535_64PRr2	64PRr2	1	64.0	plant_rhizosphere	2.0						False	False
e0536_64PRr3	64PRr3	1	64.0	plant_rhizosphere	3.0						False	False
e0537_64Sr1	64Sr1	1	64.0	surface	1.0						False	False
e0538_64Sr2	64Sr2	1	64.0	surface	2.0						False	False
e0539_64Sr3	64Sr3	1	64.0	surface	3.0						False	False
e0540_6Dr1	6Dr1	1	6.0	deep	1.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0541_6PRr2	6PRr2	1	6.0	plant_rhizosphere	2.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0542_6Sr2	6Sr2	1	6.0	surface	2.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0543_7Sr1	7Sr1	1	7.0	surface	1.0		desert biome	sand dune	17/03/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0544_7Sr2	7Sr2	1	7.0	surface	2.0		desert biome	sand dune	17/03/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0545_8Sr3	8Sr3	1	8.0	surface	3.0		desert biome	sand dune	17/03/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0546_9Dr1	9Dr1	1	9.0	deep	1.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0547_9Dr3	9Dr3	1	9.0	deep	3.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0548_9PRr2	9PRr2	1	9.0	plant_rhizosphere	2.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0549_9PRr3	9PRr3	1	9.0	plant_rhizosphere	3.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0550_9Sr1	9Sr1	1	9.0	surface	1.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0551_9Sr2	9Sr2	1	9.0	surface	2.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0552_9Sr3	9Sr3	1	9.0	surface	3.0		desert biome	sand dune	17/03/2023	19.411200277777777 N,46.30267361111111 E	False	False
e0592_S22PRr1	S22PRr1	4	22.0	plant_rhizosphere	1.0		desert biome	saline pan	29/08/2024	19.97866972222222 N,48.63943555555556 E	False	False
e0593_S22Sr1	S22Sr1	4	22.0	surface	1.0		desert biome	saline pan	29/08/2024	19.97866972222222 N,48.63943555555556 E	False	False
e0594_S22Dr1	S22Dr1	4	22.0	deep	1.0		desert biome	saline pan	29/08/2024	19.97866972222222 N,48.63943555555556 E	False	False
e0595_S28PRr1	S28PRr1	4	28.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.24376861111111 N,49.37088472222222 E	False	False
e0596_S28Sr1	S28Sr1	4	28.0	surface	1.0		desert biome	sand dune	29/08/2024	20.24376861111111 N,49.37088472222222 E	False	False
e0597_S28Dr2	S28Dr2	4	28.0	deep	2.0		desert biome	sand dune	29/08/2024	20.24376861111111 N,49.37088472222222 E	False	False
e0598_S35PRr1	S35PRr1	4	35.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.371795833333334 N,50.72999222222222 E	False	False
e0599_S35Sr1	S35Sr1	4	35.0	surface	1.0		desert biome	sand dune	30/08/2024	20.371795833333334 N,50.72999222222222 E	False	False
e0600_S35Dr1	S35Dr1	4	35.0	deep	1.0		desert biome	sand dune	30/08/2024	20.371795833333334 N,50.72999222222222 E	False	False
e0601_S43PRr1	S43PRr1	4	43.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.567575555555557 N,52.22413277777778 E	False	False
e0602_S43Sr1	S43Sr1	4	43.0	surface	1.0		desert biome	sand dune	30/08/2024	20.567575555555557 N,52.22413277777778 E	False	False
e0603_S43Dr1	S43Dr1	4	43.0	deep	1.0		desert biome	sand dune	30/08/2024	20.567575555555557 N,52.22413277777778 E	False	False
e0604_S53PRr1	S53PRr1	4	53.0	plant_rhizosphere	1.0		desert biome	sand dune	31/08/2024	20.851514166666668 N,53.75788444444444 E	False	False
e0605_S53Sr1	S53Sr1	4	53.0	surface	1.0		desert biome	sand dune	31/08/2024	20.851514166666668 N,53.75788444444444 E	False	False
e0606_S53Dr1	S53Dr1	4	53.0	deep	1.0		desert biome	sand dune	31/08/2024	20.851514166666668 N,53.75788444444444 E	False	False
e0607_S46PRr1	S46PRr1	4	46.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.553746111111113 N,52.66920777777778 E	False	False
e0608_S46Sr1	S46Sr1	4	46.0	surface	1.0		desert biome	sand dune	30/08/2024	20.553746111111113 N,52.66920777777778 E	False	False
e0609_S46Dr1	S46Dr1	4	46.0	deep	1.0		desert biome	sand dune	30/08/2024	20.553746111111113 N,52.66920777777778 E	False	False
e0610_S47PRr1	S47PRr1	4	47.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.54181555555556 N,52.868785833333334 E	False	False
e0611_S47Sr1	S47Sr1	4	47.0	surface	1.0		desert biome	sand dune	30/08/2024	20.54181555555556 N,52.868785833333334 E	False	False
e0612_S47Dr1	S47Dr1	4	47.0	deep	1.0		desert biome	sand dune	30/08/2024	20.54181555555556 N,52.868785833333334 E	False	False
e0613_S58PRr1	S58PRr1	4	58.0	plant_rhizosphere	1.0		desert biome	sand dune	31/08/2024	20.66540111111111 N,54.59327444444445 E	False	False
e0614_S58Sr1	S58Sr1	4	58.0	surface	1.0		desert biome	sand dune	31/08/2024	20.66540111111111 N,54.59327444444445 E	False	False
e0615_S58Dr1	S58Dr1	4	58.0	deep	1.0		desert biome	sand dune	31/08/2024	20.66540111111111 N,54.59327444444445 E	False	False
e0616_S13PRr1	S13PRr1	4	13.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.52934611111111 N,47.053284444444444 E	False	False
e0617_S13Sr1	S13Sr1	4	13.0	surface	1.0		desert biome	sand dune	29/08/2024	19.52934611111111 N,47.053284444444444 E	False	False
e0618_S13Dr1	S13Dr1	4	13.0	deep	1.0		desert biome	sand dune	29/08/2024	19.52934611111111 N,47.053284444444444 E	False	False
e0619_S25PRr1	S25PRr1	4	25.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.100259722222223 N,48.95421972222223 E	False	False
e0620_S25Sr1	S25Sr1	4	25.0	surface	1.0		desert biome	sand dune	29/08/2024	20.100259722222223 N,48.95421972222223 E	False	False
e0621_S25Dr1	S25Dr1	4	25.0	deep	1.0		desert biome	sand dune	29/08/2024	20.100259722222223 N,48.95421972222223 E	False	False
e0622_S54PRr1	S54PRr1	4	54.0	plant_rhizosphere	1.0		desert biome	aeolian lake	31/08/2024	20.92017888888889 N,53.962204444444446 E	False	False
e0623_S54Sr1	S54Sr1	4	54.0	surface	1.0		desert biome	aeolian lake	31/08/2024	20.92017888888889 N,53.962204444444446 E	False	False
e0624_S54Dr1	S54Dr1	4	54.0	deep	1.0		desert biome	aeolian lake	31/08/2024	20.92017888888889 N,53.962204444444446 E	False	False
e0625_S55PRr1	S55PRr1	4	55.0	plant_rhizosphere	1.0		desert biome	saline pan	31/08/2024	20.9022725 N,54.0024376 E	False	False
e0626_S55Sr1	S55Sr1	4	55.0	surface	1.0		desert biome	saline pan	31/08/2024	20.9022725 N,54.0024376 E	False	False
e0627_S55Dr1	S55Dr1	4	55.0	deep	1.0		desert biome	saline pan	31/08/2024	20.9022725 N,54.0024376 E	False	False
e0628_S44PRr1	S44PRr1	4	44.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.56783 N, 52.41036 E	False	False
e0629_S44Sr1	S44Sr1	4	44.0	surface	1.0		desert biome	sand dune	30/08/2024	20.56783 N, 52.41036 E	False	False
e0630_S44Dr1	S44Dr1	4	44.0	deep	1.0		desert biome	sand dune	30/08/2024	20.56783 N, 52.41036 E	False	False
e0631_S38PRr1	S38PRr1	4	38.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.4610275 N,51.370224722222225 E	False	False
e0632_S38Sr1	S38Sr1	4	38.0	surface	1.0		desert biome	sand dune	30/08/2024	20.4610275 N,51.370224722222225 E	False	False
e0633_S38Dr1	S38Dr1	4	38.0	deep	1.0		desert biome	sand dune	30/08/2024	20.4610275 N,51.370224722222225 E	False	False
e0634_S41PRr1	S41PRr1	4	41.0	plant_rhizosphere	1.0		desert biome	saline pan	30/08/2024	20.539777222222224 N,51.94610583333333 E	False	False
e0635_S41Sr1	S41Sr1	4	41.0	surface	1.0		desert biome	saline pan	30/08/2024	20.539777222222224 N,51.94610583333333 E	False	False
e0636_S41Dr1	S41Dr1	4	41.0	deep	1.0		desert biome	saline pan	30/08/2024	20.539777222222224 N,51.94610583333333 E	False	False
e0637_S33PRr1	S33PRr1	4	33.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.317507777777777 N,50.30307027777778 E	False	False
e0638_S33Sr1	S33Sr1	4	33.0	surface	1.0		desert biome	sand dune	30/08/2024	20.317507777777777 N,50.30307027777778 E	False	False
e0639_S33Dr1	S33Dr1	4	33.0	deep	1.0		desert biome	sand dune	30/08/2024	20.317507777777777 N,50.30307027777778 E	False	False
e0640_S2Sr1	S2Sr1	4	2.0	surface	1.0		desert biome	sand dune	29/08/2024	19.203468333333333 N,45.2447675 E	False	False
e0641_S2Dr1	S2Dr1	4	2.0	deep	1.0		desert biome	sand dune	29/08/2024	19.203468333333333 N,45.2447675 E	False	False
e0642_S27PRr1	S27PRr1	4	27.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.2038574 N,49.1959834 E	False	False
e0643_S27Sr1	S27Sr1	4	27.0	surface	1.0		desert biome	sand dune	29/08/2024	20.2038574 N,49.1959834 E	False	False
e0644_S27Dr1	S27Dr1	4	27.0	deep	1.0		desert biome	sand dune	29/08/2024	20.2038574 N,49.1959834 E	False	False
e0645_S51PRr1	S51PRr1	4	51.0	plant_rhizosphere	1.0		desert biome	saline pan	31/08/2024	20.79870 N, 53.48700 E	False	False
e0646_S51Sr1	S51Sr1	4	51.0	surface	1.0		desert biome	saline pan	31/08/2024	20.79870 N, 53.48700 E	False	False
e0647_S51Dr1	S51Dr1	4	51.0	deep	1.0		desert biome	saline pan	31/08/2024	20.79870 N, 53.48700 E	False	False
e0648_S16PRr1	S16PRr1	4	16.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.644455833333332 N,47.62611861111111 E	False	False
e0649_S16Sr1	S16Sr1	4	16.0	surface	1.0		desert biome	sand dune	29/08/2024	19.644455833333332 N,47.62611861111111 E	False	False
e0650_S16Dr1	S16Dr1	4	16.0	deep	1.0		desert biome	sand dune	29/08/2024	19.644455833333332 N,47.62611861111111 E	False	False
e0651_S56PRr1	S56PRr1	4	56.0	plant_rhizosphere	1.0		desert biome	saline pan	31/08/2024	20.821580833333332 N,54.22385916666667 E	False	False
e0652_S56Sr1	S56Sr1	4	56.0	surface	1.0		desert biome	saline pan	31/08/2024	20.821580833333332 N,54.22385916666667 E	False	False
e0653_S56Dr1	S56Dr1	4	56.0	deep	1.0		desert biome	saline pan	31/08/2024	20.821580833333332 N,54.22385916666667 E	False	False
e0654_S57PRr1	S57PRr1	4	57.0	plant_rhizosphere	1.0		desert biome	sand dune	31/08/2024	20.7349775 N,54.41764333333333 E	False	False
e0655_S57Sr1	S57Sr1	4	57.0	surface	1.0		desert biome	sand dune	31/08/2024	20.7349775 N,54.41764333333333 E	False	False
e0656_S57Dr1	S57Dr1	4	57.0	deep	1.0		desert biome	sand dune	31/08/2024	20.7349775 N,54.41764333333333 E	False	False
e0657_S60PRr1	S60PRr1	4	60.0	plant_rhizosphere	1.0		desert biome	desert oasis	31/08/2024	20.706374444444442 N,54.732105555555556 E	False	False
e0658_S60Sr1	S60Sr1	4	60.0	surface	1.0		desert biome	desert oasis	31/08/2024	20.706374444444442 N,54.732105555555556 E	False	False
e0659_S60Dr1	S60Dr1	4	60.0	deep	1.0		desert biome	desert oasis	31/08/2024	20.706374444444442 N,54.732105555555556 E	False	False
e0660_S37PRr1	S37PRr1	4	37.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.454150277777778 N,51.344883333333335 E	False	False
e0661_S37Sr1	S37Sr1	4	37.0	surface	1.0		desert biome	sand dune	30/08/2024	20.454150277777778 N,51.344883333333335 E	False	False
e0662_S37Dr1	S37Dr1	4	37.0	deep	1.0		desert biome	sand dune	30/08/2024	20.454150277777778 N,51.344883333333335 E	False	False
e0663_S49PRr1	S49PRr1	4	49.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.644662222222223 N,53.28794 E	False	False
e0664_S49Sr1	S49Sr1	4	49.0	surface	1.0		desert biome	sand dune	30/08/2024	20.644662222222223 N,53.28794 E	False	False
e0665_S49Dr1	S49Dr1	4	49.0	deep	1.0		desert biome	sand dune	30/08/2024	20.644662222222223 N,53.28794 E	False	False
e0666_S45PRr1	S45PRr1	4	45.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.56346 N, 52.46776 E	False	False
e0667_S45Sr1	S45Sr1	4	45.0	surface	1.0		desert biome	sand dune	30/08/2024	20.56346 N, 52.46776 E	False	False
e0668_S45Dr1	S45Dr1	4	45.0	deep	1.0		desert biome	sand dune	30/08/2024	20.56346 N, 52.46776 E	False	False
e0669_S59PRr1	S59PRr1	4	59.0	plant_rhizosphere	1.0		desert biome	desert oasis	31/08/2024	20.65626 N,54.635868055555555 E	False	False
e0670_S59Sr1	S59Sr1	4	59.0	surface	1.0		desert biome	desert oasis	31/08/2024	20.65626 N,54.635868055555555 E	False	False
e0671_S59Dr1	S59Dr1	4	59.0	deep	1.0		desert biome	desert oasis	31/08/2024	20.65626 N,54.635868055555555 E	False	False
e0672_S4PRr1	S4PRr1	4	4.0	plant_rhizosphere	1.0		desert biome	saline pan	29/08/2024	19.379571666666667 N,45.55182694444444 E	False	False
e0673_S4Sr1	S4Sr1	4	4.0	surface	1.0		desert biome	saline pan	29/08/2024	19.379571666666667 N,45.55182694444444 E	False	False
e0674_S4Dr1	S4Dr1	4	4.0	deep	1.0		desert biome	saline pan	29/08/2024	19.379571666666667 N,45.55182694444444 E	False	False
e0675_S8PRr1	S8PRr1	4	8.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.393154166666665 N,46.110734722222226 E	False	False
e0676_S8Sr1	S8Sr1	4	8.0	surface	1.0		desert biome	sand dune	29/08/2024	19.393154166666665 N,46.110734722222226 E	False	False
e0677_S8Dr1	S8Dr1	4	8.0	deep	1.0		desert biome	sand dune	29/08/2024	19.393154166666665 N,46.110734722222226 E	False	False
e0678_S11PRr1	S11PRr1	4	11.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.44435222222222 N,46.6356325 E	False	False
e0679_S11Sr1	S11Sr1	4	11.0	surface	1.0		desert biome	sand dune	29/08/2024	19.44435222222222 N,46.6356325 E	False	False
e0680_S11Dr1	S11Dr1	4	11.0	deep	1.0		desert biome	sand dune	29/08/2024	19.44435222222222 N,46.6356325 E	False	False
e0681_S36Sr1	S36Sr1	4	36.0	surface	1.0		desert biome	sand dune	30/08/2024	20.42319 N, 51.14483 E	False	False
e0682_S36PRr1	S36PRr1	4	36.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.42319 N, 51.14483 E	False	False
e0683_S36Dr1	S36Dr1	4	36.0	deep	1.0		desert biome	sand dune	30/08/2024	20.42319 N, 51.14483 E	False	False
e0685_S6PRr1	S6PRr1	4	6.0	plant_rhizosphere	1.0		desert biome	saline pan	29/08/2024	19.405739166666667 N,45.8161425 E	False	False
e0686_S6Sr1	S6Sr1	4	6.0	surface	1.0		desert biome	saline pan	29/08/2024	19.405739166666667 N,45.8161425 E	False	False
e0687_S6Dr1	S6Dr1	4	6.0	deep	1.0		desert biome	saline pan	29/08/2024	19.405739166666667 N,45.8161425 E	False	False
e0688_S9PRr1	S9PRr1	4	9.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.411200277777777 N,46.30267361111111 E	False	False
e0689_S9Sr1	S9Sr1	4	9.0	surface	1.0		desert biome	sand dune	29/08/2024	19.411200277777777 N,46.30267361111111 E	False	False
e0690_S9Dr1	S9Dr1	4	9.0	deep	1.0		desert biome	sand dune	29/08/2024	19.411200277777777 N,46.30267361111111 E	False	False
e0691_S12PRr1	S12PRr1	4	12.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.47793361111111 N,46.83437333333334 E	False	False
e0692_S12Sr1	S12Sr1	4	12.0	surface	1.0		desert biome	sand dune	29/08/2024	19.47793361111111 N,46.83437333333334 E	False	False
e0693_S12Dr1	S12Dr1	4	12.0	deep	1.0		desert biome	sand dune	29/08/2024	19.47793361111111 N,46.83437333333334 E	False	False
e0694_S15PRr1	S15PRr1	4	15.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.613749722222224 N,47.47587194444445 E	False	False
e0695_S15Sr1	S15Sr1	4	15.0	surface	1.0		desert biome	sand dune	29/08/2024	19.613749722222224 N,47.47587194444445 E	False	False
e0696_S15Dr1	S15Dr1	4	15.0	deep	1.0		desert biome	sand dune	29/08/2024	19.613749722222224 N,47.47587194444445 E	False	False
e0697_S17PRr1	S17PRr1	4	17.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.676460000000002 N,47.82730555555556 E	False	False
e0698_S17Sr1	S17Sr1	4	17.0	surface	1.0		desert biome	sand dune	29/08/2024	19.676460000000002 N,47.82730555555556 E	False	False
e0699_S17Dr1	S17Dr1	4	17.0	deep	1.0		desert biome	sand dune	29/08/2024	19.676460000000002 N,47.82730555555556 E	False	False
e0700_S23PRr1	S23PRr1	4	23.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.049265555555557 N,48.773331388888884 E	False	False
e0701_S23Sr1	S23Sr1	4	23.0	surface	1.0		desert biome	sand dune	29/08/2024	20.049265555555557 N,48.773331388888884 E	False	False
e0702_S23Dr1	S23Dr1	4	23.0	deep	1.0		desert biome	sand dune	29/08/2024	20.049265555555557 N,48.773331388888884 E	False	False
e0703_S29PRr1	S29PRr1	4	29.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.2597976 N,49.5675445 E	False	False
e0704_S29Sr1	S29Sr1	4	29.0	surface	1.0		desert biome	sand dune	29/08/2024	20.2597976 N,49.5675445 E	False	False
e0705_S29Dr1	S29Dr1	4	29.0	deep	1.0		desert biome	sand dune	29/08/2024	20.2597976 N,49.5675445 E	False	False
e0706_S30PRr1	S30PRr1	4	30.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.269303055555554 N,49.68367333333333 E	False	False
e0707_S30Sr1	S30Sr1	4	30.0	surface	1.0		desert biome	sand dune	30/08/2024	20.269303055555554 N,49.68367333333333 E	False	False
e0708_S30Dr1	S30Dr1	4	30.0	deep	1.0		desert biome	sand dune	30/08/2024	20.269303055555554 N,49.68367333333333 E	False	False
e0709_S3PRr1	S3PRr1	4	3.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.301079444444444 N,45.384414166666666 E	False	False
e0710_S3Sr1	S3Sr1	4	3.0	surface	1.0		desert biome	sand dune	29/08/2024	19.301079444444444 N,45.384414166666666 E	False	False
e0711_S3Dr1	S3Dr1	4	3.0	deep	1.0		desert biome	sand dune	29/08/2024	19.301079444444444 N,45.384414166666666 E	False	False
e0712_S7PRr1	S7PRr1	4	7.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.407005277777778 N,45.953943611111114 E	False	False
e0713_S7Sr1	S7Sr1	4	7.0	surface	1.0		desert biome	sand dune	29/08/2024	19.407005277777778 N,45.953943611111114 E	False	False
e0714_S7Dr1	S7Dr1	4	7.0	deep	1.0		desert biome	sand dune	29/08/2024	19.407005277777778 N,45.953943611111114 E	False	False
e0715_S14PRr1	S14PRr1	4	14.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.581338055555555 N,47.2920225 E	False	False
e0716_S14Sr1	S14Sr1	4	14.0	surface	1.0		desert biome	sand dune	29/08/2024	19.581338055555555 N,47.2920225 E	False	False
e0717_S14Dr1	S14Dr1	4	14.0	deep	1.0		desert biome	sand dune	29/08/2024	19.581338055555555 N,47.2920225 E	False	False
e0718_S21PRr1	S21PRr1	4	21.0	plant_rhizosphere	1.0		desert biome	oilspill	29/08/2024	19.9011325 N,48.48646388888889 E	False	False
e0719_S21Sr1	S21Sr1	4	21.0	surface	1.0		desert biome	oilspill	29/08/2024	19.9011325 N,48.48646388888889 E	False	False
e0720_S21Dr1	S21Dr1	4	21.0	deep	1.0		desert biome	oilspill	29/08/2024	19.9011325 N,48.48646388888889 E	False	False
e0721_S31PRr1	S31PRr1	4	31.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.294623333333334 N,49.891405 E	False	False
e0722_S31Sr1	S31Sr1	4	31.0	surface	1.0		desert biome	sand dune	30/08/2024	20.294623333333334 N,49.891405 E	False	False
e0723_S31Dr1	S31Dr1	4	31.0	deep	1.0		desert biome	sand dune	30/08/2024	20.294623333333334 N,49.891405 E	False	False
e0724_S48PRr1	S48PRr1	4	48.0	plant_rhizosphere	1.0		desert biome	desert oasis	30/08/2024	20.568648333333332 N,53.09404833333333 E	False	False
e0725_S48Sr1	S48Sr1	4	48.0	surface	1.0		desert biome	desert oasis	30/08/2024	20.568648333333332 N,53.09404833333333 E	False	False
e0726_S48Dr1	S48Dr1	4	48.0	deep	1.0		desert biome	desert oasis	30/08/2024	20.568648333333332 N,53.09404833333333 E	False	False
e0727_S32PRr1	S32PRr1	4	32.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.310684166666668 N,50.09302138888889 E	False	False
e0728_S32Sr1	S32Sr1	4	32.0	surface	1.0		desert biome	sand dune	30/08/2024	20.310684166666668 N,50.09302138888889 E	False	False
e0729_S32Dr1	S32Dr1	4	32.0	deep	1.0		desert biome	sand dune	30/08/2024	20.310684166666668 N,50.09302138888889 E	False	False
e0730_S39PRr1	S39PRr1	4	39.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.51023 N, 51.59742 E	False	False
e0731_S39Sr1	S39Sr1	4	39.0	surface	1.0		desert biome	sand dune	30/08/2024	20.51023 N, 51.59742 E	False	False
e0732_S39Dr1	S39Dr1	4	39.0	deep	1.0		desert biome	sand dune	30/08/2024	20.51023 N, 51.59742 E	False	False
e0733_S50PRr1	S50PRr1	4	50.0	plant_rhizosphere	1.0		desert biome	sand dune	31/08/2024	20.71385 N, 53.41230 E	False	False
e0734_S50Sr1	S50Sr1	4	50.0	surface	1.0		desert biome	sand dune	31/08/2024	20.71385 N, 53.41230 E	False	False
e0735_S50Dr1	S50Dr1	4	50.0	deep	1.0		desert biome	sand dune	31/08/2024	20.71385 N, 53.41230 E	False	False
e0736_S1PRr1	S1PRr1	4	1.0	plant_rhizosphere	1.0		desert biome	gravel	29/08/2024	19.149770555555556 N,45.166511388888885 E	False	False
e0737_S1Sr1	S1Sr1	4	1.0	surface	1.0		desert biome	gravel	29/08/2024	19.149770555555556 N,45.166511388888885 E	False	False
e0738_S1Dr1	S1Dr1	4	1.0	deep	1.0		desert biome	gravel	29/08/2024	19.149770555555556 N,45.166511388888885 E	False	False
e0739_S5PRr1	S5PRr1	4	5.0	plant_rhizosphere	1.0		desert biome	saline pan	29/08/2024	19.407155277777775 N,45.659501388888884 E	False	False
e0740_S5Sr1	S5Sr1	4	5.0	surface	1.0		desert biome	saline pan	29/08/2024	19.407155277777775 N,45.659501388888884 E	False	False
e0741_S5Dr1	S5Dr1	4	5.0	deep	1.0		desert biome	saline pan	29/08/2024	19.407155277777775 N,45.659501388888884 E	False	False
e0742_S10PRr1	S10PRr1	4	10.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.420469722222222 N,46.460795277777784 E	False	False
e0743_S10Sr1	S10Sr1	4	10.0	surface	1.0		desert biome	sand dune	29/08/2024	19.420469722222222 N,46.460795277777784 E	False	False
e0744_S10Dr1	S10Dr1	4	10.0	deep	1.0		desert biome	sand dune	29/08/2024	19.420469722222222 N,46.460795277777784 E	False	False
e0745_S20PRr1	S20PRr1	4	20.0	plant_rhizosphere	1.0		desert biome	dune slack	29/08/2024	19.869310833333333 N,48.42464444444444 E	False	False
e0746_S20Sr1	S20Sr1	4	20.0	surface	1.0		desert biome	dune slack	29/08/2024	19.869310833333333 N,48.42464444444444 E	False	False
e0747_S20Dr1	S20Dr1	4	20.0	deep	1.0		desert biome	dune slack	29/08/2024	19.869310833333333 N,48.42464444444444 E	False	False
e0748_S24PRr1	S24PRr1	4	24.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.09273861111111 N,48.89939527777778 E	False	False
e0749_S24Sr1	S24Sr1	4	24.0	surface	1.0		desert biome	sand dune	29/08/2024	20.09273861111111 N,48.89939527777778 E	False	False
e0750_S24Dr1	S24Dr1	4	24.0	deep	1.0		desert biome	sand dune	29/08/2024	20.09273861111111 N,48.89939527777778 E	False	False
e0751_S34PRr1	S34PRr1	4	34.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.344394444444443 N,50.5153725 E	False	False
e0752_S34Sr1	S34Sr1	4	34.0	surface	1.0		desert biome	sand dune	30/08/2024	20.344394444444443 N,50.5153725 E	False	False
e0754_S40Sr1	S40Sr1	4	40.0	surface	1.0		desert biome	sand dune	30/08/2024	20.54718 N, 51.82559 E	False	False
