picrust2_col	sample_id	trip	site	compartment	replicate	extraction_suffix	biome	feature	date	coordinates	is_control	duplicate_run
e0755_S40Dr1	S40Dr1	4	40.0	deep	1.0		desert biome	sand dune	30/08/2024	20.54718 N, 51.82559 E	False	False
e0756_S52PRr1	S52PRr1	4	52.0	plant_rhizosphere	1.0		desert biome	saline pan	31/08/2024	20.82784 N,53.57835 E	False	False
e0757_S52Sr1	S52Sr1	4	52.0	surface	1.0		desert biome	saline pan	31/08/2024	20.82784 N,53.57835 E	False	False
e0758_S52Dr1	S52Dr1	4	52.0	deep	1.0		desert biome	saline pan	31/08/2024	20.82784 N,53.57835 E	False	False
e0759_S19PRr1	S19PRr1	4	19.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.81231916666667 N,48.24049472222222 E	False	False
e0760_S19Sr1	S19Sr1	4	19.0	surface	1.0		desert biome	sand dune	29/08/2024	19.81231916666667 N,48.24049472222222 E	False	False
e0761_S19Dr1	S19Dr1	4	19.0	deep	1.0		desert biome	sand dune	29/08/2024	19.81231916666667 N,48.24049472222222 E	False	False
e0762_S26PRr1	S26PRr1	4	26.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	20.148753888888887 N,49.07873861111111 E	False	False
e0763_S26Sr1	S26Sr1	4	26.0	surface	1.0		desert biome	sand dune	29/08/2024	20.148753888888887 N,49.07873861111111 E	False	False
e0764_S26Dr1	S26Dr1	4	26.0	deep	1.0		desert biome	sand dune	29/08/2024	20.148753888888887 N,49.07873861111111 E	False	False
e0765_S42PRr1	S42PRr1	4	42.0	plant_rhizosphere	1.0		desert biome	sand dune	30/08/2024	20.55516 N, 52.12403 E	False	False
e0766_S42Sr1	S42Sr1	4	42.0	surface	1.0		desert biome	sand dune	30/08/2024	20.55516 N, 52.12403 E	False	False
e0767_S42Dr1	S42Dr1	4	42.0	deep	1.0		desert biome	sand dune	30/08/2024	20.55516 N, 52.12403 E	False	False
e0775_F15PRr1	F15PRr1	3	15.0	plant_rhizosphere	1.0		desert biome	sand dune	17/02/2024	19.613749722222224 N,47.47587194444445 E	False	True
e0776_F20Sr3	F20Sr3	3	20.0	surface	3.0		desert biome	dune slack	18/02/2024	19.869310833333333 N,48.42464444444444 E	False	True
e0777_F24PRr3	F24PRr3	3	24.0	plant_rhizosphere	3.0		desert biome	sand dune	18/02/2024	20.09273861111111 N,48.89939527777778 E	False	True
e0778_F31Sr2	F31Sr2	3	31.0	surface	2.0		desert biome	sand dune	19/02/2024	20.294623333333334 N,49.891405 E	False	True
e0779_F31Sr3	F31Sr3	3	31.0	surface	3.0		desert biome	sand dune	19/02/2024	20.294623333333334 N,49.891405 E	False	True
e0780_F33Dr1	F33Dr1	3	33.0	deep	1.0		desert biome	sand dune	19/02/2024	20.317507777777777 N,50.30307027777778 E	False	True
e0781_F34Sr1	F34Sr1	3	34.0	surface	1.0		desert biome	sand dune	19/02/2024	20.344394444444443 N,50.5153725 E	False	True
e0782_F40Dr3	F40Dr3	3	40.0	deep	3.0		desert biome	sand dune	19/02/2024	20.54718 N, 51.82559 E	False	True
e0784_F41Dr3	F41Dr3	3	41.0	deep	3.0		desert biome	saline pan	19/02/2024	20.539777222222224 N,51.94610583333333 E	False	True
e0785_F43Dr1	F43Dr1	3	43.0	deep	1.0		desert biome	sand dune	20/02/2024	20.567575555555557 N,52.22413277777778 E	False	True
e0786_F43Sr2	F43Sr2	3	43.0	surface	2.0		desert biome	sand dune	20/02/2024	20.567575555555557 N,52.22413277777778 E	False	False
e0787_F47PRr1	F47PRr1	3	47.0	plant_rhizosphere	1.0		desert biome	sand dune	20/02/2024	20.54181555555556 N,52.868785833333334 E	False	True
e0788_F48PRr3	F48PRr3	3	48.0	plant_rhizosphere	3.0		desert biome	desert oasis	20/02/2024	20.568648333333332 N,53.09404833333333 E	False	True
e0789_F51Sr3	F51Sr3	3	51.0	surface	3.0		desert biome	saline pan	20/02/2024	20.79870 N, 53.48700 E	False	True
e0790_F52Sr2	F52Sr2	3	52.0	surface	2.0		desert biome	saline pan	20/02/2024	20.851514166666668 N,53.75788444444444 E	False	True
e0791_F55Sr1	F55Sr1	3	55.0	surface	1.0		desert biome	saline pan	21/02/2024	20.9022725 N,54.0024376 E	False	True
e0792_F56Sr2	F56Sr2	3	56.0	surface	2.0		desert biome	saline pan	21/02/2024	20.821580833333332 N,54.22385916666667 E	False	True
e0793_F56Sr3	F56Sr3	3	56.0	surface	3.0		desert biome	saline pan	21/02/2024	20.821580833333332 N,54.22385916666667 E	False	True
e0794_F57Dr1	F57Dr1	3	57.0	deep	1.0		desert biome	sand dune	21/02/2024	20.7349775 N,54.41764333333333 E	False	True
e0795_F57Sr3	F57Sr3	3	57.0	surface	3.0		desert biome	sand dune	21/02/2024	20.7349775 N,54.41764333333333 E	False	True
e0796_F58Dr1	F58Dr1	3	58.0	deep	1.0		desert biome	sand dune	21/02/2024	20.66540111111111 N,54.59327444444445 E	False	True
e0797_F58Sr3	F58Sr3	3	58.0	surface	3.0		desert biome	sand dune	21/02/2024	20.66540111111111 N,54.59327444444445 E	False	True
e0798_F59Dr2	F59Dr2	3	59.0	deep	2.0		desert biome	desert oasis	21/02/2024	20.65626 N,54.635868055555555 E	False	True
e0799_F59PRr1	F59PRr1	3	59.0	plant_rhizosphere	1.0		desert biome	desert oasis	21/02/2024	20.65626 N,54.635868055555555 E	False	True
e0800_F59Sr3	F59Sr3	3	59.0	surface	3.0		desert biome	desert oasis	21/02/2024	20.65626 N,54.635868055555555 E	False	True
e0801_F60PRr1	F60PRr1	3	60.0	plant_rhizosphere	1.0		desert biome	desert oasis	21/02/2024	20.706374444444442 N,54.732105555555556 E	False	True
e0802_F60PRr2	F60PRr2	3	60.0	plant_rhizosphere	2.0		desert biome	desert oasis	21/02/2024	20.706374444444442 N,54.732105555555556 E	False	True
e0803_F60Sr3	F60Sr3	3	60.0	surface	3.0		desert biome	desert oasis	21/02/2024	20.706374444444442 N,54.732105555555556 E	False	True
e0804_T1Dr1	T1Dr1	2	1.0	deep	1.0		desert biome	gravel	14/07/2023	19.149770555555556 N,45.166511388888885 E	False	True
e0805_1Dr3	1Dr3	1	1.0	deep	3.0		desert biome	gravel	17/03/2023	19.149770555555556 N,45.166511388888885 E	False	False
e0806_1Sr2	1Sr2	1	1.0	surface	2.0		desert biome	gravel	17/03/2023	19.149770555555556 N,45.166511388888885 E	False	False
e0807_2Dr2	2Dr2	1	2.0	deep	2.0		desert biome	sand dune	17/03/2023	19.203468333333333 N,45.2447675 E	False	False
e0808_2Sr1	2Sr1	1	2.0	surface	1.0		desert biome	sand dune	17/03/2023	19.203468333333333 N,45.2447675 E	False	False
e0809_2PRr1	2PRr1	1	2.0	plant_rhizosphere	1.0		desert biome	sand dune	17/03/2023	19.203468333333333 N,45.2447675 E	False	False
e0810_3Dr3	3Dr3	1	3.0	deep	3.0		desert biome	sand dune	17/03/2023	19.301079444444444 N,45.384414166666666 E	False	False
e0811_3Sr1	3Sr1	1	3.0	surface	1.0		desert biome	sand dune	17/03/2023	19.301079444444444 N,45.384414166666666 E	False	False
e0812_3PRr2	3PRr2	1	3.0	plant_rhizosphere	2.0		desert biome	sand dune	17/03/2023	19.301079444444444 N,45.384414166666666 E	False	False
e0813_4Dr1	4Dr1	1	4.0	deep	1.0		desert biome	saline pan	17/03/2023	19.379571666666667 N,45.55182694444444 E	False	False
e0814_5Dr2	5Dr2	1	5.0	deep	2.0		desert biome	saline pan	17/03/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0815_5Sr2	5Sr2	1	5.0	surface	2.0		desert biome	saline pan	17/03/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0816_6Dr3	6Dr3	1	6.0	deep	3.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0817_6Sr1	6Sr1	1	6.0	surface	1.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0818_6PRr1	6PRr1	1	6.0	plant_rhizosphere	1.0		desert biome	saline pan	17/03/2023	19.405739166666667 N,45.8161425 E	False	False
e0819_7Dr1	7Dr1	1	7.0	deep	1.0		desert biome	sand dune	17/03/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0821_7PRr2	7PRr2	1	7.0	plant_rhizosphere	2.0		desert biome	sand dune	17/03/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0822_8Sr2	8Sr2	1	8.0	surface	2.0		desert biome	sand dune	17/03/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0823_8PRr1	8PRr1	1	8.0	plant_rhizosphere	1.0		desert biome	sand dune	17/03/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0824_8PRr2	8PRr2	1	8.0	plant_rhizosphere	2.0		desert biome	sand dune	17/03/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0825_11PRr1	11PRr1	1	11.0	plant_rhizosphere	1.0		desert biome	sand dune	17/03/2023	19.44435222222222 N,46.6356325 E	False	False
e0826_12Sr2	12Sr2	1	12.0	surface	2.0		desert biome	sand dune	17/03/2023	19.47793361111111 N,46.83437333333334 E	False	False
e0827_14Dr2	14Dr2	1	14.0	deep	2.0		desert biome	sand dune	17/03/2023	19.581338055555555 N,47.2920225 E	False	False
e0828_16PRr1	16PRr1	1	16.0	plant_rhizosphere	1.0		desert biome	sand dune	17/03/2023	19.644455833333332 N,47.62611861111111 E	False	False
e0829_17Dr2	17Dr2	1	17.0	deep	2.0		desert biome	sand dune	17/03/2023	19.676460000000002 N,47.82730555555556 E	False	False
e0830_17Sr1	17Sr1	1	17.0	surface	1.0		desert biome	sand dune	17/03/2023	19.676460000000002 N,47.82730555555556 E	False	False
e0831_17Sr2	17Sr2	1	17.0	surface	2.0		desert biome	sand dune	17/03/2023	19.676460000000002 N,47.82730555555556 E	False	False
e0832_17Sr3	17Sr3	1	17.0	surface	3.0		desert biome	sand dune	17/03/2023	19.676460000000002 N,47.82730555555556 E	False	False
e0833_17PRr3	17PRr3	1	17.0	plant_rhizosphere	3.0		desert biome	sand dune	17/03/2023	19.676460000000002 N,47.82730555555556 E	False	False
e0834_18Dr2	18Dr2	1	18.0	deep	2.0		desert biome	sand dune	18/03/2023	19.732518055555555 N,48.046860555555554 E	False	False
e0835_21Sr3	21Sr3	1	21.0	surface	3.0		desert biome	oilspill	18/03/2023	19.9011325 N,48.48646388888889 E	False	False
e0836_22Dr3	22Dr3	1	22.0	deep	3.0		desert biome	saline pan	18/03/2023	19.97866972222222 N,48.63943555555556 E	False	False
e0837_23Dr3	23Dr3	1	23.0	deep	3.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0838_23Sr3	23Sr3	1	23.0	surface	3.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0839_23PRr1	23PRr1	1	23.0	plant_rhizosphere	1.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0840_24Sr2	24Sr2	1	24.0	surface	2.0		desert biome	sand dune	18/03/2023	20.09273861111111 N,48.89939527777778 E	False	False
e0841_26Sr1	26Sr1	1	26.0	surface	1.0		desert biome	sand dune	18/03/2023	20.148753888888887 N,49.07873861111111 E	False	False
e0842_27Dr2	27Dr2	1	27.0	deep	2.0		desert biome	sand dune	18/03/2023	20.2038574 N,49.1959834 E	False	False
e0843_28Sr1	28Sr1	1	28.0	surface	1.0		desert biome	sand dune	18/03/2023	20.24376861111111 N,49.37088472222222 E	False	False
e0844_28PRr1	28PRr1	1	28.0	plant_rhizosphere	1.0		desert biome	sand dune	18/03/2023	20.24376861111111 N,49.37088472222222 E	False	False
e0845_30Sr2	30Sr2	1	30.0	surface	2.0		desert biome	sand dune	18/03/2023	20.269303055555554 N,49.68367333333333 E	False	False
e0846_31Sr3	31Sr3	1	31.0	surface	3.0		desert biome	sand dune	18/03/2023	20.294623333333334 N,49.891405 E	False	False
e0847_32Dr3	32Dr3	1	32.0	deep	3.0		desert biome	sand dune	18/03/2023	20.310684166666668 N,50.09302138888889 E	False	False
e0848_33Dr3	33Dr3	1	33.0	deep	3.0		desert biome	sand dune	18/03/2023	20.317507777777777 N,50.30307027777778 E	False	False
e0849_35PRr3	35PRr3	1	35.0	plant_rhizosphere	3.0		desert biome	sand dune	18/03/2023	20.371795833333334 N,50.72999222222222 E	False	False
e0850_36Sr2	36Sr2	1	36.0	surface	2.0		desert biome	sand dune	19/03/2023	20.42319 N, 51.14483 E	False	False
e0851_38PRr3	38PRr3	1	38.0	plant_rhizosphere	3.0		desert biome	sand dune	19/03/2023	20.4610275 N,51.370224722222225 E	False	False
e0852_39Dr3	39Dr3	1	39.0	deep	3.0		desert biome	sand dune	19/03/2023	20.51023 N, 51.59742 E	False	False
e0853_39PRr2	39PRr2	1	39.0	plant_rhizosphere	2.0		desert biome	sand dune	19/03/2023	20.51023 N, 51.59742 E	False	False
e0854_41Dr1	41Dr1	1	41.0	deep	1.0		desert biome	saline pan	19/03/2023	20.539777222222224 N,51.94610583333333 E	False	False
e0855_42Sr3	42Sr3	1	42.0	surface	3.0		desert biome	sand dune	19/03/2023	20.55516 N, 52.12403 E	False	False
e0856_48PRr3	48PRr3	1	48.0	plant_rhizosphere	3.0		desert biome	desert oasis	19/03/2023	20.568648333333332 N,53.09404833333333 E	False	False
e0857_50Sr2	50Sr2	1	50.0	surface	2.0		desert biome	sand dune	20/03/2023	20.71385 N, 53.41230 E	False	False
e0858_53Sr3	53Sr3	1	53.0	surface	3.0		desert biome	sand dune	20/03/2023	20.851514166666668 N,53.75788444444444 E	False	False
e0859_53PRr1	53PRr1	1	53.0	plant_rhizosphere	1.0		desert biome	sand dune	20/03/2023	20.851514166666668 N,53.75788444444444 E	False	False
e0860_55Sr1	55Sr1	1	55.0	surface	1.0		desert biome	saline pan	20/03/2023	20.9022725 N,54.0024376 E	False	False
e0861_61Sr2	61Sr2	1	61.0	surface	2.0						False	False
e0862_T2Dr2	T2Dr2	2	2.0	deep	2.0		desert biome	sand dune	14/07/2023	19.203468333333333 N,45.2447675 E	False	False
e0863_T2PRr1	T2PRr1	2	2.0	plant_rhizosphere	1.0		desert biome	sand dune	14/07/2023	19.203468333333333 N,45.2447675 E	False	False
e0864_T3Dr2	T3Dr2	2	3.0	deep	2.0		desert biome	sand dune	14/07/2023	19.301079444444444 N,45.384414166666666 E	False	False
e0865_T5Sr3	T5Sr3	2	5.0	surface	3.0		desert biome	saline pan	14/07/2023	19.407155277777775 N,45.659501388888884 E	False	False
e0866_T6PRr2	T6PRr2	2	6.0	plant_rhizosphere	2.0		desert biome	saline pan	14/07/2023	19.405739166666667 N,45.8161425 E	False	False
e0867_T7PRr2	T7PRr2	2	7.0	plant_rhizosphere	2.0		desert biome	sand dune	14/07/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0868_T8Dr1	T8Dr1	2	8.0	deep	1.0		desert biome	sand dune	14/07/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0869_T8PRr1	T8PRr1	2	8.0	plant_rhizosphere	1.0		desert biome	sand dune	14/07/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0873_F1PRr2	F1PRr2	3	1.0	plant_rhizosphere	2.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	True
e0876_S18PRr1	S18PRr1	4	18.0	plant_rhizosphere	1.0		desert biome	sand dune	29/08/2024	19.732518055555555 N,48.046860555555554 E	False	False
e0877_S18Sr1	S18Sr1	4	18.0	surface	1.0		desert biome	sand dune	29/08/2024	19.732518055555555 N,48.046860555555554 E	False	False
e0878_S18Dr1	S18Dr1	4	18.0	deep	1.0		desert biome	sand dune	29/08/2024	19.732518055555555 N,48.046860555555554 E	False	False
e0880_3Sr3	3Sr3	1	3.0	surface	3.0		desert biome	sand dune	17/03/2023	19.301079444444444 N,45.384414166666666 E	False	False
e0881_4Dr2	4Dr2	1	4.0	deep	2.0		desert biome	saline pan	17/03/2023	19.379571666666667 N,45.55182694444444 E	False	False
e0882_7Dr2	7Dr2	1	7.0	deep	2.0		desert biome	sand dune	17/03/2023	19.407005277777778 N,45.953943611111114 E	False	False
e0883_8PRr3	8PRr3	1	8.0	plant_rhizosphere	3.0		desert biome	sand dune	17/03/2023	19.393154166666665 N,46.110734722222226 E	False	False
e0884_10PRr3	10PRr3	1	10.0	plant_rhizosphere	3.0		desert biome	sand dune	17/03/2023	19.420469722222222 N,46.460795277777784 E	False	False
e0885_11Dr1	11Dr1	1	11.0	deep	1.0		desert biome	sand dune	17/03/2023	19.44435222222222 N,46.6356325 E	False	False
e0886_11PRr2	11PRr2	1	11.0	plant_rhizosphere	2.0		desert biome	sand dune	17/03/2023	19.44435222222222 N,46.6356325 E	False	False
e0887_12Dr2	12Dr2	1	12.0	deep	2.0		desert biome	sand dune	17/03/2023	19.47793361111111 N,46.83437333333334 E	False	False
e0888_12Dr3	12Dr3	1	12.0	deep	3.0		desert biome	sand dune	17/03/2023	19.47793361111111 N,46.83437333333334 E	False	False
e0889_19Dr3	19Dr3	1	19.0	deep	3.0		desert biome	sand dune	18/03/2023	19.81231916666667 N,48.24049472222222 E	False	False
e0890_19Sr1	19Sr1	1	19.0	surface	1.0		desert biome	sand dune	18/03/2023	19.81231916666667 N,48.24049472222222 E	False	False
e0891_19Sr3	19Sr3	1	19.0	surface	3.0		desert biome	sand dune	18/03/2023	19.81231916666667 N,48.24049472222222 E	False	False
e0892_20Dr1	20Dr1	1	20.0	deep	1.0		desert biome	dune slack	18/03/2023	19.869310833333333 N,48.42464444444444 E	False	False
e0893_20Sr1	20Sr1	1	20.0	surface	1.0		desert biome	dune slack	18/03/2023	19.869310833333333 N,48.42464444444444 E	False	False
e0894_20Sr3	20Sr3	1	20.0	surface	3.0		desert biome	dune slack	18/03/2023	19.869310833333333 N,48.42464444444444 E	False	False
e0895_22Sr1	22Sr1	1	22.0	surface	1.0		desert biome	saline pan	18/03/2023	19.97866972222222 N,48.63943555555556 E	False	False
e0896_22Sr3	22Sr3	1	22.0	surface	3.0		desert biome	saline pan	18/03/2023	19.97866972222222 N,48.63943555555556 E	False	False
e0897_23PRr2	23PRr2	1	23.0	plant_rhizosphere	2.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0898_23PRr3	23PRr3	1	23.0	plant_rhizosphere	3.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0899_23Sr1	23Sr1	1	23.0	surface	1.0		desert biome	sand dune	18/03/2023	20.049265555555557 N,48.773331388888884 E	False	False
e0900_24Sr1	24Sr1	1	24.0	surface	1.0		desert biome	sand dune	18/03/2023	20.09273861111111 N,48.89939527777778 E	False	False
e0901_29PRr2	29PRr2	1	29.0	plant_rhizosphere	2.0		desert biome	sand dune	18/03/2023	20.2597976 N,49.5675445 E	False	False
e0902_29Sr2	29Sr2	1	29.0	surface	2.0		desert biome	sand dune	18/03/2023	20.2597976 N,49.5675445 E	False	False
e0903_32PRr1	32PRr1	1	32.0	plant_rhizosphere	1.0		desert biome	sand dune	18/03/2023	20.310684166666668 N,50.09302138888889 E	False	False
e0904_32PRr3	32PRr3	1	32.0	plant_rhizosphere	3.0		desert biome	sand dune	18/03/2023	20.310684166666668 N,50.09302138888889 E	False	False
e0905_33Dr1	33Dr1	1	33.0	deep	1.0		desert biome	sand dune	18/03/2023	20.317507777777777 N,50.30307027777778 E	False	False
e0906_33Sr2	33Sr2	1	33.0	surface	2.0		desert biome	sand dune	18/03/2023	20.317507777777777 N,50.30307027777778 E	False	False
e0907_34Dr3	34Dr3	1	34.0	deep	3.0		desert biome	sand dune	18/03/2023	20.344394444444443 N,50.5153725 E	False	False
e0908_35PRr1	35PRr1	1	35.0	plant_rhizosphere	1.0		desert biome	sand dune	18/03/2023	20.371795833333334 N,50.72999222222222 E	False	False
e0909_35Sr1	35Sr1	1	35.0	surface	1.0		desert biome	sand dune	18/03/2023	20.371795833333334 N,50.72999222222222 E	False	False
e0910_36Sr1	36Sr1	1	36.0	surface	1.0		desert biome	sand dune	19/03/2023	20.42319 N, 51.14483 E	False	False
e0911_38Sr3	38Sr3	1	38.0	surface	3.0		desert biome	sand dune	19/03/2023	20.4610275 N,51.370224722222225 E	False	False
e0912_40PRr3	40PRr3	1	40.0	plant_rhizosphere	3.0		desert biome	sand dune	19/03/2023	20.54718 N, 51.82559 E	False	False
e0913_43Sr1	43Sr1	1	43.0	surface	1.0		desert biome	sand dune	19/03/2023	20.567575555555557 N,52.22413277777778 E	False	False
e0914_44PRr2	44PRr2	1	44.0	plant_rhizosphere	2.0		desert biome	sand dune	19/03/2023	20.56783 N, 52.41036 E	False	False
e0915_45Dr1	45Dr1	1	45.0	deep	1.0		desert biome	sand dune	19/03/2023	20.56346 N, 52.46776 E	False	False
e0916_45Sr1	45Sr1	1	45.0	surface	1.0		desert biome	sand dune	19/03/2023	20.56346 N, 52.46776 E	False	False
e0917_46Dr1	46Dr1	1	46.0	deep	1.0		desert biome	sand dune	19/03/2023	20.553746111111113 N,52.66920777777778 E	False	False
e0918_46Sr3	46Sr3	1	46.0	surface	3.0		desert biome	sand dune	19/03/2023	20.553746111111113 N,52.66920777777778 E	False	False
e0919_49PRr2	49PRr2	1	49.0	plant_rhizosphere	2.0		desert biome	sand dune	19/03/2023	20.644662222222223 N,53.28794 E	False	False
e0920_51Sr2	51Sr2	1	51.0	surface	2.0		desert biome	saline pan	20/03/2023	20.79870 N, 53.48700 E	False	False
e0921_50PRr1	50PRr1	1	50.0	plant_rhizosphere	1.0		desert biome	sand dune	20/03/2023	20.71385 N, 53.41230 E	False	False
e0922_54Dr1	54Dr1	1	54.0	deep	1.0		desert biome	aeolian lake	20/03/2023	20.92017888888889 N,53.962204444444446 E	False	False
e0923_54Dr2	54Dr2	1	54.0	deep	2.0		desert biome	aeolian lake	20/03/2023	20.92017888888889 N,53.962204444444446 E	False	False
e0924_55PRr1	55PRr1	1	55.0	plant_rhizosphere	1.0		desert biome	saline pan	20/03/2023	20.9022725 N,54.0024376 E	False	False
e0925_57PRr1	57PRr1	1	57.0	plant_rhizosphere	1.0		desert biome	sand dune	20/03/2023	20.7349775 N,54.41764333333333 E	False	False
e0926_57Sr2	57Sr2	1	57.0	surface	2.0		desert biome	sand dune	20/03/2023	20.7349775 N,54.41764333333333 E	False	False
e0927_60Dr2	60Dr2	1	60.0	deep	2.0		desert biome	desert oasis	20/03/2023	20.706374444444442 N,54.732105555555556 E	False	False
e0928_60Dr3	60Dr3	1	60.0	deep	3.0		desert biome	desert oasis	20/03/2023	20.706374444444442 N,54.732105555555556 E	False	False
e681_T1Dr1	T1Dr1	2	1.0	deep	1.0		desert biome	gravel	14/07/2023	19.149770555555556 N,45.166511388888885 E	False	True
e683_T4PRr1	T4PRr1	2	4.0	plant_rhizosphere	1.0		desert biome	saline pan	14/07/2023	19.379571666666667 N,45.55182694444444 E	False	False
e695_T6Dr2	T6Dr2	2	6.0	deep	2.0		desert biome	saline pan	14/07/2023	19.405739166666667 N,45.8161425 E	False	False
e705_T5PRr1	T5PRr1	2	5.0	plant_rhizosphere	1.0		desert biome	saline pan	14/07/2023	19.407155277777775 N,45.659501388888884 E	False	False
e707_T7Dr3	T7Dr3	2	7.0	deep	3.0		desert biome	sand dune	14/07/2023	19.407005277777778 N,45.953943611111114 E	False	False
e717_T6PRr3	T6PRr3	2	6.0	plant_rhizosphere	3.0		desert biome	saline pan	14/07/2023	19.405739166666667 N,45.8161425 E	False	False
e719_T8Sr3	T8Sr3	2	8.0	surface	3.0		desert biome	sand dune	14/07/2023	19.393154166666665 N,46.110734722222226 E	False	False
e729_T8Dr3	T8Dr3	2	8.0	deep	3.0		desert biome	sand dune	14/07/2023	19.393154166666665 N,46.110734722222226 E	False	False
e730_T6Dr1	T6Dr1	2	6.0	deep	1.0		desert biome	saline pan	14/07/2023	19.405739166666667 N,45.8161425 E	False	False
e734_T5Sr2	T5Sr2	2	5.0	surface	2.0		desert biome	saline pan	14/07/2023	19.407155277777775 N,45.659501388888884 E	False	False
e740_T6Sr3	T6Sr3	2	6.0	surface	3.0		desert biome	saline pan	14/07/2023	19.405739166666667 N,45.8161425 E	False	False
e743_T4PRr2	T4PRr2	2	4.0	plant_rhizosphere	2.0		desert biome	saline pan	14/07/2023	19.379571666666667 N,45.55182694444444 E	False	False
e744_T8PRr3	T8PRr3	2	8.0	plant_rhizosphere	3.0		desert biome	sand dune	14/07/2023	19.393154166666665 N,46.110734722222226 E	False	False
e752_T7PRr1	T7PRr1	2	7.0	plant_rhizosphere	1.0		desert biome	sand dune	14/07/2023	19.407005277777778 N,45.953943611111114 E	False	False
e753_T4Sr1	T4Sr1	2	4.0	surface	1.0		desert biome	saline pan	14/07/2023	19.379571666666667 N,45.55182694444444 E	False	False
e756_T2PRr3	T2PRr3	2	2.0	plant_rhizosphere	3.0		desert biome	sand dune	14/07/2023	19.203468333333333 N,45.2447675 E	False	False
e758_T7PRr3	T7PRr3	2	7.0	plant_rhizosphere	3.0		desert biome	sand dune	14/07/2023	19.407005277777778 N,45.953943611111114 E	False	False
e767_T1PRr3	T1PRr3	2	1.0	plant_rhizosphere	3.0		desert biome	gravel	14/07/2023	19.149770555555556 N,45.166511388888885 E	False	False
e768_T5Sr1	T5Sr1	2	5.0	surface	1.0		desert biome	saline pan	14/07/2023	19.407155277777775 N,45.659501388888884 E	False	False
e8287_F1Dr1	F1Dr1	3	1.0	deep	1.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8288_F1Dr2	F1Dr2	3	1.0	deep	2.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8289_F1Dr3	F1Dr3	3	1.0	deep	3.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8290_F1Sr1	F1Sr1	3	1.0	surface	1.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8291_F1Sr2	F1Sr2	3	1.0	surface	2.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8292_F1Sr3	F1Sr3	3	1.0	surface	3.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8293_F1PRr1	F1PRr1	3	1.0	plant_rhizosphere	1.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8295_F1PRr3	F1PRr3	3	1.0	plant_rhizosphere	3.0		desert biome	gravel	17/02/2024	19.149770555555556 N,45.166511388888885 E	False	False
e8296_F2Dr1	F2Dr1	3	2.0	deep	1.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8297_F2Dr2	F2Dr2	3	2.0	deep	2.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8298_F2Dr3	F2Dr3	3	2.0	deep	3.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8299_F2Sr1	F2Sr1	3	2.0	surface	1.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8300_F2Sr2	F2Sr2	3	2.0	surface	2.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8301_F2Sr3	F2Sr3	3	2.0	surface	3.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8302_F2PRr1	F2PRr1	3	2.0	plant_rhizosphere	1.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
e8303_F2PRr2	F2PRr2	3	2.0	plant_rhizosphere	2.0		desert biome	sand dune	17/02/2024	19.203468333333333 N,45.2447675 E	False	False
