sampleID	forwardReads	reverseReads	run	source_sample_name	biosample_accession	experiment_accession	library_name	bioproject	umbrella_project	campaign	compartment	is_control	in_ledger
9Sr2	${EQ_READS_DIR}/ERR16062315_1.fastq.gz	${EQ_READS_DIR}/ERR16062315_2.fastq.gz	ERR16062315	9Sr2	ERS28393000	ERX15452497	9Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
9Sr3	${EQ_READS_DIR}/ERR16062316_1.fastq.gz	${EQ_READS_DIR}/ERR16062316_2.fastq.gz	ERR16062316	9Sr3	ERS28393001	ERX15452498	9Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
9PRr2	${EQ_READS_DIR}/ERR16062317_1.fastq.gz	${EQ_READS_DIR}/ERR16062317_2.fastq.gz	ERR16062317	9PRr2	ERS28393002	ERX15452499	9PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
9PRr3	${EQ_READS_DIR}/ERR16062318_1.fastq.gz	${EQ_READS_DIR}/ERR16062318_2.fastq.gz	ERR16062318	9PRr3	ERS28393003	ERX15452500	9PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
10Dr1	${EQ_READS_DIR}/ERR16062319_1.fastq.gz	${EQ_READS_DIR}/ERR16062319_2.fastq.gz	ERR16062319	10Dr1	ERS28393004	ERX15452501	10Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
10Dr2	${EQ_READS_DIR}/ERR16062320_1.fastq.gz	${EQ_READS_DIR}/ERR16062320_2.fastq.gz	ERR16062320	10Dr2	ERS28393005	ERX15452502	10Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
10Sr2	${EQ_READS_DIR}/ERR16062321_1.fastq.gz	${EQ_READS_DIR}/ERR16062321_2.fastq.gz	ERR16062321	10Sr2	ERS28393006	ERX15452503	10Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
10Sr3	${EQ_READS_DIR}/ERR16062322_1.fastq.gz	${EQ_READS_DIR}/ERR16062322_2.fastq.gz	ERR16062322	10Sr3	ERS28393007	ERX15452504	10Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
10PRr2	${EQ_READS_DIR}/ERR16062323_1.fastq.gz	${EQ_READS_DIR}/ERR16062323_2.fastq.gz	ERR16062323	10PRr2	ERS28393008	ERX15452505	10PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
10PRr3	${EQ_READS_DIR}/ERR16062324_1.fastq.gz	${EQ_READS_DIR}/ERR16062324_2.fastq.gz	ERR16062324	10PRr3	ERS28393009	ERX15452506	10PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
11Dr1	${EQ_READS_DIR}/ERR16062325_1.fastq.gz	${EQ_READS_DIR}/ERR16062325_2.fastq.gz	ERR16062325	11Dr1	ERS28393010	ERX15452507	11Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
11Dr3	${EQ_READS_DIR}/ERR16062326_1.fastq.gz	${EQ_READS_DIR}/ERR16062326_2.fastq.gz	ERR16062326	11Dr3	ERS28393011	ERX15452508	11Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
11Sr2	${EQ_READS_DIR}/ERR16062327_1.fastq.gz	${EQ_READS_DIR}/ERR16062327_2.fastq.gz	ERR16062327	11Sr2	ERS28393012	ERX15452509	11Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
11PRr1	${EQ_READS_DIR}/ERR16062328_1.fastq.gz	${EQ_READS_DIR}/ERR16062328_2.fastq.gz	ERR16062328	11PRr1	ERS28393013	ERX15452510	11PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
11PRr2	${EQ_READS_DIR}/ERR16062329_1.fastq.gz	${EQ_READS_DIR}/ERR16062329_2.fastq.gz	ERR16062329	11PRr2	ERS28393014	ERX15452511	11PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
11PRr3	${EQ_READS_DIR}/ERR16062330_1.fastq.gz	${EQ_READS_DIR}/ERR16062330_2.fastq.gz	ERR16062330	11PRr3	ERS28393015	ERX15452512	11PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
12Dr2	${EQ_READS_DIR}/ERR16062331_1.fastq.gz	${EQ_READS_DIR}/ERR16062331_2.fastq.gz	ERR16062331	12Dr2	ERS28393016	ERX15452513	12Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
12Dr3	${EQ_READS_DIR}/ERR16062332_1.fastq.gz	${EQ_READS_DIR}/ERR16062332_2.fastq.gz	ERR16062332	12Dr3	ERS28393017	ERX15452514	12Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
12Sr1	${EQ_READS_DIR}/ERR16062333_1.fastq.gz	${EQ_READS_DIR}/ERR16062333_2.fastq.gz	ERR16062333	12Sr1	ERS28393018	ERX15452515	12Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
12Sr2	${EQ_READS_DIR}/ERR16062334_1.fastq.gz	${EQ_READS_DIR}/ERR16062334_2.fastq.gz	ERR16062334	12Sr2	ERS28393019	ERX15452516	12Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
12Sr3	${EQ_READS_DIR}/ERR16062335_1.fastq.gz	${EQ_READS_DIR}/ERR16062335_2.fastq.gz	ERR16062335	12Sr3	ERS28393020	ERX15452517	12Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
12PRr1	${EQ_READS_DIR}/ERR16062336_1.fastq.gz	${EQ_READS_DIR}/ERR16062336_2.fastq.gz	ERR16062336	12PRr1	ERS28393021	ERX15452518	12PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
12PRr3	${EQ_READS_DIR}/ERR16062337_1.fastq.gz	${EQ_READS_DIR}/ERR16062337_2.fastq.gz	ERR16062337	12PRr3	ERS28393022	ERX15452519	12PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
13Dr1	${EQ_READS_DIR}/ERR16062338_1.fastq.gz	${EQ_READS_DIR}/ERR16062338_2.fastq.gz	ERR16062338	13Dr1	ERS28393023	ERX15452520	13Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
13Dr3	${EQ_READS_DIR}/ERR16062339_1.fastq.gz	${EQ_READS_DIR}/ERR16062339_2.fastq.gz	ERR16062339	13Dr3	ERS28393024	ERX15452521	13Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
13Sr2	${EQ_READS_DIR}/ERR16062340_1.fastq.gz	${EQ_READS_DIR}/ERR16062340_2.fastq.gz	ERR16062340	13Sr2	ERS28393025	ERX15452522	13Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
14Dr1	${EQ_READS_DIR}/ERR16062341_1.fastq.gz	${EQ_READS_DIR}/ERR16062341_2.fastq.gz	ERR16062341	14Dr1	ERS28393026	ERX15452523	14Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
14Dr2	${EQ_READS_DIR}/ERR16062342_1.fastq.gz	${EQ_READS_DIR}/ERR16062342_2.fastq.gz	ERR16062342	14Dr2	ERS28393027	ERX15452524	14Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
14Dr3	${EQ_READS_DIR}/ERR16062343_1.fastq.gz	${EQ_READS_DIR}/ERR16062343_2.fastq.gz	ERR16062343	14Dr3	ERS28393028	ERX15452525	14Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
14Sr2	${EQ_READS_DIR}/ERR16062344_1.fastq.gz	${EQ_READS_DIR}/ERR16062344_2.fastq.gz	ERR16062344	14Sr2	ERS28393029	ERX15452526	14Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
14PRr1	${EQ_READS_DIR}/ERR16062345_1.fastq.gz	${EQ_READS_DIR}/ERR16062345_2.fastq.gz	ERR16062345	14PRr1	ERS28393030	ERX15452527	14PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
14PRr2	${EQ_READS_DIR}/ERR16062346_1.fastq.gz	${EQ_READS_DIR}/ERR16062346_2.fastq.gz	ERR16062346	14PRr2	ERS28393031	ERX15452528	14PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
15Dr1	${EQ_READS_DIR}/ERR16062347_1.fastq.gz	${EQ_READS_DIR}/ERR16062347_2.fastq.gz	ERR16062347	15Dr1	ERS28393032	ERX15452529	15Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
15Dr3	${EQ_READS_DIR}/ERR16062348_1.fastq.gz	${EQ_READS_DIR}/ERR16062348_2.fastq.gz	ERR16062348	15Dr3	ERS28393033	ERX15452530	15Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
15Sr1	${EQ_READS_DIR}/ERR16062349_1.fastq.gz	${EQ_READS_DIR}/ERR16062349_2.fastq.gz	ERR16062349	15Sr1	ERS28393034	ERX15452531	15Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
15Sr3	${EQ_READS_DIR}/ERR16062350_1.fastq.gz	${EQ_READS_DIR}/ERR16062350_2.fastq.gz	ERR16062350	15Sr3	ERS28393035	ERX15452532	15Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
15PRr1	${EQ_READS_DIR}/ERR16062351_1.fastq.gz	${EQ_READS_DIR}/ERR16062351_2.fastq.gz	ERR16062351	15PRr1	ERS28393036	ERX15452533	15PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
15PRr2	${EQ_READS_DIR}/ERR16062352_1.fastq.gz	${EQ_READS_DIR}/ERR16062352_2.fastq.gz	ERR16062352	15PRr2	ERS28393037	ERX15452534	15PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
15PRr3	${EQ_READS_DIR}/ERR16062353_1.fastq.gz	${EQ_READS_DIR}/ERR16062353_2.fastq.gz	ERR16062353	15PRr3	ERS28393038	ERX15452535	15PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
16Dr1	${EQ_READS_DIR}/ERR16062354_1.fastq.gz	${EQ_READS_DIR}/ERR16062354_2.fastq.gz	ERR16062354	16Dr1	ERS28393039	ERX15452536	16Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
16Dr3	${EQ_READS_DIR}/ERR16062355_1.fastq.gz	${EQ_READS_DIR}/ERR16062355_2.fastq.gz	ERR16062355	16Dr3	ERS28393040	ERX15452537	16Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
16Sr1	${EQ_READS_DIR}/ERR16062356_1.fastq.gz	${EQ_READS_DIR}/ERR16062356_2.fastq.gz	ERR16062356	16Sr1	ERS28393041	ERX15452538	16Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
16PRr1	${EQ_READS_DIR}/ERR16062357_1.fastq.gz	${EQ_READS_DIR}/ERR16062357_2.fastq.gz	ERR16062357	16PRr1	ERS28393042	ERX15452539	16PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
16PRr2	${EQ_READS_DIR}/ERR16062358_1.fastq.gz	${EQ_READS_DIR}/ERR16062358_2.fastq.gz	ERR16062358	16PRr2	ERS28393043	ERX15452540	16PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
16PRr3	${EQ_READS_DIR}/ERR16062359_1.fastq.gz	${EQ_READS_DIR}/ERR16062359_2.fastq.gz	ERR16062359	16PRr3	ERS28393044	ERX15452541	16PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
17Dr1	${EQ_READS_DIR}/ERR16062360_1.fastq.gz	${EQ_READS_DIR}/ERR16062360_2.fastq.gz	ERR16062360	17Dr1	ERS28393045	ERX15452542	17Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
17Dr2	${EQ_READS_DIR}/ERR16062361_1.fastq.gz	${EQ_READS_DIR}/ERR16062361_2.fastq.gz	ERR16062361	17Dr2	ERS28393046	ERX15452543	17Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
17Dr3	${EQ_READS_DIR}/ERR16062362_1.fastq.gz	${EQ_READS_DIR}/ERR16062362_2.fastq.gz	ERR16062362	17Dr3	ERS28393047	ERX15452544	17Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
17Sr1	${EQ_READS_DIR}/ERR16062363_1.fastq.gz	${EQ_READS_DIR}/ERR16062363_2.fastq.gz	ERR16062363	17Sr1	ERS28393048	ERX15452545	17Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
17Sr2	${EQ_READS_DIR}/ERR16062364_1.fastq.gz	${EQ_READS_DIR}/ERR16062364_2.fastq.gz	ERR16062364	17Sr2	ERS28393049	ERX15452546	17Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
17Sr3	${EQ_READS_DIR}/ERR16062365_1.fastq.gz	${EQ_READS_DIR}/ERR16062365_2.fastq.gz	ERR16062365	17Sr3	ERS28393050	ERX15452547	17Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
17PRr2	${EQ_READS_DIR}/ERR16062366_1.fastq.gz	${EQ_READS_DIR}/ERR16062366_2.fastq.gz	ERR16062366	17PRr2	ERS28393051	ERX15452548	17PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
17PRr3	${EQ_READS_DIR}/ERR16062367_1.fastq.gz	${EQ_READS_DIR}/ERR16062367_2.fastq.gz	ERR16062367	17PRr3	ERS28393052	ERX15452549	17PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
18Dr2	${EQ_READS_DIR}/ERR16062368_1.fastq.gz	${EQ_READS_DIR}/ERR16062368_2.fastq.gz	ERR16062368	18Dr2	ERS28393053	ERX15452550	18Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
18PRr1	${EQ_READS_DIR}/ERR16062369_1.fastq.gz	${EQ_READS_DIR}/ERR16062369_2.fastq.gz	ERR16062369	18PRr1	ERS28393054	ERX15452551	18PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
18PRr2	${EQ_READS_DIR}/ERR16062370_1.fastq.gz	${EQ_READS_DIR}/ERR16062370_2.fastq.gz	ERR16062370	18PRr2	ERS28393055	ERX15452552	18PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
18Sr1	${EQ_READS_DIR}/ERR16062371_1.fastq.gz	${EQ_READS_DIR}/ERR16062371_2.fastq.gz	ERR16062371	18Sr1	ERS28393056	ERX15452553	18Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
18Sr2	${EQ_READS_DIR}/ERR16062372_1.fastq.gz	${EQ_READS_DIR}/ERR16062372_2.fastq.gz	ERR16062372	18Sr2	ERS28393057	ERX15452554	18Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
19Dr2	${EQ_READS_DIR}/ERR16062373_1.fastq.gz	${EQ_READS_DIR}/ERR16062373_2.fastq.gz	ERR16062373	19Dr2	ERS28393058	ERX15452555	19Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
19Dr3	${EQ_READS_DIR}/ERR16062374_1.fastq.gz	${EQ_READS_DIR}/ERR16062374_2.fastq.gz	ERR16062374	19Dr3	ERS28393059	ERX15452556	19Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
19Sr1	${EQ_READS_DIR}/ERR16062375_1.fastq.gz	${EQ_READS_DIR}/ERR16062375_2.fastq.gz	ERR16062375	19Sr1	ERS28393060	ERX15452557	19Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
19Sr3	${EQ_READS_DIR}/ERR16062376_1.fastq.gz	${EQ_READS_DIR}/ERR16062376_2.fastq.gz	ERR16062376	19Sr3	ERS28393061	ERX15452558	19Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
20Dr1	${EQ_READS_DIR}/ERR16062377_1.fastq.gz	${EQ_READS_DIR}/ERR16062377_2.fastq.gz	ERR16062377	20Dr1	ERS28393062	ERX15452559	20Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
20Dr2	${EQ_READS_DIR}/ERR16062378_1.fastq.gz	${EQ_READS_DIR}/ERR16062378_2.fastq.gz	ERR16062378	20Dr2	ERS28393063	ERX15452560	20Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
20Sr1	${EQ_READS_DIR}/ERR16062379_1.fastq.gz	${EQ_READS_DIR}/ERR16062379_2.fastq.gz	ERR16062379	20Sr1	ERS28393064	ERX15452561	20Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
20Sr3	${EQ_READS_DIR}/ERR16062380_1.fastq.gz	${EQ_READS_DIR}/ERR16062380_2.fastq.gz	ERR16062380	20Sr3	ERS28393065	ERX15452562	20Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
20PRr1	${EQ_READS_DIR}/ERR16062381_1.fastq.gz	${EQ_READS_DIR}/ERR16062381_2.fastq.gz	ERR16062381	20PRr1	ERS28393066	ERX15452563	20PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
20PRr2	${EQ_READS_DIR}/ERR16062382_1.fastq.gz	${EQ_READS_DIR}/ERR16062382_2.fastq.gz	ERR16062382	20PRr2	ERS28393067	ERX15452564	20PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
21Dr1	${EQ_READS_DIR}/ERR16062383_1.fastq.gz	${EQ_READS_DIR}/ERR16062383_2.fastq.gz	ERR16062383	21Dr1	ERS28393068	ERX15452565	21Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
21Sr1	${EQ_READS_DIR}/ERR16062384_1.fastq.gz	${EQ_READS_DIR}/ERR16062384_2.fastq.gz	ERR16062384	21Sr1	ERS28393069	ERX15452566	21Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
21Sr2	${EQ_READS_DIR}/ERR16062385_1.fastq.gz	${EQ_READS_DIR}/ERR16062385_2.fastq.gz	ERR16062385	21Sr2	ERS28393070	ERX15452567	21Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
21Sr3	${EQ_READS_DIR}/ERR16062386_1.fastq.gz	${EQ_READS_DIR}/ERR16062386_2.fastq.gz	ERR16062386	21Sr3	ERS28393071	ERX15452568	21Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
22Dr1	${EQ_READS_DIR}/ERR16062387_1.fastq.gz	${EQ_READS_DIR}/ERR16062387_2.fastq.gz	ERR16062387	22Dr1	ERS28393072	ERX15452569	22Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
22Dr2	${EQ_READS_DIR}/ERR16062388_1.fastq.gz	${EQ_READS_DIR}/ERR16062388_2.fastq.gz	ERR16062388	22Dr2	ERS28393073	ERX15452570	22Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
22Dr3	${EQ_READS_DIR}/ERR16062389_1.fastq.gz	${EQ_READS_DIR}/ERR16062389_2.fastq.gz	ERR16062389	22Dr3	ERS28393074	ERX15452571	22Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
22Sr1	${EQ_READS_DIR}/ERR16062390_1.fastq.gz	${EQ_READS_DIR}/ERR16062390_2.fastq.gz	ERR16062390	22Sr1	ERS28393075	ERX15452572	22Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
22Sr3	${EQ_READS_DIR}/ERR16062391_1.fastq.gz	${EQ_READS_DIR}/ERR16062391_2.fastq.gz	ERR16062391	22Sr3	ERS28393076	ERX15452573	22Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
22PRr1	${EQ_READS_DIR}/ERR16062392_1.fastq.gz	${EQ_READS_DIR}/ERR16062392_2.fastq.gz	ERR16062392	22PRr1	ERS28393077	ERX15452574	22PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
22PRr3	${EQ_READS_DIR}/ERR16062393_1.fastq.gz	${EQ_READS_DIR}/ERR16062393_2.fastq.gz	ERR16062393	22PRr3	ERS28393078	ERX15452575	22PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
23Dr1	${EQ_READS_DIR}/ERR16062394_1.fastq.gz	${EQ_READS_DIR}/ERR16062394_2.fastq.gz	ERR16062394	23Dr1	ERS28393079	ERX15452576	23Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
23Dr3	${EQ_READS_DIR}/ERR16062395_1.fastq.gz	${EQ_READS_DIR}/ERR16062395_2.fastq.gz	ERR16062395	23Dr3	ERS28393080	ERX15452577	23Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
23Sr1	${EQ_READS_DIR}/ERR16062396_1.fastq.gz	${EQ_READS_DIR}/ERR16062396_2.fastq.gz	ERR16062396	23Sr1	ERS28393081	ERX15452578	23Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
23Sr2	${EQ_READS_DIR}/ERR16062397_1.fastq.gz	${EQ_READS_DIR}/ERR16062397_2.fastq.gz	ERR16062397	23Sr2	ERS28393082	ERX15452579	23Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
23Sr3	${EQ_READS_DIR}/ERR16062398_1.fastq.gz	${EQ_READS_DIR}/ERR16062398_2.fastq.gz	ERR16062398	23Sr3	ERS28393083	ERX15452580	23Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
23PRr1	${EQ_READS_DIR}/ERR16062399_1.fastq.gz	${EQ_READS_DIR}/ERR16062399_2.fastq.gz	ERR16062399	23PRr1	ERS28393084	ERX15452581	23PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
23PRr2	${EQ_READS_DIR}/ERR16062400_1.fastq.gz	${EQ_READS_DIR}/ERR16062400_2.fastq.gz	ERR16062400	23PRr2	ERS28393085	ERX15452582	23PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
23PRr3	${EQ_READS_DIR}/ERR16062401_1.fastq.gz	${EQ_READS_DIR}/ERR16062401_2.fastq.gz	ERR16062401	23PRr3	ERS28393086	ERX15452583	23PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
24Dr1	${EQ_READS_DIR}/ERR16062402_1.fastq.gz	${EQ_READS_DIR}/ERR16062402_2.fastq.gz	ERR16062402	24Dr1	ERS28393087	ERX15452584	24Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
24Dr2	${EQ_READS_DIR}/ERR16062403_1.fastq.gz	${EQ_READS_DIR}/ERR16062403_2.fastq.gz	ERR16062403	24Dr2	ERS28393088	ERX15452585	24Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
24Sr1	${EQ_READS_DIR}/ERR16062404_1.fastq.gz	${EQ_READS_DIR}/ERR16062404_2.fastq.gz	ERR16062404	24Sr1	ERS28393089	ERX15452586	24Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
24Sr2	${EQ_READS_DIR}/ERR16062405_1.fastq.gz	${EQ_READS_DIR}/ERR16062405_2.fastq.gz	ERR16062405	24Sr2	ERS28393090	ERX15452587	24Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
24PRr2	${EQ_READS_DIR}/ERR16062406_1.fastq.gz	${EQ_READS_DIR}/ERR16062406_2.fastq.gz	ERR16062406	24PRr2	ERS28393091	ERX15452588	24PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
25Dr1	${EQ_READS_DIR}/ERR16062407_1.fastq.gz	${EQ_READS_DIR}/ERR16062407_2.fastq.gz	ERR16062407	25Dr1	ERS28393092	ERX15452589	25Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
25Dr3	${EQ_READS_DIR}/ERR16062408_1.fastq.gz	${EQ_READS_DIR}/ERR16062408_2.fastq.gz	ERR16062408	25Dr3	ERS28393093	ERX15452590	25Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
25Sr1	${EQ_READS_DIR}/ERR16062409_1.fastq.gz	${EQ_READS_DIR}/ERR16062409_2.fastq.gz	ERR16062409	25Sr1	ERS28393094	ERX15452591	25Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
25Sr2	${EQ_READS_DIR}/ERR16062410_1.fastq.gz	${EQ_READS_DIR}/ERR16062410_2.fastq.gz	ERR16062410	25Sr2	ERS28393095	ERX15452592	25Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
25PRr2	${EQ_READS_DIR}/ERR16062411_1.fastq.gz	${EQ_READS_DIR}/ERR16062411_2.fastq.gz	ERR16062411	25PRr2	ERS28393096	ERX15452593	25PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Rhizosphere	False	True
26Dr1	${EQ_READS_DIR}/ERR16062412_1.fastq.gz	${EQ_READS_DIR}/ERR16062412_2.fastq.gz	ERR16062412	26Dr1	ERS28393097	ERX15452594	26Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
26Dr2	${EQ_READS_DIR}/ERR16062413_1.fastq.gz	${EQ_READS_DIR}/ERR16062413_2.fastq.gz	ERR16062413	26Dr2	ERS28393098	ERX15452595	26Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
26Dr3	${EQ_READS_DIR}/ERR16062414_1.fastq.gz	${EQ_READS_DIR}/ERR16062414_2.fastq.gz	ERR16062414	26Dr3	ERS28393099	ERX15452596	26Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Deep	False	True
26Sr1	${EQ_READS_DIR}/ERR16062415_1.fastq.gz	${EQ_READS_DIR}/ERR16062415_2.fastq.gz	ERR16062415	26Sr1	ERS28393100	ERX15452597	26Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
26Sr2	${EQ_READS_DIR}/ERR16062416_1.fastq.gz	${EQ_READS_DIR}/ERR16062416_2.fastq.gz	ERR16062416	26Sr2	ERS28393101	ERX15452598	26Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
26Sr3	${EQ_READS_DIR}/ERR16062417_1.fastq.gz	${EQ_READS_DIR}/ERR16062417_2.fastq.gz	ERR16062417	26Sr3	ERS28393102	ERX15452599	26Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip1	Surface	False	True
