sampleID	forwardReads	reverseReads	run	source_sample_name	biosample_accession	experiment_accession	library_name	bioproject	umbrella_project	campaign	compartment	is_control	in_ledger
F51Dr3	${EQ_READS_DIR}/ERR16063105_1.fastq.gz	${EQ_READS_DIR}/ERR16063105_2.fastq.gz	ERR16063105	F51Dr3	ERS28393855	ERX15453287	F51Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F51Sr3	${EQ_READS_DIR}/ERR16063106_1.fastq.gz	${EQ_READS_DIR}/ERR16063106_2.fastq.gz	ERR16063106	F51Sr3	ERS28393856	ERX15453288	F51Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F51PRr1	${EQ_READS_DIR}/ERR16063107_1.fastq.gz	${EQ_READS_DIR}/ERR16063107_2.fastq.gz	ERR16063107	F51PRr1	ERS28393857	ERX15453289	F51PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F51PRr2	${EQ_READS_DIR}/ERR16063108_1.fastq.gz	${EQ_READS_DIR}/ERR16063108_2.fastq.gz	ERR16063108	F51PRr2	ERS28393858	ERX15453290	F51PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F51PRr3	${EQ_READS_DIR}/ERR16063109_1.fastq.gz	${EQ_READS_DIR}/ERR16063109_2.fastq.gz	ERR16063109	F51PRr3	ERS28393859	ERX15453291	F51PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F52Sr1	${EQ_READS_DIR}/ERR16063110_1.fastq.gz	${EQ_READS_DIR}/ERR16063110_2.fastq.gz	ERR16063110	F52Sr1	ERS28393860	ERX15453292	F52Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F52Sr2	${EQ_READS_DIR}/ERR16063111_1.fastq.gz	${EQ_READS_DIR}/ERR16063111_2.fastq.gz	ERR16063111	F52Sr2	ERS28393861	ERX15453293	F52Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F52Sr3	${EQ_READS_DIR}/ERR16063112_1.fastq.gz	${EQ_READS_DIR}/ERR16063112_2.fastq.gz	ERR16063112	F52Sr3	ERS28393862	ERX15453294	F52Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F53Dr1	${EQ_READS_DIR}/ERR16063113_1.fastq.gz	${EQ_READS_DIR}/ERR16063113_2.fastq.gz	ERR16063113	F53Dr1	ERS28393863	ERX15453295	F53Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F53Dr2	${EQ_READS_DIR}/ERR16063114_1.fastq.gz	${EQ_READS_DIR}/ERR16063114_2.fastq.gz	ERR16063114	F53Dr2	ERS28393864	ERX15453296	F53Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F53Dr3	${EQ_READS_DIR}/ERR16063115_1.fastq.gz	${EQ_READS_DIR}/ERR16063115_2.fastq.gz	ERR16063115	F53Dr3	ERS28393865	ERX15453297	F53Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F53Sr3	${EQ_READS_DIR}/ERR16063116_1.fastq.gz	${EQ_READS_DIR}/ERR16063116_2.fastq.gz	ERR16063116	F53Sr3	ERS28393866	ERX15453298	F53Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F53PRr1	${EQ_READS_DIR}/ERR16063117_1.fastq.gz	${EQ_READS_DIR}/ERR16063117_2.fastq.gz	ERR16063117	F53PRr1	ERS28393867	ERX15453299	F53PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F54PRr2	${EQ_READS_DIR}/ERR16063118_1.fastq.gz	${EQ_READS_DIR}/ERR16063118_2.fastq.gz	ERR16063118	F54PRr2	ERS28393868	ERX15453300	F54PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F55Sr1	${EQ_READS_DIR}/ERR16063119_1.fastq.gz	${EQ_READS_DIR}/ERR16063119_2.fastq.gz	ERR16063119	F55Sr1	ERS28393869	ERX15453301	F55Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F56Sr2	${EQ_READS_DIR}/ERR16063120_1.fastq.gz	${EQ_READS_DIR}/ERR16063120_2.fastq.gz	ERR16063120	F56Sr2	ERS28393870	ERX15453302	F56Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F56Sr3	${EQ_READS_DIR}/ERR16063121_1.fastq.gz	${EQ_READS_DIR}/ERR16063121_2.fastq.gz	ERR16063121	F56Sr3	ERS28393871	ERX15453303	F56Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F57Dr1	${EQ_READS_DIR}/ERR16063122_1.fastq.gz	${EQ_READS_DIR}/ERR16063122_2.fastq.gz	ERR16063122	F57Dr1	ERS28393872	ERX15453304	F57Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F57Sr3	${EQ_READS_DIR}/ERR16063123_1.fastq.gz	${EQ_READS_DIR}/ERR16063123_2.fastq.gz	ERR16063123	F57Sr3	ERS28393873	ERX15453305	F57Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F57PRr1	${EQ_READS_DIR}/ERR16063124_1.fastq.gz	${EQ_READS_DIR}/ERR16063124_2.fastq.gz	ERR16063124	F57PRr1	ERS28393874	ERX15453306	F57PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F57PRr2	${EQ_READS_DIR}/ERR16063125_1.fastq.gz	${EQ_READS_DIR}/ERR16063125_2.fastq.gz	ERR16063125	F57PRr2	ERS28393875	ERX15453307	F57PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F57PRr3	${EQ_READS_DIR}/ERR16063126_1.fastq.gz	${EQ_READS_DIR}/ERR16063126_2.fastq.gz	ERR16063126	F57PRr3	ERS28393876	ERX15453308	F57PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F58Dr1	${EQ_READS_DIR}/ERR16063127_1.fastq.gz	${EQ_READS_DIR}/ERR16063127_2.fastq.gz	ERR16063127	F58Dr1	ERS28393877	ERX15453309	F58Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F58Sr1	${EQ_READS_DIR}/ERR16063128_1.fastq.gz	${EQ_READS_DIR}/ERR16063128_2.fastq.gz	ERR16063128	F58Sr1	ERS28393878	ERX15453310	F58Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F58Sr2	${EQ_READS_DIR}/ERR16063129_1.fastq.gz	${EQ_READS_DIR}/ERR16063129_2.fastq.gz	ERR16063129	F58Sr2	ERS28393879	ERX15453311	F58Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F58Sr3	${EQ_READS_DIR}/ERR16063130_1.fastq.gz	${EQ_READS_DIR}/ERR16063130_2.fastq.gz	ERR16063130	F58Sr3	ERS28393880	ERX15453312	F58Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F58PRr1	${EQ_READS_DIR}/ERR16063131_1.fastq.gz	${EQ_READS_DIR}/ERR16063131_2.fastq.gz	ERR16063131	F58PRr1	ERS28393881	ERX15453313	F58PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F58PRr2	${EQ_READS_DIR}/ERR16063132_1.fastq.gz	${EQ_READS_DIR}/ERR16063132_2.fastq.gz	ERR16063132	F58PRr2	ERS28393882	ERX15453314	F58PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F58PRr3	${EQ_READS_DIR}/ERR16063133_1.fastq.gz	${EQ_READS_DIR}/ERR16063133_2.fastq.gz	ERR16063133	F58PRr3	ERS28393883	ERX15453315	F58PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F59Dr2	${EQ_READS_DIR}/ERR16063134_1.fastq.gz	${EQ_READS_DIR}/ERR16063134_2.fastq.gz	ERR16063134	F59Dr2	ERS28393884	ERX15453316	F59Dr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F59Sr1	${EQ_READS_DIR}/ERR16063135_1.fastq.gz	${EQ_READS_DIR}/ERR16063135_2.fastq.gz	ERR16063135	F59Sr1	ERS28393885	ERX15453317	F59Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F59Sr2	${EQ_READS_DIR}/ERR16063136_1.fastq.gz	${EQ_READS_DIR}/ERR16063136_2.fastq.gz	ERR16063136	F59Sr2	ERS28393886	ERX15453318	F59Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F59Sr3	${EQ_READS_DIR}/ERR16063137_1.fastq.gz	${EQ_READS_DIR}/ERR16063137_2.fastq.gz	ERR16063137	F59Sr3	ERS28393887	ERX15453319	F59Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F59PRr1	${EQ_READS_DIR}/ERR16063138_1.fastq.gz	${EQ_READS_DIR}/ERR16063138_2.fastq.gz	ERR16063138	F59PRr1	ERS28393888	ERX15453320	F59PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F60Sr1	${EQ_READS_DIR}/ERR16063139_1.fastq.gz	${EQ_READS_DIR}/ERR16063139_2.fastq.gz	ERR16063139	F60Sr1	ERS28393889	ERX15453321	F60Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F60Sr2	${EQ_READS_DIR}/ERR16063140_1.fastq.gz	${EQ_READS_DIR}/ERR16063140_2.fastq.gz	ERR16063140	F60Sr2	ERS28393890	ERX15453322	F60Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F60Sr3	${EQ_READS_DIR}/ERR16063141_1.fastq.gz	${EQ_READS_DIR}/ERR16063141_2.fastq.gz	ERR16063141	F60Sr3	ERS28393891	ERX15453323	F60Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F60PRr1	${EQ_READS_DIR}/ERR16063142_1.fastq.gz	${EQ_READS_DIR}/ERR16063142_2.fastq.gz	ERR16063142	F60PRr1	ERS28393892	ERX15453324	F60PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F60PRr2	${EQ_READS_DIR}/ERR16063143_1.fastq.gz	${EQ_READS_DIR}/ERR16063143_2.fastq.gz	ERR16063143	F60PRr2	ERS28393893	ERX15453325	F60PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F60PRr3	${EQ_READS_DIR}/ERR16063144_1.fastq.gz	${EQ_READS_DIR}/ERR16063144_2.fastq.gz	ERR16063144	F60PRr3	ERS28393894	ERX15453326	F60PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F15PRr1__lib2	${EQ_READS_DIR}/ERR16063145_1.fastq.gz	${EQ_READS_DIR}/ERR16063145_2.fastq.gz	ERR16063145	F15PRr1	ERS28393565	ERX15453327	F15PRr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F20Sr3__lib2	${EQ_READS_DIR}/ERR16063146_1.fastq.gz	${EQ_READS_DIR}/ERR16063146_2.fastq.gz	ERR16063146	F20Sr3	ERS28393608	ERX15453328	F20Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F24PRr3__lib2	${EQ_READS_DIR}/ERR16063147_1.fastq.gz	${EQ_READS_DIR}/ERR16063147_2.fastq.gz	ERR16063147	F24PRr3	ERS28393646	ERX15453329	F24PRr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F31Sr2__lib2	${EQ_READS_DIR}/ERR16063148_1.fastq.gz	${EQ_READS_DIR}/ERR16063148_2.fastq.gz	ERR16063148	F31Sr2	ERS28393700	ERX15453330	F31Sr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F31Sr3__lib2	${EQ_READS_DIR}/ERR16063149_1.fastq.gz	${EQ_READS_DIR}/ERR16063149_2.fastq.gz	ERR16063149	F31Sr3	ERS28393701	ERX15453331	F31Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F33Dr1__lib2	${EQ_READS_DIR}/ERR16063150_1.fastq.gz	${EQ_READS_DIR}/ERR16063150_2.fastq.gz	ERR16063150	F33Dr1	ERS28393714	ERX15453332	F33Dr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F34Sr1__lib2	${EQ_READS_DIR}/ERR16063151_1.fastq.gz	${EQ_READS_DIR}/ERR16063151_2.fastq.gz	ERR16063151	F34Sr1	ERS28393725	ERX15453333	F34Sr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F40Dr3__lib2	${EQ_READS_DIR}/ERR16063152_1.fastq.gz	${EQ_READS_DIR}/ERR16063152_2.fastq.gz	ERR16063152	F40Dr3	ERS28393774	ERX15453334	F40Dr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F41Dr3__lib2	${EQ_READS_DIR}/ERR16063153_1.fastq.gz	${EQ_READS_DIR}/ERR16063153_2.fastq.gz	ERR16063153	F41Dr3	ERS28393781	ERX15453335	F41Dr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F43Dr1__lib2	${EQ_READS_DIR}/ERR16063154_1.fastq.gz	${EQ_READS_DIR}/ERR16063154_2.fastq.gz	ERR16063154	F43Dr1	ERS28393793	ERX15453336	F43Dr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F47PRr1__lib2	${EQ_READS_DIR}/ERR16063155_1.fastq.gz	${EQ_READS_DIR}/ERR16063155_2.fastq.gz	ERR16063155	F47PRr1	ERS28393825	ERX15453337	F47PRr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F48PRr3__lib2	${EQ_READS_DIR}/ERR16063156_1.fastq.gz	${EQ_READS_DIR}/ERR16063156_2.fastq.gz	ERR16063156	F48PRr3	ERS28393836	ERX15453338	F48PRr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F51Sr3__lib2	${EQ_READS_DIR}/ERR16063157_1.fastq.gz	${EQ_READS_DIR}/ERR16063157_2.fastq.gz	ERR16063157	F51Sr3	ERS28393856	ERX15453339	F51Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F52Sr2__lib2	${EQ_READS_DIR}/ERR16063158_1.fastq.gz	${EQ_READS_DIR}/ERR16063158_2.fastq.gz	ERR16063158	F52Sr2	ERS28393861	ERX15453340	F52Sr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F55Sr1__lib2	${EQ_READS_DIR}/ERR16063159_1.fastq.gz	${EQ_READS_DIR}/ERR16063159_2.fastq.gz	ERR16063159	F55Sr1	ERS28393869	ERX15453341	F55Sr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F56Sr2__lib2	${EQ_READS_DIR}/ERR16063160_1.fastq.gz	${EQ_READS_DIR}/ERR16063160_2.fastq.gz	ERR16063160	F56Sr2	ERS28393870	ERX15453342	F56Sr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F56Sr3__lib2	${EQ_READS_DIR}/ERR16063161_1.fastq.gz	${EQ_READS_DIR}/ERR16063161_2.fastq.gz	ERR16063161	F56Sr3	ERS28393871	ERX15453343	F56Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F57Dr1__lib2	${EQ_READS_DIR}/ERR16063162_1.fastq.gz	${EQ_READS_DIR}/ERR16063162_2.fastq.gz	ERR16063162	F57Dr1	ERS28393872	ERX15453344	F57Dr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F57Sr3__lib2	${EQ_READS_DIR}/ERR16063163_1.fastq.gz	${EQ_READS_DIR}/ERR16063163_2.fastq.gz	ERR16063163	F57Sr3	ERS28393873	ERX15453345	F57Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F58Dr1__lib2	${EQ_READS_DIR}/ERR16063164_1.fastq.gz	${EQ_READS_DIR}/ERR16063164_2.fastq.gz	ERR16063164	F58Dr1	ERS28393877	ERX15453346	F58Dr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F58Sr3__lib2	${EQ_READS_DIR}/ERR16063165_1.fastq.gz	${EQ_READS_DIR}/ERR16063165_2.fastq.gz	ERR16063165	F58Sr3	ERS28393880	ERX15453347	F58Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F59Dr2__lib2	${EQ_READS_DIR}/ERR16063166_1.fastq.gz	${EQ_READS_DIR}/ERR16063166_2.fastq.gz	ERR16063166	F59Dr2	ERS28393884	ERX15453348	F59Dr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Deep	False	True
F59PRr1__lib2	${EQ_READS_DIR}/ERR16063167_1.fastq.gz	${EQ_READS_DIR}/ERR16063167_2.fastq.gz	ERR16063167	F59PRr1	ERS28393888	ERX15453349	F59PRr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F59Sr3__lib2	${EQ_READS_DIR}/ERR16063168_1.fastq.gz	${EQ_READS_DIR}/ERR16063168_2.fastq.gz	ERR16063168	F59Sr3	ERS28393887	ERX15453350	F59Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F60PRr1__lib2	${EQ_READS_DIR}/ERR16063169_1.fastq.gz	${EQ_READS_DIR}/ERR16063169_2.fastq.gz	ERR16063169	F60PRr1	ERS28393892	ERX15453351	F60PRr1_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F60PRr2__lib2	${EQ_READS_DIR}/ERR16063170_1.fastq.gz	${EQ_READS_DIR}/ERR16063170_2.fastq.gz	ERR16063170	F60PRr2	ERS28393893	ERX15453352	F60PRr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
F60Sr3__lib2	${EQ_READS_DIR}/ERR16063172_1.fastq.gz	${EQ_READS_DIR}/ERR16063172_2.fastq.gz	ERR16063172	F60Sr3	ERS28393891	ERX15453353	F60Sr3_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Surface	False	True
F1PRr2__lib2	${EQ_READS_DIR}/ERR16063173_1.fastq.gz	${EQ_READS_DIR}/ERR16063173_2.fastq.gz	ERR16063173	F1PRr2	ERS28393451	ERX15453354	F1PRr2_amp_lib2	PRJEB106069	PRJEB104209	Trip3	Rhizosphere	False	True
EB1	${EQ_READS_DIR}/ERR16783283_1.fastq.gz	${EQ_READS_DIR}/ERR16783283_2.fastq.gz	ERR16783283	EB1	ERS29439728	ERX16176516	EB1_amp_lib1	PRJEB106069	PRJEB104209				False
EB10	${EQ_READS_DIR}/ERR16783284_1.fastq.gz	${EQ_READS_DIR}/ERR16783284_2.fastq.gz	ERR16783284	EB10	ERS29439729	ERX16176517	EB10_amp_lib1	PRJEB106069	PRJEB104209				False
EB11	${EQ_READS_DIR}/ERR16783285_1.fastq.gz	${EQ_READS_DIR}/ERR16783285_2.fastq.gz	ERR16783285	EB11	ERS29439730	ERX16176518	EB11_amp_lib1	PRJEB106069	PRJEB104209				False
EB12	${EQ_READS_DIR}/ERR16783286_1.fastq.gz	${EQ_READS_DIR}/ERR16783286_2.fastq.gz	ERR16783286	EB12	ERS29439731	ERX16176519	EB12_amp_lib1	PRJEB106069	PRJEB104209				False
EB13	${EQ_READS_DIR}/ERR16783287_1.fastq.gz	${EQ_READS_DIR}/ERR16783287_2.fastq.gz	ERR16783287	EB13	ERS29439732	ERX16176520	EB13_amp_lib1	PRJEB106069	PRJEB104209				False
EB14	${EQ_READS_DIR}/ERR16783288_1.fastq.gz	${EQ_READS_DIR}/ERR16783288_2.fastq.gz	ERR16783288	EB14	ERS29439733	ERX16176521	EB14_amp_lib1	PRJEB106069	PRJEB104209				False
EB15	${EQ_READS_DIR}/ERR16783289_1.fastq.gz	${EQ_READS_DIR}/ERR16783289_2.fastq.gz	ERR16783289	EB15	ERS29439734	ERX16176522	EB15_amp_lib1	PRJEB106069	PRJEB104209				False
EB16	${EQ_READS_DIR}/ERR16783290_1.fastq.gz	${EQ_READS_DIR}/ERR16783290_2.fastq.gz	ERR16783290	EB16	ERS29439735	ERX16176523	EB16_amp_lib1	PRJEB106069	PRJEB104209				False
EB17	${EQ_READS_DIR}/ERR16783291_1.fastq.gz	${EQ_READS_DIR}/ERR16783291_2.fastq.gz	ERR16783291	EB17	ERS29439736	ERX16176524	EB17_amp_lib1	PRJEB106069	PRJEB104209				False
EB18	${EQ_READS_DIR}/ERR16783292_1.fastq.gz	${EQ_READS_DIR}/ERR16783292_2.fastq.gz	ERR16783292	EB18	ERS29439737	ERX16176525	EB18_amp_lib1	PRJEB106069	PRJEB104209				False
EB2	${EQ_READS_DIR}/ERR16783293_1.fastq.gz	${EQ_READS_DIR}/ERR16783293_2.fastq.gz	ERR16783293	EB2	ERS29439738	ERX16176526	EB2_amp_lib1	PRJEB106069	PRJEB104209				False
EB3	${EQ_READS_DIR}/ERR16783294_1.fastq.gz	${EQ_READS_DIR}/ERR16783294_2.fastq.gz	ERR16783294	EB3	ERS29439739	ERX16176527	EB3_amp_lib1	PRJEB106069	PRJEB104209				False
EB4	${EQ_READS_DIR}/ERR16783295_1.fastq.gz	${EQ_READS_DIR}/ERR16783295_2.fastq.gz	ERR16783295	EB4	ERS29439740	ERX16176528	EB4_amp_lib1	PRJEB106069	PRJEB104209				False
EB5	${EQ_READS_DIR}/ERR16783296_1.fastq.gz	${EQ_READS_DIR}/ERR16783296_2.fastq.gz	ERR16783296	EB5	ERS29439741	ERX16176529	EB5_amp_lib1	PRJEB106069	PRJEB104209				False
EB6	${EQ_READS_DIR}/ERR16783297_1.fastq.gz	${EQ_READS_DIR}/ERR16783297_2.fastq.gz	ERR16783297	EB6	ERS29439742	ERX16176530	EB6_amp_lib1	PRJEB106069	PRJEB104209				False
EB7	${EQ_READS_DIR}/ERR16783298_1.fastq.gz	${EQ_READS_DIR}/ERR16783298_2.fastq.gz	ERR16783298	EB7	ERS29439743	ERX16176531	EB7_amp_lib1	PRJEB106069	PRJEB104209				False
EB8	${EQ_READS_DIR}/ERR16783299_1.fastq.gz	${EQ_READS_DIR}/ERR16783299_2.fastq.gz	ERR16783299	EB8	ERS29439744	ERX16176532	EB8_amp_lib1	PRJEB106069	PRJEB104209				False
EB9	${EQ_READS_DIR}/ERR16783300_1.fastq.gz	${EQ_READS_DIR}/ERR16783300_2.fastq.gz	ERR16783300	EB9	ERS29439745	ERX16176533	EB9_amp_lib1	PRJEB106069	PRJEB104209				False
Negative1	${EQ_READS_DIR}/ERR16783301_1.fastq.gz	${EQ_READS_DIR}/ERR16783301_2.fastq.gz	ERR16783301	Negative1	ERS29439746	ERX16176534	Negative1_amp_lib1	PRJEB106069	PRJEB104209				False
Negative2	${EQ_READS_DIR}/ERR16783302_1.fastq.gz	${EQ_READS_DIR}/ERR16783302_2.fastq.gz	ERR16783302	Negative2	ERS29439747	ERX16176535	Negative2_amp_lib1	PRJEB106069	PRJEB104209				False
Negative4	${EQ_READS_DIR}/ERR16783304_1.fastq.gz	${EQ_READS_DIR}/ERR16783304_2.fastq.gz	ERR16783304	Negative4	ERS29439748	ERX16176537	Negative4_amp_lib1	PRJEB106069	PRJEB104209				False
Negative5	${EQ_READS_DIR}/ERR16783305_1.fastq.gz	${EQ_READS_DIR}/ERR16783305_2.fastq.gz	ERR16783305	Negative5	ERS29439749	ERX16176538	Negative5_amp_lib1	PRJEB106069	PRJEB104209				False
Negative6	${EQ_READS_DIR}/ERR16783306_1.fastq.gz	${EQ_READS_DIR}/ERR16783306_2.fastq.gz	ERR16783306	Negative6	ERS29439750	ERX16176539	Negative6_amp_lib1	PRJEB106069	PRJEB104209				False
Negative7	${EQ_READS_DIR}/ERR16783307_1.fastq.gz	${EQ_READS_DIR}/ERR16783307_2.fastq.gz	ERR16783307	Negative7	ERS29439751	ERX16176540	Negative7_amp_lib1	PRJEB106069	PRJEB104209				False
V10Dr1	${EQ_READS_DIR}/ERR16783308_1.fastq.gz	${EQ_READS_DIR}/ERR16783308_2.fastq.gz	ERR16783308	V10Dr1	ERS29439752	ERX16176541	V10Dr1_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Deep	False	True
V10PRr2	${EQ_READS_DIR}/ERR16783309_1.fastq.gz	${EQ_READS_DIR}/ERR16783309_2.fastq.gz	ERR16783309	V10PRr2	ERS29439753	ERX16176542	V10PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V11Dr3	${EQ_READS_DIR}/ERR16783310_1.fastq.gz	${EQ_READS_DIR}/ERR16783310_2.fastq.gz	ERR16783310	V11Dr3	ERS29439754	ERX16176543	V11Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Deep	False	True
V11PRr2	${EQ_READS_DIR}/ERR16783311_1.fastq.gz	${EQ_READS_DIR}/ERR16783311_2.fastq.gz	ERR16783311	V11PRr2	ERS29439755	ERX16176544	V11PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V11PRr3	${EQ_READS_DIR}/ERR16783312_1.fastq.gz	${EQ_READS_DIR}/ERR16783312_2.fastq.gz	ERR16783312	V11PRr3	ERS29439756	ERX16176545	V11PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V11Sr2	${EQ_READS_DIR}/ERR16783313_1.fastq.gz	${EQ_READS_DIR}/ERR16783313_2.fastq.gz	ERR16783313	V11Sr2	ERS29439757	ERX16176546	V11Sr2_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Surface	False	True
V12Dr3	${EQ_READS_DIR}/ERR16783314_1.fastq.gz	${EQ_READS_DIR}/ERR16783314_2.fastq.gz	ERR16783314	V12Dr3	ERS29439758	ERX16176547	V12Dr3_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Deep	False	True
V12PRr1	${EQ_READS_DIR}/ERR16783315_1.fastq.gz	${EQ_READS_DIR}/ERR16783315_2.fastq.gz	ERR16783315	V12PRr1	ERS29439759	ERX16176548	V12PRr1_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V12PRr2	${EQ_READS_DIR}/ERR16783316_1.fastq.gz	${EQ_READS_DIR}/ERR16783316_2.fastq.gz	ERR16783316	V12PRr2	ERS29439760	ERX16176549	V12PRr2_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V12PRr3	${EQ_READS_DIR}/ERR16783317_1.fastq.gz	${EQ_READS_DIR}/ERR16783317_2.fastq.gz	ERR16783317	V12PRr3	ERS29439761	ERX16176550	V12PRr3_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Rhizosphere	False	True
V12Sr1	${EQ_READS_DIR}/ERR16783318_1.fastq.gz	${EQ_READS_DIR}/ERR16783318_2.fastq.gz	ERR16783318	V12Sr1	ERS29439762	ERX16176551	V12Sr1_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Surface	False	True
V12Sr3	${EQ_READS_DIR}/ERR16783319_1.fastq.gz	${EQ_READS_DIR}/ERR16783319_2.fastq.gz	ERR16783319	V12Sr3	ERS29439763	ERX16176552	V12Sr3_amp_lib1	PRJEB106069	PRJEB104209	Trip5	Surface	False	True
