sampleID,forwardReads,reverseReads,run
S56Dr1,${EQ_READS_DIR}/ERR16061344_1.fastq.gz,${EQ_READS_DIR}/ERR16061344_2.fastq.gz,ERR16061344
S56PRr1,${EQ_READS_DIR}/ERR16061345_1.fastq.gz,${EQ_READS_DIR}/ERR16061345_2.fastq.gz,ERR16061345
S56Sr1,${EQ_READS_DIR}/ERR16061346_1.fastq.gz,${EQ_READS_DIR}/ERR16061346_2.fastq.gz,ERR16061346
S57Dr1,${EQ_READS_DIR}/ERR16061347_1.fastq.gz,${EQ_READS_DIR}/ERR16061347_2.fastq.gz,ERR16061347
S57PRr1,${EQ_READS_DIR}/ERR16061348_1.fastq.gz,${EQ_READS_DIR}/ERR16061348_2.fastq.gz,ERR16061348
S57Sr1,${EQ_READS_DIR}/ERR16061349_1.fastq.gz,${EQ_READS_DIR}/ERR16061349_2.fastq.gz,ERR16061349
S58Dr1,${EQ_READS_DIR}/ERR16061350_1.fastq.gz,${EQ_READS_DIR}/ERR16061350_2.fastq.gz,ERR16061350
S58PRr1,${EQ_READS_DIR}/ERR16061351_1.fastq.gz,${EQ_READS_DIR}/ERR16061351_2.fastq.gz,ERR16061351
S58Sr1,${EQ_READS_DIR}/ERR16061352_1.fastq.gz,${EQ_READS_DIR}/ERR16061352_2.fastq.gz,ERR16061352
S59Dr1,${EQ_READS_DIR}/ERR16061353_1.fastq.gz,${EQ_READS_DIR}/ERR16061353_2.fastq.gz,ERR16061353
S59PRr1,${EQ_READS_DIR}/ERR16061354_1.fastq.gz,${EQ_READS_DIR}/ERR16061354_2.fastq.gz,ERR16061354
S59Sr1,${EQ_READS_DIR}/ERR16061355_1.fastq.gz,${EQ_READS_DIR}/ERR16061355_2.fastq.gz,ERR16061355
S60Dr1,${EQ_READS_DIR}/ERR16061356_1.fastq.gz,${EQ_READS_DIR}/ERR16061356_2.fastq.gz,ERR16061356
S60PRr1,${EQ_READS_DIR}/ERR16061357_1.fastq.gz,${EQ_READS_DIR}/ERR16061357_2.fastq.gz,ERR16061357
S60Sr1,${EQ_READS_DIR}/ERR16061358_1.fastq.gz,${EQ_READS_DIR}/ERR16061358_2.fastq.gz,ERR16061358
1Dr1,${EQ_READS_DIR}/ERR16062262_1.fastq.gz,${EQ_READS_DIR}/ERR16062262_2.fastq.gz,ERR16062262
1Dr2,${EQ_READS_DIR}/ERR16062263_1.fastq.gz,${EQ_READS_DIR}/ERR16062263_2.fastq.gz,ERR16062263
1Dr3,${EQ_READS_DIR}/ERR16062264_1.fastq.gz,${EQ_READS_DIR}/ERR16062264_2.fastq.gz,ERR16062264
1Sr1,${EQ_READS_DIR}/ERR16062265_1.fastq.gz,${EQ_READS_DIR}/ERR16062265_2.fastq.gz,ERR16062265
1Sr2,${EQ_READS_DIR}/ERR16062266_1.fastq.gz,${EQ_READS_DIR}/ERR16062266_2.fastq.gz,ERR16062266
1Sr3,${EQ_READS_DIR}/ERR16062267_1.fastq.gz,${EQ_READS_DIR}/ERR16062267_2.fastq.gz,ERR16062267
1PRr2,${EQ_READS_DIR}/ERR16062268_1.fastq.gz,${EQ_READS_DIR}/ERR16062268_2.fastq.gz,ERR16062268
1PRr3,${EQ_READS_DIR}/ERR16062269_1.fastq.gz,${EQ_READS_DIR}/ERR16062269_2.fastq.gz,ERR16062269
2Dr1,${EQ_READS_DIR}/ERR16062270_1.fastq.gz,${EQ_READS_DIR}/ERR16062270_2.fastq.gz,ERR16062270
2Dr2,${EQ_READS_DIR}/ERR16062271_1.fastq.gz,${EQ_READS_DIR}/ERR16062271_2.fastq.gz,ERR16062271
2Dr3,${EQ_READS_DIR}/ERR16062272_1.fastq.gz,${EQ_READS_DIR}/ERR16062272_2.fastq.gz,ERR16062272
2Sr1,${EQ_READS_DIR}/ERR16062273_1.fastq.gz,${EQ_READS_DIR}/ERR16062273_2.fastq.gz,ERR16062273
2Sr3,${EQ_READS_DIR}/ERR16062274_1.fastq.gz,${EQ_READS_DIR}/ERR16062274_2.fastq.gz,ERR16062274
2PRr1,${EQ_READS_DIR}/ERR16062275_1.fastq.gz,${EQ_READS_DIR}/ERR16062275_2.fastq.gz,ERR16062275
2PRr2,${EQ_READS_DIR}/ERR16062276_1.fastq.gz,${EQ_READS_DIR}/ERR16062276_2.fastq.gz,ERR16062276
3Dr2,${EQ_READS_DIR}/ERR16062277_1.fastq.gz,${EQ_READS_DIR}/ERR16062277_2.fastq.gz,ERR16062277
3Dr3,${EQ_READS_DIR}/ERR16062278_1.fastq.gz,${EQ_READS_DIR}/ERR16062278_2.fastq.gz,ERR16062278
3Sr1,${EQ_READS_DIR}/ERR16062279_1.fastq.gz,${EQ_READS_DIR}/ERR16062279_2.fastq.gz,ERR16062279
3Sr3,${EQ_READS_DIR}/ERR16062280_1.fastq.gz,${EQ_READS_DIR}/ERR16062280_2.fastq.gz,ERR16062280
3PRr1,${EQ_READS_DIR}/ERR16062281_1.fastq.gz,${EQ_READS_DIR}/ERR16062281_2.fastq.gz,ERR16062281
3PRr2,${EQ_READS_DIR}/ERR16062282_1.fastq.gz,${EQ_READS_DIR}/ERR16062282_2.fastq.gz,ERR16062282
3PRr3,${EQ_READS_DIR}/ERR16062283_1.fastq.gz,${EQ_READS_DIR}/ERR16062283_2.fastq.gz,ERR16062283
4Dr1,${EQ_READS_DIR}/ERR16062284_1.fastq.gz,${EQ_READS_DIR}/ERR16062284_2.fastq.gz,ERR16062284
4Dr2,${EQ_READS_DIR}/ERR16062285_1.fastq.gz,${EQ_READS_DIR}/ERR16062285_2.fastq.gz,ERR16062285
4Dr3,${EQ_READS_DIR}/ERR16062286_1.fastq.gz,${EQ_READS_DIR}/ERR16062286_2.fastq.gz,ERR16062286
4Sr1,${EQ_READS_DIR}/ERR16062287_1.fastq.gz,${EQ_READS_DIR}/ERR16062287_2.fastq.gz,ERR16062287
4PRr1,${EQ_READS_DIR}/ERR16062288_1.fastq.gz,${EQ_READS_DIR}/ERR16062288_2.fastq.gz,ERR16062288
4PRr2,${EQ_READS_DIR}/ERR16062289_1.fastq.gz,${EQ_READS_DIR}/ERR16062289_2.fastq.gz,ERR16062289
4PRr3,${EQ_READS_DIR}/ERR16062290_1.fastq.gz,${EQ_READS_DIR}/ERR16062290_2.fastq.gz,ERR16062290
5Dr1,${EQ_READS_DIR}/ERR16062291_1.fastq.gz,${EQ_READS_DIR}/ERR16062291_2.fastq.gz,ERR16062291
5Dr2,${EQ_READS_DIR}/ERR16062292_1.fastq.gz,${EQ_READS_DIR}/ERR16062292_2.fastq.gz,ERR16062292
5Sr1,${EQ_READS_DIR}/ERR16062293_1.fastq.gz,${EQ_READS_DIR}/ERR16062293_2.fastq.gz,ERR16062293
5Sr2,${EQ_READS_DIR}/ERR16062294_1.fastq.gz,${EQ_READS_DIR}/ERR16062294_2.fastq.gz,ERR16062294
5Sr3,${EQ_READS_DIR}/ERR16062295_1.fastq.gz,${EQ_READS_DIR}/ERR16062295_2.fastq.gz,ERR16062295
6Dr1,${EQ_READS_DIR}/ERR16062296_1.fastq.gz,${EQ_READS_DIR}/ERR16062296_2.fastq.gz,ERR16062296
6Dr3,${EQ_READS_DIR}/ERR16062297_1.fastq.gz,${EQ_READS_DIR}/ERR16062297_2.fastq.gz,ERR16062297
6Sr1,${EQ_READS_DIR}/ERR16062298_1.fastq.gz,${EQ_READS_DIR}/ERR16062298_2.fastq.gz,ERR16062298
6Sr2,${EQ_READS_DIR}/ERR16062299_1.fastq.gz,${EQ_READS_DIR}/ERR16062299_2.fastq.gz,ERR16062299
6PRr1,${EQ_READS_DIR}/ERR16062300_1.fastq.gz,${EQ_READS_DIR}/ERR16062300_2.fastq.gz,ERR16062300
6PRr2,${EQ_READS_DIR}/ERR16062301_1.fastq.gz,${EQ_READS_DIR}/ERR16062301_2.fastq.gz,ERR16062301
7Dr1,${EQ_READS_DIR}/ERR16062302_1.fastq.gz,${EQ_READS_DIR}/ERR16062302_2.fastq.gz,ERR16062302
7Dr2,${EQ_READS_DIR}/ERR16062303_1.fastq.gz,${EQ_READS_DIR}/ERR16062303_2.fastq.gz,ERR16062303
7Sr1,${EQ_READS_DIR}/ERR16062304_1.fastq.gz,${EQ_READS_DIR}/ERR16062304_2.fastq.gz,ERR16062304
7Sr2,${EQ_READS_DIR}/ERR16062305_1.fastq.gz,${EQ_READS_DIR}/ERR16062305_2.fastq.gz,ERR16062305
7PRr2,${EQ_READS_DIR}/ERR16062306_1.fastq.gz,${EQ_READS_DIR}/ERR16062306_2.fastq.gz,ERR16062306
8Sr2,${EQ_READS_DIR}/ERR16062307_1.fastq.gz,${EQ_READS_DIR}/ERR16062307_2.fastq.gz,ERR16062307
8Sr3,${EQ_READS_DIR}/ERR16062308_1.fastq.gz,${EQ_READS_DIR}/ERR16062308_2.fastq.gz,ERR16062308
8PRr1,${EQ_READS_DIR}/ERR16062309_1.fastq.gz,${EQ_READS_DIR}/ERR16062309_2.fastq.gz,ERR16062309
8PRr2,${EQ_READS_DIR}/ERR16062310_1.fastq.gz,${EQ_READS_DIR}/ERR16062310_2.fastq.gz,ERR16062310
8PRr3,${EQ_READS_DIR}/ERR16062311_1.fastq.gz,${EQ_READS_DIR}/ERR16062311_2.fastq.gz,ERR16062311
9Dr1,${EQ_READS_DIR}/ERR16062312_1.fastq.gz,${EQ_READS_DIR}/ERR16062312_2.fastq.gz,ERR16062312
9Dr3,${EQ_READS_DIR}/ERR16062313_1.fastq.gz,${EQ_READS_DIR}/ERR16062313_2.fastq.gz,ERR16062313
9Sr1,${EQ_READS_DIR}/ERR16062314_1.fastq.gz,${EQ_READS_DIR}/ERR16062314_2.fastq.gz,ERR16062314
9Sr2,${EQ_READS_DIR}/ERR16062315_1.fastq.gz,${EQ_READS_DIR}/ERR16062315_2.fastq.gz,ERR16062315
9Sr3,${EQ_READS_DIR}/ERR16062316_1.fastq.gz,${EQ_READS_DIR}/ERR16062316_2.fastq.gz,ERR16062316
9PRr2,${EQ_READS_DIR}/ERR16062317_1.fastq.gz,${EQ_READS_DIR}/ERR16062317_2.fastq.gz,ERR16062317
9PRr3,${EQ_READS_DIR}/ERR16062318_1.fastq.gz,${EQ_READS_DIR}/ERR16062318_2.fastq.gz,ERR16062318
10Dr1,${EQ_READS_DIR}/ERR16062319_1.fastq.gz,${EQ_READS_DIR}/ERR16062319_2.fastq.gz,ERR16062319
10Dr2,${EQ_READS_DIR}/ERR16062320_1.fastq.gz,${EQ_READS_DIR}/ERR16062320_2.fastq.gz,ERR16062320
10Sr2,${EQ_READS_DIR}/ERR16062321_1.fastq.gz,${EQ_READS_DIR}/ERR16062321_2.fastq.gz,ERR16062321
10Sr3,${EQ_READS_DIR}/ERR16062322_1.fastq.gz,${EQ_READS_DIR}/ERR16062322_2.fastq.gz,ERR16062322
10PRr2,${EQ_READS_DIR}/ERR16062323_1.fastq.gz,${EQ_READS_DIR}/ERR16062323_2.fastq.gz,ERR16062323
10PRr3,${EQ_READS_DIR}/ERR16062324_1.fastq.gz,${EQ_READS_DIR}/ERR16062324_2.fastq.gz,ERR16062324
11Dr1,${EQ_READS_DIR}/ERR16062325_1.fastq.gz,${EQ_READS_DIR}/ERR16062325_2.fastq.gz,ERR16062325
11Dr3,${EQ_READS_DIR}/ERR16062326_1.fastq.gz,${EQ_READS_DIR}/ERR16062326_2.fastq.gz,ERR16062326
11Sr2,${EQ_READS_DIR}/ERR16062327_1.fastq.gz,${EQ_READS_DIR}/ERR16062327_2.fastq.gz,ERR16062327
11PRr1,${EQ_READS_DIR}/ERR16062328_1.fastq.gz,${EQ_READS_DIR}/ERR16062328_2.fastq.gz,ERR16062328
11PRr2,${EQ_READS_DIR}/ERR16062329_1.fastq.gz,${EQ_READS_DIR}/ERR16062329_2.fastq.gz,ERR16062329
11PRr3,${EQ_READS_DIR}/ERR16062330_1.fastq.gz,${EQ_READS_DIR}/ERR16062330_2.fastq.gz,ERR16062330
12Dr2,${EQ_READS_DIR}/ERR16062331_1.fastq.gz,${EQ_READS_DIR}/ERR16062331_2.fastq.gz,ERR16062331
12Dr3,${EQ_READS_DIR}/ERR16062332_1.fastq.gz,${EQ_READS_DIR}/ERR16062332_2.fastq.gz,ERR16062332
12Sr1,${EQ_READS_DIR}/ERR16062333_1.fastq.gz,${EQ_READS_DIR}/ERR16062333_2.fastq.gz,ERR16062333
12Sr2,${EQ_READS_DIR}/ERR16062334_1.fastq.gz,${EQ_READS_DIR}/ERR16062334_2.fastq.gz,ERR16062334
12Sr3,${EQ_READS_DIR}/ERR16062335_1.fastq.gz,${EQ_READS_DIR}/ERR16062335_2.fastq.gz,ERR16062335
12PRr1,${EQ_READS_DIR}/ERR16062336_1.fastq.gz,${EQ_READS_DIR}/ERR16062336_2.fastq.gz,ERR16062336
12PRr3,${EQ_READS_DIR}/ERR16062337_1.fastq.gz,${EQ_READS_DIR}/ERR16062337_2.fastq.gz,ERR16062337
13Dr1,${EQ_READS_DIR}/ERR16062338_1.fastq.gz,${EQ_READS_DIR}/ERR16062338_2.fastq.gz,ERR16062338
13Dr3,${EQ_READS_DIR}/ERR16062339_1.fastq.gz,${EQ_READS_DIR}/ERR16062339_2.fastq.gz,ERR16062339
13Sr2,${EQ_READS_DIR}/ERR16062340_1.fastq.gz,${EQ_READS_DIR}/ERR16062340_2.fastq.gz,ERR16062340
14Dr1,${EQ_READS_DIR}/ERR16062341_1.fastq.gz,${EQ_READS_DIR}/ERR16062341_2.fastq.gz,ERR16062341
14Dr2,${EQ_READS_DIR}/ERR16062342_1.fastq.gz,${EQ_READS_DIR}/ERR16062342_2.fastq.gz,ERR16062342
14Dr3,${EQ_READS_DIR}/ERR16062343_1.fastq.gz,${EQ_READS_DIR}/ERR16062343_2.fastq.gz,ERR16062343
14Sr2,${EQ_READS_DIR}/ERR16062344_1.fastq.gz,${EQ_READS_DIR}/ERR16062344_2.fastq.gz,ERR16062344
14PRr1,${EQ_READS_DIR}/ERR16062345_1.fastq.gz,${EQ_READS_DIR}/ERR16062345_2.fastq.gz,ERR16062345
14PRr2,${EQ_READS_DIR}/ERR16062346_1.fastq.gz,${EQ_READS_DIR}/ERR16062346_2.fastq.gz,ERR16062346
15Dr1,${EQ_READS_DIR}/ERR16062347_1.fastq.gz,${EQ_READS_DIR}/ERR16062347_2.fastq.gz,ERR16062347
15Dr3,${EQ_READS_DIR}/ERR16062348_1.fastq.gz,${EQ_READS_DIR}/ERR16062348_2.fastq.gz,ERR16062348
15Sr1,${EQ_READS_DIR}/ERR16062349_1.fastq.gz,${EQ_READS_DIR}/ERR16062349_2.fastq.gz,ERR16062349
15Sr3,${EQ_READS_DIR}/ERR16062350_1.fastq.gz,${EQ_READS_DIR}/ERR16062350_2.fastq.gz,ERR16062350
15PRr1,${EQ_READS_DIR}/ERR16062351_1.fastq.gz,${EQ_READS_DIR}/ERR16062351_2.fastq.gz,ERR16062351
15PRr2,${EQ_READS_DIR}/ERR16062352_1.fastq.gz,${EQ_READS_DIR}/ERR16062352_2.fastq.gz,ERR16062352
15PRr3,${EQ_READS_DIR}/ERR16062353_1.fastq.gz,${EQ_READS_DIR}/ERR16062353_2.fastq.gz,ERR16062353
16Dr1,${EQ_READS_DIR}/ERR16062354_1.fastq.gz,${EQ_READS_DIR}/ERR16062354_2.fastq.gz,ERR16062354
16Dr3,${EQ_READS_DIR}/ERR16062355_1.fastq.gz,${EQ_READS_DIR}/ERR16062355_2.fastq.gz,ERR16062355
16Sr1,${EQ_READS_DIR}/ERR16062356_1.fastq.gz,${EQ_READS_DIR}/ERR16062356_2.fastq.gz,ERR16062356
16PRr1,${EQ_READS_DIR}/ERR16062357_1.fastq.gz,${EQ_READS_DIR}/ERR16062357_2.fastq.gz,ERR16062357
16PRr2,${EQ_READS_DIR}/ERR16062358_1.fastq.gz,${EQ_READS_DIR}/ERR16062358_2.fastq.gz,ERR16062358
16PRr3,${EQ_READS_DIR}/ERR16062359_1.fastq.gz,${EQ_READS_DIR}/ERR16062359_2.fastq.gz,ERR16062359
17Dr1,${EQ_READS_DIR}/ERR16062360_1.fastq.gz,${EQ_READS_DIR}/ERR16062360_2.fastq.gz,ERR16062360
17Dr2,${EQ_READS_DIR}/ERR16062361_1.fastq.gz,${EQ_READS_DIR}/ERR16062361_2.fastq.gz,ERR16062361
17Dr3,${EQ_READS_DIR}/ERR16062362_1.fastq.gz,${EQ_READS_DIR}/ERR16062362_2.fastq.gz,ERR16062362
17Sr1,${EQ_READS_DIR}/ERR16062363_1.fastq.gz,${EQ_READS_DIR}/ERR16062363_2.fastq.gz,ERR16062363
17Sr2,${EQ_READS_DIR}/ERR16062364_1.fastq.gz,${EQ_READS_DIR}/ERR16062364_2.fastq.gz,ERR16062364
17Sr3,${EQ_READS_DIR}/ERR16062365_1.fastq.gz,${EQ_READS_DIR}/ERR16062365_2.fastq.gz,ERR16062365
17PRr2,${EQ_READS_DIR}/ERR16062366_1.fastq.gz,${EQ_READS_DIR}/ERR16062366_2.fastq.gz,ERR16062366
17PRr3,${EQ_READS_DIR}/ERR16062367_1.fastq.gz,${EQ_READS_DIR}/ERR16062367_2.fastq.gz,ERR16062367
18Dr2,${EQ_READS_DIR}/ERR16062368_1.fastq.gz,${EQ_READS_DIR}/ERR16062368_2.fastq.gz,ERR16062368
18PRr1,${EQ_READS_DIR}/ERR16062369_1.fastq.gz,${EQ_READS_DIR}/ERR16062369_2.fastq.gz,ERR16062369
18PRr2,${EQ_READS_DIR}/ERR16062370_1.fastq.gz,${EQ_READS_DIR}/ERR16062370_2.fastq.gz,ERR16062370
18Sr1,${EQ_READS_DIR}/ERR16062371_1.fastq.gz,${EQ_READS_DIR}/ERR16062371_2.fastq.gz,ERR16062371
18Sr2,${EQ_READS_DIR}/ERR16062372_1.fastq.gz,${EQ_READS_DIR}/ERR16062372_2.fastq.gz,ERR16062372
19Dr2,${EQ_READS_DIR}/ERR16062373_1.fastq.gz,${EQ_READS_DIR}/ERR16062373_2.fastq.gz,ERR16062373
19Dr3,${EQ_READS_DIR}/ERR16062374_1.fastq.gz,${EQ_READS_DIR}/ERR16062374_2.fastq.gz,ERR16062374
19Sr1,${EQ_READS_DIR}/ERR16062375_1.fastq.gz,${EQ_READS_DIR}/ERR16062375_2.fastq.gz,ERR16062375
19Sr3,${EQ_READS_DIR}/ERR16062376_1.fastq.gz,${EQ_READS_DIR}/ERR16062376_2.fastq.gz,ERR16062376
20Dr1,${EQ_READS_DIR}/ERR16062377_1.fastq.gz,${EQ_READS_DIR}/ERR16062377_2.fastq.gz,ERR16062377
20Dr2,${EQ_READS_DIR}/ERR16062378_1.fastq.gz,${EQ_READS_DIR}/ERR16062378_2.fastq.gz,ERR16062378
20Sr1,${EQ_READS_DIR}/ERR16062379_1.fastq.gz,${EQ_READS_DIR}/ERR16062379_2.fastq.gz,ERR16062379
20Sr3,${EQ_READS_DIR}/ERR16062380_1.fastq.gz,${EQ_READS_DIR}/ERR16062380_2.fastq.gz,ERR16062380
20PRr1,${EQ_READS_DIR}/ERR16062381_1.fastq.gz,${EQ_READS_DIR}/ERR16062381_2.fastq.gz,ERR16062381
20PRr2,${EQ_READS_DIR}/ERR16062382_1.fastq.gz,${EQ_READS_DIR}/ERR16062382_2.fastq.gz,ERR16062382
21Dr1,${EQ_READS_DIR}/ERR16062383_1.fastq.gz,${EQ_READS_DIR}/ERR16062383_2.fastq.gz,ERR16062383
21Sr1,${EQ_READS_DIR}/ERR16062384_1.fastq.gz,${EQ_READS_DIR}/ERR16062384_2.fastq.gz,ERR16062384
21Sr2,${EQ_READS_DIR}/ERR16062385_1.fastq.gz,${EQ_READS_DIR}/ERR16062385_2.fastq.gz,ERR16062385
21Sr3,${EQ_READS_DIR}/ERR16062386_1.fastq.gz,${EQ_READS_DIR}/ERR16062386_2.fastq.gz,ERR16062386
22Dr1,${EQ_READS_DIR}/ERR16062387_1.fastq.gz,${EQ_READS_DIR}/ERR16062387_2.fastq.gz,ERR16062387
22Dr2,${EQ_READS_DIR}/ERR16062388_1.fastq.gz,${EQ_READS_DIR}/ERR16062388_2.fastq.gz,ERR16062388
22Dr3,${EQ_READS_DIR}/ERR16062389_1.fastq.gz,${EQ_READS_DIR}/ERR16062389_2.fastq.gz,ERR16062389
22Sr1,${EQ_READS_DIR}/ERR16062390_1.fastq.gz,${EQ_READS_DIR}/ERR16062390_2.fastq.gz,ERR16062390
22Sr3,${EQ_READS_DIR}/ERR16062391_1.fastq.gz,${EQ_READS_DIR}/ERR16062391_2.fastq.gz,ERR16062391
22PRr1,${EQ_READS_DIR}/ERR16062392_1.fastq.gz,${EQ_READS_DIR}/ERR16062392_2.fastq.gz,ERR16062392
22PRr3,${EQ_READS_DIR}/ERR16062393_1.fastq.gz,${EQ_READS_DIR}/ERR16062393_2.fastq.gz,ERR16062393
23Dr1,${EQ_READS_DIR}/ERR16062394_1.fastq.gz,${EQ_READS_DIR}/ERR16062394_2.fastq.gz,ERR16062394
23Dr3,${EQ_READS_DIR}/ERR16062395_1.fastq.gz,${EQ_READS_DIR}/ERR16062395_2.fastq.gz,ERR16062395
23Sr1,${EQ_READS_DIR}/ERR16062396_1.fastq.gz,${EQ_READS_DIR}/ERR16062396_2.fastq.gz,ERR16062396
23Sr2,${EQ_READS_DIR}/ERR16062397_1.fastq.gz,${EQ_READS_DIR}/ERR16062397_2.fastq.gz,ERR16062397
23Sr3,${EQ_READS_DIR}/ERR16062398_1.fastq.gz,${EQ_READS_DIR}/ERR16062398_2.fastq.gz,ERR16062398
23PRr1,${EQ_READS_DIR}/ERR16062399_1.fastq.gz,${EQ_READS_DIR}/ERR16062399_2.fastq.gz,ERR16062399
23PRr2,${EQ_READS_DIR}/ERR16062400_1.fastq.gz,${EQ_READS_DIR}/ERR16062400_2.fastq.gz,ERR16062400
23PRr3,${EQ_READS_DIR}/ERR16062401_1.fastq.gz,${EQ_READS_DIR}/ERR16062401_2.fastq.gz,ERR16062401
24Dr1,${EQ_READS_DIR}/ERR16062402_1.fastq.gz,${EQ_READS_DIR}/ERR16062402_2.fastq.gz,ERR16062402
24Dr2,${EQ_READS_DIR}/ERR16062403_1.fastq.gz,${EQ_READS_DIR}/ERR16062403_2.fastq.gz,ERR16062403
24Sr1,${EQ_READS_DIR}/ERR16062404_1.fastq.gz,${EQ_READS_DIR}/ERR16062404_2.fastq.gz,ERR16062404
24Sr2,${EQ_READS_DIR}/ERR16062405_1.fastq.gz,${EQ_READS_DIR}/ERR16062405_2.fastq.gz,ERR16062405
24PRr2,${EQ_READS_DIR}/ERR16062406_1.fastq.gz,${EQ_READS_DIR}/ERR16062406_2.fastq.gz,ERR16062406
25Dr1,${EQ_READS_DIR}/ERR16062407_1.fastq.gz,${EQ_READS_DIR}/ERR16062407_2.fastq.gz,ERR16062407
25Dr3,${EQ_READS_DIR}/ERR16062408_1.fastq.gz,${EQ_READS_DIR}/ERR16062408_2.fastq.gz,ERR16062408
25Sr1,${EQ_READS_DIR}/ERR16062409_1.fastq.gz,${EQ_READS_DIR}/ERR16062409_2.fastq.gz,ERR16062409
25Sr2,${EQ_READS_DIR}/ERR16062410_1.fastq.gz,${EQ_READS_DIR}/ERR16062410_2.fastq.gz,ERR16062410
25PRr2,${EQ_READS_DIR}/ERR16062411_1.fastq.gz,${EQ_READS_DIR}/ERR16062411_2.fastq.gz,ERR16062411
26Dr1,${EQ_READS_DIR}/ERR16062412_1.fastq.gz,${EQ_READS_DIR}/ERR16062412_2.fastq.gz,ERR16062412
26Dr2,${EQ_READS_DIR}/ERR16062413_1.fastq.gz,${EQ_READS_DIR}/ERR16062413_2.fastq.gz,ERR16062413
26Dr3,${EQ_READS_DIR}/ERR16062414_1.fastq.gz,${EQ_READS_DIR}/ERR16062414_2.fastq.gz,ERR16062414
26Sr1,${EQ_READS_DIR}/ERR16062415_1.fastq.gz,${EQ_READS_DIR}/ERR16062415_2.fastq.gz,ERR16062415
26Sr2,${EQ_READS_DIR}/ERR16062416_1.fastq.gz,${EQ_READS_DIR}/ERR16062416_2.fastq.gz,ERR16062416
26Sr3,${EQ_READS_DIR}/ERR16062417_1.fastq.gz,${EQ_READS_DIR}/ERR16062417_2.fastq.gz,ERR16062417
26PRr2,${EQ_READS_DIR}/ERR16062418_1.fastq.gz,${EQ_READS_DIR}/ERR16062418_2.fastq.gz,ERR16062418
26PRr3,${EQ_READS_DIR}/ERR16062419_1.fastq.gz,${EQ_READS_DIR}/ERR16062419_2.fastq.gz,ERR16062419
27Dr1,${EQ_READS_DIR}/ERR16062420_1.fastq.gz,${EQ_READS_DIR}/ERR16062420_2.fastq.gz,ERR16062420
27Dr2,${EQ_READS_DIR}/ERR16062421_1.fastq.gz,${EQ_READS_DIR}/ERR16062421_2.fastq.gz,ERR16062421
27Dr3,${EQ_READS_DIR}/ERR16062422_1.fastq.gz,${EQ_READS_DIR}/ERR16062422_2.fastq.gz,ERR16062422
27Sr2,${EQ_READS_DIR}/ERR16062423_1.fastq.gz,${EQ_READS_DIR}/ERR16062423_2.fastq.gz,ERR16062423
27Sr3,${EQ_READS_DIR}/ERR16062424_1.fastq.gz,${EQ_READS_DIR}/ERR16062424_2.fastq.gz,ERR16062424
27PRr1,${EQ_READS_DIR}/ERR16062425_1.fastq.gz,${EQ_READS_DIR}/ERR16062425_2.fastq.gz,ERR16062425
27PRr2,${EQ_READS_DIR}/ERR16062426_1.fastq.gz,${EQ_READS_DIR}/ERR16062426_2.fastq.gz,ERR16062426
28Dr1,${EQ_READS_DIR}/ERR16062427_1.fastq.gz,${EQ_READS_DIR}/ERR16062427_2.fastq.gz,ERR16062427
28Dr3,${EQ_READS_DIR}/ERR16062428_1.fastq.gz,${EQ_READS_DIR}/ERR16062428_2.fastq.gz,ERR16062428
28Sr1,${EQ_READS_DIR}/ERR16062429_1.fastq.gz,${EQ_READS_DIR}/ERR16062429_2.fastq.gz,ERR16062429
28Sr2,${EQ_READS_DIR}/ERR16062430_1.fastq.gz,${EQ_READS_DIR}/ERR16062430_2.fastq.gz,ERR16062430
28Sr3,${EQ_READS_DIR}/ERR16062431_1.fastq.gz,${EQ_READS_DIR}/ERR16062431_2.fastq.gz,ERR16062431
28PRr1,${EQ_READS_DIR}/ERR16062432_1.fastq.gz,${EQ_READS_DIR}/ERR16062432_2.fastq.gz,ERR16062432
28PRr3,${EQ_READS_DIR}/ERR16062433_1.fastq.gz,${EQ_READS_DIR}/ERR16062433_2.fastq.gz,ERR16062433
29Dr1,${EQ_READS_DIR}/ERR16062434_1.fastq.gz,${EQ_READS_DIR}/ERR16062434_2.fastq.gz,ERR16062434
29Dr2,${EQ_READS_DIR}/ERR16062435_1.fastq.gz,${EQ_READS_DIR}/ERR16062435_2.fastq.gz,ERR16062435
29Dr3,${EQ_READS_DIR}/ERR16062436_1.fastq.gz,${EQ_READS_DIR}/ERR16062436_2.fastq.gz,ERR16062436
29Sr1,${EQ_READS_DIR}/ERR16062437_1.fastq.gz,${EQ_READS_DIR}/ERR16062437_2.fastq.gz,ERR16062437
29Sr2,${EQ_READS_DIR}/ERR16062438_1.fastq.gz,${EQ_READS_DIR}/ERR16062438_2.fastq.gz,ERR16062438
29PRr1,${EQ_READS_DIR}/ERR16062439_1.fastq.gz,${EQ_READS_DIR}/ERR16062439_2.fastq.gz,ERR16062439
29PRr2,${EQ_READS_DIR}/ERR16062440_1.fastq.gz,${EQ_READS_DIR}/ERR16062440_2.fastq.gz,ERR16062440
29PRr3,${EQ_READS_DIR}/ERR16062441_1.fastq.gz,${EQ_READS_DIR}/ERR16062441_2.fastq.gz,ERR16062441
30Dr1,${EQ_READS_DIR}/ERR16062442_1.fastq.gz,${EQ_READS_DIR}/ERR16062442_2.fastq.gz,ERR16062442
