sampleID,forwardReads,reverseReads,run
30Sr1,${EQ_READS_DIR}/ERR16062443_1.fastq.gz,${EQ_READS_DIR}/ERR16062443_2.fastq.gz,ERR16062443
30Sr2,${EQ_READS_DIR}/ERR16062444_1.fastq.gz,${EQ_READS_DIR}/ERR16062444_2.fastq.gz,ERR16062444
30Sr3,${EQ_READS_DIR}/ERR16062445_1.fastq.gz,${EQ_READS_DIR}/ERR16062445_2.fastq.gz,ERR16062445
30PRr1,${EQ_READS_DIR}/ERR16062446_1.fastq.gz,${EQ_READS_DIR}/ERR16062446_2.fastq.gz,ERR16062446
30PRr3,${EQ_READS_DIR}/ERR16062447_1.fastq.gz,${EQ_READS_DIR}/ERR16062447_2.fastq.gz,ERR16062447
31Dr2,${EQ_READS_DIR}/ERR16062448_1.fastq.gz,${EQ_READS_DIR}/ERR16062448_2.fastq.gz,ERR16062448
31Sr2,${EQ_READS_DIR}/ERR16062449_1.fastq.gz,${EQ_READS_DIR}/ERR16062449_2.fastq.gz,ERR16062449
31Sr3,${EQ_READS_DIR}/ERR16062450_1.fastq.gz,${EQ_READS_DIR}/ERR16062450_2.fastq.gz,ERR16062450
31PRr2,${EQ_READS_DIR}/ERR16062451_1.fastq.gz,${EQ_READS_DIR}/ERR16062451_2.fastq.gz,ERR16062451
31PRr3,${EQ_READS_DIR}/ERR16062452_1.fastq.gz,${EQ_READS_DIR}/ERR16062452_2.fastq.gz,ERR16062452
32Dr3,${EQ_READS_DIR}/ERR16062453_1.fastq.gz,${EQ_READS_DIR}/ERR16062453_2.fastq.gz,ERR16062453
32PRr1,${EQ_READS_DIR}/ERR16062454_1.fastq.gz,${EQ_READS_DIR}/ERR16062454_2.fastq.gz,ERR16062454
32PRr2,${EQ_READS_DIR}/ERR16062455_1.fastq.gz,${EQ_READS_DIR}/ERR16062455_2.fastq.gz,ERR16062455
32PRr3,${EQ_READS_DIR}/ERR16062456_1.fastq.gz,${EQ_READS_DIR}/ERR16062456_2.fastq.gz,ERR16062456
33Dr1,${EQ_READS_DIR}/ERR16062457_1.fastq.gz,${EQ_READS_DIR}/ERR16062457_2.fastq.gz,ERR16062457
33Dr2,${EQ_READS_DIR}/ERR16062458_1.fastq.gz,${EQ_READS_DIR}/ERR16062458_2.fastq.gz,ERR16062458
33Dr3,${EQ_READS_DIR}/ERR16062459_1.fastq.gz,${EQ_READS_DIR}/ERR16062459_2.fastq.gz,ERR16062459
33Sr1,${EQ_READS_DIR}/ERR16062460_1.fastq.gz,${EQ_READS_DIR}/ERR16062460_2.fastq.gz,ERR16062460
33Sr2,${EQ_READS_DIR}/ERR16062461_1.fastq.gz,${EQ_READS_DIR}/ERR16062461_2.fastq.gz,ERR16062461
33PRr1,${EQ_READS_DIR}/ERR16062462_1.fastq.gz,${EQ_READS_DIR}/ERR16062462_2.fastq.gz,ERR16062462
33PRr2,${EQ_READS_DIR}/ERR16062463_1.fastq.gz,${EQ_READS_DIR}/ERR16062463_2.fastq.gz,ERR16062463
34Dr2,${EQ_READS_DIR}/ERR16062464_1.fastq.gz,${EQ_READS_DIR}/ERR16062464_2.fastq.gz,ERR16062464
34Dr3,${EQ_READS_DIR}/ERR16062465_1.fastq.gz,${EQ_READS_DIR}/ERR16062465_2.fastq.gz,ERR16062465
34Sr1,${EQ_READS_DIR}/ERR16062466_1.fastq.gz,${EQ_READS_DIR}/ERR16062466_2.fastq.gz,ERR16062466
34Sr3,${EQ_READS_DIR}/ERR16062467_1.fastq.gz,${EQ_READS_DIR}/ERR16062467_2.fastq.gz,ERR16062467
34PRr1,${EQ_READS_DIR}/ERR16062468_1.fastq.gz,${EQ_READS_DIR}/ERR16062468_2.fastq.gz,ERR16062468
34PRr3,${EQ_READS_DIR}/ERR16062469_1.fastq.gz,${EQ_READS_DIR}/ERR16062469_2.fastq.gz,ERR16062469
35Dr2,${EQ_READS_DIR}/ERR16062470_1.fastq.gz,${EQ_READS_DIR}/ERR16062470_2.fastq.gz,ERR16062470
35Dr3,${EQ_READS_DIR}/ERR16062471_1.fastq.gz,${EQ_READS_DIR}/ERR16062471_2.fastq.gz,ERR16062471
35Sr1,${EQ_READS_DIR}/ERR16062472_1.fastq.gz,${EQ_READS_DIR}/ERR16062472_2.fastq.gz,ERR16062472
35Sr2,${EQ_READS_DIR}/ERR16062473_1.fastq.gz,${EQ_READS_DIR}/ERR16062473_2.fastq.gz,ERR16062473
35PRr1,${EQ_READS_DIR}/ERR16062474_1.fastq.gz,${EQ_READS_DIR}/ERR16062474_2.fastq.gz,ERR16062474
35PRr3,${EQ_READS_DIR}/ERR16062475_1.fastq.gz,${EQ_READS_DIR}/ERR16062475_2.fastq.gz,ERR16062475
36Dr2,${EQ_READS_DIR}/ERR16062476_1.fastq.gz,${EQ_READS_DIR}/ERR16062476_2.fastq.gz,ERR16062476
36Dr3,${EQ_READS_DIR}/ERR16062477_1.fastq.gz,${EQ_READS_DIR}/ERR16062477_2.fastq.gz,ERR16062477
36Sr1,${EQ_READS_DIR}/ERR16062478_1.fastq.gz,${EQ_READS_DIR}/ERR16062478_2.fastq.gz,ERR16062478
36Sr2,${EQ_READS_DIR}/ERR16062479_1.fastq.gz,${EQ_READS_DIR}/ERR16062479_2.fastq.gz,ERR16062479
36Sr3,${EQ_READS_DIR}/ERR16062480_1.fastq.gz,${EQ_READS_DIR}/ERR16062480_2.fastq.gz,ERR16062480
37Dr2,${EQ_READS_DIR}/ERR16062481_1.fastq.gz,${EQ_READS_DIR}/ERR16062481_2.fastq.gz,ERR16062481
37Dr3,${EQ_READS_DIR}/ERR16062482_1.fastq.gz,${EQ_READS_DIR}/ERR16062482_2.fastq.gz,ERR16062482
37Sr1,${EQ_READS_DIR}/ERR16062483_1.fastq.gz,${EQ_READS_DIR}/ERR16062483_2.fastq.gz,ERR16062483
37Sr2,${EQ_READS_DIR}/ERR16062484_1.fastq.gz,${EQ_READS_DIR}/ERR16062484_2.fastq.gz,ERR16062484
37PRr2,${EQ_READS_DIR}/ERR16062485_1.fastq.gz,${EQ_READS_DIR}/ERR16062485_2.fastq.gz,ERR16062485
37PRr3,${EQ_READS_DIR}/ERR16062486_1.fastq.gz,${EQ_READS_DIR}/ERR16062486_2.fastq.gz,ERR16062486
38Dr2,${EQ_READS_DIR}/ERR16062487_1.fastq.gz,${EQ_READS_DIR}/ERR16062487_2.fastq.gz,ERR16062487
38Dr3,${EQ_READS_DIR}/ERR16062488_1.fastq.gz,${EQ_READS_DIR}/ERR16062488_2.fastq.gz,ERR16062488
38Sr2,${EQ_READS_DIR}/ERR16062489_1.fastq.gz,${EQ_READS_DIR}/ERR16062489_2.fastq.gz,ERR16062489
38Sr3,${EQ_READS_DIR}/ERR16062490_1.fastq.gz,${EQ_READS_DIR}/ERR16062490_2.fastq.gz,ERR16062490
38PRr2,${EQ_READS_DIR}/ERR16062491_1.fastq.gz,${EQ_READS_DIR}/ERR16062491_2.fastq.gz,ERR16062491
38PRr3,${EQ_READS_DIR}/ERR16062492_1.fastq.gz,${EQ_READS_DIR}/ERR16062492_2.fastq.gz,ERR16062492
39Dr2,${EQ_READS_DIR}/ERR16062493_1.fastq.gz,${EQ_READS_DIR}/ERR16062493_2.fastq.gz,ERR16062493
39Dr3,${EQ_READS_DIR}/ERR16062494_1.fastq.gz,${EQ_READS_DIR}/ERR16062494_2.fastq.gz,ERR16062494
39Sr3,${EQ_READS_DIR}/ERR16062495_1.fastq.gz,${EQ_READS_DIR}/ERR16062495_2.fastq.gz,ERR16062495
39PRr1,${EQ_READS_DIR}/ERR16062496_1.fastq.gz,${EQ_READS_DIR}/ERR16062496_2.fastq.gz,ERR16062496
39PRr2,${EQ_READS_DIR}/ERR16062497_1.fastq.gz,${EQ_READS_DIR}/ERR16062497_2.fastq.gz,ERR16062497
39PRr3,${EQ_READS_DIR}/ERR16062498_1.fastq.gz,${EQ_READS_DIR}/ERR16062498_2.fastq.gz,ERR16062498
40Dr1,${EQ_READS_DIR}/ERR16062499_1.fastq.gz,${EQ_READS_DIR}/ERR16062499_2.fastq.gz,ERR16062499
40Dr2,${EQ_READS_DIR}/ERR16062500_1.fastq.gz,${EQ_READS_DIR}/ERR16062500_2.fastq.gz,ERR16062500
40PRr2,${EQ_READS_DIR}/ERR16062501_1.fastq.gz,${EQ_READS_DIR}/ERR16062501_2.fastq.gz,ERR16062501
40PRr3,${EQ_READS_DIR}/ERR16062502_1.fastq.gz,${EQ_READS_DIR}/ERR16062502_2.fastq.gz,ERR16062502
41Dr1,${EQ_READS_DIR}/ERR16062503_1.fastq.gz,${EQ_READS_DIR}/ERR16062503_2.fastq.gz,ERR16062503
41PRr2,${EQ_READS_DIR}/ERR16062504_1.fastq.gz,${EQ_READS_DIR}/ERR16062504_2.fastq.gz,ERR16062504
42Dr1,${EQ_READS_DIR}/ERR16062505_1.fastq.gz,${EQ_READS_DIR}/ERR16062505_2.fastq.gz,ERR16062505
42Sr1,${EQ_READS_DIR}/ERR16062506_1.fastq.gz,${EQ_READS_DIR}/ERR16062506_2.fastq.gz,ERR16062506
42Sr2,${EQ_READS_DIR}/ERR16062507_1.fastq.gz,${EQ_READS_DIR}/ERR16062507_2.fastq.gz,ERR16062507
42Sr3,${EQ_READS_DIR}/ERR16062508_1.fastq.gz,${EQ_READS_DIR}/ERR16062508_2.fastq.gz,ERR16062508
42PRr1,${EQ_READS_DIR}/ERR16062509_1.fastq.gz,${EQ_READS_DIR}/ERR16062509_2.fastq.gz,ERR16062509
42PRr2,${EQ_READS_DIR}/ERR16062510_1.fastq.gz,${EQ_READS_DIR}/ERR16062510_2.fastq.gz,ERR16062510
43Dr1,${EQ_READS_DIR}/ERR16062511_1.fastq.gz,${EQ_READS_DIR}/ERR16062511_2.fastq.gz,ERR16062511
43Dr2,${EQ_READS_DIR}/ERR16062512_1.fastq.gz,${EQ_READS_DIR}/ERR16062512_2.fastq.gz,ERR16062512
43Sr1,${EQ_READS_DIR}/ERR16062513_1.fastq.gz,${EQ_READS_DIR}/ERR16062513_2.fastq.gz,ERR16062513
43Sr2,${EQ_READS_DIR}/ERR16062514_1.fastq.gz,${EQ_READS_DIR}/ERR16062514_2.fastq.gz,ERR16062514
43PRr2,${EQ_READS_DIR}/ERR16062515_1.fastq.gz,${EQ_READS_DIR}/ERR16062515_2.fastq.gz,ERR16062515
44Dr2,${EQ_READS_DIR}/ERR16062516_1.fastq.gz,${EQ_READS_DIR}/ERR16062516_2.fastq.gz,ERR16062516
44PRr2,${EQ_READS_DIR}/ERR16062517_1.fastq.gz,${EQ_READS_DIR}/ERR16062517_2.fastq.gz,ERR16062517
44PRr3,${EQ_READS_DIR}/ERR16062518_1.fastq.gz,${EQ_READS_DIR}/ERR16062518_2.fastq.gz,ERR16062518
45Dr1,${EQ_READS_DIR}/ERR16062519_1.fastq.gz,${EQ_READS_DIR}/ERR16062519_2.fastq.gz,ERR16062519
45Dr3,${EQ_READS_DIR}/ERR16062520_1.fastq.gz,${EQ_READS_DIR}/ERR16062520_2.fastq.gz,ERR16062520
45Sr1,${EQ_READS_DIR}/ERR16062521_1.fastq.gz,${EQ_READS_DIR}/ERR16062521_2.fastq.gz,ERR16062521
45PRr2,${EQ_READS_DIR}/ERR16062522_1.fastq.gz,${EQ_READS_DIR}/ERR16062522_2.fastq.gz,ERR16062522
46Dr1,${EQ_READS_DIR}/ERR16062523_1.fastq.gz,${EQ_READS_DIR}/ERR16062523_2.fastq.gz,ERR16062523
46Sr3,${EQ_READS_DIR}/ERR16062524_1.fastq.gz,${EQ_READS_DIR}/ERR16062524_2.fastq.gz,ERR16062524
46PRr1,${EQ_READS_DIR}/ERR16062525_1.fastq.gz,${EQ_READS_DIR}/ERR16062525_2.fastq.gz,ERR16062525
47Dr2,${EQ_READS_DIR}/ERR16062526_1.fastq.gz,${EQ_READS_DIR}/ERR16062526_2.fastq.gz,ERR16062526
47Dr3,${EQ_READS_DIR}/ERR16062527_1.fastq.gz,${EQ_READS_DIR}/ERR16062527_2.fastq.gz,ERR16062527
47Sr1,${EQ_READS_DIR}/ERR16062528_1.fastq.gz,${EQ_READS_DIR}/ERR16062528_2.fastq.gz,ERR16062528
47PRr1,${EQ_READS_DIR}/ERR16062529_1.fastq.gz,${EQ_READS_DIR}/ERR16062529_2.fastq.gz,ERR16062529
48Dr2,${EQ_READS_DIR}/ERR16062530_1.fastq.gz,${EQ_READS_DIR}/ERR16062530_2.fastq.gz,ERR16062530
48Dr3,${EQ_READS_DIR}/ERR16062531_1.fastq.gz,${EQ_READS_DIR}/ERR16062531_2.fastq.gz,ERR16062531
48Sr2,${EQ_READS_DIR}/ERR16062532_1.fastq.gz,${EQ_READS_DIR}/ERR16062532_2.fastq.gz,ERR16062532
48PRr3,${EQ_READS_DIR}/ERR16062533_1.fastq.gz,${EQ_READS_DIR}/ERR16062533_2.fastq.gz,ERR16062533
49Dr2,${EQ_READS_DIR}/ERR16062534_1.fastq.gz,${EQ_READS_DIR}/ERR16062534_2.fastq.gz,ERR16062534
49Sr2,${EQ_READS_DIR}/ERR16062535_1.fastq.gz,${EQ_READS_DIR}/ERR16062535_2.fastq.gz,ERR16062535
49Sr3,${EQ_READS_DIR}/ERR16062536_1.fastq.gz,${EQ_READS_DIR}/ERR16062536_2.fastq.gz,ERR16062536
49PRr2,${EQ_READS_DIR}/ERR16062537_1.fastq.gz,${EQ_READS_DIR}/ERR16062537_2.fastq.gz,ERR16062537
50Dr1,${EQ_READS_DIR}/ERR16062538_1.fastq.gz,${EQ_READS_DIR}/ERR16062538_2.fastq.gz,ERR16062538
50Dr2,${EQ_READS_DIR}/ERR16062539_1.fastq.gz,${EQ_READS_DIR}/ERR16062539_2.fastq.gz,ERR16062539
50Sr1,${EQ_READS_DIR}/ERR16062540_1.fastq.gz,${EQ_READS_DIR}/ERR16062540_2.fastq.gz,ERR16062540
50Sr2,${EQ_READS_DIR}/ERR16062541_1.fastq.gz,${EQ_READS_DIR}/ERR16062541_2.fastq.gz,ERR16062541
50Sr3,${EQ_READS_DIR}/ERR16062542_1.fastq.gz,${EQ_READS_DIR}/ERR16062542_2.fastq.gz,ERR16062542
50PRr1,${EQ_READS_DIR}/ERR16062543_1.fastq.gz,${EQ_READS_DIR}/ERR16062543_2.fastq.gz,ERR16062543
50PRr2,${EQ_READS_DIR}/ERR16062544_1.fastq.gz,${EQ_READS_DIR}/ERR16062544_2.fastq.gz,ERR16062544
51Dr1,${EQ_READS_DIR}/ERR16062545_1.fastq.gz,${EQ_READS_DIR}/ERR16062545_2.fastq.gz,ERR16062545
51Dr3,${EQ_READS_DIR}/ERR16062546_1.fastq.gz,${EQ_READS_DIR}/ERR16062546_2.fastq.gz,ERR16062546
51Sr2,${EQ_READS_DIR}/ERR16062547_1.fastq.gz,${EQ_READS_DIR}/ERR16062547_2.fastq.gz,ERR16062547
51PRr3,${EQ_READS_DIR}/ERR16062548_1.fastq.gz,${EQ_READS_DIR}/ERR16062548_2.fastq.gz,ERR16062548
52Dr1,${EQ_READS_DIR}/ERR16062549_1.fastq.gz,${EQ_READS_DIR}/ERR16062549_2.fastq.gz,ERR16062549
53Dr2,${EQ_READS_DIR}/ERR16062550_1.fastq.gz,${EQ_READS_DIR}/ERR16062550_2.fastq.gz,ERR16062550
53Dr3,${EQ_READS_DIR}/ERR16062551_1.fastq.gz,${EQ_READS_DIR}/ERR16062551_2.fastq.gz,ERR16062551
53Sr3,${EQ_READS_DIR}/ERR16062552_1.fastq.gz,${EQ_READS_DIR}/ERR16062552_2.fastq.gz,ERR16062552
53PRr1,${EQ_READS_DIR}/ERR16062553_1.fastq.gz,${EQ_READS_DIR}/ERR16062553_2.fastq.gz,ERR16062553
53PRr2,${EQ_READS_DIR}/ERR16062554_1.fastq.gz,${EQ_READS_DIR}/ERR16062554_2.fastq.gz,ERR16062554
54Dr1,${EQ_READS_DIR}/ERR16062555_1.fastq.gz,${EQ_READS_DIR}/ERR16062555_2.fastq.gz,ERR16062555
54Dr2,${EQ_READS_DIR}/ERR16062556_1.fastq.gz,${EQ_READS_DIR}/ERR16062556_2.fastq.gz,ERR16062556
54Sr1,${EQ_READS_DIR}/ERR16062557_1.fastq.gz,${EQ_READS_DIR}/ERR16062557_2.fastq.gz,ERR16062557
54Sr2,${EQ_READS_DIR}/ERR16062558_1.fastq.gz,${EQ_READS_DIR}/ERR16062558_2.fastq.gz,ERR16062558
54Sr3,${EQ_READS_DIR}/ERR16062559_1.fastq.gz,${EQ_READS_DIR}/ERR16062559_2.fastq.gz,ERR16062559
54PRr1,${EQ_READS_DIR}/ERR16062560_1.fastq.gz,${EQ_READS_DIR}/ERR16062560_2.fastq.gz,ERR16062560
54PRr2,${EQ_READS_DIR}/ERR16062561_1.fastq.gz,${EQ_READS_DIR}/ERR16062561_2.fastq.gz,ERR16062561
54PRr3,${EQ_READS_DIR}/ERR16062562_1.fastq.gz,${EQ_READS_DIR}/ERR16062562_2.fastq.gz,ERR16062562
55Dr2,${EQ_READS_DIR}/ERR16062563_1.fastq.gz,${EQ_READS_DIR}/ERR16062563_2.fastq.gz,ERR16062563
55Sr1,${EQ_READS_DIR}/ERR16062564_1.fastq.gz,${EQ_READS_DIR}/ERR16062564_2.fastq.gz,ERR16062564
55Sr3,${EQ_READS_DIR}/ERR16062565_1.fastq.gz,${EQ_READS_DIR}/ERR16062565_2.fastq.gz,ERR16062565
55PRr1,${EQ_READS_DIR}/ERR16062566_1.fastq.gz,${EQ_READS_DIR}/ERR16062566_2.fastq.gz,ERR16062566
55PRr3,${EQ_READS_DIR}/ERR16062567_1.fastq.gz,${EQ_READS_DIR}/ERR16062567_2.fastq.gz,ERR16062567
56Dr1,${EQ_READS_DIR}/ERR16062568_1.fastq.gz,${EQ_READS_DIR}/ERR16062568_2.fastq.gz,ERR16062568
56Dr3,${EQ_READS_DIR}/ERR16062569_1.fastq.gz,${EQ_READS_DIR}/ERR16062569_2.fastq.gz,ERR16062569
56Sr1,${EQ_READS_DIR}/ERR16062570_1.fastq.gz,${EQ_READS_DIR}/ERR16062570_2.fastq.gz,ERR16062570
56Sr3,${EQ_READS_DIR}/ERR16062571_1.fastq.gz,${EQ_READS_DIR}/ERR16062571_2.fastq.gz,ERR16062571
57Dr3,${EQ_READS_DIR}/ERR16062572_1.fastq.gz,${EQ_READS_DIR}/ERR16062572_2.fastq.gz,ERR16062572
57Sr2,${EQ_READS_DIR}/ERR16062573_1.fastq.gz,${EQ_READS_DIR}/ERR16062573_2.fastq.gz,ERR16062573
57PRr1,${EQ_READS_DIR}/ERR16062574_1.fastq.gz,${EQ_READS_DIR}/ERR16062574_2.fastq.gz,ERR16062574
57PRr3,${EQ_READS_DIR}/ERR16062575_1.fastq.gz,${EQ_READS_DIR}/ERR16062575_2.fastq.gz,ERR16062575
58Sr2,${EQ_READS_DIR}/ERR16062576_1.fastq.gz,${EQ_READS_DIR}/ERR16062576_2.fastq.gz,ERR16062576
58Sr3,${EQ_READS_DIR}/ERR16062577_1.fastq.gz,${EQ_READS_DIR}/ERR16062577_2.fastq.gz,ERR16062577
58PRr1,${EQ_READS_DIR}/ERR16062578_1.fastq.gz,${EQ_READS_DIR}/ERR16062578_2.fastq.gz,ERR16062578
59PRr3,${EQ_READS_DIR}/ERR16062579_1.fastq.gz,${EQ_READS_DIR}/ERR16062579_2.fastq.gz,ERR16062579
60Dr2,${EQ_READS_DIR}/ERR16062580_1.fastq.gz,${EQ_READS_DIR}/ERR16062580_2.fastq.gz,ERR16062580
60Dr3,${EQ_READS_DIR}/ERR16062581_1.fastq.gz,${EQ_READS_DIR}/ERR16062581_2.fastq.gz,ERR16062581
60Sr3,${EQ_READS_DIR}/ERR16062582_1.fastq.gz,${EQ_READS_DIR}/ERR16062582_2.fastq.gz,ERR16062582
S18Dr1,${EQ_READS_DIR}/ERR16062583_1.fastq.gz,${EQ_READS_DIR}/ERR16062583_2.fastq.gz,ERR16062583
S18Sr1,${EQ_READS_DIR}/ERR16062584_1.fastq.gz,${EQ_READS_DIR}/ERR16062584_2.fastq.gz,ERR16062584
S18PRr1,${EQ_READS_DIR}/ERR16062585_1.fastq.gz,${EQ_READS_DIR}/ERR16062585_2.fastq.gz,ERR16062585
F1Dr1,${EQ_READS_DIR}/ERR16062694_1.fastq.gz,${EQ_READS_DIR}/ERR16062694_2.fastq.gz,ERR16062694
F1Dr2,${EQ_READS_DIR}/ERR16062695_1.fastq.gz,${EQ_READS_DIR}/ERR16062695_2.fastq.gz,ERR16062695
F1Dr3,${EQ_READS_DIR}/ERR16062696_1.fastq.gz,${EQ_READS_DIR}/ERR16062696_2.fastq.gz,ERR16062696
F1Sr1,${EQ_READS_DIR}/ERR16062697_1.fastq.gz,${EQ_READS_DIR}/ERR16062697_2.fastq.gz,ERR16062697
F1Sr2,${EQ_READS_DIR}/ERR16062698_1.fastq.gz,${EQ_READS_DIR}/ERR16062698_2.fastq.gz,ERR16062698
F1Sr3,${EQ_READS_DIR}/ERR16062699_1.fastq.gz,${EQ_READS_DIR}/ERR16062699_2.fastq.gz,ERR16062699
F1PRr1,${EQ_READS_DIR}/ERR16062700_1.fastq.gz,${EQ_READS_DIR}/ERR16062700_2.fastq.gz,ERR16062700
F1PRr2,${EQ_READS_DIR}/ERR16062701_1.fastq.gz,${EQ_READS_DIR}/ERR16062701_2.fastq.gz,ERR16062701
F1PRr3,${EQ_READS_DIR}/ERR16062702_1.fastq.gz,${EQ_READS_DIR}/ERR16062702_2.fastq.gz,ERR16062702
F2Dr1,${EQ_READS_DIR}/ERR16062703_1.fastq.gz,${EQ_READS_DIR}/ERR16062703_2.fastq.gz,ERR16062703
F2Dr2,${EQ_READS_DIR}/ERR16062704_1.fastq.gz,${EQ_READS_DIR}/ERR16062704_2.fastq.gz,ERR16062704
F2Dr3,${EQ_READS_DIR}/ERR16062705_1.fastq.gz,${EQ_READS_DIR}/ERR16062705_2.fastq.gz,ERR16062705
F2Sr1,${EQ_READS_DIR}/ERR16062706_1.fastq.gz,${EQ_READS_DIR}/ERR16062706_2.fastq.gz,ERR16062706
F2Sr2,${EQ_READS_DIR}/ERR16062707_1.fastq.gz,${EQ_READS_DIR}/ERR16062707_2.fastq.gz,ERR16062707
F2Sr3,${EQ_READS_DIR}/ERR16062708_1.fastq.gz,${EQ_READS_DIR}/ERR16062708_2.fastq.gz,ERR16062708
F2PRr1,${EQ_READS_DIR}/ERR16062709_1.fastq.gz,${EQ_READS_DIR}/ERR16062709_2.fastq.gz,ERR16062709
F2PRr2,${EQ_READS_DIR}/ERR16062710_1.fastq.gz,${EQ_READS_DIR}/ERR16062710_2.fastq.gz,ERR16062710
F2PRr3,${EQ_READS_DIR}/ERR16062711_1.fastq.gz,${EQ_READS_DIR}/ERR16062711_2.fastq.gz,ERR16062711
F3Dr1,${EQ_READS_DIR}/ERR16062712_1.fastq.gz,${EQ_READS_DIR}/ERR16062712_2.fastq.gz,ERR16062712
F3Dr2,${EQ_READS_DIR}/ERR16062713_1.fastq.gz,${EQ_READS_DIR}/ERR16062713_2.fastq.gz,ERR16062713
F3Dr3,${EQ_READS_DIR}/ERR16062714_1.fastq.gz,${EQ_READS_DIR}/ERR16062714_2.fastq.gz,ERR16062714
F3Sr1,${EQ_READS_DIR}/ERR16062715_1.fastq.gz,${EQ_READS_DIR}/ERR16062715_2.fastq.gz,ERR16062715
F3Sr2,${EQ_READS_DIR}/ERR16062716_1.fastq.gz,${EQ_READS_DIR}/ERR16062716_2.fastq.gz,ERR16062716
F3Sr3,${EQ_READS_DIR}/ERR16062717_1.fastq.gz,${EQ_READS_DIR}/ERR16062717_2.fastq.gz,ERR16062717
F3PRr1,${EQ_READS_DIR}/ERR16062718_1.fastq.gz,${EQ_READS_DIR}/ERR16062718_2.fastq.gz,ERR16062718
F3PRr2,${EQ_READS_DIR}/ERR16062719_1.fastq.gz,${EQ_READS_DIR}/ERR16062719_2.fastq.gz,ERR16062719
F4Dr1,${EQ_READS_DIR}/ERR16062720_1.fastq.gz,${EQ_READS_DIR}/ERR16062720_2.fastq.gz,ERR16062720
F4Dr2,${EQ_READS_DIR}/ERR16062721_1.fastq.gz,${EQ_READS_DIR}/ERR16062721_2.fastq.gz,ERR16062721
F4Sr1,${EQ_READS_DIR}/ERR16062722_1.fastq.gz,${EQ_READS_DIR}/ERR16062722_2.fastq.gz,ERR16062722
F4Sr2,${EQ_READS_DIR}/ERR16062723_1.fastq.gz,${EQ_READS_DIR}/ERR16062723_2.fastq.gz,ERR16062723
F4Sr3,${EQ_READS_DIR}/ERR16062724_1.fastq.gz,${EQ_READS_DIR}/ERR16062724_2.fastq.gz,ERR16062724
F4PRr1,${EQ_READS_DIR}/ERR16062725_1.fastq.gz,${EQ_READS_DIR}/ERR16062725_2.fastq.gz,ERR16062725
F4PRr2,${EQ_READS_DIR}/ERR16062726_1.fastq.gz,${EQ_READS_DIR}/ERR16062726_2.fastq.gz,ERR16062726
F5Dr2,${EQ_READS_DIR}/ERR16062727_1.fastq.gz,${EQ_READS_DIR}/ERR16062727_2.fastq.gz,ERR16062727
F5Dr3,${EQ_READS_DIR}/ERR16062728_1.fastq.gz,${EQ_READS_DIR}/ERR16062728_2.fastq.gz,ERR16062728
F5Sr1,${EQ_READS_DIR}/ERR16062729_1.fastq.gz,${EQ_READS_DIR}/ERR16062729_2.fastq.gz,ERR16062729
F5Sr2,${EQ_READS_DIR}/ERR16062730_1.fastq.gz,${EQ_READS_DIR}/ERR16062730_2.fastq.gz,ERR16062730
F5Sr3,${EQ_READS_DIR}/ERR16062731_1.fastq.gz,${EQ_READS_DIR}/ERR16062731_2.fastq.gz,ERR16062731
F5PRr2,${EQ_READS_DIR}/ERR16062732_1.fastq.gz,${EQ_READS_DIR}/ERR16062732_2.fastq.gz,ERR16062732
F6Dr1,${EQ_READS_DIR}/ERR16062733_1.fastq.gz,${EQ_READS_DIR}/ERR16062733_2.fastq.gz,ERR16062733
F6Sr1,${EQ_READS_DIR}/ERR16062734_1.fastq.gz,${EQ_READS_DIR}/ERR16062734_2.fastq.gz,ERR16062734
F6Sr2,${EQ_READS_DIR}/ERR16062735_1.fastq.gz,${EQ_READS_DIR}/ERR16062735_2.fastq.gz,ERR16062735
F6Sr3,${EQ_READS_DIR}/ERR16062736_1.fastq.gz,${EQ_READS_DIR}/ERR16062736_2.fastq.gz,ERR16062736
F6PRr1,${EQ_READS_DIR}/ERR16062737_1.fastq.gz,${EQ_READS_DIR}/ERR16062737_2.fastq.gz,ERR16062737
F6PRr2,${EQ_READS_DIR}/ERR16062738_1.fastq.gz,${EQ_READS_DIR}/ERR16062738_2.fastq.gz,ERR16062738
F6PRr3,${EQ_READS_DIR}/ERR16062739_1.fastq.gz,${EQ_READS_DIR}/ERR16062739_2.fastq.gz,ERR16062739
F7Dr1,${EQ_READS_DIR}/ERR16062740_1.fastq.gz,${EQ_READS_DIR}/ERR16062740_2.fastq.gz,ERR16062740
F7Dr2,${EQ_READS_DIR}/ERR16062741_1.fastq.gz,${EQ_READS_DIR}/ERR16062741_2.fastq.gz,ERR16062741
F7Dr3,${EQ_READS_DIR}/ERR16062742_1.fastq.gz,${EQ_READS_DIR}/ERR16062742_2.fastq.gz,ERR16062742
F7Sr1,${EQ_READS_DIR}/ERR16062743_1.fastq.gz,${EQ_READS_DIR}/ERR16062743_2.fastq.gz,ERR16062743
F7Sr2,${EQ_READS_DIR}/ERR16062744_1.fastq.gz,${EQ_READS_DIR}/ERR16062744_2.fastq.gz,ERR16062744
F7Sr3,${EQ_READS_DIR}/ERR16062745_1.fastq.gz,${EQ_READS_DIR}/ERR16062745_2.fastq.gz,ERR16062745
F7PRr1,${EQ_READS_DIR}/ERR16062746_1.fastq.gz,${EQ_READS_DIR}/ERR16062746_2.fastq.gz,ERR16062746
