quantity	estimate	ci_low	ci_high	uncertainty_type	bootstrap_replicates	seed	analysis_unit
effect_per_mm_at_fixed_selected_peak	70.93383533402918	5.959807316916111	127.36777947027097	95% site-block percentile bootstrap interval	9999	20260805	site with all repeated observations
partial_r2_at_fixed_selected_peak	0.011493043797267172	0.00018146165111306977	0.04007880875502033	95% site-block percentile bootstrap interval	9999	20260805	site with all repeated observations
selected_endpoint_peak_complete_days	4.5	1.5	8.5	95% site-block peak-selection interval	9999	20260805	site with all repeated observations
effect_at_reselected_endpoint_peak	70.93383533402918	18.87751326338693	191.6396099572856	95% site-block peak-selection interval	9999	20260805	site with all repeated observations
half_maximum_complete_day	12.052680263401317	4.017560087800439	22.766173830869157	95% site-block peak-selection interval	9999	20260805	site with all repeated observations
ten_percent_complete_day	22.0040750203751	7.334691673458367	41.563252816264075	95% site-block peak-selection interval	9999	20260805	site with all repeated observations
