reflected	route_shift	max_positive_t_all_endpoints	max_absolute_t_all_endpoints	max_positive_t_richness_hurlbert_25000	max_positive_t_shannon	max_positive_t_evenness_h_over_log_hurlbert
False	0	2.2071643733443707	2.5018792586443275	2.2071643733443707	2.0290832644752563	1.2501394000174064
False	1	0.2315614710797024	3.0673207462705676	-0.6196578808838776	-1.8261254224784076	0.2315614710797024
False	2	-0.23295486630785417	3.0051676690024625	-1.1497479761291347	-1.0650971528890896	-0.23295486630785417
False	3	1.9367592111902088	2.509015920896579	1.9367592111902088	0.012069486748963291	0.3339473620254835
False	4	0.6301408108470847	2.0552006802555645	0.6301408108470847	-0.09938450407423864	0.4437875388807697
False	5	1.0130823572563734	1.4514317993862798	0.029925253261402576	0.6018785120064893	1.0130823572563734
False	6	1.4786671936345461	2.2128971251189893	0.003289738724732615	0.6566642622032396	1.4786671936345461
False	7	1.4502799517037146	1.7090448106001335	0.4062983991368759	0.38977946146300246	1.4502799517037146
False	8	1.9264704971750484	1.9264704971750484	0.49713678665892713	0.8221629323332047	1.9264704971750484
False	9	1.8154897566199943	1.8154897566199943	1.1695691215162625	0.9514578620692222	1.8154897566199943
False	10	2.150141402987438	2.319079068943588	1.386496044188516	1.065371563551845	2.150141402987438
False	11	2.1471266740000954	2.242292237411843	1.545989587155053	1.038985117411918	2.1471266740000954
False	12	2.03643626373273	2.03643626373273	1.7548535635792784	1.172245565497067	2.03643626373273
False	13	2.3873498201832	2.3873498201832	2.033157817677821	1.4967934614904024	2.3873498201832
False	14	2.598779347906553	2.598779347906553	2.598779347906553	1.869184971707121	2.5310834910361777
False	15	2.478883382210413	2.478883382210413	2.2131520738064694	1.9742733583068286	2.478883382210413
False	16	2.3329359589780423	2.3329359589780423	2.3329359589780423	1.7391411290882741	2.3296311206725813
False	17	2.7865897815952008	2.7865897815952008	2.3684799408345274	2.3969022382119243	2.7865897815952008
False	18	2.20475729324113	2.20475729324113	2.20475729324113	1.3460954776559235	1.447191058455711
False	19	2.505942337067005	2.505942337067005	2.505942337067005	1.835213417604879	1.2650582372391268
False	20	2.491520321418717	2.491520321418717	2.491520321418717	2.0617956899788923	1.6667941489821365
False	21	2.121109265191907	2.121109265191907	2.121109265191907	1.2633612553645908	1.2266085200681276
False	22	1.656237874049531	1.656237874049531	1.641115812245362	0.7827327648750106	1.656237874049531
False	23	2.5621709675125723	2.5621709675125723	2.3790390799769545	2.406554555035428	2.5621709675125723
False	24	2.182548431314602	2.182548431314602	1.9966717868953194	1.8143081359382773	2.182548431314602
False	25	1.8447711397863913	1.8447711397863913	1.8447711397863913	0.8741949111180153	1.0501449090751993
False	26	1.7824889118022822	1.7824889118022822	1.7824889118022822	1.1686107838663526	1.4140116051675646
False	27	1.6362838539478692	1.6362838539478692	1.6362838539478692	0.38908609501668884	0.9211128077905177
False	28	1.6875022703325238	1.6875022703325238	1.6875022703325238	0.7391546135615227	1.34555315969239
False	29	1.8379787670203425	1.8379787670203425	1.8379787670203425	0.8740990929740868	1.3847785933579366
False	30	2.489306554554497	2.489306554554497	2.489306554554497	1.5138590419260842	1.4391700452597074
False	31	1.3433004203515029	1.3433004203515029	1.3433004203515029	0.2857636295131856	0.7227631965687492
False	32	1.2103452661965006	1.3270326530433012	1.2103452661965006	-0.015936716187613376	0.6703378233168398
False	33	1.1001921113805706	1.1001921113805706	1.1001921113805706	0.2530927999269608	0.5625464380887026
False	34	1.6915920182973379	1.6915920182973379	1.6915920182973379	0.7222357119411333	1.5583839158107216
False	35	1.9497361903584822	1.9497361903584822	1.9497361903584822	1.320975300989538	1.4824605880426247
False	36	2.3121333889328195	2.3121333889328195	2.3121333889328195	1.3275299339677247	1.4620412371058584
False	37	1.3540987254335077	1.5674880887605123	1.3540987254335077	0.47214240118471373	0.9026946074703034
False	38	0.8624563118832804	0.8624563118832804	0.57639423786881	0.8624563118832804	0.45424499021472453
False	39	2.157232111672778	2.157232111672778	0.5077271695398522	2.157232111672778	1.06375566478357
False	40	2.035024814138123	2.035024814138123	0.9586203226502231	2.035024814138123	1.0874963637142177
False	41	0.9496102031905637	1.1339961392495848	0.325238368669058	0.9496102031905637	0.3892537358369043
False	42	1.1721945646506358	1.6515979990304268	1.1721945646506358	0.7861385220629706	0.2965932148487557
False	43	1.2275005792097318	2.102761439077488	1.2275005792097318	1.1650553520855718	-0.24280863049889884
False	44	0.41166695219938876	2.2207804691163147	0.41166695219938876	0.22721587186294678	-1.0210334191643604
False	45	0.7710393623195985	2.0516016278922633	0.7710393623195985	0.6746235332680844	-1.2051918014665397
False	46	0.7752253448709704	1.9988307952048197	0.7752253448709704	-0.014910552838722127	-1.6068859061290934
False	47	-0.20809414460965334	2.8769052845392658	-0.20809414460965334	-1.9614279374491075	-1.4554987877475558
False	48	-1.0461219798728656	2.979638014224809	-1.0644783594460074	-1.9084157162315385	-1.0461219798728656
False	49	-0.17531033929318457	2.9966280415960806	-0.17531033929318457	-1.0555801155335351	-0.506431400557429
False	50	0.11471395418246919	3.5235006822665773	0.11471395418246919	-0.5670930999795445	-1.1627740988689987
False	51	0.12258595609848752	2.822799379960826	0.12258595609848752	-1.2915856525896932	-1.2911203981816874
False	52	0.38535548498659467	2.2598612093394617	0.38535548498659467	-1.1705591761720142	-1.3543619830086608
False	53	2.1731196011187044	2.447453433343645	0.4337571633408991	1.7462204081030985	2.1731196011187044
False	54	1.3385302414651317	2.2272112307926935	0.2527660785559588	1.3385302414651317	0.8300620962553493
False	55	2.5437262093655915	2.5437262093655915	0.4243558268851746	1.9029659111917436	2.5437262093655915
False	56	1.9747532118816329	2.1964398464187047	-0.02583794531275249	0.7790560080657651	1.9747532118816329
False	57	0.3954898053583699	1.6860670503978474	0.33398696049390886	0.3954898053583699	0.05963407189505262
False	58	1.3183774240697903	2.1287845089003192	1.3183774240697903	0.9119139918924327	0.4127327135077337
False	59	2.040652902098885	2.9770895681791725	1.12729625840809	2.040652902098885	1.3929839962170085
True	0	2.0769649622527573	2.0769649622527573	2.032043144262208	2.0769649622527573	1.546823521284302
True	1	2.7864722154196513	2.7864722154196513	1.9133064855371518	2.7864722154196513	1.4928340179291695
True	2	3.2358627928318753	3.2358627928318753	3.2358627928318753	2.3218946068705755	1.9677181680694367
True	3	2.333425824664472	2.333425824664472	2.333425824664472	1.351211396668827	1.9991390716239412
True	4	2.3103624596089007	2.3103624596089007	2.3103624596089007	1.2311418176196967	1.6733508481920918
True	5	1.9468346709740858	1.9468346709740858	1.9468346709740858	0.9174124262703898	1.5601278562595848
True	6	1.9071302958652716	1.9071302958652716	1.9071302958652716	0.7504403095144659	1.3313555572479736
True	7	1.6005956432547042	1.6005956432547042	1.6005956432547042	0.7739508696324782	0.9482896243438883
True	8	1.5274810638155292	1.5274810638155292	1.5274810638155292	0.7254459344884974	0.8973359157034304
True	9	1.8293535922453257	1.8293535922453257	1.8293535922453257	1.2363448593889723	1.1911676560882944
True	10	2.401831291468373	2.401831291468373	1.8062083402154376	1.8037853019822532	2.401831291468373
True	11	2.0531988407451194	2.0531988407451194	1.6486432554252948	1.0604764619563924	2.0531988407451194
