source_sheet	source_row	trip	sample_id	specimen_iri	site	compartment	replicate	measurement_date_raw	measurement_date	date_status	calibration_recorded	slope_percent	ph10_check	ph_value_raw	ph_value	notes	metadata_match	calibration_pass	slope_pass	ph10_check_pass	value_range_pass	disposition	ecology_eligible	kg_eligible	reason_codes
Trip 1	176	1	29Dr2	https://rubalkhali.science/kb/RAK_6000254	29	Deep	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	180	1	29PRr3	https://rubalkhali.science/kb/RAK_6000261	29	Rhizosphere	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	7.94	7.94		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	183	1	30Sr3	https://rubalkhali.science/kb/RAK_6000267	30	Surface	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	7.93	7.93		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	184	1	30Dr1	https://rubalkhali.science/kb/RAK_6000262	30	Deep	1	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	185	1	30PRr1	https://rubalkhali.science/kb/RAK_6000268	30	Rhizosphere	1	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	8.04	8.04		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	187	1	31Sr2	https://rubalkhali.science/kb/RAK_6000275	31	Surface	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.04	8.16	8.16		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	189	1	31Dr2	https://rubalkhali.science/kb/RAK_6000272	31	Deep	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	8.27	8.27		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	190	1	31PRr2	https://rubalkhali.science/kb/RAK_6000278	31	Rhizosphere	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	8	8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	192	1	32Dr3	https://rubalkhali.science/kb/RAK_6000282	32	Deep	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	8.1	8.1		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	195	1	32PRr3	https://rubalkhali.science/kb/RAK_6000288	32	Rhizosphere	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	8.04	8.04		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	197	1	33Sr2	https://rubalkhali.science/kb/RAK_6000293	33	Surface	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	8.08	8.08		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	198	1	33Dr1	https://rubalkhali.science/kb/RAK_6000289	33	Deep	1	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	7.9	7.9		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	202	1	33PRr2	https://rubalkhali.science/kb/RAK_6000296	33	Rhizosphere	2	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	7.7	7.7		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	204	1	34Sr3	https://rubalkhali.science/kb/RAK_6000303	34	Surface	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	7.87	7.87		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	206	1	34Dr3	https://rubalkhali.science/kb/RAK_6000300	34	Deep	3	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	7.81	7.81		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	207	1	34PRr1	https://rubalkhali.science/kb/RAK_6000304	34	Rhizosphere	1	2026-07-23T00:00:00	2026-07-23	accepted	Yes	98.1	10.06	7.8	7.8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	210	1	35Sr2	https://rubalkhali.science/kb/RAK_6000311	35	Surface	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.18	8.18		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	211	1	35Dr2	https://rubalkhali.science/kb/RAK_6000308	35	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.92	7.92		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	213	1	35PRr1	https://rubalkhali.science/kb/RAK_6000313	35	Rhizosphere	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.91	7.91		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	215	1	36Sr1	https://rubalkhali.science/kb/RAK_6000319	36	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.05	8.05		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	218	1	36Dr2	https://rubalkhali.science/kb/RAK_6000317	36	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8	8		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	220	1	37Sr1	https://rubalkhali.science/kb/RAK_6000328	37	Surface	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.24	8.24		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	222	1	37Dr2	https://rubalkhali.science/kb/RAK_6000326	37	Deep	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.22	8.22		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	224	1	37PRr2	https://rubalkhali.science/kb/RAK_6000332	37	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.19	8.19		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	227	1	38Sr3	https://rubalkhali.science/kb/RAK_6000339	38	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	229	1	38Dr3	https://rubalkhali.science/kb/RAK_6000336	38	Deep	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.94	7.94		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	230	1	38PRr2	https://rubalkhali.science/kb/RAK_6000341	38	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.03	8.03		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	232	1	39Sr3	https://rubalkhali.science/kb/RAK_6000348	39	Surface	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.92	7.92		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	234	1	39Dr3	https://rubalkhali.science/kb/RAK_6000345	39	Deep	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.04	8.04		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	237	1	39PRr3	https://rubalkhali.science/kb/RAK_6000351	39	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.05	8.05		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	238	1	40Dr1	https://rubalkhali.science/kb/RAK_6000352	40	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.96	7.96		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	241	1	40PRr3	https://rubalkhali.science/kb/RAK_6000360	40	Rhizosphere	3	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.06	8.06		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	242	1	41Dr1	https://rubalkhali.science/kb/RAK_6000361	41	Deep	1	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	8.07	8.07		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
Trip 1	243	1	41PRr2	https://rubalkhali.science/kb/RAK_6000368	41	Rhizosphere	2	2026-07-26T00:00:00	2026-07-26	accepted	Yes	97.6	10.03	7.98	7.98		True	True	True	True	True	ADMITTED_MEASUREMENT	True	True	
