SampleID	SoilType	Al	Al2O3	Ba	BaO	Br	Ca	CaO	Ce	CeO2	Cl	Co	CoO	Cr	Cr2O3	Cs	Cu	CuO	Diameter	Eu	Eu2O3	Fe	Fe2O3	Ga	Ga2O3	Gd	Gd2O3	K	K2O	La	La2O3	Material	Method	Mg	MgO	Mn	MnO	Mo	MoO3	Mode	Na	Na2O	Nd	Nd2O3	Ni	NiO	P	P2O5	Pr	Pr6O11	S	SO3	Sc	Sc2O3	Si	SiO2	Sm	Sm2O3	Sr	SrO	Ti	TiO2	V	V2O5	Zn	ZnO	Zr	ZrO2
V15Dr1	Deep	1.0	2.8	0.53	0.0	0.0	1.6	2.5	0.0	0.0	0.059	0.0	0.0	0.044	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.506	0.668	0.0	0.0	0.0	0.0	0.97	1.2	0.0	0.0	Oxides	Fast Screening-He8mm	0.37	0.0	0.0	0.049	0.0	0.0	He	0.3	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.15	0.0	0.046	0.0	0.0	0.0	20.2	41.4	0.0	0.1	0.036	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.041
V14Dr1	Deep	1.0	0.0	0.53	0.0	0.0	1.6	0.0	0.11	0.0	0.059	0.0	0.0	0.044	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.506	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	Oxides	Fast Screening-He8mm	0.37	0.0	0.0	0.0	0.0	0.0	He	0.3	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.15	0.0	0.046	0.0	0.028	0.0	20.2	0.0	0.0	0.0	0.036	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.009	0.0
V13Dr1	Deep	1.5	2.9	0.0	0.0	0.0	1.5	2.1	0.29	0.35	0.05	0.0	0.0	0.017	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.434	0.621	0.0	0.0	0.0	0.0	0.74	0.89	0.1	0.0	Oxides	Fast Screening-He8mm	0.25	0.0	0.031	0.041	0.0	0.0	He	0.5	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.023	0.0	0.0	0.0	20.7	44.3	0.0	0.0	0.027	0.032	0.15	0.0	0.0	0.0	0.0	0.0	0.014	0.018
V12Dr1	Deep	1.7	2.9	0.16	0.0	0.0	1.9	2.1	0.0	0.35	0.12	0.0	0.0	0.025	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.621	0.621	0.0	0.0	0.0	0.0	0.77	0.89	0.0	0.0	Oxides	Fast Screening-He8mm	0.22	0.0	0.046	0.041	0.0	0.0	He	0.47	0.0	0.086	0.0	0.0	0.0	0.29	0.0	0.11	0.0	0.058	0.0	0.029	0.0	20.5	44.3	0.0	0.0	0.033	0.032	0.21	0.0	0.0	0.0	0.0	0.0	0.02	0.018
V11Dr1	Deep	1.0	1.9	0.0	0.0	0.0	2.42	3.39	0.26	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.684	0.978	0.0	0.0	0.0	0.0	0.58	0.7	0.0	0.0	Oxides	Fast Screening-He8mm	0.3	0.0	0.0	0.0	0.0	0.0	He	0.47	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3	41.4	0.0	0.0	0.052	0.061	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V10Dr1	Deep	1.8	3.3	0.0	0.0	0.0	3.42	4.79	0.0	0.0	0.029	0.0	0.0	0.042	0.061	0.0	0.0	0.0	8mm	0.0	0.0	1.15	1.64	0.0	0.0	0.0	0.0	0.79	0.95	0.0	0.0	Oxides	Fast Screening-He8mm	0.41	0.68	0.0	0.0	0.0	0.0	He	0.47	0.0	0.0	0.0	0.0	0.0	0.24	0.56	0.0	0.0	0.041	0.0	0.0	0.0	18.6	39.9	0.0	0.0	0.053	0.062	0.29	0.48	0.017	0.0	0.0	0.0	0.08	0.11
V9Dr1	Deep	1.1	2.1	0.0	0.0	0.0	0.73	1.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.27	0.38	0.0	0.0	0.0	0.0	0.41	0.49	0.0	0.0	Oxides	Fast Screening-He8mm	0.34	0.57	0.0	0.0	0.0	0.0	He	0.3	0.0	0.0	0.0	0.0	0.0	0.18	0.42	0.0	0.0	0.021	0.0	0.0	0.0	21.4	45.8	0.0	0.0	0.0	0.0	0.11	0.0	0.025	0.0	0.0	0.0	0.0	0.0
V8Dr1	Deep	0.99	1.9	0.0	0.0	0.0	1.2	1.7	0.0	0.0	0.006	0.0	0.0	0.016	0.0	0.0	0.0	0.0	8mm	0.046	0.0	0.453	0.647	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	Oxides	Fast Screening-He8mm	0.29	0.0	0.018	0.024	0.0	0.0	He	0.42	0.0	0.089	0.0	0.0	0.0	0.28	0.65	0.0	0.0	0.03	0.0	0.0	0.0	22.8	48.7	0.069	0.0	0.0	0.0	0.18	0.0	0.023	0.0	0.0	0.0	0.035	0.047
V7Dr1	Deep	0.96	1.8	0.0	0.0	0.0	0.77	1.1	0.0	0.0	0.13	0.0	0.0	0.029	0.043	0.0	0.0	0.0	8mm	0.0	0.0	0.31	0.443	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	Oxides	Fast Screening-He8mm	0.21	0.35	0.0	0.0	0.0	0.0	He	0.13	0.0	0.083	0.0	0.0	0.0	0.2	0.45	0.0	0.0	0.047	0.0	0.0	0.0	21.0	44.9	0.021	0.0	0.0	0.0	0.055	0.0	0.019	0.0	0.0	0.0	0.0	0.0
V6Dr1	Deep	1.7	3.1	0.073	0.0	0.0	1.8	2.6	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.979	1.4	0.0	0.0	0.0	0.0	0.7	0.84	0.0	0.0	Oxides	Fast Screening-He8mm	0.35	0.57	0.031	0.04	0.0	0.0	He	0.11	0.0	0.0	0.0	0.0	0.0	0.21	0.48	0.0	0.0	0.064	0.0	0.028	0.0	20.1	43.0	0.0	0.0	0.0	0.0	0.21	0.0	0.012	0.0	0.0	0.0	0.1	0.13
V5Dr1	Deep	2.4	4.5	0.19	0.0	0.0	5.97	8.35	0.0	0.0	0.036	0.0	0.0	0.05	0.073	0.0	0.0	0.0	8mm	0.0	0.0	1.68	2.41	0.0	0.0	0.0	0.0	0.76	0.92	0.11	0.0	Oxides	Fast Screening-He8mm	0.58	0.96	0.031	0.04	0.0	0.0	He	0.25	0.0	0.12	0.0	0.0	0.0	0.12	0.27	0.0	0.0	0.018	0.0	0.017	0.0	16.6	35.5	0.0	0.0	0.041	0.048	0.35	0.59	0.0	0.0	0.0	0.0	0.087	0.12
V3Dr1	Deep	0.95	1.8	0.082	0.0	0.0	0.52	0.73	0.1	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.56	0.8	0.0	0.0	0.0	0.0	0.42	0.51	0.0	0.0	Oxides	Fast Screening-He8mm	0.31	0.51	0.029	0.038	0.0	0.0	He	0.11	0.0	0.027	0.0	0.0	0.0	0.26	0.59	0.057	0.0	0.044	0.0	0.027	0.0	15.9	33.9	0.0	0.0	0.0	0.0	0.062	0.1	0.013	0.0	0.0	0.0	0.0	0.0
V2Dr1	Deep	1.0	1.9	0.0	0.0	0.0	2.03	2.84	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.476	0.681	0.0	0.0	0.0	0.0	0.53	0.64	0.18	0.0	Oxides	Fast Screening-He8mm	0.32	0.53	0.0	0.0	0.0	0.0	He	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.017	0.0	0.0	0.0	19.9	42.6	0.0	0.0	0.0	0.0	0.08	0.13	0.0	0.0	0.0	0.0	0.069	0.093
V18Dr3	Deep	1.5	2.8	0.33	0.37	0.0	2.28	3.19	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.579	0.828	0.0	0.0	0.0	0.0	1.3	1.5	0.0	0.0	Oxides	Fast Screening-He8mm	0.78	1.3	0.0	0.0	0.0	0.0	He	1.1	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.029	0.0	0.0	0.0	28.0	59.8	0.0	0.0	0.023	0.027	0.14	0.0	0.052	0.093	0.0	0.0	0.032	0.044
V4Dr3	Deep	2.2	4.2	0.15	0.0	0.0	1.0	1.4	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.016	0.02	8mm	0.0	0.0	0.478	0.683	0.0	0.0	0.0	0.0	0.58	0.7	0.089	0.0	Oxides	Fast Screening-He8mm	0.59	0.98	0.0	0.0	0.0	0.0	He	0.49	0.0	0.14	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.028	0.0	27.2	58.2	0.0	0.0	0.0	0.0	0.18	0.29	0.003	0.0	0.015	0.019	0.028	0.038
V1PRr1	Rhizosphere	1.1	2.1	0.0	0.0	0.0	0.59	0.82	0.29	0.0	0.042	0.0	0.0	0.033	0.048	0.0	0.0	0.0	8mm	0.0	0.0	0.387	0.553	0.0	0.0	0.0	0.0	0.4	0.49	0.0	0.0	Oxides	Fast Screening-He8mm	0.17	0.0	0.0	0.0	0.0	0.0	He	0.13	0.0	0.072	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.026	0.0	0.027	0.0	19.6	41.9	0.0	0.0	0.0	0.0	0.12	0.21	0.017	0.0	0.0	0.0	0.0	0.0
V2PRr1	Rhizosphere	1.8	3.3	0.0	0.0	0.0	2.07	2.89	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.597	0.854	0.0	0.0	0.0	0.0	0.84	1.0	0.0	0.0	Oxides	Fast Screening-He8mm	0.47	0.78	0.0	0.0	0.0	0.0	He	0.2	0.0	0.0	0.0	0.0	0.0	0.11	0.25	0.0	0.0	0.072	0.18	0.0	0.0	18.4	39.4	0.0	0.0	0.033	0.039	0.14	0.0	0.019	0.0	0.0	0.0	0.0	0.0
V3PRr1	Rhizosphere	1.4	2.6	0.0	0.0	0.0	0.49	0.69	0.0	0.0	0.034	0.0	0.0	0.025	0.037	0.0	0.0	0.0	8mm	0.0	0.0	0.437	0.625	0.0	0.0	0.0	0.0	0.67	0.8	0.0	0.0	Oxides	Fast Screening-He8mm	0.25	0.42	0.024	0.031	0.0	0.0	He	0.079	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.027	0.0	20.4	43.6	0.0	0.0	0.03	0.036	0.14	0.24	0.022	0.0	0.0	0.0	0.0	0.0
V4PRr1	Rhizosphere	1.4	2.7	0.0	0.0	0.0	0.93	1.3	0.39	0.48	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.694	0.993	0.0	0.0	0.0	0.0	0.66	0.79	0.0	0.0	Oxides	Fast Screening-He8mm	0.31	0.51	0.0	0.0	0.0	0.0	He	0.13	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.18	0.0	0.031	0.0	0.0	0.0	20.1	43.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V5PRr1	Rhizosphere	1.9	3.5	0.0	0.0	0.0	1.5	2.1	0.32	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	1.02	1.46	0.0	0.0	0.0	0.0	0.74	0.9	0.11	0.0	Oxides	Fast Screening-He8mm	0.65	1.1	0.0	0.0	0.0	0.0	He	0.11	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.027	0.0	0.0	0.0	18.3	39.3	0.0	0.0	0.034	0.04	0.23	0.0	0.037	0.0	0.0	0.0	0.043	0.059
V6PRr1	Rhizosphere	1.6	3.0	0.13	0.0	0.0	2.07	2.9	0.0	0.0	0.066	0.0	0.0	0.012	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.793	1.13	0.0	0.0	0.0	0.0	0.77	0.92	0.1	0.0	Oxides	Fast Screening-He8mm	0.38	0.62	0.0	0.0	0.0	0.0	He	0.16	0.0	0.077	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.07	0.17	0.0	0.0	19.8	42.5	0.11	0.0	0.0	0.0	0.26	0.43	0.009	0.0	0.0	0.0	0.0	0.0
V7PRr1	Rhizosphere	0.99	1.9	0.0	0.0	0.0	0.86	1.2	0.0	0.0	0.071	0.0	0.0	0.045	0.065	0.0	0.0	0.0	8mm	0.0	0.0	0.445	0.636	0.0	0.0	0.0	0.0	0.54	0.65	0.11	0.0	Oxides	Fast Screening-He8mm	0.3	0.5	0.0	0.0	0.0	0.0	He	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.027	0.0	19.8	42.5	0.0	0.0	0.028	0.033	0.15	0.0	0.016	0.0	0.0	0.0	0.003	0.004
V8PRr1	Rhizosphere	1.2	2.2	0.14	0.0	0.0	1.5	2.1	0.0	0.0	0.071	0.0	0.0	0.026	0.038	0.0	0.0	0.0	8mm	0.0	0.0	0.575	0.821	0.0	0.0	0.0	0.0	0.68	0.82	0.0	0.0	Oxides	Fast Screening-He8mm	0.31	0.52	0.036	0.046	0.0	0.0	He	0.13	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.031	0.0	0.028	0.0	21.5	46.0	0.0	0.0	0.0	0.0	0.19	0.31	0.018	0.0	0.0	0.0	0.026	0.035
V9PRr1	Rhizosphere	1.2	2.3	0.0	0.0	0.0	0.94	1.3	0.0	0.0	0.042	0.0	0.0	0.011	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.416	0.595	0.0	0.0	0.0	0.0	0.58	0.69	0.0	0.0	Oxides	Fast Screening-He8mm	0.3	0.5	0.024	0.031	0.0	0.0	He	0.032	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.041	0.0	0.0	0.0	21.4	45.7	0.072	0.0	0.0	0.0	0.096	0.0	0.012	0.0	0.0	0.0	0.0	0.0
V10PRr1	Rhizosphere	1.0	1.9	0.0	0.0	0.0	1.4	2.0	0.2	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.521	0.745	0.0	0.0	0.0	0.0	0.62	0.75	0.0	0.0	Oxides	Fast Screening-He8mm	0.26	0.44	0.0	0.0	0.0	0.0	He	0.22	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.028	0.0	21.3	45.6	0.0	0.0	0.0	0.0	0.1	0.0	0.009	0.0	0.0	0.0	0.05	0.068
V11PRr1	Rhizosphere	1.1	2.1	0.0	0.0	0.0	0.68	0.95	0.0	0.0	0.003	0.0	0.0	0.013	0.019	0.0	0.0	0.0	8mm	0.15	0.0	0.22	0.32	0.0	0.0	0.0	0.0	0.45	0.54	0.0	0.0	Oxides	Fast Screening-He8mm	0.18	0.3	0.027	0.034	0.0	0.0	He	0.1	0.0	0.12	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.039	0.0	0.0	0.0	19.9	42.5	0.076	0.0	0.0	0.0	0.073	0.12	0.03	0.0	0.0	0.0	0.0	0.0
V12PRr1	Rhizosphere	1.3	2.5	0.0	0.0	0.0	0.97	1.4	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.479	0.685	0.0	0.0	0.0	0.0	0.88	1.1	0.0	0.0	Oxides	Fast Screening-He8mm	0.19	0.32	0.0	0.0	0.0	0.0	He	0.25	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.085	0.0	0.0	0.0	0.022	0.0	21.4	45.8	0.0	0.0	0.048	0.057	0.064	0.11	0.036	0.0	0.0	0.0	0.0	0.0
V13PRr1	Rhizosphere	0.99	1.9	0.0	0.0	0.0	1.8	2.6	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.363	0.519	0.0	0.0	0.0	0.0	0.54	0.65	0.0	0.0	Oxides	Fast Screening-He8mm	0.29	0.47	0.0	0.0	0.0	0.0	He	0.22	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.07	0.17	0.007	0.0	20.2	43.2	0.0	0.0	0.058	0.068	0.1	0.17	0.015	0.0	0.0	0.0	0.0	0.0
V14PRr1	Rhizosphere	1.2	2.2	0.24	0.27	0.0	0.76	1.1	0.0	0.0	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.4	0.572	0.0	0.0	0.0	0.0	0.92	1.1	0.25	0.3	Oxides	Fast Screening-He8mm	0.28	0.46	0.0	0.0	0.0	0.0	He	0.13	0.0	0.096	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.055	0.0	0.027	0.0	22.5	48.2	0.0	0.0	0.03	0.035	0.1	0.17	0.009	0.0	0.0	0.0	0.0	0.0
V15PRr1	Rhizosphere	0.91	1.7	0.0	0.0	0.0	1.3	1.8	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.459	0.657	0.0	0.0	0.0	0.0	0.61	0.74	0.0	0.0	Oxides	Fast Screening-He8mm	0.34	0.56	0.0	0.0	0.0	0.0	He	0.32	0.43	0.0	0.0	0.0	0.0	0.051	0.0	0.088	0.0	0.12	0.3	0.0	0.0	19.6	42.0	0.0	0.0	0.05	0.06	0.018	0.0	0.016	0.0	0.0	0.0	0.0	0.0
V16PRr1	Rhizosphere	0.94	1.8	0.076	0.0	0.0	1.5	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.388	0.554	0.0	0.0	0.0	0.0	0.67	0.81	0.22	0.0	Oxides	Fast Screening-He8mm	0.3	0.5	0.0	0.0	0.0	0.0	He	0.28	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.028	0.0	20.3	43.4	0.0	0.0	0.03	0.035	0.11	0.0	0.041	0.073	0.0	0.0	0.04	0.054
V17PRr1	Rhizosphere	1.1	2.1	0.0	0.0	0.0	0.91	1.3	0.12	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.366	0.523	0.0	0.0	0.0	0.0	0.94	1.1	0.11	0.0	Oxides	Fast Screening-He8mm	0.38	0.62	0.0	0.0	0.0	0.0	He	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	19.1	40.8	0.0	0.0	0.043	0.051	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V18PRr1	Rhizosphere	1.1	2.1	0.0	0.0	0.0	0.55	0.76	0.18	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.366	0.524	0.0	0.0	0.0	0.0	0.96	1.2	0.31	0.36	Oxides	Fast Screening-He8mm	0.21	0.34	0.0	0.0	0.0	0.0	He	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	21.1	45.2	0.0	0.0	0.035	0.042	0.11	0.19	0.0	0.0	0.0	0.0	0.0	0.0
V19PRr1	Rhizosphere	0.98	1.8	0.0	0.0	0.0	0.82	1.2	0.0	0.0	0.074	0.0	0.0	0.006	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.322	0.461	0.0	0.0	0.0	0.0	1.0	1.2	0.0	0.0	Oxides	Fast Screening-He8mm	0.21	0.34	0.0	0.0	0.0	0.0	He	0.2	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	20.5	43.8	0.0	0.0	0.032	0.038	0.068	0.11	0.031	0.0	0.0	0.0	0.0	0.0
V20PRr1	Rhizosphere	1.2	2.2	0.45	0.5	0.0	0.49	0.69	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.361	0.517	0.0	0.0	0.0	0.0	1.2	1.4	0.0	0.0	Oxides	Fast Screening-He8mm	0.21	0.35	0.0	0.0	0.0	0.0	He	0.43	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.27	0.022	0.0	0.0	0.0	21.3	45.6	0.0	0.0	0.031	0.037	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V21PRr1	Rhizosphere	1.0	1.9	0.076	0.0	0.0	0.44	0.62	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.344	0.492	0.0	0.0	0.0	0.0	0.77	0.92	0.0	0.0	Oxides	Fast Screening-He8mm	0.28	0.46	0.0	0.0	0.0	0.0	He	0.2	0.0	0.2	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	21.6	46.2	0.0	0.0	0.033	0.039	0.043	0.0	0.004	0.0	0.0	0.0	0.0	0.0
V22PRr1	Rhizosphere	1.3	2.5	0.0	0.0	0.0	2.47	3.45	0.3	0.37	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.637	0.911	0.0	0.0	0.0	0.0	1.0	1.2	0.1	0.0	Oxides	Fast Screening-He8mm	0.35	0.58	0.0	0.0	0.0	0.0	He	0.092	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.049	0.0	0.0	0.0	21.1	45.0	0.0	0.0	0.026	0.031	0.11	0.0	0.0	0.0	0.0	0.0	0.017	0.023
V23PRr1	Rhizosphere	1.2	2.3	0.0	0.0	0.0	7.76	10.9	0.0	0.0	0.036	0.0	0.0	0.028	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.831	1.19	0.0	0.0	0.0	0.0	0.97	1.2	0.11	0.0	Oxides	Fast Screening-He8mm	0.56	0.93	0.073	0.094	0.0	0.0	He	0.4	0.53	0.043	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.023	0.0	0.0	0.0	16.6	35.6	0.0	0.0	0.031	0.037	0.17	0.29	0.012	0.0	0.0	0.0	0.023	0.031
V24PRr1	Rhizosphere	1.0	1.9	0.27	0.31	0.0	1.9	2.6	0.05	0.061	0.051	0.0	0.0	0.042	0.061	0.0	0.0	0.0	8mm	0.0	0.0	0.719	1.03	0.0	0.0	0.0	0.0	0.74	0.89	0.0	0.0	Oxides	Fast Screening-He8mm	0.31	0.52	0.0	0.0	0.0	0.0	He	0.13	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.028	0.0	19.2	41.2	0.0	0.0	0.046	0.054	0.16	0.27	0.012	0.0	0.0	0.0	0.011	0.015
V25PRr1	Rhizosphere	0.89	1.7	0.0	0.0	0.0	0.33	0.46	0.2	0.0	0.043	0.0	0.0	0.007	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.342	0.49	0.0	0.0	0.0	0.0	0.69	0.84	0.096	0.0	Oxides	Fast Screening-He8mm	0.31	0.51	0.0	0.0	0.0	0.0	He	0.054	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.017	0.0	22.7	48.6	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V26PRr1	Rhizosphere	1.5	2.8	0.077	0.0	0.0	0.5	0.7	0.13	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.514	0.735	0.0	0.0	0.0	0.0	1.2	1.4	0.0	0.0	Oxides	Fast Screening-He8mm	0.31	0.51	0.038	0.049	0.0	0.0	He	0.19	0.0	0.2	0.23	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.032	0.0	20.2	43.2	0.0	0.0	0.037	0.044	0.08	0.13	0.0	0.0	0.0	0.0	0.0	0.0
V27PRr1	Rhizosphere	1.6	3.1	0.0	0.0	0.0	0.85	1.2	0.0	0.0	0.084	0.0	0.0	0.029	0.043	0.0	0.0	0.0	8mm	0.0	0.0	0.601	0.859	0.0	0.0	0.0	0.0	0.96	1.2	0.0	0.0	Oxides	Fast Screening-He8mm	0.48	0.8	0.0	0.0	0.0	0.0	He	0.49	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	20.1	43.0	0.0	0.0	0.036	0.043	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V28PRr1	Rhizosphere	1.0	1.9	0.0	0.0	0.0	0.49	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.441	0.63	0.0	0.0	0.0	0.0	0.85	1.0	0.11	0.0	Oxides	Fast Screening-He8mm	0.34	0.56	0.0	0.0	0.0	0.0	He	0.13	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.031	0.0	0.0	0.0	21.7	46.4	0.0	0.0	0.033	0.039	0.13	0.22	0.0	0.0	0.0	0.0	0.0	0.0
V29PRr1	Rhizosphere	1.2	2.2	0.0	0.0	0.0	1.5	2.2	0.29	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.515	0.736	0.0	0.0	0.0	0.0	0.99	1.2	0.0	0.0	Oxides	Fast Screening-He8mm	0.41	0.69	0.0	0.0	0.0	0.0	He	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.025	0.0	0.028	0.0	21.0	45.0	0.0	0.0	0.028	0.033	0.19	0.32	0.0	0.0	0.0	0.0	0.015	0.021
V30PRr1	Rhizosphere	1.6	3.0	0.0	0.0	0.0	2.87	4.01	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.969	1.39	0.0	0.0	0.0	0.0	0.94	1.1	0.1	0.0	Oxides	Fast Screening-He8mm	0.4	0.66	0.0	0.0	0.0	0.0	He	0.34	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.003	0.0	19.4	41.5	0.0	0.0	0.041	0.049	0.34	0.57	0.0	0.0	0.0	0.0	0.033	0.045
V31PRr1	Rhizosphere	1.3	2.4	0.0	0.0	0.0	1.7	2.4	0.27	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.843	1.21	0.0	0.0	0.0	0.0	0.97	1.2	0.0	0.0	Oxides	Fast Screening-He8mm	0.49	0.81	0.0	0.0	0.0	0.0	He	0.33	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.025	0.0	0.028	0.0	20.5	43.8	0.0	0.0	0.0	0.0	0.14	0.23	0.011	0.0	0.0	0.0	0.12	0.16
V32PRr1	Rhizosphere	1.1	2.0	0.34	0.38	0.0	0.54	0.75	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	8mm	0.0	0.0	0.363	0.519	0.0	0.0	0.0	0.0	0.85	1.0	0.0	0.0	Oxides	Fast Screening-He8mm	0.41	0.68	0.0	0.0	0.0	0.0	He	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	20.0	42.9	0.089	0.0	0.027	0.032	0.096	0.16	0.018	0.0	0.0	0.0	0.0	0.0
