Feature ID	Taxon	Unnamed Column 1
3a9d8c6e78faf3d51d3aa25407ef1d4e	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA	1
24db5097c26dafb9d7a31292c9ba3a96	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA	1
a0611b1c000ba1d3e5a3ce0bfeed9254	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;hollandica	0.72
cd7cc932ccf6a499014756b0d5b60e0f	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;NA	1
66d47eeba777560521dc3c7cc705d813	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Terribacillus;goriensis	1
7f3c820582c0c7c0d31b7b57c139ccd0	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Geodermatophilus;NA	0.71
8f852a258203d1cfdbaec1ecbc9eb461	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;NA	0.82
a2ee60fad4128111f6e2989d0a7a54ad	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA	0.71
5b3cae825069baf12ec4335f6ad62974	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;vireti	0.87
955d28f1d536aa8dad9799441039764b	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA	1
0ff2654b4bf445ddf9c03eeb38cfcfc5	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA	1
9a752a6e20dc1cf8a21986555510ea2d	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA	1
1cfc183b7070e101acd75343e54811d8	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;NA	1
e42c9c4821b12d5b59223472e7f6192a	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;NA;NA	1
26c7ebce4c0f7ed680b0357f7772aef9	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;NA	1
a479d55149410a1d4f185efd258f4377	Bacteria;Chloroflexota;KD4-96;NA;NA;NA;NA	1
590abe7a27a8072504fc90f2d2581eb1	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;NA	1
bbcdab524ce93c6b04d28478e3d4016d	Bacteria;Actinomycetota;Actinobacteria;Glycomycetales;Glycomycetaceae;Glycomyces;NA	1
b79df2a6ca1e7aeaac1d3cb6d1a5b7bd	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;massiliensis	0.95
4276dfeb00b700b7cdaedfb5523809e9	Bacteria;Actinomycetota;MB-A2-108;NA;NA;NA;NA	1
d7211e1a0111f3fd1016ba01e477274e	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA	1
bb3651ca4b62a42559797f62951e192f	Bacteria;Bacillota;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;NA	1
6f9c66f1fb15f2dc9374e9b2093eba97	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Nakamurellaceae;Vallicoccus;NA	0.54
b59b76b1df1339f1a96e8233d5c20f56	Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;NA;NA	1
918ff709735c91d9949c093456cd2257	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;NA;NA	1
0f71579a7648ae65788136b2b47d08c4	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;NA	0.69
ad522596ccbcba1b059089b15eefd6da	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA	1
b6d05459a5c4a85c34ed196227f162ab	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rubritepida;NA	0.98
896935d90dbe220d9e1842dd17501bda	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus;NA	1
966d880241ab5a5e57f031269465bcb1	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA	1
