annotation_basis	group	n_samples	taxonomic_median_bray	observed_functional_median_bray	functional_taxonomic_ratio	null_median	null_q025	null_q975	lower_tail_p	upper_tail_p	permutations
ko_copy_count	All	150	0.8227167580039108	0.10047394442198218	0.12212458716138681	0.06714661380614194	0.06476500315024271	0.07003888337694057	1.0	0.001	999
ko_copy_count	Deep	44	0.8092897348164644	0.09859840599049363	0.12183325915143897	0.06458504509448669	0.06156860639957731	0.06840275548872118	1.0	0.001	999
ko_copy_count	Rhizosphere	79	0.8180998552125226	0.10145855619175065	0.12401732569112137	0.06833415284195937	0.06559172775414665	0.07177209399879741	1.0	0.001	999
ko_copy_count	Surface	27	0.7520899323533472	0.08256766527415949	0.10978429802377346	0.06247851083440349	0.05833289229903843	0.06762746601867217	1.0	0.001	999
within_genome_relative	All	150	0.8227167580039108	0.10218244364748813	0.12420124259460193	0.06820422680752247	0.06564195312288683	0.07189230621279112	1.0	0.001	999
within_genome_relative	Deep	44	0.8092897348164644	0.10002707984615136	0.1235986020122152	0.06570974527116312	0.06248150110796769	0.06977756979858632	1.0	0.001	999
within_genome_relative	Rhizosphere	79	0.8180998552125226	0.10164819476669261	0.12424912939299673	0.06938072423544744	0.06645162946852114	0.0737423793723975	1.0	0.001	999
within_genome_relative	Surface	27	0.7520899323533472	0.08711610115667617	0.11583202674191263	0.06345839327624793	0.05907654219196051	0.07023850355124837	1.0	0.001	999
