sampleID	forwardReads	reverseReads	run
e0352_16Dr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0352_16Dr3_UDP0079-UDP0079_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0352_16Dr3_UDP0079-UDP0079_L002_R2_001.fastq.gz	A
e0353_16PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0353_16PRr2_UDP0082-UDP0082_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0353_16PRr2_UDP0082-UDP0082_L002_R2_001.fastq.gz	A
e0354_16PRr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0354_16PRr3_UDP0083-UDP0083_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0354_16PRr3_UDP0083-UDP0083_L002_R2_001.fastq.gz	A
e0355_16Sr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0355_16Sr1_UDP0080-UDP0080_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0355_16Sr1_UDP0080-UDP0080_L002_R2_001.fastq.gz	A
e0356_17Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0356_17Dr1_UDP0084-UDP0084_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0356_17Dr1_UDP0084-UDP0084_L002_R2_001.fastq.gz	A
e0357_17Dr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0357_17Dr3_UDP0085-UDP0085_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0357_17Dr3_UDP0085-UDP0085_L002_R2_001.fastq.gz	A
e0358_17PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0358_17PRr2_UDP0089-UDP0089_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0358_17PRr2_UDP0089-UDP0089_L002_R2_001.fastq.gz	A
e0359_18PRr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0359_18PRr1_UDP0094-UDP0094_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0359_18PRr1_UDP0094-UDP0094_L002_R2_001.fastq.gz	A
e0360_18PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0360_18PRr2_UDP0095-UDP0095_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0360_18PRr2_UDP0095-UDP0095_L002_R2_001.fastq.gz	A
e0361_18Sr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0361_18Sr1_UDP0092-UDP0092_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0361_18Sr1_UDP0092-UDP0092_L002_R2_001.fastq.gz	A
e0362_18Sr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0362_18Sr2_UDP0093-UDP0093_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0362_18Sr2_UDP0093-UDP0093_L002_R2_001.fastq.gz	A
e0363_19Dr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0363_19Dr2_UDP0096-UDP0096_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0363_19Dr2_UDP0096-UDP0096_L002_R2_001.fastq.gz	A
e0364_1Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0364_1Dr1_UDP0001-UDP0001_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0364_1Dr1_UDP0001-UDP0001_L002_R2_001.fastq.gz	A
e0365_1Dr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0365_1Dr2_UDP0002-UDP0002_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0365_1Dr2_UDP0002-UDP0002_L002_R2_001.fastq.gz	A
e0366_1PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0366_1PRr2_UDP0006-UDP0006_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0366_1PRr2_UDP0006-UDP0006_L002_R2_001.fastq.gz	A
e0367_1PRr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0367_1PRr3_UDP0007-UDP0007_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0367_1PRr3_UDP0007-UDP0007_L002_R2_001.fastq.gz	A
e0368_1Sr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0368_1Sr1_UDP0003-UDP0003_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0368_1Sr1_UDP0003-UDP0003_L002_R2_001.fastq.gz	A
e0369_1Sr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0369_1Sr3_UDP0004-UDP0004_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0369_1Sr3_UDP0004-UDP0004_L002_R2_001.fastq.gz	A
e0370_20Dr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0370_20Dr2_UDP0375-UDP0375_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0370_20Dr2_UDP0375-UDP0375_L002_R2_001.fastq.gz	A
e0371_20PRr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0371_20PRr1_UDP0105-UDP0105_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0371_20PRr1_UDP0105-UDP0105_L002_R2_001.fastq.gz	A
e0372_20PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0372_20PRr2_UDP0106-UDP0106_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0372_20PRr2_UDP0106-UDP0106_L002_R2_001.fastq.gz	A
e0373_21Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0373_21Dr1_UDP0107-UDP0107_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0373_21Dr1_UDP0107-UDP0107_L002_R2_001.fastq.gz	A
e0374_21Sr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0374_21Sr1_UDP0108-UDP0108_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0374_21Sr1_UDP0108-UDP0108_L002_R2_001.fastq.gz	A
e0375_21Sr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0375_21Sr2_UDP0109-UDP0109_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0375_21Sr2_UDP0109-UDP0109_L002_R2_001.fastq.gz	A
e0376_22Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0376_22Dr1_UDP0110-UDP0110_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0376_22Dr1_UDP0110-UDP0110_L002_R2_001.fastq.gz	A
e0377_22Dr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0377_22Dr2_UDP0111-UDP0111_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0377_22Dr2_UDP0111-UDP0111_L002_R2_001.fastq.gz	A
e0378_22PRr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0378_22PRr1_UDP0114-UDP0114_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0378_22PRr1_UDP0114-UDP0114_L002_R2_001.fastq.gz	A
e0379_22PRr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0379_22PRr3_UDP0115-UDP0115_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0379_22PRr3_UDP0115-UDP0115_L002_R2_001.fastq.gz	A
e0380_23Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0380_23Dr1_UDP0116-UDP0116_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0380_23Dr1_UDP0116-UDP0116_L002_R2_001.fastq.gz	A
e0381_23Sr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0381_23Sr2_UDP0119-UDP0119_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0381_23Sr2_UDP0119-UDP0119_L002_R2_001.fastq.gz	A
e0382_24Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0382_24Dr1_UDP0122-UDP0122_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0382_24Dr1_UDP0122-UDP0122_L002_R2_001.fastq.gz	A
e0383_24Dr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0383_24Dr2_UDP0123-UDP0123_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0383_24Dr2_UDP0123-UDP0123_L002_R2_001.fastq.gz	A
e0384_24PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0384_24PRr2_UDP0127-UDP0127_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0384_24PRr2_UDP0127-UDP0127_L002_R2_001.fastq.gz	A
e0385_25Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0385_25Dr1_UDP0129-UDP0129_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0385_25Dr1_UDP0129-UDP0129_L002_R2_001.fastq.gz	A
e0386_25Dr3	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0386_25Dr3_UDP0130-UDP0130_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0386_25Dr3_UDP0130-UDP0130_L002_R2_001.fastq.gz	A
e0387_25PRr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0387_25PRr2_UDP0133-UDP0133_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0387_25PRr2_UDP0133-UDP0133_L002_R2_001.fastq.gz	A
e0388_25Sr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0388_25Sr1_UDP0131-UDP0131_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0388_25Sr1_UDP0131-UDP0131_L002_R2_001.fastq.gz	A
e0389_25Sr2	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0389_25Sr2_UDP0132-UDP0132_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0389_25Sr2_UDP0132-UDP0132_L002_R2_001.fastq.gz	A
e0390_26Dr1	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0390_26Dr1_UDP0134-UDP0134_L002_R1_001.fastq.gz	/ibex/scratch/projects/c2014/EmptyQuarter_Data/soil/amplicon_16S/novaseq_14_07_25/raw_reads/M-25-0390_26Dr1_UDP0134-UDP0134_L002_R2_001.fastq.gz	A
