Trip	Site	Type	richness_hurlbert_25000	shannon	evenness_h_over_log_hurlbert	n_profiles	Date	Latitude	Longitude	sampling_day	longitude_z	sampling_day_z	selected_kernel_weighted_rain_mm	rain_1_to_4_complete_days_mm	rain_1_to_60_complete_days_mm
1	1	Deep	1636.6252012622272	6.655827416668735	0.8993990692217098	2	2023-03-17	19.14977055555556	45.166511388888885	0.0	-1.6559376602858693	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	1	Rhizosphere	2175.8681657015263	6.763495886085533	0.8800882939308229	2	2023-03-17	19.14977055555556	45.166511388888885	0.0	-1.6559376602858693	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	1	Surface	1597.146182607771	6.167398689022062	0.8381581417884414	3	2023-03-17	19.14977055555556	45.166511388888885	0.0	-1.6559376602858693	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	2	Deep	4260.57106853274	6.985541559159983	0.9082668047232563	3	2023-03-17	19.203468333333333	45.2447675	0.0	-1.629187161156378	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	2	Rhizosphere	1526.1426490161202	5.139292246660462	0.8232550767950557	2	2023-03-17	19.203468333333333	45.2447675	0.0	-1.629187161156378	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	2	Surface	3029.0630703109573	6.115056938782858	0.8427342097929763	2	2023-03-17	19.203468333333333	45.2447675	0.0	-1.629187161156378	-1.2279463091673153	15.006617651015937	17.24	20.330000000000002
1	3	Deep	2250.5092743109158	6.5951686349882515	0.8799458208485791	2	2023-03-17	19.301079444444444	45.384414166666666	0.0	-1.5814513615866965	-1.2279463091673153	10.027898138097665	10.6	14.3
1	3	Rhizosphere	1534.1038859525845	4.98236384868539	0.7035085099629992	3	2023-03-17	19.301079444444444	45.384414166666666	0.0	-1.5814513615866965	-1.2279463091673153	10.027898138097665	10.6	14.3
1	3	Surface	994.0671489879768	5.829635881951919	0.867829983546029	2	2023-03-17	19.301079444444444	45.384414166666666	0.0	-1.5814513615866965	-1.2279463091673153	10.027898138097665	10.6	14.3
1	4	Deep	2382.2280587056075	6.207069793069375	0.8572309786313073	3	2023-03-17	19.379571666666667	45.55182694444444	0.0	-1.524224196798872	-1.2279463091673153	10.027898138097665	10.6	14.3
