reflected	route_shift	max_positive_t_all_endpoints	max_absolute_t_all_endpoints	max_positive_t_richness_hurlbert_25000	max_positive_t_shannon	max_positive_t_evenness_h_over_log_hurlbert
False	0	3.9996337760616516	3.9996337760616516	3.9996337760616516	3.2917696213226537	2.32273234477479
False	1	0.3818728616468926	3.8185725559572035	-0.2719682164773293	-1.8864631870363504	0.3818728616468926
False	2	-0.002675363906776179	3.938051199695403	-1.9732706054690525	-1.5900898242633796	-0.002675363906776179
False	3	0.2521046881015573	4.145544812823528	-0.1347661686846235	-0.526967996680252	0.2521046881015573
False	4	0.5586432969195654	3.7361627513565514	-1.0511743966287392	-0.5632866780438041	0.5586432969195654
False	5	1.1465594916379738	3.3583075114437593	-1.1052304949324392	0.2889269530192142	1.1465594916379738
False	6	1.4757698101666339	3.9648462748371243	-0.9331882202347567	0.34931137865651213	1.4757698101666339
False	7	0.827465382212532	3.4312270651948236	-0.6556919367673015	-0.019464359142957955	0.827465382212532
False	8	0.27191263361097934	2.6707715176123794	-1.0181473839824418	-0.3328493663823133	0.27191263361097934
False	9	-0.3234181929418665	2.848242969986819	-0.6540000592807902	-0.35759736078931764	-0.3234181929418665
False	10	0.0012994671363997761	3.6383125132261416	-0.7179849201644086	0.0012994671363997761	-0.05123401637341196
False	11	0.026874254596705085	3.2406647584518358	-0.8226403089120126	0.026874254596705085	-0.09106563951878041
False	12	-0.017011465679387192	2.412915631846809	-1.0378890729232186	-0.4265714830582789	-0.017011465679387192
False	13	0.419566612384142	1.9788095801918013	-0.27662897607320175	-0.031507232310958824	0.419566612384142
False	14	0.8861520972721089	1.7549062271886673	-0.15644238359597956	0.6386970596361264	0.8861520972721089
False	15	0.8752643860480144	2.7797456266581557	0.000747094974518569	-0.06066536871948445	0.8752643860480144
False	16	1.4098934871819457	2.9053898463888643	0.42206192288222266	0.18965831075926304	1.4098934871819457
False	17	1.8543609728678825	2.914665077033649	0.6845258121177982	0.8546521262028322	1.8543609728678825
False	18	0.7804695617574562	1.9430003872467774	0.7804695617574562	0.40135218156301017	0.5816283587916306
False	19	0.9957890948959941	1.1298598707798588	0.9957890948959941	0.5673627504253397	0.570687560613946
False	20	1.6925734650418605	1.6925734650418605	1.6925734650418605	0.708861747351846	0.9071281864311944
False	21	1.7606481131843597	1.7606481131843597	1.7606481131843597	0.910119106385765	0.8056904956029965
