endpoint	cluster_definition	n_clusters	estimate_per_mm_at_kernel_peak	standard_error	t	p_two_sided	ci_low	ci_high
richness_hurlbert_25000	site	60	179.56732231578252	44.64036789990452	4.022532312422242	5.757575236397432e-05	92.07380897535174	267.06083565621327
richness_hurlbert_25000	campaign_rain_grid	82	179.56732231578252	52.208948214925414	3.439397430045298	0.000583010661463566	77.23966414381196	281.89498048775306
shannon	site	60	0.18240721032939938	0.08771276634995538	2.0795970520600524	0.03756250761397792	0.010493347299110056	0.3543210733596887
shannon	campaign_rain_grid	82	0.18240721032939938	0.05361847770015694	3.401946831639823	0.0006690765318820666	0.07731692513122776	0.287497495527571
evenness_h_over_log_hurlbert	site	60	0.010760143969164668	0.005977221679111484	1.8001915516648812	0.07183039737122325	-0.0009549952495058675	0.022475283187835204
evenness_h_over_log_hurlbert	campaign_rain_grid	82	0.010760143969164668	0.006586186439819766	1.6337442110823581	0.10231257096254837	-0.0021485442483481516	0.023668832186677487
