model	n_observations	n_sites	estimate	std_error	ci_low	ci_high	p
site_fixed_primary	622	60	0.00026874241042651806	0.020653086398337437	-0.04021056309990892	0.04074804792076195	0.9896180471467837
geographic_trend_sensitivity	622	60	-0.0197528206947699	0.03150047892404139	-0.08149262488165405	0.04198698349211426	0.5306171928381435
global_standardisation_sensitivity	622	60	0.003117547341019773	0.02393970718482588	-0.043803416541673725	0.05003851122371327	0.8963884498003191
