contrast	pathway	description	n_sites	mean_clr_difference	p_value	q_global_600	supported_q_lt_0_05
Rhizosphere-Surface	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	60	-0.02517088201	0.18	0.2647058824	False
Rhizosphere-Surface	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	60	-0.01345510062	0.5187	0.6211976048	False
Rhizosphere-Surface	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	60	-0.03845842051	0.0162	0.03738461538	True
Rhizosphere-Surface	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	60	-0.02796993617	0.1241	0.1975066313	False
Rhizosphere-Surface	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	60	-0.02796993617	0.1241	0.1975066313	False
Rhizosphere-Surface	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	60	-0.03297157487	0.0492	0.09312302839	False
Rhizosphere-Surface	PWY-5686	UMP biosynthesis	60	-0.03744364689	0.0186	0.04243346008	True
Rhizosphere-Surface	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	60	-0.04695850404	0.0012	0.003829787234	True
Rhizosphere-Surface	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	60	-0.04695850404	0.0012	0.003829787234	True
Rhizosphere-Surface	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	60	-0.03336952323	0.0508	0.0954375	False
Rhizosphere-Surface	PWY-5097	L-lysine biosynthesis VI	60	-0.01653783146	0.4608	0.565398773	False
Rhizosphere-Surface	PWY-841	superpathway of purine nucleotides de novo biosynthesis I	60	-0.03397968615	0.0456	0.08741214058	False
Rhizosphere-Surface	COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	60	-0.02690483008	0.0964	0.166685879	False
Rhizosphere-Surface	PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	60	-0.03445137946	0.0398	0.07875	False
Rhizosphere-Surface	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	60	-0.01413883009	0.5155	0.6198396794	False
Rhizosphere-Surface	THRESYN-PWY	superpathway of L-threonine biosynthesis	60	-0.01935533888	0.3737	0.478336887	False
Rhizosphere-Surface	CALVIN-PWY	Calvin-Benson-Bassham cycle	60	-0.02780137975	0.1427	0.2212403101	False
Rhizosphere-Surface	TRPSYN-PWY	L-tryptophan biosynthesis	60	-0.02353721679	0.2147	0.3119128329	False
Rhizosphere-Surface	PWY-7221	guanosine ribonucleotides de novo biosynthesis	60	-0.03622508077	0.029	0.06148409894	False
Rhizosphere-Surface	P108-PWY	pyruvate fermentation to propanoate I	60	-0.02792291778	0.1585	0.2407575758	False
Rhizosphere-Surface	PWY-5659	GDP-mannose biosynthesis	60	-0.1017212218	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	60	-0.03197272853	0.0877	0.1529651163	False
Rhizosphere-Surface	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	60	-0.03885449442	0.036	0.07272727273	False
Rhizosphere-Surface	ARO-PWY	chorismate biosynthesis I	60	-0.02820287511	0.0761	0.1339002933	False
Rhizosphere-Surface	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	60	-0.03607078333	0.0386	0.07694352159	False
Rhizosphere-Surface	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	60	-0.007545555564	0.8082	0.8721582734	False
Rhizosphere-Surface	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	60	-0.09110382289	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	60	-0.03590954599	0.0315	0.06537931034	False
Rhizosphere-Surface	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	60	-0.01440609892	0.5762	0.674502924	False
Rhizosphere-Surface	GLUCONEO-PWY	gluconeogenesis I	60	-0.02863611834	0.2439	0.3459574468	False
Rhizosphere-Surface	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	60	-0.02278246744	0.1724	0.2582543641	False
Rhizosphere-Surface	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	60	-0.03685824604	0.0265	0.0571942446	False
Rhizosphere-Surface	COA-PWY	coenzyme A biosynthesis I	60	-0.03625991351	0.0309	0.06458333333	False
Rhizosphere-Surface	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	60	-0.01200504785	0.6618	0.7477966102	False
Rhizosphere-Surface	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	60	-0.03549556545	0.0551	0.1014110429	False
Rhizosphere-Surface	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	60	-0.03003284874	0.0584	0.1068292683	False
Rhizosphere-Surface	GLUTORN-PWY	L-ornithine biosynthesis	60	-0.04783016814	0.0035	0.00976744186	True
Rhizosphere-Surface	PWY-6608	guanosine nucleotides degradation III	60	0.01789660159	0.3315	0.4405752212	False
Rhizosphere-Surface	PANTO-PWY	phosphopantothenate biosynthesis I	60	-0.03155466832	0.1219	0.1960857909	False
Rhizosphere-Surface	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	60	-0.03162168368	0.0381	0.0764548495	False
Rhizosphere-Surface	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	60	-0.04456485952	0.0229	0.05043478261	False
Rhizosphere-Surface	PWY-6123	inosine-5'-phosphate biosynthesis I	60	-0.03384547968	0.0548	0.1011692308	False
Rhizosphere-Surface	HISTSYN-PWY	L-histidine biosynthesis	60	-0.03923523295	0.0322	0.06616438356	False
Rhizosphere-Surface	PENTOSE-P-PWY	pentose phosphate pathway	60	0.004255113376	0.8692	0.9197883598	False
Rhizosphere-Surface	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	60	-0.03455495967	0.0448	0.08643086817	False
Rhizosphere-Surface	DAPLYSINESYN-PWY	L-lysine biosynthesis I	60	-0.0720054811	0.0003	0.001161290323	True
Rhizosphere-Surface	PWY0-1261	anhydromuropeptides recycling	60	0.02867856446	0.1779	0.2629064039	False
Rhizosphere-Surface	PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	60	-0.02884649895	0.1354	0.211012987	False
Rhizosphere-Surface	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	60	-0.009709920937	0.5979	0.6913294798	False
Rhizosphere-Surface	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	60	-0.01008653729	0.6605	0.7477358491	False
Rhizosphere-Surface	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	60	0.07065638571	0.0214	0.04755555556	True
Rhizosphere-Surface	PWY-7400	L-arginine biosynthesis IV (archaebacteria)	60	-0.01029688026	0.5767	0.674502924	False
Rhizosphere-Surface	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	60	-0.01980330255	0.3721	0.4780728051	False
Rhizosphere-Surface	PWY-5484	glycolysis II (from fructose 6-phosphate)	60	-0.007111248386	0.8217	0.8788235294	False
Rhizosphere-Surface	TRNA-CHARGING-PWY	tRNA charging	60	-0.0408533067	0.031	0.06458333333	False
Rhizosphere-Surface	PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	60	-0.03928715869	0.0157	0.03651162791	True
Rhizosphere-Surface	OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	60	-0.08784280939	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	60	0.07104682248	0.0232	0.05043478261	False
Rhizosphere-Surface	NONMEVIPP-PWY	methylerythritol phosphate pathway I	60	-0.0213776496	0.3471	0.4581098901	False
Rhizosphere-Surface	PWY-7560	methylerythritol phosphate pathway II	60	-0.0213776496	0.3471	0.4581098901	False
Rhizosphere-Surface	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	60	-0.02924579749	0.1519	0.2320610687	False
Rhizosphere-Surface	PWY-7234	inosine-5'-phosphate biosynthesis III	60	-0.01448077028	0.5425	0.6458333333	False
Rhizosphere-Surface	PWY-6609	adenine and adenosine salvage III	60	0.1107719022	0.0001	0.0005042016807	True
Rhizosphere-Surface	SO4ASSIM-PWY	sulfate reduction I (assimilatory)	60	0.01139088276	0.7232	0.8020702403	False
Rhizosphere-Surface	GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	60	0.01303829182	0.5174	0.62088	False
Rhizosphere-Surface	PWY-6897	thiamin salvage II	60	-0.0745104769	0.0006	0.002093023256	True
Rhizosphere-Surface	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	60	-0.03301266045	0.1125	0.1849315068	False
Rhizosphere-Surface	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	60	-0.0228845286	0.4134	0.5189121339	False
Rhizosphere-Surface	PWY-6353	purine nucleotides degradation II (aerobic)	60	0.02015340841	0.9706	0.9853807107	False
Rhizosphere-Surface	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	60	-0.03963288972	0.0196	0.04437735849	True
Rhizosphere-Surface	P42-PWY	incomplete reductive TCA cycle	60	0.0853462653	0.001	0.003351955307	True
Rhizosphere-Surface	ANAEROFRUCAT-PWY	homolactic fermentation	60	-0.04150568612	0.0112	0.02709677419	True
Rhizosphere-Surface	FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	60	0.01234056688	0.3739	0.478336887	False
Rhizosphere-Surface	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	60	-0.02951669236	0.0478	0.09133757962	False
Rhizosphere-Surface	PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	60	-0.009065297156	0.6889	0.7754971857	False
Rhizosphere-Surface	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	60	-0.04979816928	0.0139	0.03283464567	True
Rhizosphere-Surface	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	60	0.02660370389	0.3048	0.4128216704	False
Rhizosphere-Surface	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	60	0.005264326071	0.762	0.8343065693	False
Rhizosphere-Surface	GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	60	-0.04681208476	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	60	-0.04092736731	0.0098	0.02409836066	True
Rhizosphere-Surface	HSERMETANA-PWY	L-methionine biosynthesis III	60	-0.09965341453	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5918	superpathay of heme biosynthesis from glutamate	60	-0.002221119256	0.9316	0.9620654045	False
Rhizosphere-Surface	1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	60	0.005893930694	0.8163	0.8767084079	False
Rhizosphere-Surface	MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	60	-7.983334243e-05	0.9974	0.9974	False
Rhizosphere-Surface	PWY0-781	aspartate superpathway	60	-0.0145488901	0.3162	0.4234821429	False
Rhizosphere-Surface	PWY-6612	superpathway of tetrahydrofolate biosynthesis	60	0.03169158427	0.0424	0.0831372549	False
Rhizosphere-Surface	PWY-5913	TCA cycle VI (obligate autotrophs)	60	-0.07463710535	0.0063	0.01643478261	True
Rhizosphere-Surface	PWY-6700	queuosine biosynthesis	60	-0.01709703499	0.5553	0.658458498	False
Rhizosphere-Surface	PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	60	0.05976214606	0.1027	0.1745609065	False
Rhizosphere-Surface	P23-PWY	reductive TCA cycle I	60	0.04845153496	0.7229	0.8020702403	False
Rhizosphere-Surface	PWY-7196	superpathway of pyrimidine ribonucleosides salvage	60	0.1128093823	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	60	-0.1406738428	0.0001	0.0005042016807	True
Rhizosphere-Surface	GLYOXYLATE-BYPASS	glyoxylate cycle	60	0.002451496072	0.9288	0.9620654045	False
Rhizosphere-Surface	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	60	0.07484846961	0.5657	0.6655294118	False
Rhizosphere-Surface	PWY-7392	taxadiene biosynthesis (engineered)	60	0.09125423428	0.0005	0.001775147929	True
Rhizosphere-Surface	PWY-6703	preQ0 biosynthesis	60	-0.0217048243	0.4732	0.5782484725	False
Rhizosphere-Surface	HOMOSER-METSYN-PWY	L-methionine biosynthesis I	60	0.006026391973	0.8268	0.8827046263	False
Rhizosphere-Surface	PWY-6317	galactose degradation I (Leloir pathway)	60	0.1482968751	0.0529	0.09826625387	False
Rhizosphere-Surface	HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	60	0.01629259976	0.6226	0.7142638623	False
Rhizosphere-Surface	PWY-7199	pyrimidine deoxyribonucleosides salvage	60	0.09311311019	0.0004	0.001481481481	True
Rhizosphere-Surface	PWY-6628	superpathway of L-phenylalanine biosynthesis	60	0.0006386606141	0.9937	0.9974	False
Rhizosphere-Surface	PWY-6630	superpathway of L-tyrosine biosynthesis	60	-0.001131244237	0.9904	0.9970469799	False
Rhizosphere-Surface	PWY-5104	L-isoleucine biosynthesis IV	60	-0.1627259666	0.0002	0.0008333333333	True
Rhizosphere-Surface	PWY-4984	urea cycle	60	0.003507666537	0.9154	0.9552	False
Rhizosphere-Surface	HISDEG-PWY	L-histidine degradation I	60	0.09064133882	0.0231	0.05043478261	False
Rhizosphere-Surface	PWY0-1296	purine ribonucleosides degradation	60	0.1205657335	0.0021	0.006331658291	True
Rhizosphere-Surface	PWY-7254	TCA cycle VII (acetate-producers)	60	0.1029224147	0.0138	0.03272727273	True
Rhizosphere-Surface	PWYG-321	mycolate biosynthesis	60	-0.06571551133	0.1311	0.2059162304	False
Rhizosphere-Surface	COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	60	-0.065156602	0.0111	0.02707317073	True
Rhizosphere-Surface	COLANSYN-PWY	colanic acid building blocks biosynthesis	60	-0.1198445765	0.0001	0.0005042016807	True
Rhizosphere-Surface	GLYCOCAT-PWY	glycogen degradation I (bacterial)	60	-0.1356353713	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-6901	superpathway of glucose and xylose degradation	60	0.1374697946	0.0002	0.0008333333333	True
Rhizosphere-Surface	PWY-5920	superpathway of heme biosynthesis from glycine	60	-0.03506970657	0.1736	0.2584615385	False
Rhizosphere-Surface	PWY-7664	oleate biosynthesis IV (anaerobic)	60	-0.06637948076	0.127	0.201055409	False
Rhizosphere-Surface	LEU-DEG2-PWY	L-leucine degradation I	60	-0.1377321905	0.001	0.003351955307	True
Rhizosphere-Surface	PYRIDNUCSAL-PWY	NAD salvage pathway I	60	-0.08856420293	0.0019	0.005816326531	True
Rhizosphere-Surface	PWY-5989	stearate biosynthesis II (bacteria and plants)	60	-0.07377151054	0.1041	0.176440678	False
Rhizosphere-Surface	PWY-6737	starch degradation V	60	-0.1561253401	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	60	0.09068410432	0.023	0.05043478261	False
Rhizosphere-Surface	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	60	-0.06828490006	0.1259	0.1998412698	False
Rhizosphere-Surface	FERMENTATION-PWY	mixed acid fermentation	60	0.0005640774319	0.9804	0.9886386555	False
Rhizosphere-Surface	PWY0-862	(5Z)-dodec-5-enoate biosynthesis	60	-0.07479279888	0.1055	0.1778089888	False
Rhizosphere-Surface	PWY-5505	L-glutamate and L-glutamine biosynthesis	60	0.150340136	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5022	4-aminobutanoate degradation V	60	0.1809762226	0.0003	0.001161290323	True
Rhizosphere-Surface	DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	60	-0.09856837872	0.066	0.1192771084	False
Rhizosphere-Surface	PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	60	0.08461458798	0.07	0.1261261261	False
Rhizosphere-Surface	PWY-6151	S-adenosyl-L-methionine cycle I	60	0.101954464	0.0003	0.001161290323	True
Rhizosphere-Surface	ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	60	0.1024832415	0.0026	0.007464114833	True
Rhizosphere-Surface	PWY-6895	superpathway of thiamin diphosphate biosynthesis II	60	0.1634654612	0.0061	0.01619469027	True
Rhizosphere-Surface	PWY-5840	superpathway of menaquinol-7 biosynthesis	60	0.2647659001	0.0001	0.0005042016807	True
Rhizosphere-Surface	THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	60	0.08893019116	0.4439	0.5502892562	False
Rhizosphere-Surface	PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	60	-0.0317183198	0.7753	0.844	False
Rhizosphere-Surface	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	60	-0.093429699	0.4489	0.5553402062	False
Rhizosphere-Surface	PWY-5838	superpathway of menaquinol-8 biosynthesis I	60	0.2421399546	0.0002	0.0008333333333	True
Rhizosphere-Surface	PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	60	-0.1176150874	0.0011	0.003567567568	True
Rhizosphere-Surface	PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	60	-0.1176150874	0.0011	0.003567567568	True
Rhizosphere-Surface	PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	60	-0.1176150874	0.0011	0.003567567568	True
Rhizosphere-Surface	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	60	-0.1176150874	0.0011	0.003567567568	True
Rhizosphere-Surface	PWY-5897	superpathway of menaquinol-11 biosynthesis	60	0.266617616	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5898	superpathway of menaquinol-12 biosynthesis	60	0.266617616	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-5899	superpathway of menaquinol-13 biosynthesis	60	0.266617616	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-6269	adenosylcobalamin salvage from cobinamide II	60	-0.05779328757	0.0106	0.02595918367	True
Rhizosphere-Surface	PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	60	-0.05269995858	0.0177	0.04053435115	True
Rhizosphere-Surface	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	60	-0.06942001804	0.0949	0.164566474	False
Rhizosphere-Surface	UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	60	-0.1192226541	0.0005	0.001775147929	True
Rhizosphere-Surface	PWY0-1061	superpathway of L-alanine biosynthesis	60	-0.05038150734	0.2399	0.3410900474	False
Rhizosphere-Surface	PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	60	0.1418801705	0.0003	0.001161290323	True
Rhizosphere-Surface	PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	60	-0.169872405	0.0002	0.0008333333333	True
Rhizosphere-Surface	NAGLIPASYN-PWY	lipid IVA biosynthesis	60	-0.1407489205	0.0003	0.001161290323	True
Rhizosphere-Surface	PWY0-1479	tRNA processing	60	-0.1430351135	0.0025	0.007211538462	True
Rhizosphere-Surface	PWY-2941	L-lysine biosynthesis II	60	0.2846008259	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	60	-0.1530365395	0.0002	0.0008333333333	True
Rhizosphere-Surface	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	60	-0.1104561656	0.0492	0.09312302839	False
Rhizosphere-Surface	PWY-5100	pyruvate fermentation to acetate and lactate II	60	0.1103314638	0.0509	0.0954375	False
Rhizosphere-Surface	PWY-5971	palmitate biosynthesis II (bacteria and plants)	60	0.4583967431	0.0979	0.1687931034	False
Rhizosphere-Surface	PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	60	0.2611465111	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	60	-0.1067543074	0.0321	0.06616438356	False
Rhizosphere-Surface	P161-PWY	acetylene degradation	60	0.1252785491	0.028	0.06	False
Rhizosphere-Surface	PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	60	0.0299874237	0.6565	0.7446124764	False
Rhizosphere-Surface	BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	60	-0.107558496	0.0206	0.04646616541	True
Rhizosphere-Surface	PWY-7242	D-fructuronate degradation	60	0.1323596932	0.0041	0.01123287671	True
Rhizosphere-Surface	PWY-181	photorespiration	60	0.05306197837	0.6408	0.7309505703	False
Rhizosphere-Surface	PWY-6519	8-amino-7-oxononanoate biosynthesis I	60	-0.1276037981	0.0125	0.02988047809	True
Rhizosphere-Surface	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	60	0.1321537965	0.0003	0.001161290323	True
Rhizosphere-Surface	PWY-7431	aromatic biogenic amine degradation (bacteria)	60	0.01683164536	0.7702	0.8417486339	False
Rhizosphere-Surface	PWY-6263	superpathway of menaquinol-8 biosynthesis II	60	0.03060288969	0.7211	0.8020702403	False
Rhizosphere-Surface	PWY-5863	superpathway of phylloquinol biosynthesis	60	0.3043532622	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	60	0.5108458389	0.0001	0.0005042016807	True
Rhizosphere-Surface	P124-PWY	Bifidobacterium shunt	60	-0.1770736413	0.0277	0.05956989247	False
Rhizosphere-Surface	ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	60	0.1710109078	0.0027	0.007714285714	True
Rhizosphere-Surface	PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	60	0.3073657682	0.0001	0.0005042016807	True
Rhizosphere-Surface	PWY-7237	myo-, chiro- and scillo-inositol degradation	60	0.0978822764	0.3594	0.4698039216	False
Rhizosphere-Deep	PWY-3781	aerobic respiration I (cytochrome c)	60	-0.08746458596	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7111	pyruvate fermentation to isobutanol (engineered)	60	-0.01070049648	0.7176	0.8017877095	False
Rhizosphere-Deep	PWY-5101	L-isoleucine biosynthesis II	60	-0.06541617797	0.0004	0.001481481481	True
Rhizosphere-Deep	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	60	-0.06230784331	0.0022	0.006502463054	True
Rhizosphere-Deep	VALSYN-PWY	L-valine biosynthesis	60	-0.06230784331	0.0022	0.006502463054	True
Rhizosphere-Deep	BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	60	-0.09045020872	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5973	cis-vaccenate biosynthesis	60	-0.0304827974	0.2795	0.3909090909	False
Rhizosphere-Deep	PWY-7663	gondoate biosynthesis (anaerobic)	60	-0.02994681295	0.3641	0.4738828633	False
Rhizosphere-Deep	FASYN-ELONG-PWY	fatty acid elongation -- saturated	60	-0.03132772854	0.3474	0.4581098901	False
Rhizosphere-Deep	TCA	TCA cycle I (prokaryotic)	60	-0.06547248468	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	60	-0.08154626339	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5103	L-isoleucine biosynthesis III	60	-0.07742939723	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7094	fatty acid salvage	60	-0.07142650922	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-5667	CDP-diacylglycerol biosynthesis I	60	-0.0925098083	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY0-1319	CDP-diacylglycerol biosynthesis II	60	-0.0925098083	0.0001	0.0005042016807	True
Rhizosphere-Deep	FAO-PWY	fatty acid &beta;-oxidation I	60	-0.01799315458	0.2911	0.4024423963	False
Rhizosphere-Deep	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	60	-0.07039554026	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-7208	superpathway of pyrimidine nucleobases salvage	60	-0.08237703159	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	60	-0.09150939425	0.0001	0.0005042016807	True
Rhizosphere-Deep	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	60	-0.1122710141	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-3001	superpathway of L-isoleucine biosynthesis I	60	-0.07690209041	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	60	-0.008238574194	0.7487	0.8212431444	False
Rhizosphere-Deep	PWY-2942	L-lysine biosynthesis III	60	-0.06061128918	0.0001	0.0005042016807	True
Rhizosphere-Deep	REDCITCYC	TCA cycle VIII (helicobacter)	60	0.001721633067	0.9559	0.9778983051	False
Rhizosphere-Deep	PWY-7219	adenosine ribonucleotides de novo biosynthesis	60	-0.1030668207	0.0001	0.0005042016807	True
Rhizosphere-Deep	SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	60	-0.0408621746	0.0499	0.0941509434	False
Rhizosphere-Deep	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	60	-0.09345948714	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	60	-0.07946268738	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	60	-0.07946268738	0.0001	0.0005042016807	True
Rhizosphere-Deep	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	60	-0.001296477184	0.9586	0.9778983051	False
Rhizosphere-Deep	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	60	-0.09709688453	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	60	-0.07788406203	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	60	-0.07788406203	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	60	-0.0726288377	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5686	UMP biosynthesis	60	-0.09344759587	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	60	-0.1221592156	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	60	-0.1221592156	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	60	-0.08294558767	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-5097	L-lysine biosynthesis VI	60	-0.05558045903	0.0002	0.0008333333333	True
Rhizosphere-Deep	PWY-841	superpathway of purine nucleotides de novo biosynthesis I	60	-0.0852472896	0.0001	0.0005042016807	True
Rhizosphere-Deep	COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	60	-0.09017467197	0.0001	0.0005042016807	True
Rhizosphere-Deep	PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	60	-0.08581966512	0.0001	0.0005042016807	True
