Taxon String	Rank	Name	Mapped ID	Is RAK	Is Inherited
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Kingdom	Bacteria	2	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Phylum	Abditibacteriota	2109258	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Class	Abditibacteriia	2109259	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Order	Abditibacteriales	2109260	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Family	Abditibacteriaceae	2109261	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Genus	Abditibacterium	2109263	False	False
Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;NA	Species	NA	2109263	False	True
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Phylum	Acetothermia	RAK_0010001	True	False
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Class	Acetothermiia	RAK_0010002	True	False
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Order	KB1 group	171545	False	False
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Family	NA	171545	False	True
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Genus	NA	171545	False	True
Bacteria;Acetothermia;Acetothermiia;KB1 group;NA;NA;NA	Species	NA	171545	False	True
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Phylum	Acidobacteriota	57723	False	False
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Class	Acidobacteriae	RAK_0010003	True	False
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Order	AMGG11	RAK_0010004	True	False
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Family	NA	RAK_0010004	True	True
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Genus	NA	RAK_0010004	True	True
Bacteria;Acidobacteriota;Acidobacteriae;AMGG11;NA;NA;NA	Species	NA	RAK_0010004	True	True
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Kingdom	Bacteria	2	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Phylum	Acidobacteriota	57723	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Class	Acidobacteriae	RAK_0010003	True	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Order	Bryobacterales	332160	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Family	Bryobacteraceae	1962910	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Genus	Bryobacter	911113	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA	Species	NA	911113	False	True
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Phylum	Acidobacteriota	57723	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Class	Acidobacteriae	RAK_0010003	True	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Order	Bryobacterales	332160	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Family	Bryobacteraceae	1962910	False	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Genus	NA	1962910	False	True
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;NA;NA	Species	NA	1962910	False	True
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Paludibaculum;NA	Kingdom	Bacteria	2	False	False
