Taxon String	Rank	Name	Mapped ID	Is RAK	Is Inherited
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;NA	Order	Mycobacteriales	85007	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;NA	Family	Tsukamurellaceae	85028	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;NA	Genus	Tsukamurella	2060	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;NA	Species	NA	RAK_CTX_14a6e654166e230aa3c406f3	True	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Order	Mycobacteriales	85007	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Family	Tsukamurellaceae	85028	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Genus	Tsukamurella	2060	False	False
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Tsukamurellaceae;Tsukamurella;inchonensis	Species	inchonensis	42777	False	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Order	NA	RAK_CTX_108fae06ae49fca6bbffddf3	True	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Family	NA	RAK_CTX_b3195d62b5c9c7afadca2dc7	True	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Genus	NA	RAK_CTX_51440218bc395b18430143bc	True	False
Bacteria;Actinomycetota;Actinobacteria;NA;NA;NA;NA	Species	NA	RAK_CTX_ab34d75e5afac9f8748fe46d	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Genus	Egicoccus	RAK_CTX_98d0ca218cee39ba3fa71daf	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;NA	Species	NA	RAK_CTX_d0c2524f9c6ca3b171904481	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Genus	Egicoccus	RAK_CTX_98d0ca218cee39ba3fa71daf	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Egicoccus;halophilus	Species	halophilus	RAK_CTX_bb013c2db943bdd01d35a35a	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Genus	NA	RAK_CTX_ff66c09367446c3e1542040d	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	Species	NA	RAK_CTX_89e8a2239583fbe9a7142daf	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Genus	Nitriliruptor	596499	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;NA	Species	NA	RAK_CTX_e29d8ccb61a7e439c32f4430	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Genus	Nitriliruptor	596499	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;alkaliphilus	Species	alkaliphilus	427918	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Order	Nitriliruptorales	596497	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Family	Nitriliruptoraceae	596498	False	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Genus	YC-ZSS-LKJ90	RAK_0010065	True	False
Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;YC-ZSS-LKJ90;NA	Species	NA	RAK_CTX_fa3a08c83b1ebccc8fd2d51a	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Family	NA	RAK_CTX_40544af406979f0825b33f38	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Genus	NA	RAK_CTX_11152f9c376c39b4418e7695	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;NA;NA;NA	Species	NA	RAK_CTX_8e14ff82c7634765ef021912	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Genus	Actinopolymorpha	RAK_CTX_8c5351da5508fc50dd615728	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha;NA	Species	NA	RAK_CTX_20ca88556c1fd80554df4e6c	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Genus	Aeromicrobium	2040	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;NA	Species	NA	RAK_CTX_60c8000b0a54c5e58250bffe	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Genus	Aeromicrobium	2040	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;camelliae	Species	camelliae	1538144	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Genus	Aeromicrobium	2040	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium;erythreum	Species	erythreum	2041	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Genus	Flindersiella	1434003	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;NA	Species	NA	RAK_CTX_0d38d09bf7a0f205568176f5	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Genus	Flindersiella	1434003	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Flindersiella;endophytica	Species	endophytica	648751	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;NA	Species	NA	RAK_CTX_5c32b07d40f60fdb2d2f34ef	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;flavida	Species	flavida	RAK_CTX_f272e0c25242e316d58008b2	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;koreensis	Species	koreensis	RAK_CTX_bf7c379c3e96c7e919d13008	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;mirabilis	Species	mirabilis	RAK_CTX_e64214f21f1751af87c7beba	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sancticallisti	Species	sancticallisti	RAK_CTX_1a74252b02c9f85136e44cdc	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;sandramycini	Species	sandramycini	RAK_CTX_d70a0f331fb008ac05f24b7a	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Genus	Kribbella	RAK_CTX_e9170b8fe893a493a9bd5832	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;swartbergensis	Species	swartbergensis	RAK_CTX_e307546b2f00f1c4aa31aa95	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Genus	Marmoricola	86795	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA	Species	NA	RAK_CTX_1153ff7706a8bc32328eea3b	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Genus	Marmoricola	86795	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;bigeumensis	Species	bigeumensis	RAK_CTX_11ef6b9d1667f02d5b0eb124	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Order	Propionibacteriales	85009	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Family	Nocardioidaceae	85015	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Genus	Marmoricola	86795	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;terrae	Species	terrae	RAK_CTX_3f97b96cf3c964c0d3c10666	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;NA	Kingdom	Bacteria	2	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;NA	Phylum	Actinomycetota	201174	False	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;NA	Class	Actinobacteria	RAK_0010040	True	False
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia;NA	Order	Propionibacteriales	85009	False	False
