Trip	Site	Type	shannon	richness_rare	sequencing_depth	n_profiles	analysis_cohort
2	6	Deep	6.2886406558508	2074.8900777406725	799951.0	2	core_sites_1_60
2	6	Rhizosphere	3.843370734948529		23125.0	2	core_sites_1_60
2	6	Surface	5.448867138823008	1365.1566784692077	1406593.0	1	core_sites_1_60
2	7	Deep	6.371353107083361	1610.7497526606262	570327.0	1	core_sites_1_60
2	7	Rhizosphere	5.968384563298536	1491.7363191490326	611047.0	2	core_sites_1_60
2	8	Deep	3.8013977938268697		13407.0	1	core_sites_1_60
2	8	Rhizosphere	5.7681055511416695	2551.141919905825	626656.0	2	core_sites_1_60
2	8	Surface	6.444431474850381	2460.563514437425	603513.0	1	core_sites_1_60
3	1	Deep	4.302084395762626	1415.2585621488076	603215.0	3	core_sites_1_60
3	1	Rhizosphere	4.863328238768217	910.3020875733046	204029.0	4	core_sites_1_60
3	1	Surface	6.313653171722209	1802.96388518679	605747.0	3	core_sites_1_60
3	2	Deep	7.102437170527893	2380.098821082613	397621.0	3	core_sites_1_60
3	2	Rhizosphere	5.198111064668159	1153.7710822023844	247056.0	3	core_sites_1_60
3	2	Surface	6.767298199452729	2041.5971642406648	328493.0	3	core_sites_1_60
3	3	Deep	7.129085019725692	2983.7200317833485	2111019.0	3	core_sites_1_60
3	3	Rhizosphere	5.954229500717725	2044.3470062690276	488285.0	2	core_sites_1_60
3	3	Surface	6.937588824339417	2614.2251129434558	1451104.0	3	core_sites_1_60
3	4	Deep	6.399108293730137	1775.3227899242952	230198.0	2	core_sites_1_60
3	4	Rhizosphere	6.389501816559349	1388.4427500052764	184458.0	2	core_sites_1_60
3	4	Surface	6.738779483355267	1799.2257927034532	273032.0	3	core_sites_1_60
3	5	Deep	6.524356519446924	1287.3885543592996	157739.0	2	core_sites_1_60
3	5	Rhizosphere	5.871814693151994	1303.0579229091395	70036.0	1	core_sites_1_60
3	5	Surface	6.453892499663721	1978.221512305975	498116.0	3	core_sites_1_60
3	6	Deep	6.7245079362160585	2569.3134043692	418339.0	1	core_sites_1_60
3	6	Rhizosphere	6.462891055021903	2082.101914341525	988366.0	3	core_sites_1_60
3	6	Surface	6.280062042198345	1492.7951208202855	1848347.0	3	core_sites_1_60
3	7	Deep	6.363314929289019	2032.297201652198	1125007.0	3	core_sites_1_60
3	7	Rhizosphere	6.094444575009071	2107.5403198699155	1042632.0	3	core_sites_1_60
3	7	Surface	6.155660645018407	1870.1950942423964	1006933.0	3	core_sites_1_60
3	8	Deep	5.723817576303721	1171.434007127245	2008125.0	3	core_sites_1_60
3	8	Rhizosphere	6.8301871292534235	2399.2355930435824	775524.0	3	core_sites_1_60
3	8	Surface	6.2250269254229424	1545.8569839342124	2054157.0	3	core_sites_1_60
3	9	Deep	5.816421430276473	1737.4953062548202	1672614.0	3	core_sites_1_60
3	9	Rhizosphere	4.049173163324666	834.7618728275808	495146.0	3	core_sites_1_60
3	9	Surface	5.8271100790374115	1894.7429366805493	1049141.0	3	core_sites_1_60
3	10	Deep	5.408203287094619	1352.8229229526025	1683068.0	3	core_sites_1_60
3	10	Rhizosphere	5.098572324153641	1164.2005208029893	468053.0	2	core_sites_1_60
3	10	Surface	6.055372169785756	2126.6419542783	1348243.0	3	core_sites_1_60
3	11	Deep	6.499837269066266	2488.3156059502453	1721214.0	3	core_sites_1_60
3	11	Rhizosphere	6.1531368995823135	1927.5698277673355	1226143.0	3	core_sites_1_60
3	11	Surface	5.33132292335662	1141.8579290084228	2426741.0	3	core_sites_1_60
3	12	Deep	7.2860887072277984	3161.6193727372593	741812.0	2	core_sites_1_60
3	12	Rhizosphere	5.513040103614048	1245.1898008346598	449497.0	3	core_sites_1_60
3	12	Surface	6.406766553503664	2225.6535956957796	744382.0	2	core_sites_1_60
3	13	Deep	6.430144630768304	2561.9684208664894	1353486.0	3	core_sites_1_60
3	13	Rhizosphere	5.869012596171579	1468.819716072153	452788.0	3	core_sites_1_60
3	13	Surface	6.156717871670349	1571.908881748339	1878326.0	3	core_sites_1_60
3	14	Deep	6.056716872993536	2343.2148640306227	1822184.0	3	core_sites_1_60
3	14	Rhizosphere	4.979542142522668	663.3431333864987	275001.0	3	core_sites_1_60
3	14	Surface	6.082171619244762	1591.1086809308647	723788.0	3	core_sites_1_60
3	15	Deep	6.069282548949194	1409.3959666010921	470507.0	3	core_sites_1_60
3	15	Rhizosphere	5.326190012227268	754.7770152092239	281921.0	4	core_sites_1_60
3	15	Surface	5.775000568539848	1147.5741693522311	425352.0	3	core_sites_1_60
3	16	Deep	6.1690521588675375	1883.5844814807078	793674.0	3	core_sites_1_60
3	16	Rhizosphere	6.391670394775683	1980.9242905832764	692411.0	3	core_sites_1_60
3	16	Surface	6.73851088359611	2333.103700642338	804048.0	3	core_sites_1_60
3	17	Deep	6.4139396749164135	2121.125147958324	1884065.0	3	core_sites_1_60
3	17	Rhizosphere	5.9746241579742465	1320.5818196086336	513526.0	3	core_sites_1_60
3	17	Surface	6.816769420078745	2151.616510786737	1802039.0	3	core_sites_1_60
3	18	Deep	6.546326608121955	1970.000086030372	1640559.0	3	core_sites_1_60
3	18	Rhizosphere	2.841928847259298	1088.5234502813257	1792310.0	3	core_sites_1_60
3	18	Surface	6.168671042660108	1815.9954389706993	2613887.0	3	core_sites_1_60
3	19	Deep	6.291810049906857	2001.5062763267833	2530632.0	3	core_sites_1_60
3	19	Rhizosphere	5.162279610659627	867.0314037251064	523706.0	3	core_sites_1_60
3	19	Surface	6.212461266560342	2276.2913920699793	1857672.0	3	core_sites_1_60
3	20	Deep	6.564528507169243	1422.654936801989	1716320.0	3	core_sites_1_60
3	20	Rhizosphere	6.52053072392006	2179.897062277678	1563942.0	3	core_sites_1_60
3	20	Surface	6.224859798737388	1678.7582328885176	1273177.0	3	core_sites_1_60
3	21	Deep	6.503654787490077	2083.6680827441046	1201093.0	3	core_sites_1_60
3	21	Rhizosphere	5.83300751694951	1864.6837347078344	1049598.0	3	core_sites_1_60
3	21	Surface	4.653830231303908	1039.750341979303	829736.0	3	core_sites_1_60
3	22	Deep	5.911401864401049	1283.042776041555	1821417.0	3	core_sites_1_60
3	22	Rhizosphere	6.265410884435234	1822.062444759472	969713.0	3	core_sites_1_60
3	22	Surface	5.760669396396256	1241.1606563561324	890311.0	3	core_sites_1_60
3	23	Deep	6.844643699681723	2692.525647112066	1323349.0	3	core_sites_1_60
3	23	Rhizosphere	5.8773581791861504	1244.898588449559	515891.0	3	core_sites_1_60
3	23	Surface	6.718785789353255	2576.311982100584	1377886.0	3	core_sites_1_60
3	24	Deep	5.916336648968314	1871.0230623591372	692218.0	2	core_sites_1_60
3	24	Rhizosphere	5.562917544502213	1181.5067099614757	654862.0	4	core_sites_1_60
3	24	Surface	5.47264847299843	1533.8179765430007	683910.0	3	core_sites_1_60
3	25	Deep	5.722915979398806	1477.8291784017995	949231.0	3	core_sites_1_60
3	25	Rhizosphere	3.8543936690382563	682.4224744770767	788109.0	3	core_sites_1_60
3	25	Surface	4.100230123075389	924.7800395690157	836252.0	3	core_sites_1_60
3	26	Deep	6.6017360401670375	2243.1659754483994	548248.0	2	core_sites_1_60
3	26	Rhizosphere	5.587947600824328	1515.2217752716388	719682.0	3	core_sites_1_60
3	26	Surface	6.069959087978669	1765.4436873243794	629809.0	2	core_sites_1_60
3	27	Deep	5.868424010017013	1542.3760694604105	617633.0	2	core_sites_1_60
3	27	Rhizosphere	3.742205287188332	572.0165154329923	908508.0	3	core_sites_1_60
3	27	Surface	4.8414924982480025	1160.9791198364271	578472.0	3	core_sites_1_60
3	28	Deep	6.87951290218506	2967.0519548716584	2459934.0	3	core_sites_1_60
3	28	Rhizosphere	5.3174166341744415	1186.992272861906	653667.0	3	core_sites_1_60
3	28	Surface	6.559867412994017	2634.1965222824465	2070380.0	3	core_sites_1_60
3	29	Deep	6.344756347194429	1935.3611620875681	858702.0	3	core_sites_1_60
3	29	Rhizosphere	3.87171380379193	273.40852554805116	286534.0	3	core_sites_1_60
3	29	Surface	4.97349786155382	1075.6326258168078	691732.0	3	core_sites_1_60
3	30	Deep	6.107053913601445	1843.955388348362	1821844.0	3	core_sites_1_60
3	30	Rhizosphere	6.106496907164374	1501.5893677640204	606363.0	3	core_sites_1_60
3	30	Surface	6.288350133687559	1983.6558462049761	992779.0	3	core_sites_1_60
3	31	Deep	4.850096920471139	1259.7926470148054	692895.0	2	core_sites_1_60
3	31	Rhizosphere	5.0314871455736	702.6231417720497	435740.0	3	core_sites_1_60
3	31	Surface	6.237870695655683	1679.820389324977	1012880.0	4	core_sites_1_60
3	32	Deep	6.272102034020063	1640.416586172559	1814806.0	3	core_sites_1_60
3	32	Rhizosphere	5.526104311632132	1266.1511519790959	1553703.0	3	core_sites_1_60
3	32	Surface	6.263212802275821	1976.1294708687192	2172148.0	3	core_sites_1_60
3	33	Deep	6.363585000377481	2073.1719306562113	1748596.0	4	core_sites_1_60
3	33	Rhizosphere	5.834211776671378	1332.3637424198985	548237.0	2	core_sites_1_60
3	33	Surface	6.493869137280613	1955.6987878401571	1895979.0	3	core_sites_1_60
3	34	Deep	6.204205763750113	2087.9930306751653	1917606.0	3	core_sites_1_60
3	34	Rhizosphere	5.91740382404382	1618.8411992085864	839233.0	3	core_sites_1_60
3	34	Surface	6.314553660110963	2171.244627321231	2257512.0	4	core_sites_1_60
3	35	Deep	6.6299469125297135	2608.3250077757543	1722914.0	3	core_sites_1_60
3	35	Rhizosphere	6.288570422811566	1705.5897548972828	838068.0	3	core_sites_1_60
3	35	Surface	5.879853023828911	1890.3634909137863	1897807.0	3	core_sites_1_60
3	36	Deep	6.709803723495927	2314.0845765562876	1235820.0	3	core_sites_1_60
3	36	Rhizosphere	5.324104947867812	1179.8804565106045	874257.0	3	core_sites_1_60
3	36	Surface	5.83560131651403	2179.9277475322688	1123972.0	2	core_sites_1_60
3	37	Deep	6.006169764173909	1830.5971450749505	1038143.0	3	core_sites_1_60
3	37	Rhizosphere	4.43084771260017	950.4152567430037	2157407.0	3	core_sites_1_60
3	37	Surface	6.290503509718357	1800.7998420794393	1937965.0	3	core_sites_1_60
3	38	Deep	5.899199892952055	1838.364944544973	1317875.0	2	core_sites_1_60
3	38	Rhizosphere	5.471903285045303	1474.923448362356	2316175.0	3	core_sites_1_60
3	38	Surface	6.230482422932211	2255.650287834158	2230808.0	3	core_sites_1_60
3	39	Deep	5.645271080322546	1376.0100574120925	1398629.0	2	core_sites_1_60
3	39	Rhizosphere	5.141956242688881	1373.4231796078573	691821.0	2	core_sites_1_60
3	39	Surface	5.497981633611329	1482.464100552798	1155729.0	3	core_sites_1_60
3	40	Deep	6.022109200834465	1812.4394460261901	2065404.0	4	core_sites_1_60
3	40	Rhizosphere	6.004055050778477	1683.26799444924	988325.0	3	core_sites_1_60
3	40	Surface	5.973153130639697	1640.0105334508137	790597.0	3	core_sites_1_60
3	41	Deep	3.741664224656489	432.9849204815815	775912.0	2	core_sites_1_60
3	41	Rhizosphere	5.605245988299346	1110.4760298422348	687287.0	2	core_sites_1_60
3	42	Deep	6.481435030113012	2330.0116975551423	1533695.0	3	core_sites_1_60
3	42	Rhizosphere	5.640502011196392	1354.0232123865492	929403.0	3	core_sites_1_60
3	42	Surface	5.502720268575023	1676.9561529487	3590202.0	3	core_sites_1_60
3	43	Deep	5.635999303932265	1371.6119274333005	1924385.0	4	core_sites_1_60
3	43	Rhizosphere	6.017551654209188	1342.0756094773194	818343.0	3	core_sites_1_60
3	43	Surface	5.1734240017175095	1449.1995379808243	1325632.0	3	core_sites_1_60
3	44	Deep	6.062959606821661	1304.3200690777987	1525486.0	3	core_sites_1_60
3	44	Rhizosphere	4.276685978717749	717.2664431039684	705893.0	3	core_sites_1_60
3	44	Surface	5.7938849842479465	1446.0296162082993	1636698.0	3	core_sites_1_60
3	45	Deep	5.962789050487433	1705.3079887087358	1025217.0	3	core_sites_1_60
3	45	Rhizosphere	6.705176788046319	2200.2589804770346	648066.0	3	core_sites_1_60
3	45	Surface	4.479381052902924	826.3885570057214	828286.0	3	core_sites_1_60
3	46	Deep	5.721940515696714	1299.230143463071	202959.0	1	core_sites_1_60
3	46	Surface	3.2813298747937614	72.87472173159911	58312.0	1	core_sites_1_60
3	47	Deep	4.274931783309475	561.6579112387826	252684.0	2	core_sites_1_60
3	47	Rhizosphere	3.643421238623239	88.83397262056053	548329.0	4	core_sites_1_60
3	47	Surface	2.6796441065151626	24.99999999999981	40903.0	1	core_sites_1_60
3	48	Deep	5.235426620248774	1068.6131619626221	539236.0	3	core_sites_1_60
3	48	Rhizosphere	4.675919888336726	352.94900161848386	950754.0	4	core_sites_1_60
3	48	Surface	5.100916048833173	858.9872081527086	531575.0	3	core_sites_1_60
3	49	Deep	4.8530849499736	1013.1591418858761	972558.0	3	core_sites_1_60
3	49	Rhizosphere	5.591226600659589	733.4992721879375	1079947.0	3	core_sites_1_60
3	49	Surface	4.7987133395442045	595.8858506458298	1081734.0	3	core_sites_1_60
3	50	Deep	5.595154378954558	1122.845880257987	1720774.0	3	core_sites_1_60
3	50	Rhizosphere	5.884309571956627	1487.2866202418265	663335.0	3	core_sites_1_60
