genus	prevalence_surface	prevalence_deep	prevalence_rhizosphere	mean_relative_abundance	passes_common_prevalence	abundance_rank_among_eligible	selected_primary	selected_sensitivity_pool
Herminiimonas	0.005882352941	0	0.005882352941	1.210870886e-08	false		false	false
Herpetosiphon	0.9529411765	0.9176470588	0.9352941176	0.03130778687	true	6	true	true
Heyndrickxia	0.2058823529	0.1823529412	0.2352941176	0.0001527691924	false		false	false
Hirschia	0.1117647059	0.1117647059	0.2294117647	2.224282236e-05	false		false	false
Histidinibacterium	0.005882352941	0.005882352941	0.01176470588	1.803414753e-05	false		false	false
Hoeflea	0.02941176471	0.01764705882	0.07058823529	6.52939486e-05	false		false	false
Holospora	0.04117647059	0.06470588235	0.07058823529	1.203960852e-05	false		false	false
Hoppeia	0	0	0.01176470588	2.200407973e-08	false		false	false
Hornefia	0	0	0.005882352941	5.355696233e-08	false		false	false
Hoylesella	0	0	0.005882352941	8.465455336e-08	false		false	false
Humidesulfovibrio	0.005882352941	0.005882352941	0.005882352941	3.874253946e-07	false		false	false
Hydrocarboniphaga	0.4117647059	0.3588235294	0.4235294118	0.0006323071896	true	163	false	false
Hydrogenispora	0.1823529412	0.2117647059	0.2823529412	5.610398282e-05	false		false	false
Hydrogenophaga	0	0.005882352941	0.005882352941	1.263294975e-07	false		false	false
Hydrogenophilus	0	0.005882352941	0	4.211939754e-08	false		false	false
Hylemonella	0	0	0	0	false		false	false
Hymenobacter	0.4117647059	0.3058823529	0.2529411765	5.10058741e-05	true	329	false	false
Hypericibacter	0	0	0.005882352941	7.710047872e-07	false		false	false
Hyphobacterium	0	0	0.01176470588	1.240859714e-07	false		false	false
Hyphomicrobium	0.3941176471	0.3823529412	0.4529411765	0.000256882638	true	242	false	false
Hyphomonas	0.01176470588	0.005882352941	0.01176470588	5.173831296e-06	false		false	false
I-8	0.5764705882	0.6235294118	0.6117647059	0.0002172699362	true	250	false	false
IMCC26134	0.1941176471	0.2294117647	0.3	3.847484883e-05	false		false	false
IMCC26207	0.1176470588	0.08235294118	0.1235294118	1.767678953e-05	false		false	false
Iamia	0.5	0.4764705882	0.4823529412	0.000268487719	true	237	false	false
Ideonella	0.05294117647	0.04705882353	0.01176470588	2.051996513e-06	false		false	false
Idiomarina	0.08235294118	0.07647058824	0.05294117647	0.0002475175988	false		false	false
Ilumatobacter	0.2941176471	0.2823529412	0.4764705882	8.57538069e-05	true	308	false	false
Ilyomonas	0.1294117647	0.1647058824	0.1411764706	6.601868281e-05	false		false	false
Immundisolibacter	0	0.005882352941	0.005882352941	9.790023393e-06	false		false	false
Imperialibacter	0.02352941176	0.005882352941	0.07058823529	3.420265247e-05	false		false	false
Indiicoccus	0.01764705882	0.005882352941	0	1.977045009e-07	false		false	false
Inquilinus	0.1882352941	0.1588235294	0.1529411765	5.406304571e-05	false		false	false
Insolitispirillum	0.05882352941	0.05294117647	0.03529411765	7.467795842e-06	false		false	false
Intrasporangium	0.02352941176	0.02941176471	0.01764705882	2.618996183e-06	false		false	false
Irregularibacter	0.005882352941	0	0.005882352941	2.924467269e-08	false		false	false
Isoptericola	0.7764705882	0.6529411765	0.8058823529	0.001377751343	true	97	false	true
Isosphaera	0.01176470588	0.02941176471	0.1176470588	5.541213136e-06	false		false	false
Izhakiella	0	0	0.005882352941	1.228372607e-08	false		false	false
JCM 18997	0.7588235294	0.7411764706	0.7	0.000674877125	true	156	false	false
JGI 0001001-H03	0.1	0.09411764706	0.08235294118	7.812376767e-05	false		false	false
JTB255 marine benthic group	0.04705882353	0.03529411765	0.04705882353	1.206229575e-05	false		false	false
Jahnella	0.07058823529	0.08823529412	0.1235294118	3.795491014e-05	false		false	false
Janibacter	0	0	0	0	false		false	false
Janthinobacterium	0.01176470588	0.01764705882	0.005882352941	0.0001562152911	false		false	false
Jatrophihabitans	0.3294117647	0.3411764706	0.2882352941	8.903762801e-05	true	306	false	false
JdFR-76	0.005882352941	0.005882352941	0.01176470588	3.554936556e-06	false		false	false
Jeotgalibacillus	0	0.01176470588	0.005882352941	1.697134962e-06	false		false	false
Jeotgalicoccus	0.05882352941	0.03529411765	0.01764705882	1.150967117e-06	false		false	false
Jhaorihella	0	0	0	0	false		false	false
Jiangella	0.5764705882	0.5588235294	0.4117647059	0.0003203290945	true	226	false	false
Jidongwangia	0.02352941176	0.01764705882	0.01764705882	4.194336686e-06	false		false	false
Jonesia	0	0	0	0	false		false	false
KCM-B-112	0	0.01176470588	0.01764705882	1.416588579e-05	false		false	false
KD3-10	0.3764705882	0.4117647059	0.2117647059	4.786319229e-05	true	330	false	false
Kallotenue	0.6941176471	0.6647058824	0.5058823529	0.001992666347	true	73	true	true
Kangiella	0.005882352941	0.005882352941	0.005882352941	1.120410627e-06	false		false	false
Kerstersia	0	0	0	0	false		false	false
Kibdelosporangium	0.1235294118	0.1352941176	0.1705882353	6.645970887e-05	false		false	false
Kineobactrum	0	0	0	0	false		false	false
Kineococcus	0.8058823529	0.5882352941	0.7	0.001350468438	true	98	false	true
Kineosporia	0.7411764706	0.5529411765	0.5058823529	0.0005028574159	true	182	false	false
Kineothrix	0	0	0.005882352941	1.555534938e-08	false		false	false
Kingella	0.01764705882	0.02941176471	0.005882352941	9.226586353e-07	false		false	false
Kinneretia	0.02941176471	0.02941176471	0.03529411765	7.532376955e-06	false		false	false
Klebsiella	0.02941176471	0.02352941176	0.08235294118	0.0002242245725	false		false	false
Klenkia	0.4941176471	0.4058823529	0.3235294118	0.0003230761099	true	224	false	false
Knoellia	0	0.005882352941	0.01176470588	2.360497287e-07	false		false	false
Kocuria	0.8294117647	0.6588235294	0.7	0.001531070655	true	89	false	true
Kofleria	0.04705882353	0.05882352941	0.08235294118	1.097837155e-05	false		false	false
Kordiimonas	0	0	0	0	false		false	false
Kouleothrix	0.01764705882	0.04705882353	0.07058823529	1.107600849e-06	false		false	false
Krasilnikovia	0.09411764706	0.09411764706	0.05294117647	1.406588009e-05	false		false	false
Kribbella	0.3352941176	0.3823529412	0.3294117647	0.0001885791029	true	261	false	false
Kroppenstedtia	0.01176470588	0.005882352941	0	1.008507971e-07	false		false	false
Kytococcus	0.005882352941	0.005882352941	0	1.195050433e-06	false		false	false
LD29	0.04117647059	0.01764705882	0.1	5.002363993e-06	false		false	false
Labedaea	0	0	0	0	false		false	false
Labilithrix	0.005882352941	0.04117647059	0.03529411765	5.092836563e-07	false		false	false
Labrys	0.2588235294	0.2823529412	0.3	6.612084582e-05	true	319	false	false
Laceyella	0.01176470588	0.01176470588	0.01176470588	2.005943591e-06	false		false	false
Lachnoanaerobaculum	0.005882352941	0.01176470588	0.01176470588	2.858792101e-07	false		false	false
Lachnoclostridium	0.1588235294	0.1823529412	0.1941176471	2.835420571e-05	false		false	false
Lachnospiraceae AC2044 group	0	0	0	0	false		false	false
Lachnospiraceae NC2004 group	0	0	0	0	false		false	false
Lachnospiraceae ND3007 group	0.005882352941	0	0.01176470588	3.347802946e-07	false		false	false
Lachnospiraceae NK3A20 group	0	0	0.005882352941	2.858225568e-08	false		false	false
Lachnospiraceae NK4A136 group	0	0	0	0	false		false	false
Lachnospiraceae NK4B4 group	0	0	0	0	false		false	false
Lachnospiraceae UCG-007	0	0	0.005882352941	5.888037842e-09	false		false	false
Lachnospiraceae UCG-008	0.01764705882	0.01764705882	0.1	2.996356535e-06	false		false	false
Lachnospiraceae UCG-009	0.005882352941	0	0	1.535855859e-07	false		false	false
Lachnospiraceae UCG-010	0.01176470588	0.005882352941	0.03529411765	6.850258185e-07	false		false	false
Lacibacterium	0	0.005882352941	0.01176470588	3.153678553e-08	false		false	false
Lacimicrobium	0.01176470588	0.01764705882	0.005882352941	2.05620405e-05	false		false	false
Lacisediminimonas	0.6588235294	0.5705882353	0.5117647059	0.0002594652506	true	241	false	false
Lacticaseibacillus	0	0	0	0	false		false	false
Lacticigenium	0	0.005882352941	0	1.191018622e-07	false		false	false
Lactobacillus	0.09411764706	0.08823529412	0.02941176471	0.0002863414868	false		false	false
Lactococcus	0.06470588235	0.04117647059	0.1294117647	6.235584251e-05	false		false	false
Lactovum	0.02941176471	0.02941176471	0.1294117647	8.121141056e-06	false		false	false
Lapillicoccus	0.04705882353	0.04117647059	0.01764705882	1.403136236e-05	false		false	false
Larkinella	0.1235294118	0.1117647059	0.2352941176	5.573454388e-05	false		false	false
Larsenimonas	0.005882352941	0	0.02352941176	3.097052474e-05	false		false	false
Lautropia	0.8647058824	0.8764705882	0.7941176471	0.001311915842	true	100	false	true
Lawsonella	0.2294117647	0.1470588235	0.05294117647	5.17873991e-05	false		false	false
Lederbergia	0.04705882353	0.005882352941	0.03529411765	5.141328899e-06	false		false	false
Legionella	0.1764705882	0.2176470588	0.2176470588	3.205354792e-05	false		false	false
Leifsonia	0.3529411765	0.3352941176	0.4352941176	0.0001487667267	true	281	false	false
Lelliottia	0	0.005882352941	0.005882352941	6.255600487e-07	false		false	false
Lentibacillus	0.09411764706	0.07058823529	0.08823529412	1.368085023e-05	false		false	false
Lentimicrobium	0.03529411765	0.01176470588	0.01764705882	0.000269498543	false		false	false
Lentimonas	0.005882352941	0	0	5.290534685e-08	false		false	false
Lentzea	0.1117647059	0.1294117647	0.1352941176	8.487733083e-05	false		false	false
Leptolyngbya EcFYyyy-00	0.1294117647	0.06470588235	0.04117647059	1.88974693e-05	false		false	false
Leptolyngbya Es-Yyy1000	0.03529411765	0.05294117647	0.01176470588	4.924047276e-05	false		false	false
Leptolyngbya PCC-6306	0.05882352941	0.04117647059	0.02352941176	1.14042448e-05	false		false	false
Leptospirillum	0	0.005882352941	0	1.684775902e-07	false		false	false
Leptothrix	0.02941176471	0.02352941176	0.02941176471	4.539598689e-06	false		false	false
Leptotrichia	0.04705882353	0.09411764706	0.02352941176	6.075147626e-06	false		false	false
Leucobacter	0.01764705882	0.02352941176	0.06470588235	9.196008209e-06	false		false	false
Leuconostoc	0.1352941176	0.1	0.2176470588	8.750941546e-05	false		false	false
Lewinella	0	0	0.005882352941	3.756180255e-09	false		false	false
Lichenibacterium	0	0	0.005882352941	4.906698201e-09	false		false	false
Ligilactobacillus	0.01764705882	0.01176470588	0	7.156007499e-07	false		false	false
Lihuaxuella	0.005882352941	0.005882352941	0.005882352941	9.025221208e-07	false		false	false
Limibacillus	0.005882352941	0.005882352941	0.01176470588	3.409481549e-05	false		false	false
Limibaculum	0.3352941176	0.3470588235	0.3588235294	0.0007996939582	true	140	false	false
Limimaricola	0	0.01176470588	0.005882352941	2.179711529e-06	false		false	false
Limimonas	0	0.005882352941	0.01176470588	3.580285563e-06	false		false	false
Limisphaera	0.005882352941	0.005882352941	0.02352941176	3.823678644e-08	false		false	false
Limnobacter	0.8058823529	0.6823529412	0.5647058824	0.001985304184	true	74	true	true
Limnochorda	0	0.005882352941	0	1.755425109e-08	false		false	false
Limnothrix	0.02352941176	0.01764705882	0.01176470588	4.381407284e-06	false		false	false
Limosilactobacillus	0.07647058824	0.1	0.1058823529	0.0004123201448	false		false	false
Lipingzhangella	0.05882352941	0.04117647059	0.1411764706	0.0001218413711	false		false	false
Listeria	0.05882352941	0.1176470588	0.1058823529	0.0001969977333	false		false	false
Litchfieldia	0.3705882353	0.3588235294	0.4647058824	0.001398680348	true	95	false	true
Litorilinea	0.4647058824	0.4588235294	0.4235294118	0.0005806035397	true	167	false	false
Litorivivens	0.01176470588	0.01764705882	0.02941176471	4.416851916e-05	false		false	false
Lolliginicoccus	0	0.005882352941	0.005882352941	9.050413951e-07	false		false	false
Longibacter	0	0.01176470588	0.005882352941	1.033936215e-06	false		false	false
Longimicrobium	0.5823529412	0.5352941176	0.4352941176	0.000464967618	true	189	false	false
Longimonas	0	0	0	0	false		false	false
Longimycelium	0	0	0.005882352941	3.063595181e-08	false		false	false
Longispora	0.6	0.6235294118	0.4647058824	0.0006498212885	true	159	false	false
Loriellopsis LF-B5	0.04117647059	0.005882352941	0.01176470588	3.549026287e-05	false		false	false
Lottiidibacillus	0	0	0	0	false		false	false
Luedemannella	0.6117647059	0.5235294118	0.3411764706	0.000481794109	true	188	false	false
Lujinxingia	0.005882352941	0.02352941176	0.03529411765	2.008537254e-05	false		false	false
Lunatibacter	0.02941176471	0.02352941176	0.02352941176	4.622686615e-06	false		false	false
Luteibaculum	0.005882352941	0.01176470588	0.01176470588	5.051280309e-07	false		false	false
Luteimonas	0.1764705882	0.1647058824	0.2588235294	0.0001235571033	false		false	false
Luteitalea	0.7470588235	0.7176470588	0.7	0.000867459911	true	131	false	false
Luteivirga	0.01176470588	0.005882352941	0.03529411765	6.889999822e-06	false		false	false
Luteococcus	0.01176470588	0.01176470588	0.06470588235	7.641157616e-07	false		false	false
Luteolibacter	0.1176470588	0.07647058824	0.2764705882	1.581267134e-05	false		false	false
Lutibaculum	0.06470588235	0.05882352941	0.1058823529	5.139503162e-05	false		false	false
Lutispora	0.01176470588	0.005882352941	0.03529411765	3.526968964e-07	false		false	false
Lysinibacillus	0.9529411765	0.9235294118	0.9823529412	0.01714979086	true	12	true	true
Lysinimonas	0	0.005882352941	0.01176470588	1.605000667e-08	false		false	false
Lysobacter	0.9294117647	0.8647058824	0.9	0.005579060163	true	40	true	true
M2PB4-61 termite group	0	0	0.02352941176	1.614032243e-07	false		false	false
MAT-CR-P4-C12	0	0.01764705882	0.02352941176	2.173210564e-05	false		false	false
MM1	0.005882352941	0.005882352941	0.005882352941	5.1207301e-08	false		false	false
MM2	0.4588235294	0.4235294118	0.6235294118	0.0004499568181	true	192	false	false
MN 122.2a	0.005882352941	0.005882352941	0.01176470588	1.284126183e-06	false		false	false
MND1	0.8882352941	0.8941176471	0.7294117647	0.002162386376	true	69	true	true
MWH-Ta3	0	0	0	0	false		false	false
Magnetospira	0.005882352941	0.02352941176	0.01764705882	5.194872126e-05	false		false	false
Magnetospirillum	0.1411764706	0.2470588235	0.3470588235	2.97609722e-05	false		false	false
Mailhella	0.005882352941	0	0	9.638092827e-08	false		false	false
Mammaliicoccus	0	0.005882352941	0.01176470588	2.416690209e-06	false		false	false
Mangrovibacter	0	0	0	0	false		false	false
Mangrovibacterium	0.02352941176	0.01764705882	0.005882352941	1.463892555e-06	false		false	false
Mangrovihabitans	0.5176470588	0.5058823529	0.3235294118	0.0005606906791	true	171	false	false
Maribius	0.1588235294	0.1	0.2352941176	8.307130697e-05	false		false	false
Maricaulis	0	0.005882352941	0.005882352941	1.513759071e-07	false		false	false
Marinactinospora	0.02352941176	0.03529411765	0.07058823529	3.247762952e-06	false		false	false
Marinibaculum	0.01176470588	0.02352941176	0.07058823529	6.782701415e-06	false		false	false
Mariniblastus	0.02941176471	0.02941176471	0.06470588235	0.0001449800449	false		false	false
Marinicauda	0.02352941176	0.01176470588	0.04705882353	7.239703262e-06	false		false	false
Marinicaulis	0.005882352941	0.01764705882	0	6.063469693e-06	false		false	false
Marinicrinis	0.08235294118	0.04705882353	0.1117647059	1.694736386e-05	false		false	false
Marinilactibacillus	0.1705882353	0.1	0.2823529412	0.0001193972803	false		false	false
Marinimicrobium	0.01176470588	0.01176470588	0.05294117647	2.059698832e-05	false		false	false
Marinobacter	0.1058823529	0.07647058824	0.1058823529	0.0005136575502	false		false	false
Marinococcus	0.04705882353	0	0.01176470588	4.339773531e-06	false		false	false
Marinomonas	0.01176470588	0.01176470588	0.005882352941	4.183916495e-07	false		false	false
Marinoscillum	0.04117647059	0.04117647059	0.1058823529	0.0002521914344	false		false	false
Marisediminicola	0.04117647059	0.02352941176	0.02352941176	4.154860244e-06	false		false	false
Marispirillum	0.01764705882	0.01176470588	0.03529411765	4.754685708e-06	false		false	false
Marivibrio	0.01176470588	0.02941176471	0.02941176471	3.495676923e-05	false		false	false
Marivirga	0.005882352941	0.005882352941	0.005882352941	5.865072953e-06	false		false	false
Marivita	0	0	0.005882352941	6.251637147e-08	false		false	false
Marmoricola	0.8764705882	0.8588235294	0.7823529412	0.002108970745	true	70	true	true
Martelella	0.005882352941	0.01176470588	0	4.430944018e-07	false		false	false
Massilia	0.9647058824	0.9235294118	0.9705882353	0.04715900226	true	2	true	true
Mastigocladopsis PCC-10914	0.02941176471	0.005882352941	0.01176470588	5.020260805e-06	false		false	false
Mediterraneibacter	0.01176470588	0.005882352941	0	8.23488116e-07	false		false	false
Megalodesulfovibrio	0.03529411765	0.04705882353	0.01176470588	4.455423207e-06	false		false	false
Meiothermus	0.01764705882	0.01764705882	0.01176470588	1.488922472e-06	false		false	false
Melaminivora	0	0.005882352941	0.01176470588	2.203517811e-07	false		false	false
Melghiribacillus	0.005882352941	0.005882352941	0.005882352941	3.675625229e-07	false		false	false
Melghirimyces	0.01764705882	0.02352941176	0.01764705882	2.934821068e-06	false		false	false
Membranihabitans	0	0	0.005882352941	1.174378153e-07	false		false	false
Mesobacillus	0.7	0.6235294118	0.6058823529	0.0008585644395	true	133	false	false
Mesonia	0	0	0.005882352941	2.372057341e-07	false		false	false
Mesorhizobium	0.2764705882	0.2529411765	0.3058823529	0.0001506098842	true	278	false	false
Metabacillus	0.9352941176	0.9352941176	0.9823529412	0.01026803397	true	26	true	true
Methanobrevibacter	0	0	0.005882352941	5.170789891e-07	false		false	false
Methanomassiliicoccus	0	0	0	0	false		false	false
Methylibium	0.07058823529	0.06470588235	0.03529411765	1.703672524e-05	false		false	false
Methylobacillus	0.7764705882	0.7235294118	0.8235294118	0.001155059564	true	109	false	false
Methylobacterium	0.1647058824	0.1235294118	0.1352941176	1.783118862e-05	false		false	false
Methyloceanibacter	0.04117647059	0.02352941176	0.09411764706	1.078062784e-05	false		false	false
Methylocella	0.04117647059	0.02352941176	0.01764705882	2.366153747e-06	false		false	false
Methylocystis	0.01764705882	0.01764705882	0.02352941176	1.243711339e-06	false		false	false
Methylohalomonas	0.02352941176	0.04705882353	0.02352941176	0.0003342905258	false		false	false
Methyloligella	0	0	0.01176470588	8.084476077e-09	false		false	false
Methylonatrum	0.01764705882	0.01176470588	0.01764705882	6.02368453e-07	false		false	false
Methylophaga	0.005882352941	0.005882352941	0.02941176471	1.447291931e-05	false		false	false
Methylophilus	0	0	0.01764705882	1.07915556e-08	false		false	false
Methylorubrum	0.2411764706	0.1	0.1411764706	5.423944922e-05	false		false	false
Methylovorus	0	0.005882352941	0	3.752521296e-09	false		false	false
Microbacterium	0.4352941176	0.3647058824	0.5941176471	0.0001633192178	true	272	false	false
Microbaculum	0	0	0	0	false		false	false
Microbispora	0	0	0	0	false		false	false
Microbulbifer	0.005882352941	0.01176470588	0.01764705882	1.028949427e-05	false		false	false
Microcella	0.02941176471	0.01764705882	0.02352941176	8.049800399e-06	false		false	false
Micrococcus	0.1058823529	0.09411764706	0.04705882353	4.795726111e-05	false		false	false
Microcoleus Es-Yyy1400	0.005882352941	0	0	3.292150951e-08	false		false	false
Microcoleus PCC-7113	0.01176470588	0.01176470588	0	4.466395661e-07	false		false	false
Microcoleus SAG 1449-1a	0	0	0.005882352941	1.373875496e-08	false		false	false
Microlunatus	0.005882352941	0.04705882353	0.04117647059	1.324425993e-06	false		false	false
Micromonospora	0.5411764706	0.4882352941	0.3882352941	0.0003627992379	true	214	false	false
Microvirga	0.9764705882	0.9588235294	0.9823529412	0.03912594184	true	3	true	true
Minicystis	0.2117647059	0.2705882353	0.1588235294	3.267760726e-05	false		false	false
Miniimonas	0	0	0	0	false		false	false
Mixta	0	0.005882352941	0.005882352941	1.776222032e-08	false		false	false
Mobilitalea	0.02941176471	0.01176470588	0.02352941176	2.742619298e-06	false		false	false
Modestobacter	0.7705882353	0.6823529412	0.5823529412	0.0006357145477	true	162	false	false
Modicisalibacter	0.2058823529	0.1352941176	0.3647058824	0.0002637178834	false		false	false
Mogibacterium	0	0	0.005882352941	7.79516064e-09	false		false	false
Moheibacter	0.02352941176	0.005882352941	0	2.710740263e-06	false		false	false
Mongoliicoccus	0.005882352941	0.01176470588	0.005882352941	6.260015553e-06	false		false	false
Monoglobus	0.07647058824	0.05294117647	0.2176470588	2.668094046e-05	false		false	false
Moraxella	0	0	0.005882352941	5.571688146e-09	false		false	false
Morganella	0.01176470588	0	0.005882352941	9.559119715e-08	false		false	false
Motilibacter	0.5470588235	0.4058823529	0.3588235294	0.0001108462111	true	296	false	false
Mucilaginibacter	0.01176470588	0.01764705882	0.005882352941	4.733421011e-07	false		false	false
Mucispirillum	0.01764705882	0.005882352941	0.07058823529	2.354965796e-06	false		false	false
Mumia	0	0	0	0	false		false	false
Muricauda	0.005882352941	0.02941176471	0.01176470588	3.49422251e-06	false		false	false
Muricoccus	0	0.005882352941	0	1.942593223e-09	false		false	false
Myceligenerans	0.04705882353	0.02941176471	0.1470588235	2.374938571e-05	false		false	false
Mycobacterium	0.8647058824	0.7941176471	0.8352941176	0.002401540852	true	66	true	true
Mycoplasma	0.03529411765	0.02941176471	0.1470588235	1.641199752e-05	false		false	false
Myxococcus	0.6352941176	0.6647058824	0.6294117647	0.0007919053991	true	142	false	false
Myxosarcina SAG 30.84	0.01176470588	0.02352941176	0.01176470588	5.44189418e-06	false		false	false
NK4A214 group	0.01176470588	0.005882352941	0.05882352941	1.591970225e-06	false		false	false
NS5 marine group	0	0	0	0	false		false	false
Naasia	0.1823529412	0.1117647059	0.1235294118	5.214561749e-05	false		false	false
Nafulsella	0.09411764706	0.05882352941	0.1117647059	0.001865567905	false		false	false
Nakamurella	0.07058823529	0.02941176471	0.05882352941	1.219016444e-05	false		false	false
Nannocystis	0.6764705882	0.7117647059	0.7	0.0003197637686	true	227	false	false
Natranaerovirga	0	0	0	0	false		false	false
Natrialba	0	0.005882352941	0.005882352941	7.057030343e-07	false		false	false
Natribacillus	0.02941176471	0.01764705882	0.05294117647	1.85236979e-06	false		false	false
Natrinema	0	0.005882352941	0.005882352941	1.599369946e-07	false		false	false
Natronincola	0	0	0	0	false		false	false
Natronoarchaeum	0	0.005882352941	0.005882352941	4.675422558e-07	false		false	false
Natronoglycomyces	0.01176470588	0.01764705882	0.1117647059	5.779926276e-06	false		false	false
Natronomonas	0	0.005882352941	0.005882352941	5.04491124e-06	false		false	false
Naumannella	0.1235294118	0.1294117647	0.1529411765	5.461206534e-05	false		false	false
Negativibacillus	0	0	0	0	false		false	false
Negativicoccus	0	0	0	0	false		false	false
Neisseria	0.2058823529	0.1941176471	0.06470588235	7.400607844e-05	false		false	false
Neo-b11	0.2235294118	0.1823529412	0.09411764706	3.648123062e-05	false		false	false
Neobacillus	0.9764705882	0.9176470588	0.9529411765	0.01356571425	true	20	true	true
Neochlamydia	0.1176470588	0.2	0.2823529412	1.484553794e-05	false		false	false
Neorhizobium	0.6058823529	0.5117647059	0.7411764706	0.0008737131559	true	130	false	false
Nesterenkonia	0.2294117647	0.1882352941	0.3058823529	0.0007120740413	false		false	false
Nevskia	0.07058823529	0.04117647059	0.02941176471	6.10045072e-06	false		false	false
Niabella	0	0	0.01176470588	4.046020074e-07	false		false	false
Niallia	0.7823529412	0.7117647059	0.7117647059	0.0008884439204	true	129	false	false
Niastella	0.4647058824	0.4764705882	0.5117647059	0.0004202042294	true	203	false	false
Nibrella	0.6	0.5235294118	0.5411764706	0.000236149653	true	247	false	false
Nibribacter	0.9117647059	0.7823529412	0.9294117647	0.01371320283	true	18	true	true
Nioella	0.005882352941	0.005882352941	0.005882352941	1.044667046e-07	false		false	false
Nisaea	0	0	0.005882352941	1.314057684e-08	false		false	false
Nitratireductor	0.1352941176	0.1294117647	0.06470588235	0.0001000246817	false		false	false
Nitriliruptor	0.09411764706	0.08823529412	0.1470588235	0.0002528406787	false		false	false
Nitrobacter	0.005882352941	0	0.02941176471	6.576616395e-06	false		false	false
Nitrococcus	0.02352941176	0.02352941176	0.04117647059	6.01821457e-06	false		false	false
Nitrolancea	0.8941176471	0.8882352941	0.8823529412	0.005979534902	true	36	true	true
Nitrosococcus	0.01176470588	0.02352941176	0.03529411765	5.079193885e-05	false		false	false
Nitrosomonas	0.3352941176	0.2941176471	0.1882352941	0.0001202999583	false		false	false
Nitrosospira	0.08823529412	0.06470588235	0.1058823529	8.968858051e-05	false		false	false
Nitrospina	0.005882352941	0.01176470588	0.01176470588	8.537876803e-05	false		false	false
Nitrospira	0.8823529412	0.8705882353	0.7235294118	0.001834965456	true	80	true	true
Nitrospirillum	0.3823529412	0.3588235294	0.3647058824	6.620325199e-05	true	318	false	false
Niveibacterium	0.2176470588	0.1588235294	0.1117647059	3.280228972e-05	false		false	false
Niveispirillum	0.03529411765	0.03529411765	0.005882352941	4.417546733e-06	false		false	false
Niveitalea	0	0	0	0	false		false	false
Nocardia	0.1117647059	0.1117647059	0.2647058824	7.89375396e-05	false		false	false
Nocardioides	0.9647058824	0.9470588235	0.9764705882	0.02019400568	true	10	true	true
Nocardiopsis	0.1705882353	0.1235294118	0.2588235294	5.797087464e-05	false		false	false
Nodosilinea PCC-7104	0.01176470588	0	0.005882352941	1.401758407e-07	false		false	false
Nodularia PCC-9350	0.005882352941	0.005882352941	0	2.591479698e-07	false		false	false
Nonomuraea	0.5411764706	0.4411764706	0.4235294118	0.0006481151826	true	160	false	false
Nordella	0.6882352941	0.7294117647	0.6176470588	0.0005480261671	true	173	false	false
Nostoc BDU-40302	0.005882352941	0.005882352941	0.005882352941	1.353255812e-05	false		false	false
Nostoc PCC-7107	0.005882352941	0.005882352941	0.005882352941	1.724909336e-06	false		false	false
Nostoc PCC-73102	0.02352941176	0	0.005882352941	1.324358733e-06	false		false	false
Novibacillus	0.01176470588	0	0.005882352941	7.857797126e-08	false		false	false
Noviherbaspirillum	0.9705882353	0.9352941176	0.9647058824	0.03055904815	true	7	true	true
Novimethylophilus	0	0	0.005882352941	2.21259652e-08	false		false	false
Novosphingobium	0.8470588235	0.7352941176	0.8294117647	0.001841907995	true	79	true	true
OLB13	0.02941176471	0.05294117647	0.1117647059	5.125522061e-06	false		false	false
OM27 clade	0.9235294118	0.9176470588	0.8941176471	0.001616579084	true	84	false	true
Oceanibaculum	0	0	0	0	false		false	false
Oceanicaulis	0.01176470588	0.01176470588	0.02352941176	0.0002142050249	false		false	false
Oceanicella	0.05882352941	0.02941176471	0.02352941176	4.228634107e-05	false		false	false
Oceanobacillus	0.6235294118	0.5588235294	0.4588235294	0.001036139394	true	120	false	false
Oceanobacter	0.01764705882	0.01764705882	0	7.177407005e-07	false		false	false
Oceanococcus	0.01764705882	0.01176470588	0.01764705882	5.143017167e-05	false		false	false
Odoribacter	0	0	0.005882352941	1.559032128e-07	false		false	false
Oenococcus	0.005882352941	0.01176470588	0.05294117647	4.306750133e-06	false		false	false
Oharaeibacter	0.2058823529	0.2176470588	0.2823529412	6.564350023e-05	true	320	false	false
Ohtaekwangia	0.5941176471	0.6058823529	0.7647058824	0.0005342006108	true	174	false	false
Oikopleura	0.005882352941	0	0	2.77968817e-07	false		false	false
Oleiharenicola	0.2470588235	0.3941176471	0.4705882353	7.427261859e-05	true	312	false	false
Oligoflexus	0.6588235294	0.5941176471	0.5941176471	0.000188982999	true	260	false	false
Olivibacter	0.06470588235	0.08823529412	0.2588235294	7.807846517e-05	false		false	false
Opitutus	0.8411764706	0.8529411765	0.8176470588	0.002069664746	true	71	true	true
Orenia	0	0	0	0	false		false	false
Ornithinibacillus	0.5882352941	0.4882352941	0.5	0.0004822679273	true	187	false	false
Ornithinicoccus	0.08235294118	0.04705882353	0.09411764706	2.448594165e-05	false		false	false
Ornithinimicrobium	0.1941176471	0.1117647059	0.08235294118	1.276320185e-05	false		false	false
Orrella	0	0	0	0	false		false	false
Oscillatoria	0	0	0	0	false		false	false
Oscillibacter	0	0	0	0	false		false	false
Oscillochloris	0	0.005882352941	0	8.417903967e-09	false		false	false
Ottowia	0.01764705882	0.01176470588	0	3.023213421e-06	false		false	false
Owenweeksia	0.01764705882	0.01764705882	0.07058823529	9.004217956e-06	false		false	false
