compartment	taxon_a	taxon_b	partial_correlation	absolute_partial_correlation	full_data_selected	bootstrap_selection_probability	bootstrap_sign_consistency_with_full	null_selection_probability	stable_edge
Rhizosphere	Ectobacillus	Pseudomonas	-0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Lysobacter	0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Cytophaga	-0	0	false	0.01	1	0.01	false
Rhizosphere	Ectobacillus	Pseudonocardia	-0	0	false	0.1	1	0.02	false
Rhizosphere	Ectobacillus	Archangium	-0	0	false	0.025	1	0.01	false
Rhizosphere	Ectobacillus	Cellulomonas	-0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Segetibacter	0	0	false	0.01	0	0.01	false
Rhizosphere	Ectobacillus	Pirellula	0	0	false	0.095	0	0.01	false
Rhizosphere	Ectobacillus	Actinomadura	-0	0	false	0.015	1	0	false
Rhizosphere	Ectobacillus	Saccharopolyspora	0	0	false	0.135	0	0.01	false
Rhizosphere	Ectobacillus	Gemmatimonas	-0	0	false	0.14	1	0.01	false
Rhizosphere	Ectobacillus	Oxalophagus	0.06720991323	0.06720991323	true	0.82	1	0.02	true
Rhizosphere	Ectobacillus	Devosia	-0	0	false	0.01	1	0.02	false
Rhizosphere	Ectobacillus	Phenylobacterium	-0	0	false	0.16	1	0	false
Rhizosphere	Ectobacillus	Steroidobacter	0	0	false	0.125	0	0.01	false
Rhizosphere	Ectobacillus	Gaiella	0	0	false	0.025	0	0.03	false
Rhizosphere	Ectobacillus	Halalkalibacter	-0	0	false	0.05	1	0.01	false
Rhizosphere	Ectobacillus	Chelativorans	-0	0	false	0.355	1	0	false
Rhizosphere	Ectobacillus	Cnuella	0.02284510732	0.02284510732	true	0.52	1	0	false
Rhizosphere	Ectobacillus	Roseisolibacter	-0	0	false	0	0	0	false
Rhizosphere	Ectobacillus	Prauserella	0	0	false	0	0	0	false
Rhizosphere	Ectobacillus	Azospirillum	-0.002537759665	0.002537759665	true	0.44	1	0.03	false
Rhizosphere	Ectobacillus	Vallicoccus	-0.01158124906	0.01158124906	true	0.52	1	0	false
Rhizosphere	Ectobacillus	Verrucosispora	0	0	false	0.02	0	0.01	false
Rhizosphere	Ectobacillus	Telluribacter	-0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Sphingomonas	-0	0	false	0.115	1	0	false
Rhizosphere	Ectobacillus	Brucella	-0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Mycobacterium	-0	0	false	0.07	1	0.01	false
Rhizosphere	Ectobacillus	Daejeonella	0.1032806333	0.1032806333	true	0.96	1	0	true
Rhizosphere	Ectobacillus	Croceibacterium	-0.1423975195	0.1423975195	true	0.98	1	0	true
Rhizosphere	Ectobacillus	MND1	0	0	false	0	0	0	false
Rhizosphere	Ectobacillus	Marmoricola	-0	0	false	0.025	1	0	false
Rhizosphere	Ectobacillus	Opitutus	0	0	false	0.205	0	0.03	false
Rhizosphere	Ectobacillus	DSSF69	-0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Kallotenue	-0	0	false	0.06	1	0.01	false
Rhizosphere	Ectobacillus	Limnobacter	-0	0	false	0.075	1	0.01	false
Rhizosphere	Ectobacillus	Subgroup 10	-0.05000716072	0.05000716072	true	0.64	1	0	false
Rhizosphere	Ectobacillus	Bryobacter	0	0	false	0	0	0.01	false
Rhizosphere	Ectobacillus	Pedomicrobium	-0	0	false	0.02	1	0	false
Rhizosphere	Ectobacillus	Terribacillus	-0	0	false	0.145	1	0	false
Rhizosphere	Ectobacillus	Novosphingobium	-0	0	false	0	0	0.03	false
Rhizosphere	Ectobacillus	Nitrospira	-0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Planococcus	-0	0	false	0.045	1	0	false
Rhizosphere	Neobacillus	Acidiferrimicrobium	0	0	false	0.19	0	0.01	false
Rhizosphere	Neobacillus	Adhaeribacter	0	0	false	0.335	0	0.02	false
Rhizosphere	Neobacillus	Bradyrhizobium	0	0	false	0.01	0	0	false
Rhizosphere	Neobacillus	Solirubrobacter	0	0	false	0.14	0	0.02	false
Rhizosphere	Neobacillus	Metabacillus	0.1328801417	0.1328801417	true	0.89	1	0.01	true
Rhizosphere	Neobacillus	Ellin6055	0	0	false	0.045	0	0.02	false
Rhizosphere	Neobacillus	Symbiobacterium	0	0	false	0.16	0	0.01	false
Rhizosphere	Neobacillus	Halomonas	-0	0	false	0.03	1	0	false
Rhizosphere	Neobacillus	Sphingoaurantiacus	-0	0	false	0.025	0.4	0.02	false
Rhizosphere	Neobacillus	Arthrobacter	0	0	false	0.01	0	0.01	false
Rhizosphere	Neobacillus	Pontibacter	0	0	false	0.075	0.2	0	false
Rhizosphere	Neobacillus	Blastococcus	-0	0	false	0	0	0	false
Rhizosphere	Neobacillus	Tumebacillus	0	0	false	0.01	0	0.01	false
Rhizosphere	Neobacillus	Roseomonas	-0	0	false	0.31	1	0.01	false
Rhizosphere	Neobacillus	Nitrolancea	0	0	false	0	0	0.02	false
Rhizosphere	Neobacillus	CSP1-2	0	0	false	0.005	0	0.01	false
Rhizosphere	Neobacillus	Chthoniobacter	-0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Pseudomonas	-0	0	false	0.175	1	0.01	false
Rhizosphere	Neobacillus	Lysobacter	-0	0	false	0.025	1	0.03	false
Rhizosphere	Neobacillus	Cytophaga	0	0	false	0.005	0	0.02	false
Rhizosphere	Neobacillus	Pseudonocardia	-0	0	false	0.37	1	0.01	false
Rhizosphere	Neobacillus	Archangium	-0	0	false	0.005	1	0.04	false
Rhizosphere	Neobacillus	Cellulomonas	-0	0	false	0	0	0	false
Rhizosphere	Neobacillus	Segetibacter	-0	0	false	0.02	1	0	false
Rhizosphere	Neobacillus	Pirellula	-0	0	false	0.05	1	0.01	false
Rhizosphere	Neobacillus	Actinomadura	0	0	false	0.015	0	0.01	false
Rhizosphere	Neobacillus	Saccharopolyspora	-0	0	false	0.06	1	0	false
Rhizosphere	Neobacillus	Gemmatimonas	-0	0	false	0.045	1	0	false
Rhizosphere	Neobacillus	Oxalophagus	0	0	false	0.02	0	0	false
Rhizosphere	Neobacillus	Devosia	-0	0	false	0.005	1	0.01	false
Rhizosphere	Neobacillus	Phenylobacterium	-0	0	false	0.13	1	0.03	false
Rhizosphere	Neobacillus	Steroidobacter	-0	0	false	0.01	0.5	0.01	false
Rhizosphere	Neobacillus	Gaiella	-0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Halalkalibacter	-0	0	false	0.005	1	0	false
Rhizosphere	Neobacillus	Chelativorans	-0	0	false	0.02	0.5	0.02	false
Rhizosphere	Neobacillus	Cnuella	-0	0	false	0.01	1	0.01	false
Rhizosphere	Neobacillus	Roseisolibacter	0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Prauserella	-0	0	false	0.05	1	0.01	false
Rhizosphere	Neobacillus	Azospirillum	-0	0	false	0	0	0	false
Rhizosphere	Neobacillus	Vallicoccus	-0	0	false	0	0	0	false
Rhizosphere	Neobacillus	Verrucosispora	-0	0	false	0.23	1	0.02	false
Rhizosphere	Neobacillus	Telluribacter	-0	0	false	0.005	1	0	false
Rhizosphere	Neobacillus	Sphingomonas	-0	0	false	0.025	1	0.01	false
Rhizosphere	Neobacillus	Brucella	-0.009534073155	0.009534073155	true	0.49	1	0	false
Rhizosphere	Neobacillus	Mycobacterium	-0	0	false	0.01	0.5	0.02	false
Rhizosphere	Neobacillus	Daejeonella	-0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Croceibacterium	-0	0	false	0.055	1	0.03	false
Rhizosphere	Neobacillus	MND1	0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Marmoricola	0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Opitutus	-0	0	false	0.01	0	0	false
Rhizosphere	Neobacillus	DSSF69	-0	0	false	0	0	0.01	false
Rhizosphere	Neobacillus	Kallotenue	-0	0	false	0	0	0.02	false
Rhizosphere	Neobacillus	Limnobacter	-0	0	false	0.005	1	0.01	false
Rhizosphere	Neobacillus	Subgroup 10	-0	0	false	0.055	0.8181818182	0.02	false
Rhizosphere	Neobacillus	Bryobacter	-0	0	false	0.185	1	0.01	false
Rhizosphere	Neobacillus	Pedomicrobium	-0.03019829042	0.03019829042	true	0.655	1	0.02	false
Rhizosphere	Neobacillus	Terribacillus	-0	0	false	0	0	0	false
Rhizosphere	Neobacillus	Novosphingobium	-0	0	false	0.26	1	0	false
Rhizosphere	Neobacillus	Nitrospira	-0	0	false	0	0	0.02	false
Rhizosphere	Planococcus	Acidiferrimicrobium	-0	0	false	0.05	1	0.01	false
Rhizosphere	Planococcus	Adhaeribacter	0	0	false	0.005	0	0.01	false
Rhizosphere	Planococcus	Bradyrhizobium	-0	0	false	0.005	1	0.02	false
Rhizosphere	Planococcus	Solirubrobacter	-0.05212320572	0.05212320572	true	0.8	1	0.01	true
Rhizosphere	Planococcus	Metabacillus	0	0	false	0.24	0	0.01	false
Rhizosphere	Planococcus	Ellin6055	-0.05429414115	0.05429414115	true	0.735	1	0.01	false
Rhizosphere	Planococcus	Symbiobacterium	-0.05862342889	0.05862342889	true	0.85	1	0.02	true
Rhizosphere	Planococcus	Halomonas	0.09982025733	0.09982025733	true	0.96	1	0	true
Rhizosphere	Planococcus	Sphingoaurantiacus	-0	0	false	0.005	1	0	false
Rhizosphere	Planococcus	Arthrobacter	0.05129582624	0.05129582624	true	0.735	1	0.02	false
Rhizosphere	Planococcus	Pontibacter	0.08702659475	0.08702659475	true	0.825	1	0	true
Rhizosphere	Planococcus	Blastococcus	0	0	false	0.03	0	0.03	false
Rhizosphere	Planococcus	Tumebacillus	0	0	false	0.065	0	0.01	false
Rhizosphere	Planococcus	Roseomonas	0	0	false	0	0	0	false
Rhizosphere	Planococcus	Nitrolancea	-0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	CSP1-2	-0	0	false	0.075	1	0	false
Rhizosphere	Planococcus	Chthoniobacter	-0	0	false	0.035	1	0.01	false
Rhizosphere	Planococcus	Pseudomonas	0.2705092274	0.2705092274	true	1	1	0	true
Rhizosphere	Planococcus	Lysobacter	-0	0	false	0.005	1	0	false
Rhizosphere	Planococcus	Cytophaga	0	0	false	0	0	0	false
Rhizosphere	Planococcus	Pseudonocardia	-0	0	false	0.15	1	0.03	false
Rhizosphere	Planococcus	Archangium	-0	0	false	0.155	1	0.02	false
Rhizosphere	Planococcus	Cellulomonas	0	0	false	0.325	0	0.01	false
Rhizosphere	Planococcus	Segetibacter	-0	0	false	0	0	0	false
Rhizosphere	Planococcus	Pirellula	-0	0	false	0.085	1	0.01	false
Rhizosphere	Planococcus	Actinomadura	-0.001254423511	0.001254423511	true	0.39	1	0.03	false
Rhizosphere	Planococcus	Saccharopolyspora	-0	0	false	0.075	1	0.01	false
Rhizosphere	Planococcus	Gemmatimonas	-0	0	false	0.125	1	0	false
Rhizosphere	Planococcus	Oxalophagus	-0	0	false	0.03	1	0.02	false
Rhizosphere	Planococcus	Devosia	0.09298646171	0.09298646171	true	0.86	1	0	true
Rhizosphere	Planococcus	Phenylobacterium	-0	0	false	0.045	1	0	false
Rhizosphere	Planococcus	Steroidobacter	-0.06578739893	0.06578739893	true	0.86	1	0	true
Rhizosphere	Planococcus	Gaiella	-0	0	false	0.015	1	0.01	false
Rhizosphere	Planococcus	Halalkalibacter	0	0	false	0.2	0	0	false
Rhizosphere	Planococcus	Chelativorans	-0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Cnuella	-0	0	false	0.01	1	0.02	false
Rhizosphere	Planococcus	Roseisolibacter	-0.01737414633	0.01737414633	true	0.585	1	0	false
Rhizosphere	Planococcus	Prauserella	-0	0	false	0.01	1	0	false
Rhizosphere	Planococcus	Azospirillum	0.06631316451	0.06631316451	true	0.81	1	0.04	true
Rhizosphere	Planococcus	Vallicoccus	0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Verrucosispora	-0.06033204811	0.06033204811	true	0.73	1	0.02	false
Rhizosphere	Planococcus	Telluribacter	0	0	false	0.155	0	0.01	false
Rhizosphere	Planococcus	Sphingomonas	0	0	false	0.02	0	0.02	false
Rhizosphere	Planococcus	Brucella	-0	0	false	0	0	0	false
Rhizosphere	Planococcus	Mycobacterium	-0	0	false	0	0	0.03	false
Rhizosphere	Planococcus	Daejeonella	0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Croceibacterium	0	0	false	0.205	0	0.02	false
Rhizosphere	Planococcus	MND1	-0.02562863868	0.02562863868	true	0.575	1	0.01	false
Rhizosphere	Planococcus	Marmoricola	-0	0	false	0	0	0	false
Rhizosphere	Planococcus	Opitutus	-0.005490774407	0.005490774407	true	0.425	1	0	false
Rhizosphere	Planococcus	DSSF69	0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Kallotenue	-0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Limnobacter	0	0	false	0	0	0.02	false
Rhizosphere	Planococcus	Subgroup 10	-0	0	false	0	0	0.01	false
Rhizosphere	Planococcus	Bryobacter	-0	0	false	0.185	1	0.02	false
Rhizosphere	Planococcus	Pedomicrobium	-0	0	false	0.005	1	0.01	false
Rhizosphere	Planococcus	Terribacillus	0.01535908691	0.01535908691	true	0.54	1	0.03	false
Rhizosphere	Planococcus	Novosphingobium	0	0	false	0.14	0	0.01	false
Rhizosphere	Planococcus	Nitrospira	-0	0	false	0.02	1	0	false
Rhizosphere	Acidiferrimicrobium	Adhaeribacter	-0	0	false	0.315	1	0	false
Rhizosphere	Acidiferrimicrobium	Bradyrhizobium	0.04291238115	0.04291238115	true	0.655	1	0	false
Rhizosphere	Acidiferrimicrobium	Solirubrobacter	0.05695986621	0.05695986621	true	0.775	1	0.02	false
Rhizosphere	Acidiferrimicrobium	Metabacillus	-0	0	false	0.04	1	0	false
Rhizosphere	Acidiferrimicrobium	Ellin6055	0	0	false	0.015	0	0.02	false
Rhizosphere	Acidiferrimicrobium	Symbiobacterium	0.01677909895	0.01677909895	true	0.48	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Halomonas	0	0	false	0.005	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Sphingoaurantiacus	-0.01072637857	0.01072637857	true	0.435	1	0.03	false
Rhizosphere	Acidiferrimicrobium	Arthrobacter	-0	0	false	0.085	1	0	false
Rhizosphere	Acidiferrimicrobium	Pontibacter	0	0	false	0.015	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Blastococcus	0	0	false	0	0	0	false
Rhizosphere	Acidiferrimicrobium	Tumebacillus	-0.02254272217	0.02254272217	true	0.55	1	0	false
Rhizosphere	Acidiferrimicrobium	Roseomonas	-0.01870858733	0.01870858733	true	0.5	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Nitrolancea	0	0	false	0.13	0	0.02	false
Rhizosphere	Acidiferrimicrobium	CSP1-2	0.1351230983	0.1351230983	true	0.95	1	0	true
Rhizosphere	Acidiferrimicrobium	Chthoniobacter	-0	0	false	0	0	0	false
Rhizosphere	Acidiferrimicrobium	Pseudomonas	-0.04103020937	0.04103020937	true	0.735	1	0.02	false
Rhizosphere	Acidiferrimicrobium	Lysobacter	-0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Cytophaga	-0	0	false	0.04	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Pseudonocardia	-0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Archangium	-0	0	false	0.01	1	0	false
Rhizosphere	Acidiferrimicrobium	Cellulomonas	-0	0	false	0.005	1	0.02	false
Rhizosphere	Acidiferrimicrobium	Segetibacter	-0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Pirellula	-0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Actinomadura	-0	0	false	0	0	0.03	false
Rhizosphere	Acidiferrimicrobium	Saccharopolyspora	-0	0	false	0.035	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Gemmatimonas	0	0	false	0.015	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Oxalophagus	0	0	false	0.03	0	0	false
Rhizosphere	Acidiferrimicrobium	Devosia	-0.01381964147	0.01381964147	true	0.52	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Phenylobacterium	-0.02721532084	0.02721532084	true	0.52	1	0	false
Rhizosphere	Acidiferrimicrobium	Steroidobacter	0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Gaiella	0.07947386533	0.07947386533	true	0.935	1	0.01	true
Rhizosphere	Acidiferrimicrobium	Halalkalibacter	0	0	false	0.01	0	0	false
Rhizosphere	Acidiferrimicrobium	Chelativorans	0	0	false	0	0	0.02	false
Rhizosphere	Acidiferrimicrobium	Cnuella	-0	0	false	0.145	1	0	false
Rhizosphere	Acidiferrimicrobium	Roseisolibacter	0.01378086628	0.01378086628	true	0.535	1	0	false
Rhizosphere	Acidiferrimicrobium	Prauserella	-0	0	false	0.015	1	0	false
Rhizosphere	Acidiferrimicrobium	Azospirillum	-0	0	false	0.045	1	0	false
Rhizosphere	Acidiferrimicrobium	Vallicoccus	0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Verrucosispora	0	0	false	0.165	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Telluribacter	-0.02707341115	0.02707341115	true	0.545	1	0	false
Rhizosphere	Acidiferrimicrobium	Sphingomonas	0	0	false	0.005	0	0	false
Rhizosphere	Acidiferrimicrobium	Brucella	-0	0	false	0.005	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Mycobacterium	-0	0	false	0.065	1	0	false
Rhizosphere	Acidiferrimicrobium	Daejeonella	-0.02853689885	0.02853689885	true	0.715	1	0	false
Rhizosphere	Acidiferrimicrobium	Croceibacterium	-0	0	false	0.18	1	0	false
Rhizosphere	Acidiferrimicrobium	MND1	0.02755414422	0.02755414422	true	0.7	1	0.02	false
Rhizosphere	Acidiferrimicrobium	Marmoricola	0	0	false	0.26	0	0.03	false
Rhizosphere	Acidiferrimicrobium	Opitutus	0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	DSSF69	-0.1352596952	0.1352596952	true	1	1	0.01	true
Rhizosphere	Acidiferrimicrobium	Kallotenue	0	0	false	0	0	0.02	false
Rhizosphere	Acidiferrimicrobium	Limnobacter	0	0	false	0	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Subgroup 10	0	0	false	0.2	0.025	0	false
Rhizosphere	Acidiferrimicrobium	Bryobacter	0	0	false	0	0	0	false
Rhizosphere	Acidiferrimicrobium	Pedomicrobium	0	0	false	0.005	0	0.01	false
Rhizosphere	Acidiferrimicrobium	Terribacillus	-0	0	false	0.07	1	0.01	false
Rhizosphere	Acidiferrimicrobium	Novosphingobium	-0.1521537085	0.1521537085	true	1	1	0.04	true
Rhizosphere	Acidiferrimicrobium	Nitrospira	0.06165633619	0.06165633619	true	0.77	1	0.01	false
Rhizosphere	Adhaeribacter	Bradyrhizobium	-0	0	false	0.15	1	0.01	false
Rhizosphere	Adhaeribacter	Solirubrobacter	0	0	false	0.085	0	0.02	false
Rhizosphere	Adhaeribacter	Metabacillus	0	0	false	0.025	0	0.01	false
Rhizosphere	Adhaeribacter	Ellin6055	-0	0	false	0.015	0.6666666667	0.01	false
Rhizosphere	Adhaeribacter	Symbiobacterium	0	0	false	0	0	0.02	false
Rhizosphere	Adhaeribacter	Halomonas	-0	0	false	0.07	1	0	false
Rhizosphere	Adhaeribacter	Sphingoaurantiacus	0	0	false	0.03	0	0.01	false
Rhizosphere	Adhaeribacter	Arthrobacter	0.05674236911	0.05674236911	true	0.685	1	0	false
Rhizosphere	Adhaeribacter	Pontibacter	0	0	false	0.165	0	0.02	false
Rhizosphere	Adhaeribacter	Blastococcus	-0	0	false	0.415	1	0.05	false
Rhizosphere	Adhaeribacter	Tumebacillus	-0	0	false	0.11	1	0.02	false
Rhizosphere	Adhaeribacter	Roseomonas	-0	0	false	0.2	1	0.02	false
Rhizosphere	Adhaeribacter	Nitrolancea	-0	0	false	0.17	1	0.02	false
Rhizosphere	Adhaeribacter	CSP1-2	-0	0	false	0	0	0.01	false
Rhizosphere	Adhaeribacter	Chthoniobacter	0	0	false	0.03	0	0.02	false
Rhizosphere	Adhaeribacter	Pseudomonas	0	0	false	0	0	0.03	false
Rhizosphere	Adhaeribacter	Lysobacter	0	0	false	0.005	0	0.01	false
Rhizosphere	Adhaeribacter	Cytophaga	0	0	false	0.345	0	0.01	false
Rhizosphere	Adhaeribacter	Pseudonocardia	-0	0	false	0.045	1	0.01	false
Rhizosphere	Adhaeribacter	Archangium	-0	0	false	0	0	0	false
Rhizosphere	Adhaeribacter	Cellulomonas	0	0	false	0	0	0.02	false
Rhizosphere	Adhaeribacter	Segetibacter	0.1611930018	0.1611930018	true	0.915	1	0.02	true
Rhizosphere	Adhaeribacter	Pirellula	0	0	false	0.015	0	0.02	false
Rhizosphere	Adhaeribacter	Actinomadura	-0	0	false	0.05	1	0	false
Rhizosphere	Adhaeribacter	Saccharopolyspora	-0	0	false	0.04	1	0.03	false
Rhizosphere	Adhaeribacter	Gemmatimonas	-0	0	false	0.105	1	0.01	false
Rhizosphere	Adhaeribacter	Oxalophagus	0	0	false	0.095	0	0.02	false
Rhizosphere	Adhaeribacter	Devosia	0	0	false	0	0	0.01	false
Rhizosphere	Adhaeribacter	Phenylobacterium	0	0	false	0.055	0.4545454545	0.01	false
Rhizosphere	Adhaeribacter	Steroidobacter	-0	0	false	0.03	1	0	false
Rhizosphere	Adhaeribacter	Gaiella	0	0	false	0	0	0.01	false
Rhizosphere	Adhaeribacter	Halalkalibacter	-0	0	false	0	0	0.02	false
Rhizosphere	Adhaeribacter	Chelativorans	-0	0	false	0.055	1	0.01	false
Rhizosphere	Adhaeribacter	Cnuella	0	0	false	0.355	0	0.01	false
Rhizosphere	Adhaeribacter	Roseisolibacter	0	0	false	0.01	0	0	false
Rhizosphere	Adhaeribacter	Prauserella	-0.01734828419	0.01734828419	true	0.475	1	0.01	false
Rhizosphere	Adhaeribacter	Azospirillum	-0	0	false	0.035	1	0	false
Rhizosphere	Adhaeribacter	Vallicoccus	-0	0	false	0.11	1	0	false
Rhizosphere	Adhaeribacter	Verrucosispora	-0	0	false	0.28	1	0	false
Rhizosphere	Adhaeribacter	Telluribacter	0	0	false	0.16	0	0.02	false
Rhizosphere	Adhaeribacter	Sphingomonas	0.01604421584	0.01604421584	true	0.575	1	0	false
Rhizosphere	Adhaeribacter	Brucella	-0	0	false	0.15	1	0	false
Rhizosphere	Adhaeribacter	Mycobacterium	-0	0	false	0.045	1	0.04	false
Rhizosphere	Adhaeribacter	Daejeonella	0.05243148377	0.05243148377	true	0.645	1	0.01	false
Rhizosphere	Adhaeribacter	Croceibacterium	0	0	false	0.015	0.6666666667	0.03	false
Rhizosphere	Adhaeribacter	MND1	-0	0	false	0.04	1	0	false
Rhizosphere	Adhaeribacter	Marmoricola	-0	0	false	0.01	1	0	false
Rhizosphere	Adhaeribacter	Opitutus	0	0	false	0.065	0	0.01	false
Rhizosphere	Adhaeribacter	DSSF69	-0	0	false	0.015	1	0.01	false
Rhizosphere	Adhaeribacter	Kallotenue	0	0	false	0	0	0.02	false
Rhizosphere	Adhaeribacter	Limnobacter	-0	0	false	0.01	1	0	false
Rhizosphere	Adhaeribacter	Subgroup 10	-0	0	false	0.085	1	0.01	false
Rhizosphere	Adhaeribacter	Bryobacter	-0	0	false	0.01	0.5	0	false
Rhizosphere	Adhaeribacter	Pedomicrobium	-0	0	false	0.005	1	0.01	false
Rhizosphere	Adhaeribacter	Terribacillus	-0	0	false	0.15	1	0	false
Rhizosphere	Adhaeribacter	Novosphingobium	0	0	false	0.005	0	0.03	false
Rhizosphere	Adhaeribacter	Nitrospira	-0	0	false	0.005	1	0.03	false
Rhizosphere	Bradyrhizobium	Solirubrobacter	0	0	false	0.365	0	0	false
Rhizosphere	Bradyrhizobium	Metabacillus	-0	0	false	0	0	0.01	false
Rhizosphere	Bradyrhizobium	Ellin6055	-0	0	false	0	0	0.01	false
Rhizosphere	Bradyrhizobium	Symbiobacterium	0.008189433767	0.008189433767	true	0.425	1	0.01	false
Rhizosphere	Bradyrhizobium	Halomonas	0	0	false	0.34	0	0	false
Rhizosphere	Bradyrhizobium	Sphingoaurantiacus	-0	0	false	0.095	1	0	false
Rhizosphere	Bradyrhizobium	Arthrobacter	-0	0	false	0.005	1	0.01	false
Rhizosphere	Bradyrhizobium	Pontibacter	0	0	false	0	0	0	false
Rhizosphere	Bradyrhizobium	Blastococcus	0	0	false	0	0	0.02	false
Rhizosphere	Bradyrhizobium	Tumebacillus	0	0	false	0	0	0.01	false
Rhizosphere	Bradyrhizobium	Roseomonas	-0.05468294266	0.05468294266	true	0.755	1	0	false
Rhizosphere	Bradyrhizobium	Nitrolancea	0	0	false	0	0	0	false
Rhizosphere	Bradyrhizobium	CSP1-2	0	0	false	0.23	0	0.01	false
Rhizosphere	Bradyrhizobium	Chthoniobacter	-0.1553868086	0.1553868086	true	0.995	1	0	true
Rhizosphere	Bradyrhizobium	Pseudomonas	0	0	false	0.045	0	0.01	false
Rhizosphere	Bradyrhizobium	Lysobacter	0	0	false	0	0	0.01	false
Rhizosphere	Bradyrhizobium	Cytophaga	-0	0	false	0.005	1	0.01	false
Rhizosphere	Bradyrhizobium	Pseudonocardia	-0.04234521627	0.04234521627	true	0.72	1	0	false
Rhizosphere	Bradyrhizobium	Archangium	-0	0	false	0	0	0	false
Rhizosphere	Bradyrhizobium	Cellulomonas	-0	0	false	0	0	0.01	false
Rhizosphere	Bradyrhizobium	Segetibacter	-0	0	false	0.025	1	0.01	false
Rhizosphere	Bradyrhizobium	Pirellula	-0	0	false	0.09	1	0.01	false
Rhizosphere	Bradyrhizobium	Actinomadura	-0	0	false	0.005	1	0	false
Rhizosphere	Bradyrhizobium	Saccharopolyspora	-0	0	false	0.015	1	0.01	false
Rhizosphere	Bradyrhizobium	Gemmatimonas	-0	0	false	0.225	1	0	false
Rhizosphere	Bradyrhizobium	Oxalophagus	0.03981699368	0.03981699368	true	0.725	1	0	false
Rhizosphere	Bradyrhizobium	Devosia	-0.05487966386	0.05487966386	true	0.87	1	0.01	true
Rhizosphere	Bradyrhizobium	Phenylobacterium	-0.1235505404	0.1235505404	true	0.875	1	0	true
Rhizosphere	Bradyrhizobium	Steroidobacter	-0	0	false	0.1	1	0	false
Rhizosphere	Bradyrhizobium	Gaiella	0	0	false	0.11	0	0.02	false
Rhizosphere	Bradyrhizobium	Halalkalibacter	0	0	false	0.23	0	0	false
Rhizosphere	Bradyrhizobium	Chelativorans	-0	0	false	0.09	1	0.01	false
Rhizosphere	Bradyrhizobium	Cnuella	-0	0	false	0.21	1	0	false
Rhizosphere	Bradyrhizobium	Roseisolibacter	0	0	false	0.045	0	0.01	false
Rhizosphere	Bradyrhizobium	Prauserella	-0	0	false	0.015	1	0	false
Rhizosphere	Bradyrhizobium	Azospirillum	-0	0	false	0.16	1	0.02	false
Rhizosphere	Bradyrhizobium	Vallicoccus	0	0	false	0.14	0	0	false
Rhizosphere	Bradyrhizobium	Verrucosispora	0	0	false	0.01	0	0.01	false
Rhizosphere	Bradyrhizobium	Telluribacter	-0	0	false	0.035	1	0.02	false
Rhizosphere	Bradyrhizobium	Sphingomonas	-0.01065464159	0.01065464159	true	0.44	1	0	false
Rhizosphere	Bradyrhizobium	Brucella	0	0	false	0.015	0	0.01	false
Rhizosphere	Bradyrhizobium	Mycobacterium	-0	0	false	0.055	1	0.02	false
Rhizosphere	Bradyrhizobium	Daejeonella	-0.1321834366	0.1321834366	true	0.99	1	0	true
