site	date	time	coordinates	biome	feature	temperature	humidity	notes
1	14/07/2023	06:10	19.149770555555556 N,45.166511388888885 E	desert biome	gravel		34.5		
2	14/07/2023	07:12	19.203468333333333 N,45.2447675 E	desert biome	sand dune		36.7		
3	14/07/2023	07:16	19.301079444444444 N,45.384414166666666 E	desert biome	sand dune		37.0		
4	14/07/2023	07:36	19.379571666666667 N,45.55182694444444 E	desert biome	saline pan		38.6		
5	14/07/2023	07:43	19.407155277777775 N,45.659501388888884 E	desert biome	saline pan		39.2		
6	14/07/2023	08:58	19.405739166666667 N,45.8161425 E	desert biome	saline pan		41.2		
7	14/07/2023	09:20	19.407005277777778 N,45.953943611111114 E	desert biome	sand dune		41.3		
8	14/07/2023	10:20	19.393154166666665 N,46.110734722222226 E	desert biome	sand dune		41.9		trip terminated due to extreme temperature
