Trip	Site	Type	n_profiles	shannon	sequencing_depth	log_sequencing_depth	dna_kit	kit_recorded
4	17	Deep	1	6.099334067	522026	13.16547267	not_recorded	false
4	17	Rhizosphere	1	6.375092203	195282	12.18219995	not_recorded	false
4	17	Surface	1	6.613972894	481857	13.08540267	not_recorded	false
4	18	Deep	1	5.788951945	342752	12.74476243	not_recorded	false
4	18	Rhizosphere	1	3.379013336	13267	9.493035028	not_recorded	false
4	18	Surface	1	6.395447582	300562	12.61340933	not_recorded	false
4	19	Deep	1	6.517813645	167221	12.02707157	not_recorded	false
4	19	Rhizosphere	1	6.781350962	294742	12.59385568	not_recorded	false
4	19	Surface	1	6.898436461	533436	13.18709438	not_recorded	false
4	20	Deep	1	6.42888229	488075	13.09822436	not_recorded	false
4	20	Rhizosphere	1	5.657902928	198502	12.19855445	not_recorded	false
4	20	Surface	1	7.064559514	484245	13.09034626	not_recorded	false
4	21	Deep	1	6.561423299	483111	13.08800172	not_recorded	false
4	21	Rhizosphere	1	5.369605542	137986	11.83490751	not_recorded	false
4	21	Surface	1	6.475178747	379049	12.84542076	not_recorded	false
4	22	Deep	1	6.089392791	478018	13.07740367	QIACube	true
4	22	Rhizosphere	1	6.09423962	527445	13.17579987	QIACube	true
4	22	Surface	1	7.029118047	412497	12.92998421	QIACube	true
4	23	Deep	1	4.929152155	160888	11.98846375	not_recorded	false
4	23	Rhizosphere	1	5.393661007	296625	12.60022399	not_recorded	false
4	23	Surface	1	6.427701152	541334	13.20179174	not_recorded	false
4	24	Deep	1	5.830864836	528256	13.17733629	not_recorded	false
4	24	Rhizosphere	1	6.675424543	490020	13.10220149	not_recorded	false
4	24	Surface	1	6.584388471	565700	13.24581918	not_recorded	false
4	25	Deep	1	6.346225376	388881	12.87102866	not_recorded	false
4	25	Rhizosphere	1	5.761429369	242997	12.40080438	not_recorded	false
4	25	Surface	1	6.526738145	719569	13.4864077	not_recorded	false
4	26	Deep	1	6.514770404	512137	13.14634745	not_recorded	false
4	26	Rhizosphere	1	4.754408197	52990	10.8778585	not_recorded	false
4	26	Surface	1	6.649183766	491484	13.10518466	not_recorded	false
4	27	Deep	1	6.776141628	509270	13.14073361	not_recorded	false
4	27	Rhizosphere	1	5.822079257	361496	12.79800626	not_recorded	false
4	27	Surface	1	6.885994615	434304	12.98150003	not_recorded	false
4	28	Deep	1	6.579261011	446785	13.00983277	not_recorded	false
4	28	Rhizosphere	1	6.932255726	381757	12.85253956	not_recorded	false
4	28	Surface	1	6.935585048	475638	13.07241234	not_recorded	false
4	29	Deep	1	6.776073314	575172	13.26242441	not_recorded	false
4	29	Rhizosphere	1	7.139108355	443026	13.00138374	not_recorded	false
4	29	Surface	1	6.728162893	444766	13.00530358	not_recorded	false
4	30	Deep	1	6.481283765	541835	13.20271681	not_recorded	false
4	30	Rhizosphere	1	5.56375253	148689	11.90961216	not_recorded	false
4	30	Surface	1	6.185079477	481269	13.08418164	not_recorded	false
4	31	Deep	1	6.704950088	490807	13.10380625	not_recorded	false
4	31	Rhizosphere	1	5.214192287	36064	10.49305042	not_recorded	false
4	31	Surface	1	6.270094652	615421	13.33006187	not_recorded	false
4	32	Deep	1	6.395638151	485503	13.09294075	not_recorded	false
4	32	Rhizosphere	1	5.218900205	168044	12.03198113	not_recorded	false
4	32	Surface	1	6.392214236	630929	13.35494862	not_recorded	false
4	33	Deep	1	6.455529442	598794	13.30267291	not_recorded	false
4	33	Rhizosphere	1	6.402307893	634824	13.36110307	not_recorded	false
4	33	Surface	1	5.878545062	253904	12.44471152	not_recorded	false
4	34	Rhizosphere	1	5.108459137	95569	11.46760378	not_recorded	false
4	34	Surface	1	4.989504252	545675	13.20977884	not_recorded	false
4	35	Deep	1	6.822115457	400056	12.89935982	not_recorded	false
4	35	Rhizosphere	1	6.42731616	349063	12.7630077	not_recorded	false
4	35	Surface	1	6.937787472	702152	13.46190518	not_recorded	false
4	36	Deep	1	6.431221779	471473	13.06361712	not_recorded	false
4	36	Rhizosphere	1	5.783971723	198470	12.19839323	not_recorded	false
4	36	Surface	1	6.524551978	422374	12.95364646	not_recorded	false
4	37	Deep	1	5.976959753	489679	13.10150535	not_recorded	false
4	37	Rhizosphere	1	6.089243189	436420	12.98636036	not_recorded	false
4	37	Surface	1	6.223556707	351005	12.76855575	not_recorded	false
4	38	Deep	1	6.713226779	518648	13.1589807	not_recorded	false
4	38	Rhizosphere	1	5.497958814	212973	12.26892068	not_recorded	false
4	38	Surface	1	6.122057429	450747	13.01866149	not_recorded	false
4	39	Deep	1	6.358712031	453888	13.02560575	not_recorded	false
4	39	Rhizosphere	1	4.507959264	88140	11.38668174	not_recorded	false
4	39	Surface	1	6.222168306	392885	12.88127223	not_recorded	false
4	40	Deep	1	5.749474673	183318	12.11897763	not_recorded	false
4	40	Surface	1	6.115965028	633853	13.35957235	not_recorded	false
4	41	Deep	1	6.330569043	441537	12.9980171	not_recorded	false
4	41	Rhizosphere	1	4.969698683	219888	12.3008736	not_recorded	false
4	41	Surface	1	5.935438568	464378	13.04845415	not_recorded	false
4	42	Deep	1	3.075878361	202429	12.21814449	not_recorded	false
4	42	Rhizosphere	1	5.509120335	89400	11.40087596	not_recorded	false
4	42	Surface	1	6.159050733	491030	13.1042605	not_recorded	false
4	43	Deep	1	6.029620895	437288	12.9883473	not_recorded	false
4	43	Rhizosphere	1	2.948938822	223024	12.31503467	not_recorded	false
4	43	Surface	1	6.0294375	460770	13.04065428	not_recorded	false
4	44	Deep	1	6.704990391	560521	13.23662199	not_recorded	false
4	44	Rhizosphere	1	6.069617615	236291	12.37281938	not_recorded	false
4	44	Surface	1	6.255502527	554370	13.22558761	not_recorded	false
4	45	Deep	1	6.616562555	549047	13.21593933	not_recorded	false
4	45	Rhizosphere	1	6.086633094	449184	13.01518788	not_recorded	false
4	45	Surface	1	6.33241196	599288	13.30349756	not_recorded	false
4	46	Deep	1	5.901089749	321601	12.68106693	not_recorded	false
4	46	Rhizosphere	1	5.364712601	97674	11.48939068	not_recorded	false
4	46	Surface	1	3.874023226	53792	10.89288004	not_recorded	false
4	47	Deep	1	4.023331553	181613	12.10963333	QIACube	true
4	47	Rhizosphere	1	6.242529426	468453	13.05719106	not_recorded	false
4	47	Surface	1	5.287629268	467362	13.0548594	not_recorded	false
4	48	Deep	1	1.643667604	29529	10.29312811	not_recorded	false
4	48	Rhizosphere	1	6.827552953	325754	12.69389777	not_recorded	false
4	48	Surface	1	6.507742938	552873	13.2228836	not_recorded	false
4	49	Deep	1	4.656050882	178016	12.08962871	not_recorded	false
4	49	Rhizosphere	1	3.924834514	46683	10.75113535	not_recorded	false
4	49	Surface	1	6.596581075	140943	11.85611083	not_recorded	false
4	50	Deep	1	6.041724636	663527	13.40532483	not_recorded	false
4	50	Rhizosphere	1	3.486853431	248627	12.42370906	not_recorded	false
4	50	Surface	1	5.843223894	601146	13.30659311	not_recorded	false
4	51	Deep	1	6.164752745	509352	13.14089461	not_recorded	false
4	51	Rhizosphere	1	4.980202071	450329	13.01773371	not_recorded	false
4	51	Surface	1	5.038202604	63682	11.06165723	not_recorded	false
4	52	Deep	1	2.285410835	76639	11.24686136	not_recorded	false
4	52	Rhizosphere	1	5.306348449	95285	11.46462768	not_recorded	false
4	52	Surface	1	1.298287729	54874	10.91279493	not_recorded	false
4	53	Deep	1	0.8404828966	15697	9.66122489	not_recorded	false
4	53	Rhizosphere	1	2.953391193	63649	11.06113889	not_recorded	false
4	53	Surface	1	0.5102248813	44735	10.70851147	not_recorded	false
4	54	Deep	1	3.309372125	159416	11.97927242	not_recorded	false
4	54	Rhizosphere	1	4.921822013	221041	12.30610348	not_recorded	false
4	54	Surface	1	1.016523564	15266	9.633383412	not_recorded	false
4	55	Deep	1	2.411803831	114126	11.64505838	not_recorded	false
4	55	Rhizosphere	1	3.230194735	119617	11.69205025	not_recorded	false
4	55	Surface	1	3.633630496	93822	11.44915465	not_recorded	false
4	56	Deep	1	1.640789765	25214	10.13515467	not_recorded	false
4	56	Rhizosphere	1	3.024814903	37594	10.53459974	not_recorded	false
4	56	Surface	1	3.227503149	34250	10.44144184	not_recorded	false
4	57	Deep	1	3.085410863	134129	11.8065573	not_recorded	false
4	57	Rhizosphere	1	4.855722342	115623	11.65809018	not_recorded	false
4	57	Surface	1	4.947463089	302229	12.61894029	not_recorded	false
4	58	Deep	1	1.026424927	28112	10.24395181	not_recorded	false
4	58	Rhizosphere	1	2.602121352	85984	11.36191651	not_recorded	false
4	58	Surface	1	2.970587878	90160	11.40934115	not_recorded	false
4	59	Deep	1	2.217176253	17783	9.785998224	not_recorded	false
4	59	Rhizosphere	1	3.572419064	87477	11.37913118	not_recorded	false
4	59	Surface	1	4.549761502	194102	12.17613907	not_recorded	false
4	60	Deep	1	3.552107831	476823	13.07490063	not_recorded	false
4	60	Rhizosphere	1	5.27352334	269463	12.50418637	not_recorded	false
4	60	Surface	1	1.804814954	37387	10.52907833	not_recorded	false
5	1	Deep	2	4.923037442	774401	13.55984511	QIACube	true
5	1	Rhizosphere	3	4.605236136	1675668	14.33172245	QIACube	true
5	2	Deep	2	6.345004118	1038209	13.85300767	QIACube	true
5	2	Rhizosphere	3	6.930223525	1566648	14.26444886	QIACube	true
5	2	Surface	2	6.77894566	1127002	13.93507157	QIACube	true
5	3	Rhizosphere	3	6.323254328	738728	13.51268507	QIACube	true
5	4	Deep	3	7.098413395	2685099	14.80322816	QIACube	true
5	4	Rhizosphere	3	6.04869994	2546463	14.7502159	QIACube	true
5	4	Surface	2	6.829713486	2779256	14.83769382	QIACube	true
5	5	Deep	2	7.032252809	1622512	14.29948612	ambiguous_suffix_mapping	false
5	5	Rhizosphere	4	7.178125778	2726685	14.81859714	ambiguous_suffix_mapping	false
5	5	Surface	2	6.892819061	1606666	14.28967178	QIACube	true
5	6	Deep	1	7.550144619	937702	13.75118748	QIACube	true
5	6	Rhizosphere	3	6.251843202	1458393	14.1928457	QIACube	true
5	6	Surface	2	6.555350332	1804148	14.40559902	QIACube	true
5	7	Deep	3	6.199059843	2814110	14.85015661	ambiguous_suffix_mapping	false
5	7	Rhizosphere	5	5.990618896	3205091	14.98025104	ambiguous_suffix_mapping	false
5	8	Deep	1	7.30882574	687547	13.44088547	not_recorded	false
5	8	Rhizosphere	3	6.529827143	2387557	14.68578123	QIACube	true
5	9	Rhizosphere	3	6.580657066	1536057	14.2447293	QIACube	true
5	10	Deep	1	6.291773185	853897	13.65756586	QIACube	true
5	10	Rhizosphere	1	6.286939017	615357	13.32995787	not_recorded	false
5	11	Deep	1	7.349755497	739633	13.5139094	not_recorded	false
5	11	Rhizosphere	2	6.906257462	1312940	14.08777946	not_recorded	false
5	11	Surface	1	5.555474045	1668156	14.32722938	not_recorded	false
5	12	Deep	1	7.558703318	568995	13.25162693	not_recorded	false
5	12	Rhizosphere	3	6.699821115	1648141	14.31515854	QIACube	true
5	12	Surface	2	6.564238957	1382314	14.13926946	QIACube	true
5	13	Rhizosphere	2	6.572630368	1955574	14.48619431	QIACube	true
5	13	Surface	1	6.641013449	702965	13.46306238	not_recorded	false
5	14	Deep	1	4.812193288	873663	13.68045	not_recorded	false
5	14	Rhizosphere	3	4.729451629	1703790	14.34836574	QIACube	true
5	14	Surface	1	6.166826041	589062	13.28628672	QIACube	true
5	15	Deep	3	7.176365251	2663584	14.79518314	QIACube	true
5	15	Rhizosphere	3	6.106256877	2015148	14.5162032	QIACube	true
5	15	Surface	2	7.385098885	1547558	14.25218876	QIACube	true
5	16	Deep	3	6.394124968	2370914	14.67878609	ambiguous_suffix_mapping	false
5	16	Rhizosphere	5	6.260867238	2216354	14.61137406	ambiguous_suffix_mapping	false
5	16	Surface	1	5.250083727	583216	13.27631289	ambiguous_suffix_mapping	false
5	17	Deep	2	7.053027974	1356724	14.12058353	QIACube	true
5	17	Rhizosphere	3	6.413746943	2158782	14.58505473	QIACube	true
5	18	Rhizosphere	2	5.997219643	1179505	13.98060542	not_recorded	false
5	19	Deep	2	7.576051791	5032135	15.43135491	not_recorded	false
5	19	Rhizosphere	3	5.944599738	1840539	14.42556902	QIACube	true
5	19	Surface	1	7.008983927	1116547	13.92575145	not_recorded	false
5	20	Rhizosphere	3	6.329820434	4076167	15.22066764	QIACube	true
5	20	Surface	1	6.229044501	668287	13.412473	not_recorded	false
5	21	Deep	2	6.913796975	786502	13.57535054	QIACube	true
5	21	Rhizosphere	6	6.643263967	3488374	15.06494628	ambiguous_suffix_mapping	false
5	21	Surface	1	7.468726535	1112675	13.92227758	not_recorded	false
5	22	Rhizosphere	1	6.723417816	630179	13.35375918	not_recorded	false
5	23	Deep	1	7.262563225	709739	13.47265258	QIACube	true
5	23	Rhizosphere	2	7.632462257	1098357	13.90932598	QIACube	true
5	24	Deep	1	5.952291513	433988	12.98077216	QIACube	true
5	24	Rhizosphere	2	7.313223589	929553	13.7424591	QIACube	true
5	25	Deep	1	7.006453151	409452	12.92257496	not_recorded	false
5	25	Rhizosphere	3	5.869707053	1606917	14.28982799	QIACube	true
5	25	Surface	2	6.806195525	1702896	14.34784089	not_recorded	false
5	26	Deep	2	6.922475313	827103	13.62568451	not_recorded	false
5	26	Rhizosphere	2	7.183348433	1328768	14.09976276	QIACube	true
5	26	Surface	1	7.087114901	676130	13.42414064	not_recorded	false
5	27	Deep	2	7.072229998	1449918	14.18701756	not_recorded	false
5	27	Rhizosphere	3	5.774027523	1517114	14.2323204	QIACube	true
5	28	Deep	2	7.159380855	1312457	14.08741151	QIACube	true
5	28	Rhizosphere	3	5.180169721	1946208	14.48139342	QIACube	true
5	29	Rhizosphere	2	6.934633605	1720058	14.35786857	not_recorded	false
5	30	Rhizosphere	3	5.937283818	1326673	14.09818486	QIACube	true
5	30	Surface	1	7.191496779	955117	13.76958913	not_recorded	false
5	31	Deep	2	6.734246898	1537677	14.24578339	QIACube	true
5	32	Rhizosphere	3	6.995003754	2059329	14.53789076	QIACube	true
5	33	Rhizosphere	3	6.141099409	1934121	14.47516352	QIACube	true
5	34	Deep	1	6.822326081	877855	13.68523671	not_recorded	false
5	34	Rhizosphere	3	6.03378512	1777745	14.39085627	QIACube	true
5	35	Deep	1	6.805195958	1450613	14.18749678	QIACube	true
5	35	Rhizosphere	4	5.605866443	1338346	14.10694508	ambiguous_suffix_mapping	false
5	37	Deep	1	6.408266413	236686	12.37448965	QIACube	true
5	37	Rhizosphere	2	5.906517789	796304	13.5877363	not_recorded	false
5	38	Rhizosphere	1	5.701239675	48510	10.78952524	not_recorded	false
5	38	Surface	1	6.016920659	865020	13.67050791	not_recorded	false
5	39	Deep	2	6.572182025	1762874	14.38245599	QIACube	true
5	39	Rhizosphere	3	6.678230763	1808192	14.40783801	QIACube	true
5	39	Surface	1	6.419179041	333612	12.71773392	not_recorded	false
5	40	Deep	1	7.595856363	703200	13.46339663	QIACube	true
5	40	Rhizosphere	3	6.949973585	2034265	14.52564513	QIACube	true
5	40	Surface	1	7.02762926	1318128	14.09172311	not_recorded	false
5	41	Deep	1	4.973780581	382552	12.85461987	not_recorded	false
5	42	Rhizosphere	1	6.17135381	785972	13.57467645	not_recorded	false
5	42	Surface	1	6.663987445	1028589	13.84369852	not_recorded	false
5	43	Deep	3	6.945768452	1810538	14.4091346	QIACube	true
5	43	Rhizosphere	3	6.611621281	2454792	14.71355259	QIACube	true
5	44	Deep	1	6.131545946	688641	13.44247537	QIACube	true
5	44	Rhizosphere	2	7.200224559	1644701	14.31306916	QIACube	true
5	45	Deep	3	4.364846677	1729946	14.36360075	QIACube	true
5	45	Rhizosphere	3	4.28099456	1682162	14.33559043	QIACube	true
5	45	Surface	1	6.055718799	603083	13.30981011	not_recorded	false
5	46	Rhizosphere	3	5.802530513	1341555	14.10933995	QIACube	true
5	47	Rhizosphere	3	6.313800049	1723806	14.36004519	QIACube	true
5	48	Deep	3	5.246938858	1905819	14.4604224	QIACube	true
5	48	Rhizosphere	1	5.110546221	951132	13.76540813	QIACube	true
5	49	Deep	1	4.892507638	734681	13.50719167	not_recorded	false
5	50	Rhizosphere	1	6.052954006	549271	13.21634722	not_recorded	false
5	51	Rhizosphere	2	5.347137579	694828	13.45141961	not_recorded	false
5	53	Rhizosphere	1	2.159099744	552895	13.22292339	not_recorded	false
5	54	Rhizosphere	3	5.596623052	1497428	14.21925953	QIACube	true
5	55	Deep	1	4.559510369	697209	13.4548405	QIACube	true
5	55	Rhizosphere	3	5.281497874	3104669	14.94841767	QIACube	true
5	55	Surface	2	4.820275506	777043	13.56325097	not_recorded	false
5	57	Rhizosphere	2	4.947992505	1012376	13.8278106	not_recorded	false
5	58	Rhizosphere	3	5.463514859	1372976	14.1324912	QIACube	true
5	60	Rhizosphere	3	5.676658615	2051498	14.53408082	ambiguous_suffix_mapping	false
