profile_id	specimen_id	Trip	Site	Type	depth	shannon	ledger_resolution	ledger_specimen_id	dna_kit
e0653_S56Dr1	S56Dr1	4	56	Deep	25214	1.640789765	exact	S56Dr1	not_recorded
e0654_S57PRr1	S57PRr1	4	57	Rhizosphere	115623	4.855722342	exact	S57PRr1	not_recorded
e0655_S57Sr1	S57Sr1	4	57	Surface	302229	4.947463089	exact	S57Sr1	not_recorded
e0656_S57Dr1	S57Dr1	4	57	Deep	134129	3.085410863	exact	S57Dr1	not_recorded
e0657_S60PRr1	S60PRr1	4	60	Rhizosphere	269463	5.27352334	exact	S60PRr1	not_recorded
e0658_S60Sr1	S60Sr1	4	60	Surface	37387	1.804814954	exact	S60Sr1	not_recorded
e0659_S60Dr1	S60Dr1	4	60	Deep	476823	3.552107831	exact	S60Dr1	not_recorded
e0660_S37PRr1	S37PRr1	4	37	Rhizosphere	436420	6.089243189	exact	S37PRr1	not_recorded
e0661_S37Sr1	S37Sr1	4	37	Surface	351005	6.223556707	exact	S37Sr1	not_recorded
e0662_S37Dr1	S37Dr1	4	37	Deep	489679	5.976959753	exact	S37Dr1	not_recorded
e0663_S49PRr1	S49PRr1	4	49	Rhizosphere	46683	3.924834514	exact	S49PRr1	not_recorded
e0664_S49Sr1	S49Sr1	4	49	Surface	140943	6.596581075	exact	S49Sr1	not_recorded
e0665_S49Dr1	S49Dr1	4	49	Deep	178016	4.656050882	exact	S49Dr1	not_recorded
e0666_S45PRr1	S45PRr1	4	45	Rhizosphere	449184	6.086633094	exact	S45PRr1	not_recorded
e0667_S45Sr1	S45Sr1	4	45	Surface	599288	6.33241196	exact	S45Sr1	not_recorded
e0668_S45Dr1	S45Dr1	4	45	Deep	549047	6.616562555	exact	S45Dr1	not_recorded
e0669_S59PRr1	S59PRr1	4	59	Rhizosphere	87477	3.572419064	exact	S59PRr1	not_recorded
e0670_S59Sr1	S59Sr1	4	59	Surface	194102	4.549761502	exact	S59Sr1	not_recorded
e0671_S59Dr1	S59Dr1	4	59	Deep	17783	2.217176253	exact	S59Dr1	not_recorded
e0672_S4PRr1	S4PRr1	4	4	Rhizosphere	194618	6.094916873	exact	S4PRr1	not_recorded
e0673_S4Sr1	S4Sr1	4	4	Surface	391895	6.377092758	exact	S4Sr1	not_recorded
e0674_S4Dr1	S4Dr1	4	4	Deep	416306	6.924245243	exact	S4Dr1	not_recorded
e0675_S8PRr1	S8PRr1	4	8	Rhizosphere	563748	6.637149743	exact	S8PRr1	not_recorded
e0676_S8Sr1	S8Sr1	4	8	Surface	543835	5.970346007	exact	S8Sr1	not_recorded
e0677_S8Dr1	S8Dr1	4	8	Deep	583897	6.067506811	exact	S8Dr1	not_recorded
e0678_S11PRr1	S11PRr1	4	11	Rhizosphere	259816	6.022684181	exact	S11PRr1	not_recorded
e0679_S11Sr1	S11Sr1	4	11	Surface	490941	5.858415978	exact	S11Sr1	not_recorded
e0680_S11Dr1	S11Dr1	4	11	Deep	443602	6.459004332	exact	S11Dr1	not_recorded
e0681_S36Sr1	S36Sr1	4	36	Surface	422374	6.524551978	exact	S36Sr1	not_recorded
e0682_S36PRr1	S36PRr1	4	36	Rhizosphere	198470	5.783971723	exact	S36PRr1	not_recorded
e0683_S36Dr1	S36Dr1	4	36	Deep	471473	6.431221779	exact	S36Dr1	not_recorded
e0685_S6PRr1	S6PRr1	4	6	Rhizosphere	507052	6.411481531	exact	S6PRr1	not_recorded
e0686_S6Sr1	S6Sr1	4	6	Surface	795417	6.661456725	exact	S6Sr1	not_recorded
e0687_S6Dr1	S6Dr1	4	6	Deep	367860	6.796862985	exact	S6Dr1	not_recorded
e0688_S9PRr1	S9PRr1	4	9	Rhizosphere	99086	5.09327103	exact	S9PRr1	not_recorded
e0689_S9Sr1	S9Sr1	4	9	Surface	518496	6.195848827	exact	S9Sr1	not_recorded
e0690_S9Dr1	S9Dr1	4	9	Deep	339715	5.881963056	exact	S9Dr1	not_recorded
e0691_S12PRr1	S12PRr1	4	12	Rhizosphere	290486	6.225947286	exact	S12PRr1	not_recorded
e0692_S12Sr1	S12Sr1	4	12	Surface	883286	6.20247786	exact	S12Sr1	not_recorded
e0693_S12Dr1	S12Dr1	4	12	Deep	637514	6.721066497	exact	S12Dr1	not_recorded
e0694_S15PRr1	S15PRr1	4	15	Rhizosphere	355904	7.385921176	exact	S15PRr1	not_recorded
e0695_S15Sr1	S15Sr1	4	15	Surface	594496	7.263797911	exact	S15Sr1	not_recorded
e0696_S15Dr1	S15Dr1	4	15	Deep	477736	7.394971023	exact	S15Dr1	not_recorded
e0697_S17PRr1	S17PRr1	4	17	Rhizosphere	195282	6.375092203	exact	S17PRr1	not_recorded
e0698_S17Sr1	S17Sr1	4	17	Surface	481857	6.613972894	exact	S17Sr1	not_recorded
e0699_S17Dr1	S17Dr1	4	17	Deep	522026	6.099334067	exact	S17Dr1	not_recorded
e0700_S23PRr1	S23PRr1	4	23	Rhizosphere	296625	5.393661007	exact	S23PRr1	not_recorded
e0701_S23Sr1	S23Sr1	4	23	Surface	541334	6.427701152	exact	S23Sr1	not_recorded
e0702_S23Dr1	S23Dr1	4	23	Deep	160888	4.929152155	exact	S23Dr1	not_recorded
e0703_S29PRr1	S29PRr1	4	29	Rhizosphere	443026	7.139108355	exact	S29PRr1	not_recorded
e0704_S29Sr1	S29Sr1	4	29	Surface	444766	6.728162893	exact	S29Sr1	not_recorded
e0705_S29Dr1	S29Dr1	4	29	Deep	575172	6.776073314	exact	S29Dr1	not_recorded
e0706_S30PRr1	S30PRr1	4	30	Rhizosphere	148689	5.56375253	exact	S30PRr1	not_recorded
e0707_S30Sr1	S30Sr1	4	30	Surface	481269	6.185079477	exact	S30Sr1	not_recorded
e0708_S30Dr1	S30Dr1	4	30	Deep	541835	6.481283765	exact	S30Dr1	not_recorded
e0709_S3PRr1	S3PRr1	4	3	Rhizosphere	322317	4.92729725	exact	S3PRr1	not_recorded
e0710_S3Sr1	S3Sr1	4	3	Surface	504288	6.125155027	exact	S3Sr1	not_recorded
e0711_S3Dr1	S3Dr1	4	3	Deep	550224	6.603762924	exact	S3Dr1	not_recorded
e0712_S7PRr1	S7PRr1	4	7	Rhizosphere	221959	6.328377115	exact	S7PRr1	not_recorded
e0713_S7Sr1	S7Sr1	4	7	Surface	529525	6.762464225	exact	S7Sr1	not_recorded
e0714_S7Dr1	S7Dr1	4	7	Deep	556882	7.108616721	exact	S7Dr1	not_recorded
e0715_S14PRr1	S14PRr1	4	14	Rhizosphere	209711	3.468795826	exact	S14PRr1	not_recorded
e0716_S14Sr1	S14Sr1	4	14	Surface	403700	6.111313303	exact	S14Sr1	not_recorded
e0717_S14Dr1	S14Dr1	4	14	Deep	652895	6.717334544	exact	S14Dr1	not_recorded
e0718_S21PRr1	S21PRr1	4	21	Rhizosphere	137986	5.369605542	exact	S21PRr1	not_recorded
e0719_S21Sr1	S21Sr1	4	21	Surface	379049	6.475178747	exact	S21Sr1	not_recorded
e0720_S21Dr1	S21Dr1	4	21	Deep	483111	6.561423299	exact	S21Dr1	not_recorded
e0721_S31PRr1	S31PRr1	4	31	Rhizosphere	36064	5.214192287	exact	S31PRr1	not_recorded
e0722_S31Sr1	S31Sr1	4	31	Surface	615421	6.270094652	exact	S31Sr1	not_recorded
e0723_S31Dr1	S31Dr1	4	31	Deep	490807	6.704950088	exact	S31Dr1	not_recorded
e0724_S48PRr1	S48PRr1	4	48	Rhizosphere	325754	6.827552953	exact	S48PRr1	not_recorded
e0725_S48Sr1	S48Sr1	4	48	Surface	552873	6.507742938	exact	S48Sr1	not_recorded
e0726_S48Dr1	S48Dr1	4	48	Deep	29529	1.643667604	exact	S48Dr1	not_recorded
e0727_S32PRr1	S32PRr1	4	32	Rhizosphere	168044	5.218900205	exact	S32PRr1	not_recorded
e0728_S32Sr1	S32Sr1	4	32	Surface	630929	6.392214236	exact	S32Sr1	not_recorded
e0729_S32Dr1	S32Dr1	4	32	Deep	485503	6.395638151	exact	S32Dr1	not_recorded
e0730_S39PRr1	S39PRr1	4	39	Rhizosphere	88140	4.507959264	exact	S39PRr1	not_recorded
e0731_S39Sr1	S39Sr1	4	39	Surface	392885	6.222168306	exact	S39Sr1	not_recorded
e0732_S39Dr1	S39Dr1	4	39	Deep	453888	6.358712031	exact	S39Dr1	not_recorded
e0733_S50PRr1	S50PRr1	4	50	Rhizosphere	248627	3.486853431	exact	S50PRr1	not_recorded
e0734_S50Sr1	S50Sr1	4	50	Surface	601146	5.843223894	exact	S50Sr1	not_recorded
e0735_S50Dr1	S50Dr1	4	50	Deep	663527	6.041724636	exact	S50Dr1	not_recorded
e0736_S1PRr1	S1PRr1	4	1	Rhizosphere	136718	4.583465013	exact	S1PRr1	not_recorded
e0737_S1Sr1	S1Sr1	4	1	Surface	244296	6.116664127	exact	S1Sr1	not_recorded
e0738_S1Dr1	S1Dr1	4	1	Deep	368561	6.353534714	exact	S1Dr1	not_recorded
e0739_S5PRr1	S5PRr1	4	5	Rhizosphere	362651	6.164922995	exact	S5PRr1	not_recorded
e0740_S5Sr1	S5Sr1	4	5	Surface	112226	6.106081347	exact	S5Sr1	not_recorded
e0741_S5Dr1	S5Dr1	4	5	Deep	380915	5.760700443	exact	S5Dr1	not_recorded
e0742_S10PRr1	S10PRr1	4	10	Rhizosphere	175679	3.302568535	exact	S10PRr1	not_recorded
e0743_S10Sr1	S10Sr1	4	10	Surface	448414	6.283618338	exact	S10Sr1	not_recorded
e0744_S10Dr1	S10Dr1	4	10	Deep	427301	6.139390696	exact	S10Dr1	not_recorded
e0745_S20PRr1	S20PRr1	4	20	Rhizosphere	198502	5.657902928	exact	S20PRr1	not_recorded
e0746_S20Sr1	S20Sr1	4	20	Surface	484245	7.064559514	exact	S20Sr1	not_recorded
e0747_S20Dr1	S20Dr1	4	20	Deep	488075	6.42888229	exact	S20Dr1	not_recorded
e0748_S24PRr1	S24PRr1	4	24	Rhizosphere	490020	6.675424543	exact	S24PRr1	not_recorded
e0749_S24Sr1	S24Sr1	4	24	Surface	565700	6.584388471	exact	S24Sr1	not_recorded
e0750_S24Dr1	S24Dr1	4	24	Deep	528256	5.830864836	exact	S24Dr1	not_recorded
e0751_S34PRr1	S34PRr1	4	34	Rhizosphere	95569	5.108459137	exact	S34PRr1	not_recorded
e0752_S34Sr1	S34Sr1	4	34	Surface	545675	4.989504252	exact	S34Sr1	not_recorded
e0754_S40Sr1	S40Sr1	4	40	Surface	633853	6.115965028	exact	S40Sr1	not_recorded
e0755_S40Dr1	S40Dr1	4	40	Deep	183318	5.749474673	exact	S40Dr1	not_recorded
e0756_S52PRr1	S52PRr1	4	52	Rhizosphere	95285	5.306348449	exact	S52PRr1	not_recorded
e0757_S52Sr1	S52Sr1	4	52	Surface	54874	1.298287729	exact	S52Sr1	not_recorded
e0758_S52Dr1	S52Dr1	4	52	Deep	76639	2.285410835	exact	S52Dr1	not_recorded
e0759_S19PRr1	S19PRr1	4	19	Rhizosphere	294742	6.781350962	exact	S19PRr1	not_recorded
e0760_S19Sr1	S19Sr1	4	19	Surface	533436	6.898436461	exact	S19Sr1	not_recorded
e0761_S19Dr1	S19Dr1	4	19	Deep	167221	6.517813645	exact	S19Dr1	not_recorded
e0762_S26PRr1	S26PRr1	4	26	Rhizosphere	52990	4.754408197	exact	S26PRr1	not_recorded
e0763_S26Sr1	S26Sr1	4	26	Surface	491484	6.649183766	exact	S26Sr1	not_recorded
e0764_S26Dr1	S26Dr1	4	26	Deep	512137	6.514770404	exact	S26Dr1	not_recorded
e0765_S42PRr1	S42PRr1	4	42	Rhizosphere	89400	5.509120335	exact	S42PRr1	not_recorded
e0766_S42Sr1	S42Sr1	4	42	Surface	491030	6.159050733	exact	S42Sr1	not_recorded
e0767_S42Dr1	S42Dr1	4	42	Deep	202429	3.075878361	exact	S42Dr1	not_recorded
e0775_F15PRr1	F15PRr1	3	15	Rhizosphere	44056	5.111146941	exact	F15PRr1	PowerSoil
e0776_F20Sr3	F20Sr3	3	20	Surface	519118	6.16309518	exact	F20Sr3	Pro
e0777_F24PRr3	F24PRr3	3	24	Rhizosphere	135900	5.719783771	exact	F24PRr3	PowerSoil
e0778_F31Sr2	F31Sr2	3	31	Surface	346747	6.43712081	exact	F31Sr2	PowerSoil
e0779_F31Sr3	F31Sr3	3	31	Surface	330334	6.197306427	exact	F31Sr3	PowerSoil
e0780_F33Dr1	F33Dr1	3	33	Deep	638705	6.331043904	exact	F33Dr1	PowerSoil
e0781_F34Sr1	F34Sr1	3	34	Surface	640860	6.196944198	exact	F34Sr1	not_recorded
e0782_F40Dr3	F40Dr3	3	40	Deep	527271	6.04574374	exact	F40Dr3	PowerSoil
e0784_F41Dr3	F41Dr3	3	41	Deep	453018	3.761856442	exact	F41Dr3	PowerSoil
e0785_F43Dr1	F43Dr1	3	43	Deep	631922	5.752919523	exact	F43Dr1	PowerSoil
e0786_F43Sr2	F43Sr2	3	43	Surface	514441	4.869462051	exact	F43Sr2	PowerSoil
e0787_F47PRr1	F47PRr1	3	47	Rhizosphere	164406	3.283652112	exact	F47PRr1	PowerSoil MoBio
e0788_F48PRr3	F48PRr3	3	48	Rhizosphere	171036	4.949917272	exact	F48PRr3	PowerSoil MoBio
e0789_F51Sr3	F51Sr3	3	51	Surface	283169	5.339639513	exact	F51Sr3	PowerSoil MoBio
e0790_F52Sr2	F52Sr2	3	52	Surface	97694	3.878282192	exact	F52Sr2	PowerSoil MoBio
e0791_F55Sr1	F55Sr1	3	55	Surface	1060384	4.569580252	exact	F55Sr1	PowerSoil MoBio
e0792_F56Sr2	F56Sr2	3	56	Surface	100406	2.602321766	exact	F56Sr2	PowerSoil MoBio
e0793_F56Sr3	F56Sr3	3	56	Surface	40862	2.838940868	exact	F56Sr3	Pro
e0794_F57Dr1	F57Dr1	3	57	Deep	141218	2.784657281	exact	F57Dr1	Pro
e0795_F57Sr3	F57Sr3	3	57	Surface	122158	2.652038455	exact	F57Sr3	Pro
e0796_F58Dr1	F58Dr1	3	58	Deep	3571	3.081233903	exact	F58Dr1	Pro
e0797_F58Sr3	F58Sr3	3	58	Surface	340345	6.271331394	exact	F58Sr3	Pro
e0798_F59Dr2	F59Dr2	3	59	Deep	32260	3.208505395	exact	F59Dr2	Pro
e0799_F59PRr1	F59PRr1	3	59	Rhizosphere	54837	2.949931332	exact	F59PRr1	Pro
e0800_F59Sr3	F59Sr3	3	59	Surface	32805	3.022299847	exact	F59Sr3	Pro
e0801_F60PRr1	F60PRr1	3	60	Rhizosphere	88416	4.779477496	exact	F60PRr1	Pro
e0802_F60PRr2	F60PRr2	3	60	Rhizosphere	98782	3.681169902	exact	F60PRr2	Pro
e0803_F60Sr3	F60Sr3	3	60	Surface	74139	4.918448261	exact	F60Sr3	Pro
e0804_T1Dr1	T1Dr1	2	1	Deep	1485	3.586140006	exact	T1Dr1	PowerSoil
e0806_1Sr2	1Sr2	1	1	Surface	79374	5.866764641	exact	1Sr2	PowerSoil
e0807_2Dr2	2Dr2	1	2	Deep	20729	5.781290609	exact	2Dr2	PowerSoil
e0808_2Sr1	2Sr1	1	2	Surface	18569	5.474749177	exact	2Sr1	not_recorded
e0809_2PRr1	2PRr1	1	2	Rhizosphere	6345	4.243714234	exact	2PRr1	PowerSoil
e0810_3Dr3	3Dr3	1	3	Deep	48105	5.789174021	exact	3Dr3	PowerSoil
e0811_3Sr1	3Sr1	1	3	Surface	68097	6.417511801	exact	3Sr1	PowerSoil
e0812_3PRr2	3PRr2	1	3	Rhizosphere	11513	4.730549376	exact	3PRr2	Pro
e0813_4Dr1	4Dr1	1	4	Deep	12168	5.290081596	exact	4Dr1	PowerSoil
e0814_5Dr2	5Dr2	1	5	Deep	10785	5.271921943	exact	5Dr2	PowerSoil
e0815_5Sr2	5Sr2	1	5	Surface	14283	4.790457566	exact	5Sr2	PowerSoil
e0816_6Dr3	6Dr3	1	6	Deep	15584	5.552009938	exact	6Dr3	PowerSoil
e0817_6Sr1	6Sr1	1	6	Surface	53354	5.911475454	exact	6Sr1	PowerSoil
e0818_6PRr1	6PRr1	1	6	Rhizosphere	16591	4.96075191	exact	6PRr1	PowerSoil
e0819_7Dr1	7Dr1	1	7	Deep	68741	5.912314465	exact	7Dr1	PowerSoil
e0821_7PRr2	7PRr2	1	7	Rhizosphere	14554	5.307778352	exact	7PRr2	PowerSoil
e0822_8Sr2	8Sr2	1	8	Surface	166155	6.687904029	exact	8Sr2	PowerSoil
e0823_8PRr1	8PRr1	1	8	Rhizosphere	9811	5.24240858	exact	8PRr1	PowerSoil
e0824_8PRr2	8PRr2	1	8	Rhizosphere	336935	5.72432039	exact	8PRr2	PowerSoil
e0825_11PRr1	11PRr1	1	11	Rhizosphere	14098	4.722303627	exact	11PRr1	PowerSoil
e0826_12Sr2	12Sr2	1	12	Surface	154766	3.948891451	exact	12Sr2	not_recorded
e0827_14Dr2	14Dr2	1	14	Deep	89414	4.545604419	exact	14Dr2	PowerSoil
e0828_16PRr1	16PRr1	1	16	Rhizosphere	16917	4.94795673	exact	16PRr1	PowerSoil
e0829_17Dr2	17Dr2	1	17	Deep	99156	6.528960939	exact	17Dr2	PowerSoil
e0830_17Sr1	17Sr1	1	17	Surface	23551	5.480153064	exact	17Sr1	PowerSoil
e0831_17Sr2	17Sr2	1	17	Surface	403191	6.065750612	exact	17Sr2	Pro
e0832_17Sr3	17Sr3	1	17	Surface	303928	6.096382695	exact	17Sr3	Pro
e0833_17PRr3	17PRr3	1	17	Rhizosphere	36376	6.11410509	exact	17PRr3	PowerSoil
e0834_18Dr2	18Dr2	1	18	Deep	299805	5.753251894	exact	18Dr2	PowerSoil
e0835_21Sr3	21Sr3	1	21	Surface	77341	5.958113877	exact	21Sr3	PowerSoil
e0836_22Dr3	22Dr3	1	22	Deep	149063	6.125670233	exact	22Dr3	PowerSoil
e0837_23Dr3	23Dr3	1	23	Deep	92422	5.616977016	exact	23Dr3	PowerSoil
e0838_23Sr3	23Sr3	1	23	Surface	316406	5.678891531	exact	23Sr3	PowerSoil
e0839_23PRr1	23PRr1	1	23	Rhizosphere	55872	4.854156371	exact	23PRr1	PowerSoil
e0840_24Sr2	24Sr2	1	24	Surface	90168	4.250677413	exact	24Sr2	PowerSoil
e0841_26Sr1	26Sr1	1	26	Surface	296583	6.037456136	exact	26Sr1	PowerSoil
e0842_27Dr2	27Dr2	1	27	Deep	180892	5.70713298	exact	27Dr2	PowerSoil
e0843_28Sr1	28Sr1	1	28	Surface	49818	5.687961282	exact	28Sr1	PowerSoil
e0844_28PRr1	28PRr1	1	28	Rhizosphere	71385	5.865262767	exact	28PRr1	PowerSoil
e0845_30Sr2	30Sr2	1	30	Surface	416195	5.739065855	exact	30Sr2	PowerSoil
e0846_31Sr3	31Sr3	1	31	Surface	71347	5.709560582	exact	31Sr3	PowerSoil
e0848_33Dr3	33Dr3	1	33	Deep	270235	5.723100985	exact	33Dr3	not_recorded
e0849_35PRr3	35PRr3	1	35	Rhizosphere	12324	5.492953196	exact	35PRr3	PowerSoil
e0850_36Sr2	36Sr2	1	36	Surface	112627	6.150204692	exact	36Sr2	PowerSoil
e0851_38PRr3	38PRr3	1	38	Rhizosphere	13906	4.073257192	exact	38PRr3	PowerSoil
e0852_39Dr3	39Dr3	1	39	Deep	229779	5.790080851	exact	39Dr3	PowerSoil
e0853_39PRr2	39PRr2	1	39	Rhizosphere	24646	5.188842581	exact	39PRr2	PowerSoil
e0854_41Dr1	41Dr1	1	41	Deep	24318	2.515991428	exact	41Dr1	PowerSoil
e0855_42Sr3	42Sr3	1	42	Surface	194361	6.348657131	exact	42Sr3	PowerSoil
e0857_50Sr2	50Sr2	1	50	Surface	245134	6.2523437	exact	50Sr2	PowerSoil
e0858_53Sr3	53Sr3	1	53	Surface	67648	1.512116752	exact	53Sr3	not_recorded
e0859_53PRr1	53PRr1	1	53	Rhizosphere	34154	4.821115076	exact	53PRr1	PowerSoil
e0860_55Sr1	55Sr1	1	55	Surface	24663	2.328200506	exact	55Sr1	not_recorded
e0861_61Sr2	61Sr2	1	61	Surface	8125	3.782635683	exact	61Sr2	PowerSoil
e0862_T2Dr2	T2Dr2	2	2	Deep	12566	4.798986593	exact	T2Dr2	not_recorded
e0863_T2PRr1	T2PRr1	2	2	Rhizosphere	3658	3.949049443	exact	T2PRr1	PowerSoil
e0864_T3Dr2	T3Dr2	2	3	Deep	6881	4.859830364	exact	T3Dr2	PowerSoil
e0865_T5Sr3	T5Sr3	2	5	Surface	318680	6.514192628	exact	T5Sr3	PowerSoil
e0866_T6PRr2	T6PRr2	2	6	Rhizosphere	22057	4.16159528	exact	T6PRr2	PowerSoil
e0867_T7PRr2	T7PRr2	2	7	Rhizosphere	37427	5.494425907	exact	T7PRr2	PowerSoil
e0868_T8Dr1	T8Dr1	2	8	Deep	13407	3.801397794	exact	T8Dr1	PowerSoil
e0869_T8PRr1	T8PRr1	2	8	Rhizosphere	6670	4.890613154	exact	T8PRr1	not_recorded
e0873_F1PRr2	F1PRr2	3	1	Rhizosphere	4027	3.480663002	exact	F1PRr2	PowerSoil
e0876_S18PRr1	S18PRr1	4	18	Rhizosphere	13267	3.379013336	exact	S18PRr1	not_recorded
e0877_S18Sr1	S18Sr1	4	18	Surface	300562	6.395447582	exact	S18Sr1	not_recorded
e0878_S18Dr1	S18Dr1	4	18	Deep	342752	5.788951945	exact	S18Dr1	not_recorded
e0880_3Sr3	3Sr3	1	3	Surface	25999	5.241759962	exact	3Sr3	Pro
e0881_4Dr2	4Dr2	1	4	Deep	409201	6.717492034	exact	4Dr2	Pro
e0882_7Dr2	7Dr2	1	7	Deep	470585	6.873276871	exact	7Dr2	Pro
e0883_8PRr3	8PRr3	1	8	Rhizosphere	416315	6.548701232	exact	8PRr3	Pro
e0884_10PRr3	10PRr3	1	10	Rhizosphere	507390	6.307951382	exact	10PRr3	Pro
e0885_11Dr1	11Dr1	1	11	Deep	487056	5.93808378	exact	11Dr1	Pro
e0886_11PRr2	11PRr2	1	11	Rhizosphere	683083	6.00600915	exact	11PRr2	Pro
e0887_12Dr2	12Dr2	1	12	Deep	362379	6.062777519	exact	12Dr2	Pro
e0888_12Dr3	12Dr3	1	12	Deep	372934	6.102567532	exact	12Dr3	Pro
e0889_19Dr3	19Dr3	1	19	Deep	46223	4.968748321	exact	19Dr3	Pro
e0890_19Sr1	19Sr1	1	19	Surface	416258	4.441016293	exact	19Sr1	Pro
e0891_19Sr3	19Sr3	1	19	Surface	480124	4.740133826	exact	19Sr3	Pro
e0892_20Dr1	20Dr1	1	20	Deep	594658	5.812305909	exact	20Dr1	Pro
e0893_20Sr1	20Sr1	1	20	Surface	395135	4.026017137	exact	20Sr1	Pro
e0894_20Sr3	20Sr3	1	20	Surface	486142	4.511041323	exact	20Sr3	Pro
e0895_22Sr1	22Sr1	1	22	Surface	32727	5.565609308	exact	22Sr1	Pro
e0896_22Sr3	22Sr3	1	22	Surface	301456	5.796732523	exact	22Sr3	Pro
e0897_23PRr2	23PRr2	1	23	Rhizosphere	61807	4.022144296	exact	23PRr2	Pro
e0898_23PRr3	23PRr3	1	23	Rhizosphere	168736	6.204520311	exact	23PRr3	not_recorded
e0899_23Sr1	23Sr1	1	23	Surface	603514	5.700575382	exact	23Sr1	Pro
e0900_24Sr1	24Sr1	1	24	Surface	55712	5.837575453	exact	24Sr1	not_recorded
e0901_29PRr2	29PRr2	1	29	Rhizosphere	431788	5.910934575	exact	29PRr2	Pro
e0902_29Sr2	29Sr2	1	29	Surface	410151	5.363834533	exact	29Sr2	Pro
e0903_32PRr1	32PRr1	1	32	Rhizosphere	314296	6.047518571	exact	32PRr1	PowerSoil
e0904_32PRr3	32PRr3	1	32	Rhizosphere	156644	5.79513875	exact	32PRr3	Pro
e0905_33Dr1	33Dr1	1	33	Deep	523517	5.984028234	exact	33Dr1	Pro
e0906_33Sr2	33Sr2	1	33	Surface	271531	6.1147712	exact	33Sr2	Pro
e0907_34Dr3	34Dr3	1	34	Deep	431609	5.353876026	exact	34Dr3	Pro
e0908_35PRr1	35PRr1	1	35	Rhizosphere	205859	4.993547273	exact	35PRr1	not_recorded
e0909_35Sr1	35Sr1	1	35	Surface	489712	6.015921984	exact	35Sr1	Pro
e0910_36Sr1	36Sr1	1	36	Surface	20015	3.665829168	exact	36Sr1	PowerSoil
e0911_38Sr3	38Sr3	1	38	Surface	460036	6.493041244	exact	38Sr3	Pro
e0912_40PRr3	40PRr3	1	40	Rhizosphere	379688	5.845523044	exact	40PRr3	Pro
e0913_43Sr1	43Sr1	1	43	Surface	193191	5.488522628	exact	43Sr1	Pro
e0914_44PRr2	44PRr2	1	44	Rhizosphere	216052	5.437727896	exact	44PRr2	Pro
e0915_45Dr1	45Dr1	1	45	Deep	339044	5.855163334	exact	45Dr1	Pro
e0916_45Sr1	45Sr1	1	45	Surface	512753	6.127026217	exact	45Sr1	Pro
e0917_46Dr1	46Dr1	1	46	Deep	129263	5.055741797	exact	46Dr1	Pro
e0918_46Sr3	46Sr3	1	46	Surface	107990	5.148081165	exact	46Sr3	Pro
e0919_49PRr2	49PRr2	1	49	Rhizosphere	109413	5.90039227	exact	49PRr2	Pro
e0920_51Sr2	51Sr2	1	51	Surface	159042	5.54307982	exact	51Sr2	Pro
e0921_50PRr1	50PRr1	1	50	Rhizosphere	506213	6.191188472	exact	50PRr1	Pro
e0922_54Dr1	54Dr1	1	54	Deep	406279	5.168985124	exact	54Dr1	PowerSoil
e0923_54Dr2	54Dr2	1	54	Deep	404123	5.873062081	exact	54Dr2	Pro
e0924_55PRr1	55PRr1	1	55	Rhizosphere	71865	3.338050401	exact	55PRr1	Pro
e0925_57PRr1	57PRr1	1	57	Rhizosphere	249953	5.244421283	exact	57PRr1	Pro
e0926_57Sr2	57Sr2	1	57	Surface	94954	3.889094661	exact	57Sr2	Pro
e0927_60Dr2	60Dr2	1	60	Deep	147421	4.517929495	exact	60Dr2	Pro
e0928_60Dr3	60Dr3	1	60	Deep	267243	4.667886674	exact	60Dr3	Pro
e683_T4PRr1	T4PRr1	2	4	Rhizosphere	545420	5.978007522	exact	T4PRr1	PowerSoil
e695_T6Dr2	T6Dr2	2	6	Deep	299544	6.470197826	exact	T6Dr2	not_recorded
e705_T5PRr1	T5PRr1	2	5	Rhizosphere	301075	6.624019206	exact	T5PRr1	not_recorded
e707_T7Dr3	T7Dr3	2	7	Deep	570327	6.371353107	exact	T7Dr3	not_recorded
e717_T6PRr3	T6PRr3	2	6	Rhizosphere	1068	3.52514619	exact	T6PRr3	Pro
e719_T8Sr3	T8Sr3	2	8	Surface	603513	6.444431475	exact	T8Sr3	Pro
e730_T6Dr1	T6Dr1	2	6	Deep	500407	6.107083486	exact	T6Dr1	PowerSoil
e734_T5Sr2	T5Sr2	2	5	Surface	2054565	6.851718043	exact	T5Sr2	Pro
e740_T6Sr3	T6Sr3	2	6	Surface	1406593	5.448867139	exact	T6Sr3	Pro
e744_T8PRr3	T8PRr3	2	8	Rhizosphere	619986	6.645597949	exact	T8PRr3	Pro
e753_T4Sr1	T4Sr1	2	4	Surface	226775	6.491502375	exact	T4Sr1	Pro
e756_T2PRr3	T2PRr3	2	2	Rhizosphere	662013	6.155972079	exact	T2PRr3	Pro
e758_T7PRr3	T7PRr3	2	7	Rhizosphere	573620	6.442343219	exact	T7PRr3	Pro
e767_T1PRr3	T1PRr3	2	1	Rhizosphere	470193	6.279561441	exact	T1PRr3	PowerSoil
e768_T5Sr1	T5Sr1	2	5	Surface	1082336	6.191348955	exact	T5Sr1	Pro
e8287_F1Dr1	F1Dr1	3	1	Deep	65186	0	exact	F1Dr1	PowerSoil
e8288_F1Dr2	F1Dr2	3	1	Deep	245876	6.346397645	exact	F1Dr2	PowerSoil
