profile	role	campaign	compartment	total_reads	removed_reads	removed_read_fraction	total_features	removed_features
e8427_F15PRr1	biological	Trip3	root-adjacent	54675	275	0.005030	604	4
e8428_F16Sr3	biological	Trip3	surface	164128	608	0.003704	2209	12
e8429_F17Sr2	biological	Trip3	surface	402647	2578	0.006403	2685	13
e8430_F18Sr1	biological	Trip3	surface	781948	3574	0.004571	2228	14
e8431_F19Dr3	biological	Trip3	deep	647619	3337	0.005153	3191	22
e8432_F20Dr2	biological	Trip3	deep	553393	4542	0.008208	1364	16
e8433_F21Dr1	biological	Trip3	deep	269446	362	0.001343	2227	8
e8434_F21PRr3	biological	Trip3	root-adjacent	405949	911	0.002244	2964	12
e8435_F13Dr2	biological	Trip3	deep	530623	2307	0.004348	3604	13
e8436_F14Dr1	biological	Trip3	deep	519873	3515	0.006761	2750	15
e8437_F14PRr3	biological	Trip3	root-adjacent	136444	23249	0.170392	846	37
e8438_F15PRr2	biological	Trip3	root-adjacent	99873	2748	0.027515	1046	22
e8439_F16PRr1	biological	Trip3	root-adjacent	311261	3339	0.010727	2760	16
e8440_F17Sr3	biological	Trip3	surface	838920	4515	0.005382	2766	15
e8441_F18Sr2	biological	Trip3	surface	753731	4459	0.005916	1793	14
e8442_F19Sr1	biological	Trip3	surface	637908	3092	0.004847	2992	18
e8443_F20Dr3	biological	Trip3	deep	585222	2468	0.004217	1970	18
e8444_F21Dr2	biological	Trip3	deep	404073	514	0.001272	2526	11
e8445_F22Dr1	biological	Trip3	deep	504875	459	0.000909	1862	5
e8446_F13Dr3	biological	Trip3	deep	497692	2411	0.004844	3693	17
e8447_F14Dr2	biological	Trip3	deep	631428	6226	0.009860	3976	28
e8448_F15Dr1	biological	Trip3	deep	185203	1501	0.008105	1609	4
e8449_F15PRr3	biological	Trip3	root-adjacent	83317	1194	0.014331	838	14
e8450_F16PRr2	biological	Trip3	root-adjacent	220294	2639	0.011979	2166	15
e8451_F17PRr1	biological	Trip3	root-adjacent	173549	617	0.003555	1390	10
e8452_F18Sr3	biological	Trip3	surface	1078208	2374	0.002202	2446	8
e8453_F19Sr2	biological	Trip3	surface	683217	3615	0.005291	3086	18
e8454_F21Dr3	biological	Trip3	deep	527574	626	0.001187	2729	10
e8455_F22Dr2	biological	Trip3	deep	421545	257	0.000610	1667	3
e8456_F12Sr2	biological	Trip3	surface	403346	1377	0.003414	3097	13
e8457_F13Sr1	biological	Trip3	surface	1008371	16860	0.016720	1243	13
e8458_F14Dr3	biological	Trip3	deep	670883	7039	0.010492	2592	17
e8459_F15Dr2	biological	Trip3	deep	85453	1155	0.013516	1428	5
e8460_F16Dr1	biological	Trip3	deep	169939	2350	0.013828	1790	17
e8461_F16PRr3	biological	Trip3	root-adjacent	160856	1248	0.007758	1952	14
e8462_F17PRr2	biological	Trip3	root-adjacent	223165	768	0.003441	1759	12
e8463_F18PRr1	biological	Trip3	root-adjacent	522502	120	0.000230	1125	5
e8464_F19Sr3	biological	Trip3	surface	536547	3732	0.006956	2819	16
e8465_F20Sr2	biological	Trip3	surface	418757	591	0.001411	2136	10
e8466_F21Sr1	biological	Trip3	surface	240708	18	0.000075	1344	2
e8467_F22Dr3	biological	Trip3	deep	894997	128	0.000143	803	1
e8468_F22Sr1	biological	Trip3	surface	174786	60602	0.346721	312	12
e8469_F23Dr3	biological	Trip3	deep	686489	1864	0.002715	4081	13
e8470_F24Dr2	biological	Trip3	deep	374032	10150	0.027137	2441	7
e8471_F25Dr1	biological	Trip3	deep	380004	244	0.000642	1872	3
e8472_F25PRr3	biological	Trip3	root-adjacent	149984	815	0.005434	737	2
e8473_F26PRr2	biological	Trip3	root-adjacent	242864	626	0.002578	1791	3
e8474_F27PRr1	biological	Trip3	root-adjacent	177847	327	0.001839	661	3
e8475_F28Sr3	biological	Trip3	surface	713014	9302	0.013046	3676	26
e8476_F29Sr2	biological	Trip3	surface	233382	3419	0.014650	1341	7
e8477_F30Sr1	biological	Trip3	surface	250273	292	0.001167	2227	8
e8478_F32Dr2	biological	Trip3	deep	740745	5134	0.006931	1804	8
e8479_F22Sr2	biological	Trip3	surface	308116	2047	0.006644	1873	2
e8480_F23Sr1	biological	Trip3	surface	437269	2207	0.005047	3049	17
e8481_F25Dr2	biological	Trip3	deep	390311	32	0.000082	2058	2
e8482_F26Dr1	biological	Trip3	deep	294032	1163	0.003955	2673	6
e8483_F26PRr3	biological	Trip3	root-adjacent	243206	907	0.003729	1796	4
e8484_F27PRr2	biological	Trip3	root-adjacent	337508	430	0.001274	600	3
e8485_F28PRr1	biological	Trip3	root-adjacent	311684	2872	0.009214	1796	11
e8486_F29Sr3	biological	Trip3	surface	212847	259	0.001217	1255	7
e8487_F30Sr2	biological	Trip3	surface	522280	2014	0.003856	2312	11
e8488_F32Dr3	biological	Trip3	deep	592796	3673	0.006196	1869	8
e8489_F22Sr3	biological	Trip3	surface	407409	934	0.002293	1890	6
e8490_F23Sr2	biological	Trip3	surface	492295	3702	0.007520	3251	18
e8491_F24Sr1	biological	Trip3	surface	158028	3313	0.020965	1501	7
e8492_F25Dr3	biological	Trip3	deep	178916	141	0.000788	1372	2
e8493_F27Dr1	biological	Trip3	deep	401130	291	0.000725	2698	5
e8494_F27PRr3	biological	Trip3	root-adjacent	393153	824	0.002096	838	4
e8495_F28PRr2	biological	Trip3	root-adjacent	131275	1141	0.008692	633	8
e8496_F29PRr1	biological	Trip3	root-adjacent	84038	0	0.000000	327	0
e8497_F30Sr3	biological	Trip3	surface	220226	1860	0.008446	2504	12
e8498_F31Sr2	biological	Trip3	surface	134337	1760	0.013101	1531	10
e8499_F32Sr1	biological	Trip3	surface	742902	2456	0.003306	2409	11
e8500_F22PRr1	biological	Trip3	root-adjacent	328520	1085	0.003303	2083	7
e8501_F23Sr3	biological	Trip3	surface	448322	2318	0.005170	3319	19
e8502_F24Sr2	biological	Trip3	surface	178574	11454	0.064141	1608	9
e8503_F25Sr1	biological	Trip3	surface	266228	965	0.003625	1064	5
e8504_F26Dr3	biological	Trip3	deep	254216	650	0.002557	2595	6
e8505_F27Dr2	biological	Trip3	deep	216503	5	0.000023	1023	1
e8506_F28Dr1	biological	Trip3	deep	1437718	28940	0.020129	5242	26
e8507_F28PRr3	biological	Trip3	root-adjacent	210708	3166	0.015026	1766	11
e8508_F29PRr2	biological	Trip3	root-adjacent	85520	8	0.000094	256	1
e8509_F30PRr1	biological	Trip3	root-adjacent	284720	1203	0.004225	1790	7
e8510_F31Sr3	biological	Trip3	surface	201462	2551	0.012662	1821	11
e8511_F32Sr2	biological	Trip3	surface	600235	2997	0.004993	2254	12
e8512_F22PRr2	biological	Trip3	root-adjacent	208547	190	0.000911	1714	5
e8513_F23PRr1	biological	Trip3	root-adjacent	227917	1102	0.004835	1535	6
e8514_F24Sr3	biological	Trip3	surface	347308	7978	0.022971	2294	7
e8515_F25Sr2	biological	Trip3	surface	260170	1038	0.003990	1033	5
e8516_F26Sr1	biological	Trip3	surface	292811	2484	0.008483	1943	6
e8518_F28Dr2	biological	Trip3	deep	649278	5939	0.009147	4266	19
e8519_F29Dr1	biological	Trip3	deep	249839	333	0.001333	2194	4
e8520_F29PRr3	biological	Trip3	root-adjacent	116976	0	0.000000	279	0
e8521_F30PRr2	biological	Trip3	root-adjacent	172981	217	0.001254	1673	4
e8522_F31PRr1	biological	Trip3	root-adjacent	157247	1810	0.011511	748	12
e8523_F32Sr3	biological	Trip3	surface	829011	2729	0.003292	2881	12
e8524_F22PRr3	biological	Trip3	root-adjacent	432646	1260	0.002912	2429	6
e8525_F23PRr2	biological	Trip3	root-adjacent	134329	884	0.006581	1210	4
e8526_F24PRr1	biological	Trip3	root-adjacent	127009	305	0.002401	1104	6
e8527_F25Sr3	biological	Trip3	surface	309854	1214	0.003918	1389	5
e8528_F27Sr1	biological	Trip3	surface	215300	942	0.004375	1208	4
e8529_F28Dr3	biological	Trip3	deep	372938	6265	0.016799	3362	13
e8530_F29Dr2	biological	Trip3	deep	326258	2220	0.006804	2603	8
e8531_F30Dr1	biological	Trip3	deep	428124	1713	0.004001	1685	7
e8532_F30PRr3	biological	Trip3	root-adjacent	148662	105	0.000706	1532	3
e8533_F31PRr2	biological	Trip3	root-adjacent	156026	958	0.006140	797	9
e8534_F32PRr1	biological	Trip3	root-adjacent	474513	4325	0.009115	1507	12
e8535_F23Dr1	biological	Trip3	deep	350095	3317	0.009475	3181	17
e8536_F23PRr3	biological	Trip3	root-adjacent	153645	578	0.003762	1423	6
e8537_F24PRr2	biological	Trip3	root-adjacent	248430	2149	0.008650	1704	9
e8538_F25PRr1	biological	Trip3	root-adjacent	302188	908	0.003005	841	2
e8539_F26Sr3	biological	Trip3	surface	336998	1012	0.003003	2177	7
e8540_F27Sr2	biological	Trip3	surface	153030	737	0.004816	1307	4
e8541_F28Sr1	biological	Trip3	surface	1098133	1489	0.001356	4979	18
e8542_F29Dr3	biological	Trip3	deep	282605	699	0.002473	2147	7
e8543_F30Dr2	biological	Trip3	deep	814785	2698	0.003311	2614	17
e8544_F31Dr1	biological	Trip3	deep	234547	2661	0.011345	1466	7
e8545_F31PRr3	biological	Trip3	root-adjacent	122467	691	0.005642	728	9
e8546_F32PRr2	biological	Trip3	root-adjacent	392265	6261	0.015961	1565	9
e8547_F23Dr2	biological	Trip3	deep	286765	1338	0.004666	3003	9
e8548_F24Dr1	biological	Trip3	deep	318186	6758	0.021239	2214	6
e8549_F24PRr3	biological	Trip3	root-adjacent	143523	2627	0.018304	1212	9
e8550_F25PRr2	biological	Trip3	root-adjacent	335937	2443	0.007272	900	1
e8551_F26PRr1	biological	Trip3	root-adjacent	233612	5915	0.025320	1720	5
e8552_F27Sr3	biological	Trip3	surface	210142	1066	0.005073	1509	4
e8553_F28Sr2	biological	Trip3	surface	259233	3983	0.015365	2418	14
e8554_F29Sr1	biological	Trip3	surface	245503	3211	0.013079	1284	6
e8555_F30Dr3	biological	Trip3	deep	578935	3018	0.005213	2646	15
e8556_F31Dr2	biological	Trip3	deep	458348	5543	0.012093	1702	14
e8557_F32Dr1	biological	Trip3	deep	481265	9334	0.019395	1892	7
e8558_F32PRr3	biological	Trip3	root-adjacent	686925	8340	0.012141	1690	13
e8559_F33Dr1	biological	Trip3	deep	269610	68	0.000252	2067	2
e8560_F33PRr3	biological	Trip3	root-adjacent	292025	2214	0.007582	1359	13
e8561_F34PRr2	biological	Trip3	root-adjacent	289314	1011	0.003494	1991	9
e8562_F35PRr1	biological	Trip3	root-adjacent	267913	1300	0.004852	1549	7
e8563_F37Sr2	biological	Trip3	surface	426334	575	0.001349	1815	3
e8564_F38Sr1	biological	Trip3	surface	577345	951	0.001647	3083	8
e8565_F39Dr3	biological	Trip3	deep	796719	5546	0.006961	1934	11
e8566_F40Dr2	biological	Trip3	deep	630082	2131	0.003382	2352	11
e8567_F42PRr2	biological	Trip3	root-adjacent	180721	722	0.003995	1116	12
e8568_F33Dr2	biological	Trip3	deep	496076	691	0.001393	3088	3
e8569_F34Dr1	biological	Trip3	deep	620398	1638	0.002640	2628	12
e8570_F34PRr3	biological	Trip3	root-adjacent	232799	2047	0.008793	1652	8
e8571_F35PRr2	biological	Trip3	root-adjacent	363329	1793	0.004935	2483	7
e8572_F36PRr1	biological	Trip3	root-adjacent	391715	281	0.000717	1603	3
e8573_F37Sr3	biological	Trip3	surface	1029512	4480	0.004352	2027	8
e8574_F38Sr2	biological	Trip3	surface	934452	1763	0.001887	3601	9
e8575_F39Sr1	biological	Trip3	surface	346530	408	0.001177	1878	9
e8576_F40Dr3	biological	Trip3	deep	258240	585	0.002265	1721	7
e8577_F42Dr1	biological	Trip3	deep	487641	118	0.000242	2857	4
e8578_F42PRr3	biological	Trip3	root-adjacent	353204	2281	0.006458	1889	19
e8579_F33Dr3	biological	Trip3	deep	344205	222	0.000645	2305	5
e8580_F34Dr2	biological	Trip3	deep	745486	1041	0.001396	3138	12
e8581_F35Dr1	biological	Trip3	deep	522563	230	0.000440	3564	3
e8582_F35PRr3	biological	Trip3	root-adjacent	206826	5402	0.026119	1986	5
e8583_F36PRr2	biological	Trip3	root-adjacent	273645	334	0.001221	1285	5
e8584_F37PRr1	biological	Trip3	root-adjacent	565445	12	0.000021	1110	1
e8585_F38Sr3	biological	Trip3	surface	719011	1207	0.001679	2784	9
e8586_F39Sr2	biological	Trip3	surface	422809	2769	0.006549	2130	17
e8587_F40Sr1	biological	Trip3	surface	200089	290	0.001449	1752	7
e8588_F41Dr3	biological	Trip3	deep	322894	76	0.000235	490	1
e8589_F42Dr2	biological	Trip3	deep	641165	692	0.001079	3909	5
e8590_F43Dr1	biological	Trip3	deep	358973	2873	0.008003	1418	3
e8591_F33Sr1	biological	Trip3	surface	643126	4065	0.006321	2272	19
e8592_F34Dr3	biological	Trip3	deep	551722	481	0.000872	2784	5
e8593_F35Dr2	biological	Trip3	deep	671438	296	0.000441	3612	2
e8594_F36Dr1	biological	Trip3	deep	281621	110	0.000391	2359	3
e8595_F36PRr3	biological	Trip3	root-adjacent	208897	64	0.000306	1428	3
e8596_F37PRr2	biological	Trip3	root-adjacent	605492	44	0.000073	1217	3
e8597_F38PRr1	biological	Trip3	root-adjacent	760982	612	0.000804	1963	4
e8598_F39Sr3	biological	Trip3	surface	386390	705	0.001825	1731	8
e8599_F40Sr2	biological	Trip3	surface	289905	525	0.001811	2081	11
e8600_F42Dr3	biological	Trip3	deep	404889	12114	0.029919	2503	8
e8601_F43Dr2	biological	Trip3	deep	530310	2492	0.004699	1850	6
e8602_F33Sr2	biological	Trip3	surface	530263	4887	0.009216	2260	23
e8603_F34Sr1	biological	Trip3	surface	383223	1032	0.002693	2270	14
e8604_F35Dr3	biological	Trip3	deep	528913	530	0.001002	3236	3
e8605_F36Dr2	biological	Trip3	deep	408933	302	0.000739	2848	4
e8606_F37Dr1	biological	Trip3	deep	292269	75	0.000257	2496	2
e8607_F37PRr3	biological	Trip3	root-adjacent	986470	3086	0.003128	1875	12
e8608_F38PRr2	biological	Trip3	root-adjacent	577462	747	0.001294	1813	6
e8609_F39PRr1	biological	Trip3	root-adjacent	287978	2733	0.009490	1434	23
e8610_F40Sr3	biological	Trip3	surface	300603	436	0.001450	2014	7
e8611_F42Sr1	biological	Trip3	surface	574071	321	0.000559	1914	7
e8612_F43Dr3	biological	Trip3	deep	403180	896	0.002222	1638	4
e8613_F33Sr3	biological	Trip3	surface	722590	7719	0.010682	2221	17
e8614_F34Sr2	biological	Trip3	surface	624185	1192	0.001910	3537	16
e8615_F35Sr1	biological	Trip3	surface	1002775	1369	0.001365	2273	7
e8616_F36Dr3	biological	Trip3	deep	545266	4974	0.009122	3560	5
e8617_F37Dr2	biological	Trip3	deep	349549	62	0.000177	1597	2
e8618_F38PRr3	biological	Trip3	root-adjacent	977731	2267	0.002319	2061	6
e8619_F40PRr1	biological	Trip3	root-adjacent	213945	175	0.000818	1823	6
e8620_F42Sr2	biological	Trip3	surface	504617	443	0.000878	2150	7
e8621_F43Sr1	biological	Trip3	surface	389433	225	0.000578	1696	6
e8622_F34Sr3	biological	Trip3	surface	609244	5005	0.008215	2967	17
e8623_F35Sr2	biological	Trip3	surface	574721	654	0.001138	2961	7
e8624_F36Sr1	biological	Trip3	surface	542516	4365	0.008046	2895	6
e8625_F37Dr3	biological	Trip3	deep	396325	416	0.001050	2619	7
e8626_F38Dr2	biological	Trip3	deep	768512	1340	0.001744	2467	6
e8627_F39PRr3	biological	Trip3	root-adjacent	403843	4070	0.010078	2112	25
e8628_F40PRr2	biological	Trip3	root-adjacent	158953	331	0.002082	1582	8
e8629_F41PRr1	biological	Trip3	root-adjacent	218405	408	0.001868	1282	6
e8630_F42Sr3	biological	Trip3	surface	2511514	1812	0.000721	3222	9
e8632_F33PRr2	biological	Trip3	root-adjacent	256212	7572	0.029554	1698	16
e8633_F34PRr1	biological	Trip3	root-adjacent	317120	1343	0.004235	2069	11
e8634_F35Sr3	biological	Trip3	surface	320311	244	0.000762	2133	4
e8635_F36Sr2	biological	Trip3	surface	581456	2227	0.003830	3107	14
e8636_F37Sr1	biological	Trip3	surface	482119	1341	0.002781	2565	6
e8637_F38Dr3	biological	Trip3	deep	549363	439	0.000799	2230	3
e8638_F39Dr2	biological	Trip3	deep	601910	10897	0.018104	1566	11
e8639_F40Dr1	biological	Trip3	deep	649811	2851	0.004387	3085	17
e8640_F40PRr3	biological	Trip3	root-adjacent	615427	4051	0.006582	2721	13
e8641_F41PRr2	biological	Trip3	root-adjacent	468882	518	0.001105	1286	4
e8642_F42PRr1	biological	Trip3	root-adjacent	395478	3019	0.007634	1956	19
e8643_F43Sr3	biological	Trip3	surface	421758	3550	0.008417	2108	5
e8644_F56Sr2	biological	Trip3	surface	72658	32632	0.449118	53	1
e8645_F57PRr1	biological	Trip3	root-adjacent	29725	215	0.007233	519	4
e8646_F58Sr3	biological	Trip3	surface	188156	3370	0.017911	1569	11
e8647_F59Sr2	biological	Trip3	surface	37048	15382	0.415191	52	3
e8648_F60Sr1	biological	Trip3	surface	37238	3509	0.094232	426	4
e8650_F54PRr2	biological	Trip3	root-adjacent	309479	157	0.000507	462	3
e8651_F56Sr3	biological	Trip3	surface	10766	2541	0.236021	48	2
e8652_F57PRr2	biological	Trip3	root-adjacent	406784	2023	0.004973	1114	6
e8653_F58PRr1	biological	Trip3	root-adjacent	159636	8332	0.052194	654	10
e8654_F59Sr3	biological	Trip3	surface	19184	6385	0.332829	63	2
e8655_F60Sr2	biological	Trip3	surface	56070	5140	0.091671	381	3
e8656_F57Dr1	biological	Trip3	deep	46631	15010	0.321889	54	1
e8657_F57PRr3	biological	Trip3	root-adjacent	349804	9173	0.026223	1181	9
e8658_F58PRr2	biological	Trip3	root-adjacent	380590	18847	0.049520	739	10
e8659_F59PRr1	biological	Trip3	root-adjacent	15335	6043	0.394066	51	2
e8660_F60Sr3	biological	Trip3	surface	29637	4561	0.153895	196	6
e8662_F58Dr1	biological	Trip3	deep	6319	1409	0.222978	85	2
e8663_F58PRr3	biological	Trip3	root-adjacent	175347	4842	0.027614	595	10
e8664_F60PRr1	biological	Trip3	root-adjacent	32618	4921	0.150868	219	2
e8666_F60PRr2	biological	Trip3	root-adjacent	78596	1906	0.024251	141	1
e8668_F59Dr2	biological	Trip3	deep	13425	2918	0.217356	76	2
e8669_F60PRr3	biological	Trip3	root-adjacent	282985	5512	0.019478	363	1
e8670_F55Sr1	biological	Trip3	surface	1171	17	0.014518	59	1
e8671_F58Sr1	biological	Trip3	surface	102606	9008	0.087792	536	8
e8673_F57Sr3	biological	Trip3	surface	74802	36940	0.493837	82	3
e8674_F58Sr2	biological	Trip3	surface	107835	60616	0.562118	73	3
e8675_F59Sr1	biological	Trip3	surface	85978	52975	0.616146	73	4
e8677_F43PRr1	biological	Trip3	root-adjacent	275336	2797	0.010158	1690	3
e8678_F44Sr3	biological	Trip3	surface	555124	2756	0.004965	1589	5
e8679_F45Sr2	biological	Trip3	surface	316490	302	0.000954	618	2
e8680_F47Dr3	biological	Trip3	deep	82873	3829	0.046203	581	3
e8681_F48Dr2	biological	Trip3	deep	166013	311	0.001873	1541	4
e8682_F49Dr1	biological	Trip3	deep	240170	4652	0.019370	1099	4
e8683_F49PRr3	biological	Trip3	root-adjacent	639280	3765	0.005889	1201	3
e8684_F50PRr2	biological	Trip3	root-adjacent	154298	276	0.001789	1825	7
e8685_F51PRr1	biological	Trip3	root-adjacent	433747	5668	0.013068	1028	8
e8686_F52Sr3	biological	Trip3	surface	83012	7719	0.092987	52	1
e8687_F43PRr2	biological	Trip3	root-adjacent	262580	1243	0.004734	1586	1
e8688_F44PRr1	biological	Trip3	root-adjacent	226793	14074	0.062057	696	1
e8689_F45Sr3	biological	Trip3	surface	118003	72	0.000610	1509	1
e8690_F46Sr2	biological	Trip3	surface	58312	14010	0.240259	73	1
e8691_F48Dr3	biological	Trip3	deep	200289	621	0.003101	536	2
e8692_F49Dr2	biological	Trip3	deep	541378	6062	0.011197	1549	5
e8693_F50Dr1	biological	Trip3	deep	515008	3154	0.006124	1232	5
e8694_F50PRr3	biological	Trip3	root-adjacent	298579	63	0.000211	1417	2
e8695_F51PRr2	biological	Trip3	root-adjacent	378239	6109	0.016151	662	5
e8696_F53Dr1	biological	Trip3	deep	96844	24375	0.251693	46	1
e8697_F43PRr3	biological	Trip3	root-adjacent	280427	3337	0.011900	1334	2
e8698_F44PRr2	biological	Trip3	root-adjacent	248027	65	0.000262	1220	2
e8699_F45PRr1	biological	Trip3	root-adjacent	216284	681	0.003149	2359	6
e8700_F48Sr1	biological	Trip3	surface	213281	2059	0.009654	1079	5
e8701_F49Dr3	biological	Trip3	deep	191010	4160	0.021779	942	3
e8702_F50Dr2	biological	Trip3	deep	560651	3200	0.005708	973	2
e8703_F51PRr3	biological	Trip3	root-adjacent	382432	2711	0.007089	1329	7
e8704_F53Dr2	biological	Trip3	deep	101188	24199	0.239149	62	2
e8705_F44Dr1	biological	Trip3	deep	488710	3418	0.006994	1047	1
e8706_F44PRr3	biological	Trip3	root-adjacent	231073	8543	0.036971	654	1
e8707_F45PRr2	biological	Trip3	root-adjacent	200138	519	0.002593	2285	6
e8708_F47Sr3	biological	Trip3	surface	40903	9771	0.238882	25	2
e8709_F48Sr2	biological	Trip3	surface	104631	832	0.007952	792	4
e8710_F49Sr1	biological	Trip3	surface	326946	6998	0.021404	1005	3
e8711_F50Dr3	biological	Trip3	deep	645115	2563	0.003973	1431	5
e8712_F53Dr3	biological	Trip3	deep	302726	25832	0.085331	280	6
e8713_F44Dr2	biological	Trip3	deep	507202	4761	0.009387	986	3
e8714_F45Dr1	biological	Trip3	deep	403814	1955	0.004841	2121	2
e8715_F45PRr3	biological	Trip3	root-adjacent	231644	1031	0.004451	2652	6
e8716_F47PRr1	biological	Trip3	root-adjacent	79406	16004	0.201546	66	2
e8717_F48Sr3	biological	Trip3	surface	213663	2516	0.011776	977	4
e8718_F49Sr2	biological	Trip3	surface	498524	4819	0.009667	861	2
e8719_F50Sr1	biological	Trip3	surface	349574	2661	0.007612	2609	5
e8720_F51Dr3	biological	Trip3	deep	304280	6483	0.021306	609	5
e8721_F44Dr3	biological	Trip3	deep	529574	1557	0.002940	2421	4
e8722_F45Dr2	biological	Trip3	deep	371060	843	0.002272	2144	3
e8723_F46Dr1	biological	Trip3	deep	202959	509	0.002508	1423	3
e8724_F47PRr2	biological	Trip3	root-adjacent	177909	20137	0.113187	121	1
e8725_F48PRr1	biological	Trip3	root-adjacent	307491	5655	0.018391	346	3
e8726_F49Sr3	biological	Trip3	surface	256264	29322	0.114421	191	4
e8729_F44Sr1	biological	Trip3	surface	525993	2715	0.005162	1450	4
e8730_F45Dr3	biological	Trip3	deep	250343	1377	0.005500	1746	3
e8731_F47Dr1	biological	Trip3	deep	169811	7356	0.043319	649	5
e8732_F47PRr3	biological	Trip3	root-adjacent	126608	18433	0.145591	103	2
e8733_F48PRr2	biological	Trip3	root-adjacent	356181	16224	0.045550	604	2
e8734_F49PRr1	biological	Trip3	root-adjacent	271109	8460	0.031205	918	5
e8735_F50Sr3	biological	Trip3	surface	261672	2062	0.007880	1237	7
e8736_F52Sr1	biological	Trip3	surface	113146	32248	0.285012	145	2
e8737_F53Sr3	biological	Trip3	surface	208040	23670	0.113776	219	2
e8738_F44Sr2	biological	Trip3	surface	555581	1878	0.003380	1989	2
e8739_F45Sr1	biological	Trip3	surface	393793	571	0.001450	712	3
e8740_F48Dr1	biological	Trip3	deep	172934	36	0.000208	1467	2
e8741_F48PRr3	biological	Trip3	root-adjacent	116046	8401	0.072394	246	2
e8742_F49PRr2	biological	Trip3	root-adjacent	169558	9326	0.055002	174	1
e8743_F50PRr1	biological	Trip3	root-adjacent	210458	259	0.001231	1708	5
e8744_F51Sr3	biological	Trip3	surface	234138	6508	0.027796	656	4
e8745_F52Sr2	biological	Trip3	surface	68412	9979	0.145866	125	2
e8746_F53PRr1	biological	Trip3	root-adjacent	459016	704	0.001534	1722	1
EB10	control	unassigned	unassigned	216668	140969	0.650622	1120	810
EB11	control	unassigned	unassigned	495356	309722	0.625251	1519	1109
EB12	control	unassigned	unassigned	360779	244767	0.678440	1414	1068
EB13	control	unassigned	unassigned	332474	218757	0.657967	1834	1365
EB14	control	unassigned	unassigned	222312	149249	0.671349	1052	780
EB15	control	unassigned	unassigned	264450	173205	0.654963	1188	881
EB16	control	unassigned	unassigned	332021	212391	0.639691	1175	872
EB17	control	unassigned	unassigned	603911	391698	0.648602	2181	1645
EB18	control	unassigned	unassigned	491118	316456	0.644358	1833	1347
EB1	control	unassigned	unassigned	140243	72100	0.514108	570	346
EB2	control	unassigned	unassigned	670322	447269	0.667245	2317	1793
EB3	control	unassigned	unassigned	37978	20645	0.543604	182	118
EB4	control	unassigned	unassigned	17388	9485	0.545491	148	106
EB5	control	unassigned	unassigned	294641	184269	0.625402	1271	911
EB6	control	unassigned	unassigned	11130	7497	0.673585	122	79
EB7	control	unassigned	unassigned	16822	10065	0.598324	145	97
EB8	control	unassigned	unassigned	238761	154167	0.645696	1041	757
EB9	control	unassigned	unassigned	722664	473848	0.655696	1540	1175
Negative1	control	unassigned	unassigned	6206	4414	0.711247	44	22
Negative2	control	unassigned	unassigned	78645	57080	0.725793	262	235
Negative4	control	unassigned	unassigned	9437	6066	0.642789	100	68
Negative5	control	unassigned	unassigned	5657	3665	0.647870	50	33
Negative6	control	unassigned	unassigned	109605	58377	0.532613	576	368
Negative7	control	unassigned	unassigned	156754	99807	0.636711	581	413
V10Dr1	biological	Trip5	deep	853897	10290	0.012051	3983	40
V10PRr2	biological	Trip5	root-adjacent	615357	201461	0.327389	4921	103
V11Dr3	biological	Trip5	deep	739633	7235	0.009782	5220	41
V11PRr2	biological	Trip5	root-adjacent	778089	17671	0.022711	6063	75
V11PRr3	biological	Trip5	root-adjacent	534851	12073	0.022573	6465	59
V11Sr2	biological	Trip5	surface	1668156	91045	0.054578	4034	35
V12Dr3	biological	Trip5	deep	568995	10035	0.017636	7743	43
V12PRr1	biological	Trip5	root-adjacent	600621	9085	0.015126	5608	27
V12PRr2	biological	Trip5	root-adjacent	416744	5473	0.013133	5452	27
V12PRr3	biological	Trip5	root-adjacent	630776	15242	0.024164	4736	31
V12Sr1	biological	Trip5	surface	470457	6721	0.014286	5268	29
V12Sr3	biological	Trip5	surface	911857	11404	0.012506	3908	30
V13PRr1	biological	Trip5	root-adjacent	1227634	15512	0.012636	6496	57
V13PRr2	biological	Trip5	root-adjacent	727940	2892	0.003973	2671	16
V13Sr3	biological	Trip5	surface	702965	12888	0.018334	3282	45
V14Dr3	biological	Trip5	deep	873663	27473	0.031446	2081	43
V14PRr1	biological	Trip5	root-adjacent	744229	450136	0.604835	1273	77
V14PRr2	biological	Trip5	root-adjacent	442347	184464	0.417012	1715	75
V14PRr3	biological	Trip5	root-adjacent	517214	260586	0.503826	1313	80
V14Sr1	biological	Trip5	surface	589062	18452	0.031324	3203	46
V15Dr1	biological	Trip5	deep	808917	13223	0.016347	4300	39
V15Dr2	biological	Trip5	deep	993412	21250	0.021391	4486	57
V15Dr3	biological	Trip5	deep	861255	15069	0.017497	5626	52
V15PRr1	biological	Trip5	root-adjacent	661392	77785	0.117608	3275	55
V15PRr2	biological	Trip5	root-adjacent	853682	56970	0.066734	3690	60
V15PRr3	biological	Trip5	root-adjacent	500074	42622	0.085231	3339	46
V15Sr1	biological	Trip5	surface	679119	15206	0.022391	5092	34
V15Sr2	biological	Trip5	surface	868439	26883	0.030956	7159	84
V16Dr1O	biological	Trip5	unassigned	895209	51120	0.057104	3391	100
V16Dr1T	biological	Trip5	unassigned	648974	63866	0.098411	2722	130
V16Dr3	biological	Trip5	deep	826731	20612	0.024932	3750	32
V16PRr1O	biological	Trip5	unassigned	304935	4792	0.015715	2005	34
