feature_id	control_profiles_present	biological_profiles_present	prevalence_score	taxon
59f688703f04a4ebd3d8709dc8beb096	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
59f6c44f84e26137e7291373c9e9adf0	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;;;;;1
59903c12018d1e75d36f8d80dc907450	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Thalassobaculales;;;;;0.7
598e9b16de8bf97a3f17a82043e2e05b	1	0	0.0188828	Bacteria;Chloroflexota;;;;;;;0.62
598ef45a1f4ab2fd465ebe07b949f202	1	0	0.0188828	Bacteria;Myxococcota;bacteriap25;;;;;;0.78
59897e878f102eca1c8e178b814bda4f	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
631ef6cb33828f7420b516387fd1bcdc	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.96
6355154c8bca8019d99cad80d3403736	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;silvestris;;0.56
634cf810dde8efd7bd519b7a8ad5c8a8	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1
634d400a7cbef96bd814531d8ec2235d	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;fastidiosa;;0.88
634f014a27173e7abe913b513a603ba5	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;0.96
62d207bd9614697c775eeb47e59fb47a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;vireti;;0.85
62cadd895a8bb77a554a59a711036c44	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora;fastidiosa;;0.85
62ca49cece4a47c10d4886c3d490eef7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;;;1
62c28f4a8939f30b27c273a2207f6656	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;;;0.82
62c3bf149cab1c31e09561a92302db91	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseicella;;;0.64
62bd9b5568886ffd7fae1e85ef392b38	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;;;;0.67
62b9cc5781a3a14cd7394846d384e95e	1	0	0.0188828	Bacteria;Actinomycetota;MB-A2-108;;;;;;1
08563624045ece9e87ec9ff1b0a568f2	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Microtrichales;;;;;1
632340662a90c2df909c83b97cd124c5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.7
6364bb218a89f40a90529cb3adff204e	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;ferrireducens;;0.53
631c9141f8539d85af0c9cefa5488cea	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;0.98
631d426cdfdb4e675d55abc6e3c57bb0	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;;;0.7
631a41c4a45bfc2e7773cb755ebd41b5	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.56
6315122c0a52bb3f685168a5c660f5fe	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;resinae;;0.81
63129ef99f1af2830f5bc7ad86f1c3cf	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;1
62a955ea1a9ff94cd4f7ed233f25eaa2	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;;;;0.77
62ab98fcc9e1cc3e3335deffc1b2d40d	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;0.99
62a257e0825d83cb7670f7ef842c28aa	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;;;1
629c39362c675b9b791eb580d35c10c0	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;;;0.88
62962373edd35b69ad589c4a6f2329b5	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.69
6292409c66c2edef83c95a326d94ff3f	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;0.98
629154ab479b15920a714bab74a61615	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;;;0.69
62ef1c92da3d48f64c531c39cb94ef6a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.99
63807dca0ff53936786c2a4dba2bd060	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;0.99
63c084d858cfccc468a462c8ab2fed80	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;;;;;;1
084a4c9711d4a14586a57cb73bc48999	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.58
642786d6ac4dbe4aee4ced1e82a1cf41	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;;;;;0.53
633316d7a0344876018c698583ff8593	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;;;;;1
6330db88e185c1d3a55f15af7da0c311	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;;;;1
08502cba12e617703ab1ad5e1ea21568	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;1
0851a92cd39b85f7ce1af28a6d27d357	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;;;;;1
63b1843f513843e3981535d459e3dca3	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
63aa29ff036fcf901ec364511e98d0d6	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
63a80db6f2e8de17c48d64e3e7a2b033	1	0	0.0188828	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;;;;1
639f1329dadfefab14ed52fab1dd4a2c	1	0	0.0188828	Bacteria;Chloroflexota;KD4-96;;;;;;1
6399f30b7876fd7dc092462aa8d1df73	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;1
6383b7cb35007a979cdc35182f31bf2c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;;;1
62ef41c2d85f695b19d10a43bf2e5f78	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;aquaticus;;0.77
637e6d82eaa54c3472462005d43eaabb	1	0	0.0188828	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;;;0.93
6374b9fb2a46b3c86ad022e319e2fa2d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;intermedius;;0.59
6372b873f4dc9fc76ec5ba507d3aaa6a	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;1
630c7b965b7f8c96ef0ee8f33052f58e	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;;;;;1
630eb87d5c1a6a9259d97a8f86d80c95	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
630820475637fc13e3dd61ffc0d46f29	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;0.53
6302359851d7b77907b5a376f139fdb7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;;;;0.71
62f75e6a12fcf6cbde18d689044fad2f	1	0	0.0188828	Bacteria;Myxococcota;Polyangiia;;;;;;0.68
62ee7832f83c8f98caf4f1479e071e9c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.99
0851aa987015a6cbf63133b6e36658e0	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;;;;;0.81
63697511c862ccf8cc22bddf68792105	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.96
6366b9767b9066dd96313ecabf914f4d	1	0	0.0188828	Bacteria;;;;;;;;1
636347131f316a6b3f9221043a4fac89	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.99
623b729f4dd2a07a96616b1ddf75ab0e	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;1
6223f66e5e4ea55bdd62394809a5d0ff	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;;;;;;0.79
622514883d771cf46972b8c17fcc66d6	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;;;0.99
62208fa9e564bd29334706f22e049fc8	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;;;;0.54
621ef54a3726d83942fe766f59aeac62	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;;;1
628c4b1ae81ef43e33e8bf3d922287a6	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1
085bfa863c740973c809ebc60eb10e0b	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.91
6289ecbbff95c4d0bade903c49b61337	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.95
61f36c1f2706c8ceace42f51486e8424	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.68
61ee6d9cdc258d0cb4654c6104e394e8	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;;;0.74
62453737dc40187c1fb7b6f09823c4ed	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;;;0.52
6245bc599da2bcac716a94311baac4d6	1	0	0.0188828	Bacteria;Bacillota;Bacilli;;;;;;1
623fd1700a5ab562e2969717a7b37aaf	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;;;;0.78
623b5fc2318e43516dbb30247931cbc3	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;;;;;1
622399194b37a8adc8e8e4b9463a655a	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salirhabdus;;;0.94
6238c21c33c111854248a0f2603883fe	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;;;0.87
6235f4a12668518dd9599e31d0fca4fc	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Ectobacillus;;;0.95
622ae44ca9c821feeb933b520113eb40	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;;;0.87
281459a538e862670f5cfa9c6ebb414a	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Povalibacter;;;0.7
0b7b116a2e71183f8d1d37c0795cba69	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;;;0.68
0b7b6773d67a4ceb288ff2321b634dbc	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.75
28108709556c3e46d6b0a1ef727b836c	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella;;;0.74
61b25e0b849627f78b81c2d6d145d7b3	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;1
61ad52d1047edca070f7e963034b2dbf	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;;;1
61af93f7d9a001555f3d185c1ef39073	1	0	0.0188828	Bacteria;Chloroflexota;Gitt-GS-136;;;;;;1
61a62ae5092dbcc267a2e3b38e94e3fb	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;;;1
6216cbb177a77ba10ce0b8e15550ed92	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;1
62177b19587a046792930d7d206a97c4	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;;;;0.7
624eff7b9a009c2ad745a133eceb6b8b	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudaminobacter;;;0.72
62f03707af7b50b386038c0d7df4702c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.88
62e4d36669c448ee0f63e9617cdc5373	1	0	0.0188828	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;;;0.93
62dedbba66b1dc6c3ffb21ea6f359ac0	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.59
62e07689aa94688ae2aae6adec6d7c77	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Ectobacillus;;;0.79
62d8cfcb563eedd25189c6e8c346cded	1	0	0.0188828	Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;;;;;1
62855f846d713920d961d062c097a245	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;;;;1
6286c855d4d18866dcb1bb9149568836	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Terribacillus;goriensis;;1
6281e122dec0efe823947a601d3305d9	1	0	0.0188828	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;;;1
627fb21d548cdd7303d926897409d05d	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.62
6278c140dc7b4ace7c04766fbfd0d270	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;;;;1
6275d27f415668fb158d3e41e788d055	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;thermoatroviridis;;0.86
625f59224be035bfa88e2087a0dda51d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;;;1
6251cd5c65b85edcbb8a95312ba38641	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;Kallotenuaceae;Kallotenue;papyrolyticum;;0.51
63c255b8966f84afc31f2b4e110227c5	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;edaphicus;;0.51
62b7b45b14cbfe07e57d34a1c3a47a4d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;mannanilyticus;;0.72
62b4daecafc6109b8e1078685fd24216	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;0.71
62b215cb3ee37c443d62709bf8eef9d9	1	0	0.0188828	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;;;0.73
62ad96e6d9377ee079ed0888eb4cc8c8	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus;;;0.89
62aeedaee504c96569ecee8d2636b9e0	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;0.53
2810d85c7d52e4080a9c45f5bf84a122	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;;;;1
280b61ed0da1fb0b8558920c0e6c6ada	1	0	0.0188828	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;;;1
280cfcf24b96bc088955f0b05e943c16	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
280282a03b44a072815f4491c1e2bdfd	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae;Nitrolancea;hollandica;;0.57
27fea442a9b0718769412333b3ae20ed	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;;;;0.99
27f338d47f98ddc22bfc1784119d354f	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Geodermatophilus;bullaregiensis;;0.7
27f3b2a309ffff564992ec123c5f06b2	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;;;0.99
284319ea07a9a68595e1f8ade3cf458f	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Litchfieldia;;;0.63
64d46bf7b22c0f4c56d6fe7c19cf1703	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.86
649360d37a98d3a76659f1c4948b016c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus;;;0.94
648d1565e71fcd82fcc0a36b19da57e8	1	0	0.0188828	Bacteria;Actinomycetota;MB-A2-108;;;;;;1
648e307ae6ca058f70a5db426fb897b7	1	0	0.0188828	Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;;;;1
648e33c0bedc80768ff202c5b3a77dbd	1	0	0.0188828	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;;;;0.54
6489950bd1ba7d076038c72c6d5b7f9b	1	0	0.0188828	Bacteria;Cyanobacteriota;Sericytochromatia;;;;;;1
648aa96ed91f9f2ccaff94b2a830c670	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;;;0.99
6487fb52030e9f56f3682fde7309cacf	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;0.99
64886d8505e91124887eb5ca4b9d47ac	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;massiliensis;;0.61
6488906ee6dca4d35b2cc48b25015445	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.69
6488b9f321187ea50f265d0d3661f083	1	0	0.0188828	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;;;;1
64eec2f673a95e361eb1992d7cb9f5ca	1	0	0.0188828	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;;;;0.56
64eaa097eb86fa10f36a5860d1280540	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.61
64ddcdaae877045a6de5976ac7d3ccb4	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;;;0.5
64fcd034c4377a53609f1ffdfe3500a7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;faecalis;;0.96
64c94a025330f2a0b415ffd02ac4ca3b	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;1
646dbcb8b2c08e90c76c9204c5f603a7	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Defluviicoccales;;;;;0.9
646ee101f3d0f2cf33c65de7608af72a	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Microvirga;;;1
646a875156a99e71906d22ea2b51b98d	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;;;;;0.5
64671fee1db521e409028ad9e568fa86	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;0.98
6461df338fc66a323cf4a8228e85841f	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Herbihabitans;;;0.76
645bf269f289587b23649e4ac2a50bca	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;;;;1
6459164dd1715876117729bf46154c72	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;;;1
6455fd3ab1b0c2338119eaa3cbf976ce	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;;;0.99
6456712fd6f6f47f4b9905bc833e68e6	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.99
64509a77967ca5baa2d08698e9afcbf6	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;;;;0.96
649f51d19a0126f9d69a39c9a5c8160e	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;1
649b787b08163f264479826d52e209bc	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;methanolicus;;0.58
64bc99ce9596e1fe22fa2327b1d0a649	1	0	0.0188828	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1
279457384c32005f6b1b98de447bbf6b	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;;;0.99
278d3dbf3362f8d829cb77325972c930	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.89
278762c555cee13bdd23e18eab3bf045	1	0	0.0188828	Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;;;1
27844a5d8056a43e043c01a3c8fa51c9	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;;;0.89
27806dda82b4d3b8eac47c74208d28e3	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;;;;0.96
27727c92c7b09865c76ba6fbe496d116	1	0	0.0188828	Bacteria;Chloroflexota;Gitt-GS-136;;;;;;0.9
276b31c4fe39d68ce8ef3fadf46bb018	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;aquatica;;1
64fd1817b8b88be6d5501ade2880e30d	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;;;0.88
64f8e7ae58673dd9be669dc4bdcd5157	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;;;0.77
64ee06268780a8590b927543a0356670	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;1
657e893b1b8a0756fa3fc1fddd460e4c	1	0	0.0188828	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;;;;0.9
6579565faa5a1e2fc8714851fb9e930f	1	0	0.0188828	Bacteria;;;;;;;;1
64c83b05af15aed9332efddfe6a1b32c	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Domibacillus;;;0.89
6495b4c289f0b0fa2bea8f294fa6360a	1	0	0.0188828	Bacteria;Acidobacteriota;Blastocatellia;11-24;;;;;0.93
64beba1fe37e950c5a3e2f0acb9af950	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Thermophilales;Thermoleophilaceae;Thermoleophilum;;;0.73
64ac471a43265ede5734d8bde8477109	1	0	0.0188828	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;;;;1
64b04b53f465b183c23b32db614836f2	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;Kallotenuaceae;Kallotenue;;;0.68
64a9af3f387e02b40c3884bba959f7e9	1	0	0.0188828	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;aquaticus;;0.94
64a3bffd17c51d14c7367814e489222d	1	0	0.0188828	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;;;;0.95
64a43ed9c77ae181751b99ae5becaa87	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.95
653d3f004317d793c222c4708133dff8	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;;;;1
6536017cf65308cbba0048027638d203	1	0	0.0188828	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;;;0.59
651795a057a92e2c978db49a4017deb7	1	0	0.0188828	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;;;1
6515c5ed78dcd00f6949382ac6cdf309	1	0	0.0188828	Bacteria;Chloroflexota;Anaerolineae;Caldilineales;Caldilineaceae;;;;1
64ff8b103995af9c562008cae2ccec12	1	0	0.0188828	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;;;;;0.5
64fbb3a0e0f326e6b24fbe93d3ca76ff	1	0	0.0188828	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.86
64fbba1095ca8a9a728857cef5276afc	1	0	0.0188828	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;aeruginosa;;0.81
