feature_id	taxonomy	extraction_blanks_present	extraction_blanks_total	mapped_biological_profiles_present	mapped_biological_profiles_total	blank_prevalence	biological_prevalence	prevalence_score	blank_reads	mapped_biological_reads	call
c3e38655dde53c031fdbb3376b832b67	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;rhizosphaerae;;0.53	2	17	0	217	0.11764706	0.00000000	0.004988811856	199	0	candidate_contaminant
bd0f9989bc364596a8d1ca673dc67a89	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;;;0.97	2	17	0	217	0.11764706	0.00000000	0.004988811856	190	0	candidate_contaminant
3aae450b952e12bc629fb4de25af9455	Bacteria;Chloroflexota;TK10;;;;;;0.99	2	17	0	217	0.11764706	0.00000000	0.004988811856	186	0	candidate_contaminant
f0a92d188436da96939e2087d29468cd	Bacteria;Cyanobacteriota;Sericytochromatia;;;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	181	0	candidate_contaminant
491a6d2904682a16be028f434a5e133f	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	180	0	candidate_contaminant
ecbe9fef0cafe21c9327c3b94c144dda	Bacteria;Gemmatimonadota;S0134 terrestrial group;;;;;;0.63	2	17	0	217	0.11764706	0.00000000	0.004988811856	172	0	candidate_contaminant
099619c0ee7a1a8c710c6090ff989304	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	170	0	candidate_contaminant
9231d1de49c863132e0d7d68a69da881	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;;;;0.96	2	17	0	217	0.11764706	0.00000000	0.004988811856	161	0	candidate_contaminant
b6cce7d702ef8cc0557e3518b1ff6690	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.72	2	17	0	217	0.11764706	0.00000000	0.004988811856	154	0	candidate_contaminant
3a877014658e05de52b28022cc167e74	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rubellimicrobium;;;0.86	2	17	0	217	0.11764706	0.00000000	0.004988811856	153	0	candidate_contaminant
3d25cde0c93b24f9d8be932d16dbfc20	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	152	0	candidate_contaminant
7cec8f15d9b55552d8eab8055cd6e655	Bacteria;;;;;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	151	0	candidate_contaminant
94d4ca8e4987da1005dc5c63adcbd189	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;;;;0.99	2	17	0	217	0.11764706	0.00000000	0.004988811856	140	0	candidate_contaminant
6e0eab150aaf9ae0de252a9623f71fc9	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	138	0	candidate_contaminant
e7d142066fc8a36c6c0ad3a0e4365281	Archaea;Thermoplasmatota;Thermoplasmata;;;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	138	0	candidate_contaminant
7f0ae588787cdc549ef889349f1da77b	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;salitolerans;;0.97	2	17	0	217	0.11764706	0.00000000	0.004988811856	135	0	candidate_contaminant
a9bd62353f71bb277e09e4ee52273d22	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.66	2	17	0	217	0.11764706	0.00000000	0.004988811856	134	0	candidate_contaminant
ab388117fb7a0792607cbc72942df833	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	132	0	candidate_contaminant
e06f4683f322b95766a6b1c9e10982c9	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	130	0	candidate_contaminant
5a436106b9e87cc6fd25580865318bc5	Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;;;0.54	2	17	0	217	0.11764706	0.00000000	0.004988811856	127	0	candidate_contaminant
d5ba2f68334aa738304984d2628e9213	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.9	2	17	0	217	0.11764706	0.00000000	0.004988811856	116	0	candidate_contaminant
8eb50cd83d58018146bc9f7f1135681f	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;rhizosphaerae;;0.69	2	17	0	217	0.11764706	0.00000000	0.004988811856	114	0	candidate_contaminant
74726c035c759e76cb8f7e759e6a8055	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;;;;0.64	2	17	0	217	0.11764706	0.00000000	0.004988811856	102	0	candidate_contaminant
b4da25b2665e890fd4639ca9b8f8b9de	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;taibaiensis;;0.65	2	17	0	217	0.11764706	0.00000000	0.004988811856	100	0	candidate_contaminant
4eb6b102bdfde1cd919ef78f6b8d238e	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;;;;0.99	2	17	0	217	0.11764706	0.00000000	0.004988811856	70	0	candidate_contaminant
1f872659db18e8c05b210e0588adbcf7	Bacteria;Pseudomonadota;Alphaproteobacteria;Puniceispirillales;EF100-94H03;;;;1	2	17	0	217	0.11764706	0.00000000	0.004988811856	57	0	candidate_contaminant
17f4ab386e5b9ad369b9593c9a5ed54b	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA	3	17	3	217	0.17647059	0.01382488	0.005610559428	1299	1067	candidate_contaminant
efc350a87cff5cf5997a1b23cfb73125	Bacteria;Actinomycetota;MB-A2-108;;;;;;1	3	17	3	217	0.17647059	0.01382488	0.005610559428	337	3196	candidate_contaminant
39ed5617eb3fb885c68e2d459313669e	Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;;;;1	3	17	3	217	0.17647059	0.01382488	0.005610559428	266	1728	candidate_contaminant
85dcefcabb539c1513210b3491f12168	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;vireti	7	17	28	217	0.41176471	0.12903226	0.00593685136	1291	33460	candidate_contaminant
14767dde3f48c258d9ec54241eb131c5	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;NA	4	17	8	217	0.23529412	0.03686636	0.006668998833	1656	8977	candidate_contaminant
c9d6cd2b15cdf05433948f3a5541c430	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;NA	8	17	38	217	0.47058824	0.17511521	0.007409009422	3457	21046	candidate_contaminant
a72ef586f7c40bf70d7cf71c73720310	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;NA	7	17	30	217	0.41176471	0.13824885	0.008336681881	182	1759	candidate_contaminant
d50f31dd1440ad9557ca1f01fdb95354	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Arenimicrobium;NA	8	17	39	217	0.47058824	0.17972350	0.008566245889	3384	16304	candidate_contaminant
82b7ab8a156b38dd9a61e32e54116f25	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;NA	5	17	15	217	0.29411765	0.06912442	0.008669099827	1781	91451	candidate_contaminant
7bf42a9107dcaddf97875afbf7cdfea9	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA	4	17	9	217	0.23529412	0.04147465	0.009192174684	1662	8046	candidate_contaminant
ae35303762e47edffdb8d71e2cdf529c	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;NA	4	17	9	217	0.23529412	0.04147465	0.009192174684	767	2097	candidate_contaminant
b84ed41afc07539b791fccd375a119b1	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA	4	17	9	217	0.23529412	0.04147465	0.009192174684	618	7909	candidate_contaminant
ffb09cc1e44ad4a0a78070ea8d64556e	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinopolyspora;;;0.5	3	17	4	217	0.17647059	0.01843318	0.009371939608	1706	3861	candidate_contaminant
cabab96228b7eaf50ba3d0001ff9d219	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA	3	17	4	217	0.17647059	0.01843318	0.009371939608	1254	4416	candidate_contaminant
6c579fe7a98b5be2d96b7820dfb6e251	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;0.77	3	17	4	217	0.17647059	0.01843318	0.009371939608	838	926	candidate_contaminant
66430036646e1d5fb6138756e2fa4971	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA	3	17	4	217	0.17647059	0.01843318	0.009371939608	688	352	candidate_contaminant
8ccf8caad3697485faa2c5e23d9ad05d	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;;;;0.8	3	17	4	217	0.17647059	0.01843318	0.009371939608	603	980	candidate_contaminant
f170372edced6cb8b8380f65df294e2d	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA;NA	12	17	84	217	0.70588235	0.38709677	0.01064737932	12157	181197	candidate_contaminant
384253c5c532a279dc9e629b7e26c9b2	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA	5	17	16	217	0.29411765	0.07373272	0.01086399118	3881	24105	candidate_contaminant
84c7dba40a076249bd8e3eeca8aca3f8	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;NA	6	17	24	217	0.35294118	0.11059908	0.01204762465	2133	10119	candidate_contaminant
7e99868f2435cbc45391ad17d3fda0d4	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora;gregorii	4	17	10	217	0.23529412	0.04608295	0.01227935455	999	1414	candidate_contaminant
88ae39afee855d60bc0c3f29cd834916	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;;;;1	4	17	10	217	0.23529412	0.04608295	0.01227935455	731	1647	candidate_contaminant
682cabce221da2727bdeaccc6020585e	Bacteria;Gemmatimonadota;Longimicrobiia;Longimicrobiales;Longimicrobiaceae;NA;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	801	4530	candidate_contaminant
6ccd19d25dc88700a61615ddfa6101f6	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	695	1194	candidate_contaminant
da817a25baeeeaf88401709ed466586f	Bacteria;Chloroflexota;Gitt-GS-136;NA;NA;NA;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	616	11332	candidate_contaminant
7303bc6a3358491dcb92e5b5f92ee5b9	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	448	6297	candidate_contaminant
9e6c558d01c85342b39728109859331c	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;NA;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	359	1351	candidate_contaminant
60c6b80307e485bd2dc388bbdc389c10	Bacteria;Actinomycetota;MB-A2-108;NA;NA;NA;NA	3	17	5	217	0.17647059	0.02304147	0.01431310071	176	7241	candidate_contaminant
fbd1eff9edffca1217d72c30f6094894	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;;;0.66	2	17	1	217	0.11764706	0.00460829	0.01432133059	983	87	candidate_contaminant
ab8f1b8c2027a0dcbbbedfc4399b5b52	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;;;;1	2	17	1	217	0.11764706	0.00460829	0.01432133059	860	61	candidate_contaminant
92870df2d3fa4b89bbcf848f30aec7bb	Bacteria;GAL15;;;;;;;1	2	17	1	217	0.11764706	0.00460829	0.01432133059	770	447	candidate_contaminant
df0496f706b6498c1a6be2dcd2e8303d	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;argenteus;;0.54	2	17	1	217	0.11764706	0.00460829	0.01432133059	587	170	candidate_contaminant
91be1b02162bf39bd8fc167067d98177	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;1	2	17	1	217	0.11764706	0.00460829	0.01432133059	546	611	candidate_contaminant
fd72ab4f325688b1109ce5e700299481	Bacteria;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;;;;0.96	2	17	1	217	0.11764706	0.00460829	0.01432133059	491	65	candidate_contaminant
9e18f6aad51ae0a208b69f81fdc2ff76	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Brevitalea;NA	2	17	1	217	0.11764706	0.00460829	0.01432133059	443	704	candidate_contaminant
950fe10ebe85444f8825f97b34c825e1	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;;;;0.96	2	17	1	217	0.11764706	0.00460829	0.01432133059	383	40	candidate_contaminant
d75fbfa293ae01db63d3844c699d6f75	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;;;;0.89	2	17	1	217	0.11764706	0.00460829	0.01432133059	369	742	candidate_contaminant
1b9af0db5631e3bac1cf27439458a212	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;AKIW781;NA;NA	2	17	1	217	0.11764706	0.00460829	0.01432133059	365	25	candidate_contaminant
4e97caf2853c73d8fefddece191a1aae	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;;;0.55	2	17	1	217	0.11764706	0.00460829	0.01432133059	355	181	candidate_contaminant
e7c6e3fd47f94e37bc4ad39b9e985936	Bacteria;Chloroflexota;Chloroflexia;Kallotenuales;Kallotenuaceae;Kallotenue;;;0.6	2	17	1	217	0.11764706	0.00460829	0.01432133059	345	245	candidate_contaminant
48e10b31d87ee6edfc5eb6642605cb59	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas;australica;australica;0.61	2	17	1	217	0.11764706	0.00460829	0.01432133059	317	10	candidate_contaminant
d555affdbe9c58f78f7b66ac2b1a76cd	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;;;0.74	2	17	1	217	0.11764706	0.00460829	0.01432133059	274	122	candidate_contaminant
f7ae53a5807c134ae1d66a1b64588356	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;;;0.58	2	17	1	217	0.11764706	0.00460829	0.01432133059	221	29	candidate_contaminant
ae943bda31c408ebd88df440517dbc7f	Bacteria;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Nevskiaceae;;;;1	2	17	1	217	0.11764706	0.00460829	0.01432133059	213	13	candidate_contaminant
22c641d0f024fd8cd637b2abd0352af3	Bacteria;Bacillota;Bacilli;Bacillales;;;;;0.97	2	17	1	217	0.11764706	0.00460829	0.01432133059	164	13	candidate_contaminant
4339ac2113c80bbeb410434a67791077	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Salirhabdus;NA	4	17	12	217	0.23529412	0.05529954	0.02032320038	1044	17949	candidate_contaminant
ec15b54a2cee19da90e25dc8b4417ad9	Bacteria;Gemmatimonadota;S0134 terrestrial group;;;;;;1	3	17	6	217	0.17647059	0.02764977	0.02049319601	931	3295	candidate_contaminant
ccc69624da0507596f560f0ef32a5d87	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA	3	17	6	217	0.17647059	0.02764977	0.02049319601	922	4865	candidate_contaminant
2ab24122eb1c6f27446d492c41d251f9	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidiferrimicrobium;NA	3	17	6	217	0.17647059	0.02764977	0.02049319601	636	4843	candidate_contaminant
0b9d0eef9337665261c5e1e10e6a7c38	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;;;0.99	3	17	6	217	0.17647059	0.02764977	0.02049319601	515	1221	candidate_contaminant
c910d36a188fc54b27d5cc5a1ebe5a8a	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;;;;0.61	3	17	6	217	0.17647059	0.02764977	0.02049319601	473	5636	candidate_contaminant
a08d9619a727438dceddb2c530aeed15	Bacteria;Chloroflexota;TK10;NA;NA;NA;NA	3	17	6	217	0.17647059	0.02764977	0.02049319601	363	415	candidate_contaminant
d8f58daad040edb00a8cf09593c41f28	Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA	3	17	6	217	0.17647059	0.02764977	0.02049319601	304	3376	candidate_contaminant
ecc716ac2d30b400ac8640a3c36bc714	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;NA	4	17	13	217	0.23529412	0.05990783	0.02535417429	545	5610	candidate_contaminant
0309e36cd22076a4d3c0d088ad99d0c6	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;;;1	2	17	2	217	0.11764706	0.00921659	0.02741109712	677	86	candidate_contaminant
6c475df32ba5db0ad1683e6ad1d2b625	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;;;;;1	2	17	2	217	0.11764706	0.00921659	0.02741109712	637	558	candidate_contaminant
b672b317cf8d50929187da42423f4c7b	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;NA;NA;NA	2	17	2	217	0.11764706	0.00921659	0.02741109712	582	1513	candidate_contaminant
d39335a141bdbadbad8bced9e0f3d461	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus	2	17	2	217	0.11764706	0.00921659	0.02741109712	374	209	candidate_contaminant
b89074cb728ed658118e0a21a60dab8a	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;NA;NA;NA	2	17	2	217	0.11764706	0.00921659	0.02741109712	366	212	candidate_contaminant
4a4ad1893685bbe97444a465d1bf1fb2	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Metabacillus;;;1	2	17	2	217	0.11764706	0.00921659	0.02741109712	355	422	candidate_contaminant
40d6b001cc96f19859f9f0bfbb6563de	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Chelativorans;;;0.93	2	17	2	217	0.11764706	0.00921659	0.02741109712	348	493	candidate_contaminant
91b842fd449470a25249060c1a99c6fc	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;NA	2	17	2	217	0.11764706	0.00921659	0.02741109712	331	201	candidate_contaminant
7f5215711cad8014ba499935afbce6be	Bacteria;Actinomycetota;Actinobacteria;0319-7L14;;;;;1	2	17	2	217	0.11764706	0.00921659	0.02741109712	270	3117	candidate_contaminant
89b62192c49c0770b2d1e665aa6480b8	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;NA	2	17	2	217	0.11764706	0.00921659	0.02741109712	243	139	candidate_contaminant
1479cf6c3dc144e9b1fcd19d8078b99b	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;NA	2	17	2	217	0.11764706	0.00921659	0.02741109712	236	15	candidate_contaminant
e0beea8b9ccf553a60f0569c4d8389ef	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;otitidis	2	17	2	217	0.11764706	0.00921659	0.02741109712	89	197	candidate_contaminant
0d9471cf8ed6c1e1a20f36ce8226a4f5	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;succinicans;succinicans;0.54	2	17	2	217	0.11764706	0.00921659	0.02741109712	18	8	candidate_contaminant
7358b9661f2066f9b680324e518065f6	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella;NA	5	17	21	217	0.29411765	0.09677419	0.02782784636	2115	12819	candidate_contaminant
23e71187607f5b0b4078db20036bdb68	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA	3	17	7	217	0.17647059	0.03225806	0.0279446252	706	668	candidate_contaminant
6476269107f28e86ea64f77d8c8a450a	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;NA	13	17	108	217	0.76470588	0.49769585	0.02891369749	21237	174780	candidate_contaminant
3110a00ecfaf9a4dba2fa254e22864a0	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Pedomicrobium;NA	4	17	14	217	0.23529412	0.06451613	0.03109723469	1414	6800	candidate_contaminant
622689665521d00a68c9f1649739c011	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA;NA	5	17	22	217	0.29411765	0.10138249	0.03258996511	1374	13626	candidate_contaminant
c9241f65e99dd54c3467a10ce4e28814	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;NA	5	17	22	217	0.29411765	0.10138249	0.03258996511	1139	2751	candidate_contaminant
458bb6a80c05514e46c3183c2ea439f1	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Frankiaceae;Frankia;NA	8	17	51	217	0.47058824	0.23502304	0.0362845138	5009	27961	candidate_contaminant
f25db39a59561d34b8eab53b0e9b9d8e	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;;;;1	3	17	8	217	0.17647059	0.03686636	0.03667676878	1169	2591	candidate_contaminant
4022c4d162aa60bfd5f12f92f0fc322f	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;;;1	3	17	8	217	0.17647059	0.03686636	0.03667676878	816	4272	candidate_contaminant
8973e5782110562e94c2b8fa11032c23	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;NA	3	17	8	217	0.17647059	0.03686636	0.03667676878	371	982	candidate_contaminant
1896eb549eed97c77e8a52e3b31a8118	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Aquibacillus;koreensis	5	17	23	217	0.29411765	0.10599078	0.03785620229	1351	50831	candidate_contaminant
7dbf2145a5441391201c64735e4ebae8	Bacteria;Pseudomonadota;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter;NA	2	17	3	217	0.11764706	0.01382488	0.04372587859	884	397	candidate_contaminant
0c4eecab79af5fd6f02e8e0b7bbe619b	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;;;;1	2	17	3	217	0.11764706	0.01382488	0.04372587859	565	9	candidate_contaminant
229dcf28876f97cc5392643a97fadc0e	Bacteria;Chloroflexota;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;NA;NA	2	17	3	217	0.11764706	0.01382488	0.04372587859	552	106	candidate_contaminant
6ebbea5d9ef6501ba20d8e777b7fcbf9	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Brevitalea;;;0.79	2	17	3	217	0.11764706	0.01382488	0.04372587859	398	2571	candidate_contaminant
0dcdb04f2dede48a216fa678b8f6a15e	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;;;0.76	2	17	3	217	0.11764706	0.01382488	0.04372587859	276	90	candidate_contaminant
83235e992acd275551b51b30520ed48b	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Arenimicrobium;NA	2	17	3	217	0.11764706	0.01382488	0.04372587859	269	1117	candidate_contaminant
9ac5a91e18c862e84b1d56ea70b3f2f7	Bacteria;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;;;0.88	2	17	3	217	0.11764706	0.01382488	0.04372587859	250	185	candidate_contaminant
f0194eb3d5cc430437b0e1058ae429f1	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;mannanilyticus;;0.61	2	17	3	217	0.11764706	0.01382488	0.04372587859	214	509	candidate_contaminant
f59bfa9924d44f9ebef0196606cef5fc	Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;NA	2	17	3	217	0.11764706	0.01382488	0.04372587859	96	477	candidate_contaminant
37d464d70bba92c6d7241f33d5fe4a88	Bacteria;Bacillota;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;thermoaerophilus;;0.89	2	17	3	217	0.11764706	0.01382488	0.04372587859	2	29	candidate_contaminant
a8cdc66d945c7bbfb3acead81ea719bd	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylobacillus;NA	8	17	53	217	0.47058824	0.24423963	0.04416294201	4612	21479	candidate_contaminant
47a1fc46a3641c6967b978d1525619b4	Bacteria;Actinomycetota;Actinobacteria;Kitasatosporales;Streptomycetaceae;Streptomyces;NA	8	17	53	217	0.47058824	0.24423963	0.04416294201	2779	33829	candidate_contaminant
8c84c5bc6d78364db419e8ee89f75cd3	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;Arenimicrobium;NA	3	17	9	217	0.17647059	0.04147465	0.04667935876	1031	4561	candidate_contaminant
cdfd1c1097428e2f58f48f5277b3e870	Bacteria;Bacillota;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;NA	3	17	9	217	0.17647059	0.04147465	0.04667935876	562	1403	candidate_contaminant
2e15d3b62e9314dc4b04a64e18fc929f	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA	3	17	9	217	0.17647059	0.04147465	0.04667935876	367	420	candidate_contaminant
45af3df0cb4e264b341570cc0b89b759	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;NA	3	17	9	217	0.17647059	0.04147465	0.04667935876	362	1421	candidate_contaminant
4f07cc33054f6855fcd5283529ddd4fb	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;NA	3	17	9	217	0.17647059	0.04147465	0.04667935876	305	2898	candidate_contaminant
96de55c494b39a3c1e0d0c1c11691b7c	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;NA	8	17	54	217	0.47058824	0.24884793	0.04853086813	3357	33922	candidate_contaminant
6210f1e9875fd7caa6fb47841684a80d	Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium;NA	4	17	17	217	0.23529412	0.07834101	0.05278542288	2537	4964	candidate_contaminant
82b75c11978c49370ac181e7b5c21e94	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;vitaeruminis	4	17	17	217	0.23529412	0.07834101	0.05278542288	1527	4399	candidate_contaminant
