SiteID	TestID	LE	LE_error	Ag	Ag_error	Al	Al_error	Al2O3	Al2O3_error	As	As_error	Ba	Ba_error	BaO	BaO_error	Bi	Bi_error	Ca	Ca_error	CaO	CaO_error	Cd	Cd_error	Ce	Ce_error	CeO2	CeO2_error	Co	Co_error	CoO	CoO_error	Cr	Cr_error	Cr2O3	Cr2O3_error	Cu	Cu_error	CuO	CuO_error	Fe	Fe_error	Fe2O3	Fe2O3_error	Hg	Hg_error	K	K_error	K2O	K2O_error	La	La_error	La2O3	La2O3_error	Mg	Mg_error	MgO	MgO_error	Mn	Mn_error	MnO	MnO_error	Mo	Mo_error	Nb	Nb_error	Nd	Nd_error	Nd2O3	Nd2O3_error	Ni	Ni_error	NiO	NiO_error	P	P_error	P2O5	P2O5_error	Pb	Pb_error	PbO	PbO_error	Pr	Pr_error	PrO2	PrO2_error	Rb	Rb_error	S	S_error	SO3	SO3_error	Sb	Sb_error	Se	Se_error	Si	Si_error	SiO2	SiO2_error	Sn	Sn_error	Sr	Sr_error	SrO	SrO_error	Th	Th_error	Ti	Ti_error	TiO2	TiO2_error	U	U_error	V	V_error	V2O5	V2O5_error	W	W_error	Y	Y_error	Zn	Zn_error	ZnO	ZnO_error	Zr	Zr_error	ZrO2	ZrO2_error
20	5869	85.715800	0.091300	0.000000	0.004900	0.000000	0.282800	0.000000	0.534351	0.000000	0.000300	0.004000	0.000500	0.004466	0.000558	0.000000	0.002000	0.196600	0.005800	0.275083	0.008115	0.000000	0.001900	0.000000	0.130900	0.000000	0.160798	0.000000	0.001900	0.000000	0.002416	0.000000	0.003900	0.000000	0.005700	0.000000	0.000900	0.000000	0.001127	0.190700	0.004100	0.272644	0.005862	0.000000	0.000900	0.191700	0.009800	0.230922	0.011805	0.000000	0.103000	0.000000	0.120788	0.000000	2.451200	0.000000	4.064825	0.000000	0.160200	0.000000	0.206850	0.001500	0.000300	0.000000	0.000400	0.000000	0.274200	0.000000	0.319827	0.000000	0.000900	0.000000	0.001145	0.000000	0.044800	0.000000	0.102655	0.000000	0.000400	0.000000	0.000431	0.000000	0.218700	0.000000	0.268367	0.001200	0.000100	0.163800	0.011200	0.409041	0.027969	0.000000	0.003800	0.000000	0.000200	13.525200	0.090800	28.934460	0.194248	0.000000	0.002700	0.003400	0.000100	0.004021	0.000118	0.002900	0.000500	0.000000	0.095600	0.000000	0.159470	0.000000	0.000600	0.000000	0.007300	0.000000	0.013032	0.000000	0.001200	0.000000	0.000300	0.000000	0.000600	0.000000	0.000747	0.003200	0.000200	0.004323	0.000270
21	5870	85.018500	0.133200	0.000000	0.005100	0.000000	0.534900	0.000000	1.010694	0.000000	0.000500	0.004800	0.000500	0.005359	0.000558	0.000000	0.003100	0.165200	0.010500	0.231148	0.014692	0.000000	0.002900	0.000000	0.136600	0.000000	0.167799	0.000000	0.003100	0.000000	0.003942	0.000000	0.006300	0.000000	0.009208	0.000000	0.001500	0.000000	0.001878	0.192300	0.006000	0.274931	0.008578	0.000000	0.001500	0.487700	0.019300	0.587483	0.023249	0.000000	0.109100	0.000000	0.127942	0.000000	4.363300	0.000000	7.235660	0.000000	0.279500	0.000000	0.360890	0.002000	0.000400	0.000000	0.000600	0.009600	0.002400	0.011197	0.002799	0.000000	0.001600	0.000000	0.002036	0.000000	0.081700	0.000000	0.187207	0.000000	0.000600	0.000000	0.000646	0.005400	0.001800	0.006626	0.002209	0.002500	0.000200	0.429500	0.021400	1.072547	0.053440	0.000000	0.005600	0.000000	0.000400	13.667200	0.132200	29.238241	0.282815	0.000000	0.004000	0.005500	0.000200	0.006504	0.000237	0.005000	0.000800	0.000000	0.167100	0.000000	0.278740	0.000000	0.000900	0.000000	0.011600	0.000000	0.020708	0.000000	0.002100	0.000000	0.000500	0.000000	0.001100	0.000000	0.001369	0.004900	0.000300	0.006619	0.000405
22	5871	62.324300	0.149000	0.000000	0.005300	0.633500	0.063600	1.196998	0.120172	0.000000	0.000500	0.011200	0.001100	0.012505	0.001228	0.000000	0.003200	22.030900	0.122700	30.825635	0.171682	0.000000	0.002800	0.000000	0.134300	0.000000	0.164974	0.000000	0.006200	0.000000	0.007883	0.057300	0.006300	0.083750	0.009208	0.000000	0.001700	0.000000	0.002128	1.348800	0.016700	1.928379	0.023876	0.000000	0.001700	0.742700	0.011300	0.894656	0.013612	0.000000	0.106600	0.000000	0.125010	0.000000	0.461900	0.000000	0.765969	0.033300	0.004900	0.042997	0.006327	0.002100	0.000500	0.000000	0.000600	0.015400	0.005000	0.017963	0.005832	0.003000	0.001000	0.003818	0.001273	0.000000	0.016200	0.000000	0.037121	0.000000	0.000700	0.000000	0.000754	0.000000	0.229100	0.000000	0.281129	0.002700	0.000200	0.383900	0.009800	0.958675	0.024473	0.000000	0.005500	0.000000	0.000400	11.834600	0.094700	25.317760	0.202592	0.000000	0.003900	0.023600	0.000400	0.027909	0.000473	0.006400	0.000800	0.509600	0.036600	0.850064	0.061052	0.000000	0.001000	0.000000	0.015100	0.000000	0.026957	0.000000	0.002200	0.000000	0.000500	0.002300	0.000700	0.002863	0.000871	0.034600	0.000600	0.046738	0.000810
23	5875	81.591000	0.079100	0.000000	0.003500	0.647900	0.046600	1.224207	0.088051	0.000000	0.000300	0.008100	0.000900	0.009044	0.001005	0.000000	0.001800	4.736600	0.025200	6.627451	0.035260	0.000000	0.001700	0.000000	0.102300	0.000000	0.125665	0.000000	0.003400	0.000000	0.004323	0.055100	0.003600	0.080534	0.005262	0.000000	0.000800	0.000000	0.001001	1.021300	0.009100	1.460153	0.013010	0.000000	0.000800	0.465200	0.006800	0.560380	0.008191	0.000000	0.082000	0.000000	0.096161	0.000000	0.689000	0.000000	1.142569	0.016300	0.002400	0.021047	0.003099	0.001100	0.000300	0.000000	0.000300	0.000000	0.213500	0.000000	0.249026	0.002800	0.000500	0.003563	0.000636	0.000000	0.021300	0.000000	0.048807	0.000000	0.000300	0.000000	0.000323	0.000000	0.167900	0.000000	0.206030	0.002100	0.000100	0.102300	0.006000	0.255464	0.014983	0.000000	0.003400	0.000000	0.000200	10.873600	0.066400	23.261892	0.142050	0.005100	0.001300	0.009600	0.000200	0.011353	0.000237	0.003200	0.000500	0.423600	0.020300	0.706607	0.033862	0.000000	0.000500	0.000000	0.008000	0.000000	0.014282	0.000000	0.001100	0.000900	0.000200	0.001500	0.000400	0.001867	0.000498	0.032700	0.000400	0.044171	0.000540
24	5877	69.894400	0.138500	0.000000	0.003300	0.356200	0.060800	0.673040	0.114882	0.000000	0.000400	0.004800	0.000900	0.005359	0.001005	0.000000	0.002300	0.410700	0.007900	0.574651	0.011054	0.000000	0.002300	0.000000	0.092600	0.000000	0.113750	0.000000	0.002200	0.000000	0.002797	0.000000	0.004600	0.000000	0.006723	0.000000	0.001100	0.000000	0.001377	0.166600	0.004300	0.238188	0.006148	0.000000	0.001100	0.360400	0.012100	0.434138	0.014576	0.000000	0.074600	0.000000	0.087483	0.000000	1.123500	0.000000	1.863100	0.000000	0.077500	0.000000	0.100068	0.001400	0.000300	0.000000	0.000500	0.016700	0.004000	0.019479	0.004666	0.000000	0.001100	0.000000	0.001400	0.000000	0.021600	0.000000	0.049494	0.000000	0.000400	0.000000	0.000431	0.009300	0.003000	0.011412	0.003681	0.000900	0.000100	0.265900	0.013200	0.664005	0.032963	0.000000	0.004400	0.000000	0.000300	28.497200	0.133600	60.964060	0.285810	0.006400	0.001600	0.002400	0.000200	0.002838	0.000237	0.004300	0.000600	0.000000	0.045700	0.000000	0.076232	0.000000	0.000700	0.000000	0.008600	0.000000	0.015353	0.000000	0.001500	0.000000	0.000400	0.000000	0.000800	0.000000	0.000996	0.002300	0.000200	0.003107	0.000270
25	5878	69.318600	0.109000	0.000000	0.003300	0.645300	0.046400	1.219294	0.087673	0.000000	0.000300	0.012100	0.000900	0.013510	0.001005	0.000000	0.001800	0.155300	0.004800	0.217296	0.006716	0.000000	0.001700	0.005700	0.001900	0.007002	0.002334	0.000000	0.001700	0.000000	0.002162	0.000000	0.003500	0.000000	0.005116	0.000000	0.000800	0.000000	0.001001	0.166300	0.003400	0.237759	0.004861	0.000000	0.000800	0.534400	0.009100	0.643738	0.010962	0.000000	0.070300	0.000000	0.082441	0.000000	0.721400	0.000000	1.196298	0.000000	0.054300	0.000000	0.070112	0.001000	0.000200	0.000000	0.000400	0.000000	0.184000	0.000000	0.214618	0.000000	0.000800	0.000000	0.001018	0.000000	0.013900	0.000000	0.031850	0.000000	0.000300	0.000000	0.000323	0.014300	0.003200	0.017548	0.003927	0.001600	0.000100	0.111700	0.008800	0.278937	0.021975	0.000000	0.003300	0.000000	0.000200	29.017300	0.105700	62.076710	0.226124	0.005300	0.001200	0.003900	0.000100	0.004612	0.000118	0.004100	0.000500	0.000000	0.031200	0.000000	0.052045	0.000000	0.000500	0.000000	0.006400	0.000000	0.011425	0.000000	0.001000	0.000000	0.000300	0.000000	0.000600	0.000000	0.000747	0.003000	0.000200	0.004052	0.000270
26	5880	65.748800	0.072100	0.000000	0.002600	0.994500	0.028200	1.879108	0.053284	0.000000	0.000200	0.017500	0.001100	0.019539	0.001228	0.000000	0.001100	0.197000	0.002700	0.275642	0.003778	0.000000	0.001100	0.000000	0.075800	0.000000	0.093113	0.000000	0.001100	0.000000	0.001399	0.000000	0.002000	0.000000	0.002923	0.000000	0.000400	0.000000	0.000501	0.211700	0.002500	0.302667	0.003574	0.000000	0.000400	0.516100	0.004700	0.621694	0.005662	0.000000	0.060800	0.000000	0.071300	0.000000	0.207900	0.000000	0.344761	0.004700	0.001200	0.006069	0.001549	0.000700	0.000200	0.000000	0.000200	0.000000	0.158100	0.000000	0.184408	0.000000	0.000400	0.000000	0.000509	0.000000	0.005600	0.000000	0.012832	0.000300	0.000100	0.000323	0.000108	0.000000	0.126000	0.000000	0.154615	0.002100	0.000100	0.036600	0.003700	0.091398	0.009240	0.000000	0.002100	0.000000	0.000100	32.223900	0.070600	68.936589	0.151035	0.000000	0.001500	0.005700	0.000100	0.006741	0.000118	0.001600	0.000300	0.034100	0.010900	0.056882	0.018182	0.000000	0.000300	0.000000	0.003800	0.000000	0.006784	0.000000	0.000600	0.000000	0.000200	0.000900	0.000200	0.001120	0.000249	0.003900	0.000100	0.005268	0.000135
27	5881	59.444900	0.083200	0.000000	0.002700	0.933100	0.030500	1.763092	0.057630	0.000000	0.000200	0.015700	0.001200	0.017529	0.001340	0.000000	0.001300	0.229200	0.003200	0.320697	0.004477	0.000000	0.001300	0.000000	0.074600	0.000000	0.091639	0.000000	0.001200	0.000000	0.001526	0.000000	0.002300	0.000000	0.003362	0.000000	0.000500	0.000000	0.000626	0.164200	0.002600	0.234757	0.003717	0.000000	0.000500	0.385200	0.005200	0.464012	0.006264	0.000000	0.059600	0.000000	0.069893	0.000000	0.198000	0.000000	0.328343	0.000000	0.023100	0.000000	0.029827	0.000700	0.000200	0.000000	0.000300	0.000000	0.156300	0.000000	0.182308	0.000000	0.000500	0.000000	0.000636	0.000000	0.005500	0.000000	0.012603	0.000000	0.000200	0.000000	0.000215	0.000000	0.123800	0.000000	0.151915	0.001300	0.000100	0.074200	0.004800	0.185292	0.011987	0.000000	0.002500	0.000000	0.000100	38.696600	0.082300	82.783636	0.176064	0.000000	0.001800	0.003800	0.000100	0.004494	0.000118	0.002100	0.000300	0.044800	0.012300	0.074731	0.020518	0.000000	0.000400	0.000000	0.004300	0.000000	0.007676	0.000000	0.000700	0.000400	0.000100	0.000000	0.000400	0.000000	0.000498	0.003900	0.000100	0.005268	0.000135
28	5882	58.657800	0.069900	0.000000	0.002100	1.291400	0.020700	2.440100	0.039113	0.000000	0.000100	0.019400	0.001500	0.021660	0.001675	0.005400	0.000400	0.124300	0.001500	0.173921	0.002099	0.000000	0.000800	0.000000	0.062100	0.000000	0.076284	0.000000	0.000700	0.000000	0.000890	0.000000	0.001400	0.000000	0.002046	0.000000	0.000300	0.000000	0.000376	0.133600	0.001600	0.191008	0.002288	0.000000	0.000300	0.262400	0.002600	0.316087	0.003132	0.000000	0.049700	0.000000	0.058283	0.491700	0.062500	0.815386	0.103644	0.003600	0.000900	0.004648	0.001162	0.000000	0.000200	0.000000	0.000200	0.000000	0.131900	0.000000	0.153848	0.000000	0.000300	0.000000	0.000382	0.000000	0.002500	0.000000	0.005729	0.000000	0.000100	0.000000	0.000108	0.000000	0.103000	0.000000	0.126391	0.001200	0.000000	0.000000	0.004400	0.000000	0.010988	0.000000	0.001600	0.000000	0.000100	38.974900	0.063700	83.379004	0.136273	0.000000	0.001100	0.002400	0.000100	0.002838	0.000118	0.000000	0.000400	0.028600	0.008100	0.047708	0.013512	0.000000	0.000200	0.000000	0.002700	0.000000	0.004820	0.000000	0.000400	0.000300	0.000100	0.000600	0.000100	0.000747	0.000124	0.002100	0.000100	0.002837	0.000135
30	5885	80.814100	0.126800	0.000000	0.004700	0.281600	0.068600	0.532083	0.129620	0.000000	0.000400	0.005100	0.000600	0.005694	0.000670	0.000000	0.002300	0.207400	0.007000	0.290194	0.009794	0.004400	0.001200	0.004100	0.001100	0.005036	0.001351	0.000000	0.002500	0.000000	0.003179	0.000000	0.004800	0.000000	0.007016	0.000000	0.001100	0.000000	0.001377	0.251400	0.005300	0.359427	0.007577	0.000000	0.001100	0.287400	0.012000	0.346202	0.014455	0.000000	0.101400	0.000000	0.118912	0.000000	2.125800	0.000000	3.525214	0.000000	0.139800	0.000000	0.180510	0.001500	0.000300	0.000000	0.000500	0.000000	0.269900	0.000000	0.314811	0.000000	0.001000	0.000000	0.001273	0.000000	0.041400	0.000000	0.094864	0.000000	0.000400	0.000000	0.000431	0.000000	0.214400	0.000000	0.263090	0.001900	0.000100	0.206300	0.013500	0.515172	0.033712	0.000000	0.004400	0.000000	0.000300	17.914700	0.114700	38.324918	0.245378	0.004900	0.001600	0.005600	0.000200	0.006623	0.000237	0.004700	0.000600	0.000000	0.083700	0.000000	0.139620	0.000000	0.000700	0.000000	0.008800	0.000000	0.015710	0.000000	0.001500	0.000000	0.000400	0.000000	0.000800	0.000000	0.000996	0.004800	0.000300	0.006484	0.000405
31	5888	74.009700	0.122300	0.000000	0.004100	0.355500	0.053800	0.671717	0.101655	0.000000	0.000300	0.005700	0.000700	0.006364	0.000782	0.000000	0.002100	0.214500	0.005900	0.300128	0.008255	0.000000	0.002000	0.000000	0.111900	0.000000	0.137458	0.000000	0.001900	0.000000	0.002416	0.000000	0.004100	0.000000	0.005993	0.000000	0.000900	0.000000	0.001127	0.153100	0.003800	0.218887	0.005433	0.000000	0.001000	0.138500	0.009600	0.166837	0.011564	0.000000	0.088800	0.000000	0.104136	0.000000	1.161400	0.000000	1.925950	0.000000	0.082400	0.000000	0.106395	0.001500	0.000300	0.000000	0.000400	0.000000	0.235700	0.000000	0.274920	0.000000	0.001000	0.000000	0.001273	0.000000	0.023300	0.000000	0.053390	0.000000	0.000400	0.000000	0.000431	0.000000	0.186300	0.000000	0.228609	0.000700	0.000100	0.147700	0.011100	0.368836	0.027719	0.000000	0.003800	0.000000	0.000200	24.900700	0.115800	53.270068	0.247731	0.000000	0.002800	0.002400	0.000100	0.002838	0.000118	0.004000	0.000500	0.062700	0.019900	0.104590	0.033195	0.000000	0.000600	0.000000	0.006900	0.000000	0.012318	0.000000	0.001300	0.000000	0.000300	0.000000	0.000700	0.000000	0.000871	0.003400	0.000200	0.004593	0.000270
32	5890	71.349800	0.107600	0.000000	0.003300	0.499100	0.045000	0.943049	0.085027	0.000000	0.000300	0.007800	0.000900	0.008709	0.001005	0.000000	0.001800	0.169000	0.004800	0.236465	0.006716	0.000000	0.001700	0.000000	0.092100	0.000000	0.113136	0.000000	0.001600	0.000000	0.002034	0.000000	0.003300	0.000000	0.004823	0.000000	0.000700	0.000000	0.000876	0.157000	0.003300	0.224463	0.004718	0.000000	0.000800	0.327700	0.008300	0.394747	0.009998	0.000000	0.074100	0.000000	0.086897	0.000000	0.787200	0.000000	1.305414	0.000000	0.057800	0.000000	0.074631	0.001300	0.000200	0.000000	0.000400	0.000000	0.191100	0.000000	0.222899	0.000000	0.000700	0.000000	0.000891	0.000000	0.015100	0.000000	0.034600	0.000000	0.000300	0.000000	0.000323	0.000000	0.151600	0.000000	0.186028	0.000800	0.000100	0.141200	0.008700	0.352605	0.021726	0.000000	0.003300	0.000000	0.000200	27.275200	0.103300	58.349835	0.220990	0.003700	0.001200	0.002600	0.000100	0.003075	0.000118	0.003600	0.000400	0.058100	0.016600	0.096917	0.027690	0.000000	0.000500	0.000000	0.005900	0.000000	0.010533	0.000000	0.001000	0.000000	0.000300	0.000000	0.000500	0.000000	0.000622	0.003100	0.000200	0.004187	0.000270
33	5892	78.667000	0.117700	0.000000	0.003700	0.294900	0.058400	0.557214	0.110347	0.000000	0.000300	0.003600	0.000700	0.004019	0.000782	0.000000	0.002100	0.280500	0.006300	0.392476	0.008815	0.000000	0.002000	0.000000	0.104100	0.000000	0.127876	0.000000	0.001900	0.000000	0.002416	0.000000	0.004000	0.000000	0.005846	0.000000	0.000900	0.000000	0.001127	0.120900	0.003500	0.172851	0.005004	0.000000	0.001000	0.100800	0.009700	0.121424	0.011685	0.000000	0.083700	0.000000	0.098155	0.000000	1.551300	0.000000	2.572521	0.000000	0.101400	0.000000	0.130928	0.001500	0.000300	0.000000	0.000400	0.000000	0.217700	0.000000	0.253925	0.000000	0.000900	0.000000	0.001145	0.000000	0.030100	0.000000	0.068971	0.000000	0.000400	0.000000	0.000431	0.000000	0.173100	0.000000	0.212411	0.000000	0.000200	0.275300	0.011400	0.687479	0.028468	0.000000	0.003900	0.000000	0.000200	20.244200	0.109200	43.308417	0.233612	0.004600	0.001400	0.001100	0.000100	0.001301	0.000118	0.003800	0.000500	0.000000	0.066800	0.000000	0.111429	0.000000	0.000600	0.000000	0.007300	0.000000	0.013032	0.000000	0.001300	0.000000	0.000300	0.000000	0.000700	0.000000	0.000871	0.001700	0.000200	0.002296	0.000270
34	5893	68.646800	0.080300	0.000000	0.003200	0.651600	0.031200	1.231198	0.058952	0.000000	0.000200	0.011100	0.000900	0.012393	0.001005	0.000000	0.001300	0.220000	0.003200	0.307824	0.004477	0.000000	0.001200	0.000000	0.088100	0.000000	0.108222	0.000000	0.001100	0.000000	0.001399	0.000000	0.002300	0.000000	0.003362	0.000000	0.000500	0.000000	0.000626	0.166500	0.002500	0.238045	0.003574	0.000000	0.000500	0.356700	0.005200	0.429681	0.006264	0.005200	0.001500	0.006098	0.001759	0.000000	0.390800	0.000000	0.648064	0.004200	0.001400	0.005423	0.001808	0.000900	0.000200	0.000000	0.000300	0.016800	0.004400	0.019596	0.005132	0.000000	0.000500	0.000000	0.000636	0.000000	0.007900	0.000000	0.018102	0.000000	0.000200	0.000000	0.000215	0.000000	0.146200	0.000000	0.179402	0.001200	0.000100	0.078800	0.004900	0.196779	0.012236	0.000000	0.002400	0.000000	0.000100	29.830700	0.078400	63.816817	0.167721	0.000000	0.001700	0.003400	0.000100	0.004021	0.000118	0.002400	0.000300	0.000000	0.017600	0.000000	0.029359	0.000000	0.000400	0.000000	0.004400	0.000000	0.007855	0.000000	0.000700	0.000000	0.000200	0.000700	0.000200	0.000871	0.000249	0.003000	0.000100	0.004052	0.000135
35	5894	68.997800	0.077000	0.000000	0.002900	0.562400	0.030000	1.062655	0.056685	0.000000	0.000200	0.012400	0.001000	0.013845	0.001117	0.000000	0.001200	0.199700	0.002800	0.279420	0.003918	0.000000	0.001200	0.000000	0.083400	0.000000	0.102449	0.000000	0.001000	0.000000	0.001272	0.000000	0.002200	0.000000	0.003216	0.000000	0.000500	0.000000	0.000626	0.152700	0.002300	0.218315	0.003288	0.000000	0.000500	0.135200	0.004000	0.162862	0.004818	0.005900	0.001500	0.006919	0.001759	0.000000	0.333100	0.000000	0.552380	0.004800	0.001200	0.006198	0.001549	0.000600	0.000200	0.000000	0.000200	0.000000	0.174800	0.000000	0.203887	0.000000	0.000400	0.000000	0.000509	0.000000	0.007200	0.000000	0.016498	0.000000	0.000200	0.000000	0.000215	0.000000	0.138800	0.000000	0.170321	0.000700	0.000100	0.069700	0.004600	0.174055	0.011487	0.000000	0.002300	0.000000	0.000100	29.805800	0.074700	63.763548	0.159806	0.000000	0.001600	0.002200	0.000100	0.002602	0.000118	0.002200	0.000300	0.045000	0.011400	0.075064	0.019016	0.000000	0.000300	0.000000	0.004000	0.000000	0.007141	0.000000	0.000600	0.000000	0.000200	0.000000	0.000300	0.000000	0.000373	0.003000	0.000100	0.004052	0.000135
36	5896	58.867800	0.076500	0.000000	0.002700	1.437000	0.032600	2.715212	0.061598	0.000000	0.000200	0.017900	0.001300	0.019985	0.001451	0.000000	0.001200	0.936300	0.004900	1.310071	0.006856	0.000000	0.001100	0.000000	0.077300	0.000000	0.094955	0.000000	0.001500	0.000000	0.001907	0.009400	0.001800	0.013739	0.002631	0.000000	0.000500	0.000000	0.000626	0.407800	0.003600	0.583032	0.005147	0.000000	0.000500	0.756800	0.005500	0.911641	0.006625	0.008300	0.002000	0.009733	0.002345	0.000000	0.198400	0.000000	0.329007	0.010600	0.001400	0.013687	0.001808	0.000800	0.000200	0.000000	0.000200	0.000000	0.161900	0.000000	0.188840	0.000900	0.000300	0.001145	0.000382	0.000000	0.004700	0.000000	0.010770	0.000000	0.000200	0.000000	0.000215	0.000000	0.128600	0.000000	0.157805	0.002100	0.000100	0.028200	0.004000	0.070421	0.009989	0.000000	0.002200	0.000000	0.000100	37.377000	0.075400	79.960616	0.161303	0.002500	0.000800	0.011300	0.000100	0.013363	0.000118	0.002100	0.000300	0.104800	0.012100	0.174817	0.020184	0.000000	0.000300	0.000000	0.004200	0.000000	0.007498	0.000000	0.000600	0.000500	0.000100	0.001300	0.000200	0.001618	0.000249	0.016600	0.000200	0.022423	0.000270
36	5897	82.547500	0.114400	0.000000	0.004500	0.000000	0.287400	0.000000	0.543042	0.000000	0.000400	0.004300	0.000600	0.004801	0.000670	0.000000	0.002300	0.240900	0.007300	0.337067	0.010214	0.000000	0.002200	0.000000	0.120600	0.000000	0.148145	0.000000	0.002100	0.000000	0.002670	0.000000	0.004800	0.000000	0.007016	0.002000	0.000700	0.002504	0.000876	0.158900	0.004300	0.227179	0.006148	0.000000	0.001100	0.130300	0.012200	0.156959	0.014696	0.000000	0.096100	0.000000	0.112696	0.000000	2.384700	0.000000	3.954548	0.012300	0.002900	0.015882	0.003744	0.001500	0.000300	0.000000	0.000500	0.008800	0.002800	0.010264	0.003266	0.000000	0.001000	0.000000	0.001273	0.000000	0.046900	0.000000	0.107467	0.000000	0.000500	0.000000	0.000539	0.000000	0.201100	0.000000	0.246770	0.000900	0.000100	0.169200	0.014900	0.422526	0.037208	0.000000	0.004400	0.000000	0.000300	16.703900	0.113800	35.734653	0.243452	0.000000	0.003100	0.005000	0.000200	0.005913	0.000237	0.004800	0.000600	0.000000	0.093800	0.000000	0.156468	0.000000	0.000700	0.000000	0.008700	0.000000	0.015531	0.000000	0.001500	0.000000	0.000400	0.000000	0.000700	0.000000	0.000871	0.009700	0.000300	0.013103	0.000405
37	5898	65.339700	0.160700	0.000000	0.004000	0.567300	0.075000	1.071913	0.141712	0.000000	0.000400	0.007900	0.000900	0.008820	0.001005	0.000000	0.002800	2.368000	0.020300	3.313306	0.028404	0.000000	0.002600	0.000000	0.112900	0.000000	0.138686	0.000000	0.003300	0.000000	0.004196	0.000000	0.006200	0.000000	0.009062	0.000000	0.001400	0.000000	0.001753	0.352400	0.007100	0.503826	0.010151	0.000000	0.001400	0.658100	0.015600	0.792747	0.018792	0.000000	0.090300	0.000000	0.105895	0.000000	1.022700	0.000000	1.695943	0.013600	0.003600	0.017560	0.004648	0.001700	0.000400	0.000000	0.000500	0.000000	0.238200	0.000000	0.277836	0.002700	0.000900	0.003436	0.001145	0.000000	0.021400	0.000000	0.049036	0.000000	0.000600	0.000000	0.000646	0.009900	0.003000	0.012148	0.003681	0.001800	0.000200	0.222300	0.016000	0.555128	0.039955	0.008900	0.002600	0.000700	0.000200	30.276400	0.155500	64.770303	0.332661	0.008000	0.001800	0.010500	0.000300	0.012417	0.000355	0.005200	0.000700	0.130100	0.028900	0.217020	0.048208	0.000000	0.000900	0.000000	0.010500	0.000000	0.018745	0.000000	0.001900	0.000000	0.000500	0.000000	0.000900	0.000000	0.001120	0.014700	0.000400	0.019857	0.000540
38	5899	77.112400	0.079700	0.000000	0.003700	0.728600	0.038700	1.376690	0.073124	0.000000	0.000200	0.005500	0.000700	0.006141	0.000782	0.000000	0.001400	1.236100	0.007200	1.729551	0.010074	0.000000	0.001400	0.000000	0.109700	0.000000	0.134755	0.000000	0.002100	0.000000	0.002670	0.035100	0.002600	0.051302	0.003800	0.000000	0.000600	0.000000	0.000751	0.545900	0.005100	0.780473	0.007291	0.000000	0.000600	0.413000	0.005800	0.497500	0.006987	0.000000	0.087000	0.000000	0.102025	0.000000	0.643500	0.000000	1.067116	0.008700	0.001800	0.011233	0.002324	0.001300	0.000200	0.000000	0.000300	0.000000	0.229000	0.000000	0.267106	0.001900	0.000400	0.002418	0.000509	0.000000	0.013800	0.000000	0.031621	0.000400	0.000100	0.000431	0.000108	0.000000	0.182300	0.000000	0.223700	0.002100	0.000100	0.057300	0.005400	0.143090	0.013485	0.000000	0.002600	0.000000	0.000200	19.646500	0.074600	42.029757	0.159592	0.000000	0.001900	0.010500	0.000200	0.012417	0.000237	0.003000	0.000400	0.180400	0.014400	0.300925	0.024021	0.000000	0.000400	0.000000	0.005300	0.000000	0.009462	0.000000	0.000800	0.000000	0.000200	0.001100	0.000300	0.001369	0.000373	0.010100	0.000200	0.013643	0.000270
39	5900	68.108400	0.074400	0.000000	0.002800	0.703000	0.029100	1.328318	0.054984	0.000000	0.000200	0.012500	0.001000	0.013956	0.001117	0.000000	0.001200	0.378200	0.003300	0.529177	0.004617	0.000000	0.001100	0.000000	0.081900	0.000000	0.100606	0.000000	0.001100	0.000000	0.001399	0.000000	0.002000	0.000000	0.002923	0.000000	0.000400	0.000000	0.000501	0.169900	0.002400	0.242906	0.003431	0.000000	0.000500	0.359900	0.004500	0.433536	0.005421	0.007200	0.001600	0.008443	0.001876	0.000000	0.270900	0.000000	0.449233	0.004700	0.001300	0.006069	0.001679	0.000800	0.000200	0.000000	0.000200	0.000000	0.172200	0.000000	0.200854	0.000000	0.000400	0.000000	0.000509	0.000000	0.006600	0.000000	0.015123	0.000000	0.000200	0.000000	0.000215	0.000000	0.136600	0.000000	0.167622	0.001300	0.000100	0.054200	0.004100	0.135348	0.010239	0.000000	0.002200	0.000000	0.000100	30.150600	0.072500	64.501179	0.155099	0.000000	0.001600	0.005000	0.000100	0.005913	0.000118	0.001800	0.000300	0.037000	0.011000	0.061720	0.018349	0.000000	0.000300	0.000000	0.003900	0.000000	0.006962	0.000000	0.000600	0.000000	0.000200	0.000600	0.000200	0.000747	0.000249	0.004900	0.000100	0.006619	0.000135
