endpoint	lag_start_complete_days	lag_end_complete_days	estimate_per_mm	site_clustered_standard_error	site_clustered_t	nominal_two_sided_p	interpretation
richness_hurlbert_25000	1	1	-19.475636221425052	132.60031787281005	-0.14687473253349242	0.8832308961222449	descriptive shape sensitivity
richness_hurlbert_25000	2	2	91.16150970530022	415.84490735481927	0.2192199738243199	0.8264786970189507	descriptive shape sensitivity
richness_hurlbert_25000	3	4	140.41357653398785	61.78727332296074	2.272532335260194	0.023054377270685163	descriptive shape sensitivity
richness_hurlbert_25000	5	7	46.06187387989097	64.76390779452201	0.7112275254611344	0.47694325420173456	descriptive shape sensitivity
richness_hurlbert_25000	8	14	45.22112467088694	138.57050798631604	0.3263401810964896	0.7441669906484607	descriptive shape sensitivity
richness_hurlbert_25000	15	30	-5.355300196339447	107.33061980325607	-0.049895362629565135	0.9602057727881043	descriptive shape sensitivity
richness_hurlbert_25000	31	60	-10.334756392710204	27.298930327922214	-0.3785773386929922	0.7050017528299257	descriptive shape sensitivity
