endpoint	endpoint_label	candidate_peak_days	estimate_per_mm_at_kernel_peak	classical_standard_error	classical_t	partial_r2	n_analysis_units	n_sites	nuisance_rank
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	0.5	-591.6700289722502	249.72358824501336	-2.369299725069384	0.015653565513692284	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.0	277.58916491526054	135.4051302918622	2.050063866242914	0.011765759687415122	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.5	286.41741933529386	72.57849913592379	3.9463122377178967	0.04225313359807528	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.0	224.87230567793114	52.99054224601461	4.2436309602935545	0.04853907228582697	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.5	193.968889384224	45.45935304876283	4.266864272708845	0.049045878327283625	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.0	177.18259346545432	41.932749788384676	4.225398867463104	0.04814292363439328	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.5	165.12709828464483	39.85550355851512	4.143144196941541	0.04637287150350818	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.0	153.24057191163632	38.19750592683821	4.011795225718308	0.04360536635579293	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.5	140.0638355679679	36.56287316150286	3.8307666618344833	0.03991237443082522	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.0	126.01735836300841	34.87943538632509	3.612941464425627	0.03565968230341337	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.5	112.13672562713504	33.21185621054366	3.376406453052611	0.031284623395403985	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.0	99.2442477312399	31.645715394085148	3.1361037819922215	0.02710637879104008	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.5	87.71683853700793	30.238522321159458	2.9008308542784818	0.023282995571117886	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.0	77.58478321619423	29.01329083478929	2.6741117944181556	0.019855217375508293	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.5	68.69535234199353	27.968144534453778	2.456199847557573	0.016803243919633195	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.0	60.83212608053282	27.087367285689766	2.2457747716467957	0.014086289135377426	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.5	53.77940678831271	26.349308168461505	2.0410177923640265	0.01166336242045364	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.0	47.3498274823213	25.731012346876362	1.8401851759271872	0.009501716698026247	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.5	41.39246251803627	25.210592180723406	1.641867918901401	0.007578753506890602	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.0	35.79210153522238	24.76828171961743	1.4450781019207182	0.005880934433658916	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.5	30.46513578387008	24.38679993629423	1.249246964072954	0.00440155476417194	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.0	25.35451029228813	24.051380849416915	1.054181065570828	0.0031382724193394006	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.5	20.42471426605789	23.749656793287752	0.860000396798594	0.002090805442949497	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	12.0	15.65713298668952	23.471483149708128	0.6670704568102344	0.001258988005938478	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	12.5	11.045842125258648	23.20874167329366	0.47593455434807647	0.0006412703781768456	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	13.0	6.593861014754569	22.955135393187895	0.2872499291252861	0.00023369189596267955	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	13.5	2.3098806163446195	22.7059786396135	0.10173006206897137	2.9316436636237788e-05	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	14.0	-1.794508516596479	22.457983698975976	-0.0799051482381432	1.808701765546061e-05	547	60	193
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	14.5	-5.7070638851269795	22.209046666966472	-0.2569702324780835	0.0001870293205148078	547	60	193
