reflected	route_shift	max_positive_t_all_endpoints	max_absolute_t_all_endpoints	max_positive_t_richness_hurlbert_25000	max_positive_t_shannon	max_positive_t_evenness_h_over_log_hurlbert
False	0	4.266864272708845	4.266864272708845	4.266864272708845	3.282415560966767	2.569714577585518
False	1	0.4678913453340069	4.306707277381859	0.4678913453340069	0.055271388464454466	0.3450605237410539
False	2	0.34152021904585206	4.222983613169217	-1.2378778176895588	-0.4908363759806275	0.34152021904585206
False	3	0.7039787608576643	4.637322447102183	-1.1801598543256693	-0.2246191773479907	0.7039787608576643
False	4	0.10068198445345758	4.104752102606597	-1.4719352139251616	-0.4748166517966147	0.10068198445345758
False	5	0.304571460369648	3.6385213725597736	-1.8498952794737398	-0.40220060479180914	0.304571460369648
False	6	0.4922178908390923	4.250303786844998	-1.2893446701497637	-0.24629185628609596	0.4922178908390923
False	7	0.7577426347954318	3.5750042193502374	-0.03955327994855556	0.12538027918656447	0.7577426347954318
False	8	0.3586521130883054	2.945440011592419	-0.5086501641518225	-0.12349678247606714	0.3586521130883054
False	9	-0.12139010553319382	2.6151357173915244	-0.12139010553319382	-0.21708122159088591	-0.3307566624864394
False	10	-0.049755398115577915	3.806476303390829	-0.5359669065103524	-0.049755398115577915	-0.13149706194970706
False	11	-0.030123137827340968	3.5379024903499388	-0.7801597566920692	-0.030123137827340968	-0.11368015946156654
False	12	-0.086749462183441	3.219127721415639	-1.104796463769111	-0.3511557736650702	-0.086749462183441
False	13	0.1957744322584215	2.681592358080668	0.00033634224711497074	0.027211617506351923	0.1957744322584215
False	14	0.9550727125723253	2.231006639417569	0.42460178538132065	0.9550727125723253	0.7459508368420329
False	15	0.556065516380455	2.9333677989741	-0.14639625291244154	-0.0913394029441159	0.556065516380455
False	16	1.1071438772700917	2.6843775761998128	0.3379139738075145	0.2996542700579329	1.1071438772700917
False	17	1.6106032657377445	2.8256013050538735	0.5583631880569873	1.1178726571116804	1.6106032657377445
False	18	1.1081497419196942	2.465394988006794	0.6667511790075047	0.8122657713702911	1.1081497419196942
False	19	1.1062854388729098	1.4809195265757666	0.8985053929818378	0.853705695036264	1.1062854388729098
False	20	1.6877436775559194	1.6877436775559194	1.6186057148463449	0.8616085686855467	1.6877436775559194
False	21	1.700116115315985	2.4088855620885723	1.700116115315985	0.7163023905796516	1.6104225258051377
False	22	1.8604975925349732	2.1801368301269366	1.7040304429917452	0.824161535544155	1.8604975925349732
False	23	3.105862339688042	3.105862339688042	1.9706252122481958	2.745044648654874	3.105862339688042
False	24	2.81843724836775	2.81843724836775	2.295882925847659	2.241683258540391	2.81843724836775
False	25	2.940441213054753	2.940441213054753	2.940441213054753	1.7855627491706394	1.5496652087805658
False	26	3.083218326983211	3.083218326983211	3.083218326983211	1.9640406338104723	1.8029468423896384
False	27	3.5742350171973247	3.5742350171973247	3.5742350171973247	2.1665913857787373	1.4762479726950404
False	28	4.0144845834744745	4.0144845834744745	4.0144845834744745	2.8149851838721256	2.7461859746573185
False	29	4.250696491686889	4.250696491686889	4.250696491686889	2.9684713088887182	2.943109779421043
False	30	4.533888528494519	4.533888528494519	4.533888528494519	3.369712030833198	2.881983261720773
False	31	4.0788256019201246	4.0788256019201246	4.0788256019201246	3.0391036736618906	2.5949924375421003
False	32	3.941807793400423	3.941807793400423	3.941807793400423	2.923918838039799	2.5468598667176727
False	33	3.768679036496649	3.768679036496649	3.768679036496649	2.9658846371347254	2.435739553081462
False	34	4.0850901521997605	4.0850901521997605	4.0850901521997605	3.3771361854363335	2.489874500065597
False	35	4.230323412434197	4.230323412434197	4.230323412434197	3.7496375140418006	2.5215957449217674
False	36	4.602228283892517	4.602228283892517	4.602228283892517	3.8718351705471483	2.4996320106177286
False	37	4.092829831334313	4.092829831334313	4.092829831334313	3.6880436005671227	2.5007533055937374
False	38	4.042611328063383	4.042611328063383	3.7453421179094937	4.042611328063383	2.926189509083753
False	39	4.4762561182841605	4.4762561182841605	3.779885121313694	4.4762561182841605	3.1085206259101312
False	40	4.5038595135754464	4.5038595135754464	3.8792374359755786	4.5038595135754464	3.1877564914510668
False	41	3.8848387806839173	3.8848387806839173	3.4109654217457375	3.8848387806839173	2.653900085069078
