endpoint	cluster_definition	n_clusters	estimate_per_mm_at_kernel_peak	standard_error	t	p_two_sided	ci_low	ci_high
richness_hurlbert_25000	site	60	193.96888938421844	56.01349052049122	3.462895948490471	0.0005343950079963933	84.18446531567993	303.75331345275697
richness_hurlbert_25000	campaign_rain_grid	80	193.96888938421844	49.6377338367482	3.9076902668876046	9.318265488633252e-05	96.68071879000678	291.2570599784301
shannon	site	60	0.18727479179731948	0.08797975265857665	2.1286123924907754	0.03328634236643872	0.014837645217767176	0.35971193837687176
shannon	campaign_rain_grid	80	0.18727479179731948	0.056405960537367995	3.3201241502350287	0.0008997742468358501	0.07672114063069066	0.2978284429639483
evenness_h_over_log_hurlbert	site	60	0.012086255463932959	0.008190089039750902	1.4757172242294154	0.14001982008419767	-0.003966024084155043	0.02813853501202096
evenness_h_over_log_hurlbert	campaign_rain_grid	80	0.012086255463932959	0.006443371666931918	1.875765684286215	0.06068746197767309	-0.000542520942259414	0.02471503187012533
