endpoint	endpoint_label	candidate_peak_days	estimate_per_mm_at_kernel_peak	classical_standard_error	classical_t	partial_r2	n_analysis_units	n_sites	nuisance_rank
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	0.5	-739.9574403027876	295.89507866919496	-2.5007426403669455	0.05521861973523574	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.0	230.7001782704223	172.6304426043858	1.336381780582663	0.016416796629702524	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	1.5	279.11687601047936	90.79839575454734	3.074028717038216	0.08114796691952796	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.0	216.42923170861076	66.26129293970965	3.266299555994736	0.09066737059134544	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	2.5	180.11221824451627	56.78956090450501	3.171572651307968	0.08593003518352094	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.0	157.21023191765553	52.068685413202594	3.019285596901072	0.07850837784593824	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	3.5	139.82697132946458	49.01513789092342	2.852730347115021	0.0706809694023994	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.0	124.37075142574912	46.4700559908999	2.676363278970533	0.06274296747017857	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	4.5	109.75371924229842	44.03241853237199	2.4925662250782135	0.05487790820203801	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.0	96.10858723545543	41.64920036918183	2.3075734079776145	0.0474061874852523	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	5.5	83.82975552852164	39.391333210844	2.128126892273964	0.04060761912122951	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.0	73.12193041556311	37.33543847760024	1.9585126999227107	0.03460770766233606	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	6.5	63.94625956769784	35.52339975606079	1.8001165430903812	0.02939411498418747	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.0	56.11712949998192	33.962549586640655	1.6523238149957942	0.024880795230133874	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	7.5	49.39933948427286	32.63796902398076	1.5135543344617024	0.02096101175944128	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.0	43.5653456354863	31.523956249670157	1.3819758310298422	0.017536128011685394	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	8.5	38.41939907356021	30.591511281216476	1.2558843111863565	0.01452648201958556	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.0	33.803127825641994	29.812378796576215	1.1338621468718253	0.01187270378713398	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	9.5	29.592894460584205	29.160884217098143	1.014814716874489	0.009533003331764123	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.0	25.694433498059205	28.614549451653627	0.8979499586904847	0.007479284815846306	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	10.5	22.03722766624378	28.15410507695991	0.7827358605789279	0.005693338865544374	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.0	18.569527095259062	27.763240949442135	0.6688530034758853	0.004163567370922405	179	60	71
richness_hurlbert_25000	Hurlbert expected richness at 25,000 reads	11.5	15.254221918819376	27.42826949823058	0.556149629483677	0.0028823448054110853	179	60	71
