endpoint	cluster_definition	n_clusters	estimate_per_mm_at_kernel_peak	standard_error	t	p_two_sided	ci_low	ci_high
richness_hurlbert_25000	site	60	216.42923170861096	75.94652752996122	2.849758096224067	0.004375249152688188	67.57677299900726	365.2816904182147
richness_hurlbert_25000	campaign_rain_grid	69	216.42923170861096	74.0516121659369	2.9226808894265575	0.0034703197841966446	71.29073886624653	361.5677245509754
shannon	site	60	0.2374704077815991	0.0848592243377979	2.7984041762661422	0.005135580507411113	0.07114938432351042	0.4037914312396878
shannon	campaign_rain_grid	69	0.2374704077815991	0.06220872210032301	3.817316925408537	0.00013491082562230899	0.1155435529407051	0.3593972626224931
evenness_h_over_log_hurlbert	site	60	0.013542150481251656	0.007413560186759777	1.8266730342915694	0.06774894502242688	-0.000988160482017544	0.028072461444520858
evenness_h_over_log_hurlbert	campaign_rain_grid	69	0.013542150481251656	0.007465606568140729	1.8139384064306858	0.06968720898594298	-0.0010901695150498467	0.028174470477553157
