Trip	Site	richness_hurlbert_25000	shannon	evenness_h_over_log_hurlbert	n_surface_profiles	n_deep_profiles	Date	Latitude	Longitude	sampling_day	longitude_z	sampling_day_z	selected_kernel_weighted_rain_mm	rain_1_to_4_complete_days_mm	rain_1_to_60_complete_days_mm
3	51	600.644496588007	5.2700907123857075	0.823753349645506	2.0	1.0	2024-02-20	20.7987	53.487	3.0	1.1882775733644704	0.9406469868801484	1.4634902843645599	0.0	11.44
3	53	165.85207775853894	4.259723132489646	0.8624351350482394	1.0	3.0	2024-02-21	20.851514166666668	53.75788444444444	4.0	1.2808747391629944	1.66422159217257	0.998148530055061	0.0	11.440000000000001
3	57	83.36299523471195	2.706630288987943	0.6192174883904371	2.0	2.0	2024-02-21	20.7349775	54.41764333333333	4.0	1.5064019131090218	1.66422159217257	1.2049728254828866	0.0	19.790000000000003
3	59	91.15738424622012	2.93499343680398	0.6520229185193112	4.0	2.0	2024-02-21	20.65626	54.63586805555556	4.0	1.5809982629525559	1.66422159217257	1.2049728254828866	0.0	19.790000000000003
4	1	1955.618989622957	6.235099420780889	0.8229613872911105	1.0	1.0	2024-08-29	19.14977055555556	45.166511388888885	0.0	-1.6570359752314114	-0.9217976907429088	4.641161669694273	2.75	25.779999999999998
4	2	1756.2025688959593	6.327930678926114	0.8681549452808428	1.0	1.0	2024-08-29	19.203468333333333	45.2447675	0.0	-1.6302511890753282	-0.9217976907429088	4.641161669694273	2.75	25.779999999999998
4	3	1148.1718668928515	6.364458975332106	0.9091178892431124	1.0	1.0	2024-08-29	19.301079444444444	45.384414166666666	0.0	-1.5824542049041446	-0.9217976907429088	0.9439230875273192	0.5	7.3500000000000005
4	4	2504.9785576802283	6.650669000464027	0.8498920508387562	1.0	1.0	2024-08-29	19.379571666666667	45.55182694444444	0.0	-1.5251536901084808	-0.9217976907429088	0.9439230875273192	0.5	7.3500000000000005
4	5	1171.2174479998107	5.933390895115167	0.842521217050991	1.0	1.0	2024-08-29	19.407155277777772	45.65950138888888	0.0	-1.4882998658132234	-0.9217976907429088	0.9439230875273192	0.5	7.3500000000000005
4	6	2592.9275565102075	6.729159854985967	0.8562328893383626	1.0	1.0	2024-08-29	19.405739166666667	45.8161425	0.0	-1.4346861785906975	-0.9217976907429088	0.9439230875273192	0.5	7.3500000000000005
